?;106121031.0;JEROLD PHELPS COMMUNITY HOSPITAL;?;?;?;8123;0.35
?;106190762.0;ST. VINCENT MEDICAL CENTER;?;?;Other;88109;?
?;106500852.0;?;Stanislaus;Investor;?;1187760;?
2009;106374084.0;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;Registered Nurse;22433;?
?;?;?;Mendocino;?;General Services Cost Centers;81784;8.58
2012;?;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;Technician & Specialist;?;13.03
2010;?;?;Kern;?;?;774965;9.2
2012;?;PATIENTS' HOSPITAL OF REDDING;?;?;?;13746;10.37
2011;?;BAKERSFIELD HEART HOSPITAL;Kern;?;Fiscal Services Cost Centers;24280;?
2010;?;?;Kern;Investor;?;?;2.85
2013;106380964.0;CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS;?;Non-Profit;Other;?;0.58
?;106424002.0;SANTA BARBARA PSYCHIATRIC HEALTH FACILTY;Santa Barbara;?;Ambulatory Cost Centers;?;?
?;106191014.0;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;?;?;?;?;0.0
2010;106231396.0;?;?;Non-Profit;General Services Cost Centers;?;?
?;?;?;Los Angeles;Non-Profit;?;250816;3.28
?;?;?;?;City/County;?;172033;1.72
2012;106470871.0;MERCY HOSPITAL OF MT. SHASTA;Siskiyou;Non-Profit;?;72418;?
2009;?;?;?;Investor;Ambulatory Cost Centers;?;?
2010;?;KAISER FOUNDATION HOSPITAL - HARBOR CITY;Los Angeles;?;?;153920;2.79
?;?;MENIFEE VALLEY MEDICAL CENTER;?;Investor;?;60058;3.43
?;106130760.0;PIONEERS MEMORIAL HOSPITAL;Imperial;District;?;144183;3.62
?;?;?;Contra Costa;?;?;?;?
2013;?;SUTTER DELTA MEDICAL CENTER;?;?;?;?;?
2011;?;KAISER FOUNDATION HOSPITAL - SUNSET;Los Angeles;?;Contracted Registry Nursing;200648;1.54
?;106190949.0;?;?;?;General Services Cost Centers;?;5.54
2012;?;?;Los Angeles;Investor;?;?;0.24
2012;106420514.0;SANTA BARBARA COTTAGE HOSPITAL;?;Non-Profit;?;0;0.0
2010;?;?;San Joaquin;Investor;Education Cost Centers;0;0.0
2010;106370771.0;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;?;Non-Profit;Daily Cost Centers;1201221;11.97
2013;?;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);San Francisco;Non-Profit;Technician & Specialist;142719;2.83
2013;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;?;District;Aides & Orderlies;?;1.53
?;106291053.0;TAHOE FOREST HOSPITAL;Nevada;District;Technician & Specialist;202440;5.06
2009;?;PACIFIC SHORES HOSPITAL;?;Investor;Clerical & Other Administrative;6695;0.94
?;106364014.0;LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER;San Bernardino;Non-Profit;Ancillary Cost Centers;12900;?
2013;106321016.0;?;Plumas;District;Ancillary Cost Centers;?;0.99
2011;106184008.0;BANNER LASSEN MEDICAL CENTER;?;?;?;?;2.52
?;?;HUNTINGTON BEACH HOSPITAL;Orange;?;?;1152;0.05
2011;106190400.0;HUNTINGTON MEMORIAL HOSPITAL;Los Angeles;Non-Profit;Education Cost Centers;87052;?
2012;?;?;?;District;Aides & Orderlies;94680;2.46
2010;?;BUTTE COUNTY MENTAL HEALTH - PHF;?;City/County;Management & Supervision;0;0.0
2009;106490919.0;?;Sonoma;Non-Profit;?;196736;?
2011;106551061.0;?;Tuolumne;?;?;?;?
?;?;KAISER FOUNDATION HOSPITAL - ROSEVILLE;Placer;Non-Profit;Registered Nurse;258340;4.04
2012;106420483.0;GOLETA VALLEY COTTAGE HOSPITAL;Santa Barbara;Non-Profit;Aides & Orderlies;90237;3.63
2013;?;?;Santa Barbara;Non-Profit;?;?;0.0
2013;?;?;?;?;Fiscal Services Cost Centers;?;3.36
?;106220733.0;?;?;?;?;32595;0.79
2012;106301140.0;?;Orange;?;Ambulatory Cost Centers;65393;?
2011;106190081.0;?;?;Non-Profit;?;?;?
2010;106190754.0;?;?;?;?;?;?
2012;106440755.0;DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL;?;Non-Profit;?;185350;2.22
2010;?;?;?;?;General Services Cost Centers;907222;5.36
2009;106191014.0;?;?;State;?;?;?
?;?;AURORA SAN DIEGO;?;Investor;Environmental & Food Services;30984;?
2010;106474007.0;?;?;Non-Profit;Ancillary Cost Centers;171869;?
2013;106560525.0;SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES - SYCAMORE;?;?;Administrative Services Cost Centers;133326;3.49
2012;?;?;Los Angeles;Non-Profit;Management & Supervision;241345;1.74
2009;106190243.0;DOWNEY REGIONAL MEDICAL CENTER;?;Non-Profit;?;?;2.34
2009;106301337.0;SOUTH COAST MEDICAL CENTER;?;Non-Profit;?;98949;5.48
?;106331168.0;EISENHOWER MEDICAL CENTER;Riverside;Non-Profit;General Services Cost Centers;703479;?
2013;?;MIRACLE MILE MEDICAL CENTER;Los Angeles;?;Education Cost Centers;?;0.0
2009;106013687.0;MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL;Alameda;?;Daily Cost Centers;?;5.29
2012;?;?;?;?;Registered Nurse;?;?
2013;106374049.0;SHARP VISTA PACIFICA;San Diego;?;Licensed Vocational Nurse;?;0.2
2012;106431506.0;?;?;Non-Profit;Daily Cost Centers;?;?
2009;106580996.0;RIDEOUT MEMORIAL HOSPITAL;?;Non-Profit;Ambulatory Cost Centers;228137;?
?;?;UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER;Orange;?;?;1879814;?
?;106190631.0;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;Los Angeles;Non-Profit;?;?;0.36
?;?;WESTERN MEDICAL CENTER-SANTA ANA;Orange;Investor;Education Cost Centers;245;0.0
2009;106540816.0;TULARE DISTRICT HOSPITAL;Tulare;District;?;38679;1.01
?;?;SAN GABRIEL VALLEY MEDICAL CENTER;Los Angeles;Investor;Contracted Registry Nursing;52214;?
2010;106190159.0;TRI-CITY REGIONAL MEDICAL CENTER;?;?;Technician & Specialist;107318;?
2013;106374049.0;?;San Diego;Non-Profit;?;243;0.03
2012;106480989.0;?;Solano;Non-Profit;?;0;?
?;?;?;San Bernardino;City/County;?;?;?
?;106171395.0;SUTTER LAKESIDE HOSPITAL;Lake;Non-Profit;Technician & Specialist;152845;7.72
2009;?;ST. LOUISE REGIONAL HOSPITAL;Santa Clara;Non-Profit;?;?;0.0
2013;?;MONTEREY PARK HOSPITAL;Los Angeles;?;Aides & Orderlies;23320;0.96
?;106331216.0;JOHN F. KENNEDY MEMORIAL HOSPITAL;?;?;?;194042;?
?;?;SIERRA VISTA REGIONAL MEDICAL CENTER;?;Investor;Management & Supervision;84816;2.32
2011;106430763.0;EL CAMINO HOSPITAL;?;?;Ambulatory Cost Centers;?;?
2010;106070990.0;?;?;Non-Profit;Other;?;?
2012;106121031.0;JEROLD PHELPS COMMUNITY HOSPITAL;?;District;Administrative Services Cost Centers;?;1.18
?;106361339.0;ST. BERNARDINE MEDICAL CENTER;San Bernardino;Non-Profit;Clerical & Other Administrative;?;?
?;106370749.0;ALVARADO PARKWAY INSTITUTE BHS;San Diego;Investor;Contracted Other;?;?
2013;?;?;Sacramento;?;Licensed Vocational Nurse;7862;0.07
2012;106190315.0;?;Los Angeles;Investor;?;?;0.03
2011;106281266.0;NAPA STATE HOSPITAL;?;?;?;?;?
2012;?;?;Ventura;?;?;0;?
2012;?;SAN LUIS OBISPO COUNTY - PHF;San Luis Obispo;?;Aides & Orderlies;0;0.0
?;106560501.0;OJAI VALLEY COMMUNITY HOSPITAL;Ventura;Non-Profit;Ancillary Cost Centers;71213;?
2012;106404046.0;SAN LUIS OBISPO COUNTY - PHF;San Luis Obispo;?;Contracted Registry Nursing;?;?
2010;?;PARADISE VALLEY HOSPITAL;San Diego;?;?;?;?
2012;106334048.0;?;Riverside;Non-Profit;Daily Cost Centers;250122;22.39
?;106190756.0;ST. JOHN'S HEALTH CENTER;Los Angeles;Non-Profit;Management & Supervision;?;2.48
2013;106121031.0;JEROLD PHELPS COMMUNITY HOSPITAL;?;?;Clerical & Other Administrative;?;?
2009;106400524.0;?;?;?;?;?;5.1
?;106190470.0;PROVIDENCE LITTLE CO OF MARY-TORRANCE;Los Angeles;Non-Profit;Aides & Orderlies;268097;?
2009;106040802.0;BIGGS-GRIDLEY MEMORIAL HOSPITAL;?;Non-Profit;Administrative Services Cost Centers;29788;1.49
?;106470871.0;MERCY HOSPITAL OF MT. SHASTA;Siskiyou;?;Administrative Services Cost Centers;56997;7.13
2010;?;HEALDSBURG DISTRICT HOSPITAL;?;?;Registered Nurse;76981;3.17
?;106190949.0;?;Los Angeles;Non-Profit;Technician & Specialist;?;3.9
2012;?;HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL;?;Investor;Licensed Vocational Nurse;20639;1.37
2009;106364144.0;?;?;?;?;60549;1.66
?;106190280.0;ENCINO HOSPITAL MEDICAL CENTER;Los Angeles;?;Contracted Other;?;0.17
2013;106141273.0;NORTHERN INYO HOSPITAL;Inyo;?;Licensed Vocational Nurse;?;0.57
?;106150775.0;?;Kern;?;Technician & Specialist;81991;3.83
?;?;JEROLD PHELPS COMMUNITY HOSPITAL;?;?;Technician & Specialist;?;0.48
2013;106560203.0;AURORA VISTA DEL MAR HOSPITAL;?;Investor;?;?;0.0
2009;106014034.0;FREMONT HOSPITAL;?;Investor;?;8590;0.28
