2013;106121031.0;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;?;Ancillary Cost Centers;8123;0.35
2009;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;?;?;88109;?
?;106500852.0;?;Stanislaus;?;?;1187760;8.81
2009;106374084.0;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;?;22433;5.31
2012;106230949.0;FRANK R HOWARD MEMORIAL HOSPITAL;Mendocino;Non-Profit;?;81784;8.58
?;106474007.0;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;Technician & Specialist;155221;?
2010;106150761.0;MERCY HOSPITAL - BAKERSFIELD;?;Non-Profit;?;774965;?
2012;?;PATIENTS' HOSPITAL OF REDDING;Shasta;Investor;Clerical & Other Administrative;13746;?
2011;106154101.0;BAKERSFIELD HEART HOSPITAL;Kern;Investor;Fiscal Services Cost Centers;24280;?
2010;?;BAKERSFIELD HEART HOSPITAL;Kern;?;Administrative Services Cost Centers;?;2.85
2013;106380964.0;?;?;Non-Profit;Other;25785;0.58
2012;106424002.0;?;Santa Barbara;City/County;Ambulatory Cost Centers;0;0.0
?;106191014.0;?;Los Angeles;?;Technician & Specialist;0;0.0
2010;106231396.0;UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE;Mendocino;Non-Profit;General Services Cost Centers;171607;6.72
2012;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;Administrative Services Cost Centers;250816;3.28
2012;106374055.0;SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL;?;City/County;General Services Cost Centers;172033;?
2012;106470871.0;MERCY HOSPITAL OF MT. SHASTA;Siskiyou;?;General Services Cost Centers;?;9.55
?;106190352.0;GREATER EL MONTE COMMUNITY HOSPITAL;Los Angeles;Investor;Ambulatory Cost Centers;37195;1.46
2010;106190431.0;KAISER FOUNDATION HOSPITAL - HARBOR CITY;Los Angeles;?;Aides & Orderlies;153920;?
2013;106334018.0;MENIFEE VALLEY MEDICAL CENTER;Riverside;Investor;Ambulatory Cost Centers;60058;3.43
2013;106130760.0;PIONEERS MEMORIAL HOSPITAL;Imperial;?;Aides & Orderlies;144183;?
?;106074039.0;JOHN MUIR BEHAVIORAL HEALTH CENTER;?;Non-Profit;?;?;1.13
?;106070934.0;SUTTER DELTA MEDICAL CENTER;Contra Costa;Non-Profit;?;329651;7.82
2011;106190429.0;KAISER FOUNDATION HOSPITAL - SUNSET;Los Angeles;Non-Profit;?;200648;?
2012;?;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;Los Angeles;?;General Services Cost Centers;434172;5.54
2012;106190859.0;?;Los Angeles;Investor;Contracted Other;14231;0.24
2012;106420514.0;?;Santa Barbara;Non-Profit;?;?;0.0
2010;?;?;San Joaquin;Investor;Education Cost Centers;0;0.0
2010;?;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;San Diego;?;Daily Cost Centers;?;11.97
2013;106380857.0;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);San Francisco;Non-Profit;Technician & Specialist;?;2.83
2013;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;?;?;Aides & Orderlies;58510;?
2012;?;TAHOE FOREST HOSPITAL;Nevada;District;Technician & Specialist;202440;?
2009;106560838.0;PACIFIC SHORES HOSPITAL;?;Investor;Clerical & Other Administrative;6695;0.94
2011;106364014.0;LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER;San Bernardino;Non-Profit;?;?;0.35
2013;106321016.0;SENECA HEALTHCARE DISTRICT;Plumas;District;?;24472;0.99
