Richard Riehle;nm0726223;Crash Point Zero;2001;433;3.4;tt0248742
Bae Doona;?;The Drug King;2018;2409;6.2;tt6914542
?;?;Gangster Wars;1981;?;?;tt0082434
John Carradine;nm0001017;Les Miserables;1935;3339;7.6;?
Robert Redford;?;?;2018;390;5.4;?
J.K. Simmons;nm0799777;?;2015;261441;?;tt1340138
Dakota Fanning;nm0266824;The Twilight Saga: Breaking Dawn - Part 2;2012;233442;5.5;tt1673434
Melora Hardin;nm0002124;The Hot Chick;2002;90569;5.5;tt0302640
Jack Nicholson;?;The Missouri Breaks;1976;9796;6.6;tt0074906
?;nm0000009;?;1960;173;?;?
?;nm1017334;Magic Magic;2013;?;5.0;tt1929308
Felix Silla;nm0798061;Spaceballs;1987;173188;7.1;tt0094012
Laura Aikman;nm0014605;?;?;707;4.1;tt1376404
Gary Busey;nm0000997;?;1978;?;7.2;?
Johnny Pemberton;nm2922572;Tone-Deaf;2019;2302;4.8;tt8332666
Kelly Overton;nm0653952;?;2010;?;4.8;tt0411951
John Mills;nm0590055;Nine Days a Queen;1936;185;6.6;?
Brandon Jay McLaren;?;Scooby-Doo 2: Monsters Unleashed;2004;50842;5.1;tt0331632
Andy Samberg;nm1676221;Popstar: Never Stop Never Stopping;?;55553;6.7;tt3960412
Deborah Kerr;nm0000039;The Sundowners;?;?;7.1;?
Theresa Russell;nm0000622;Bad Timing;1980;8307;7.0;tt0080408
?;nm0735442;?;2013;370952;?;tt1905041
Alfre Woodard;?;Scrooged;1988;89406;7.0;tt0096061
Lucas Till;nm1395771;The Other Side;2006;?;5.2;tt0393567
David Morrissey;nm0607375;Some Voices;2000;1145;6.6;tt0218616
Dedee Pfeiffer;nm0679410;Deadly Past;1995;167;4.4;tt0112829
Steven Seagal;nm0000219;Ticker;2001;6612;3.6;?
Stephanie Kurtzuba;nm1368866;The Irishman;2019;333018;7.8;?
Frankie Faison;nm0265670;Maximum Overdrive;1986;30457;5.5;?
Robert Taylor;nm0001791;The Night Walker;1964;1750;6.4;tt0058403
?;nm0261170;Breakin' All the Rules;2004;5856;5.7;?
Josh Hutcherson;nm1242688;Motocross Kids;2004;414;?;tt0386649
Vinnie Jones;?;Blast;?;1556;4.8;tt0361399
Richard Moll;nm0596959;?;1985;2090;4.2;tt0087798
Laurence Harvey;?;The Silent Enemy;1958;568;6.6;tt0052197
Alice Evans;nm0262521;?;2002;1672;?;tt0264333
Saoirse Ronan;nm1519680;City of Ember;2008;63150;6.5;tt0970411
?;nm0000560;I'll Do Anything;?;2429;5.5;tt0110097
Queen Latifah;nm0001451;The Perfect Holiday;2007;2912;4.6;tt0841032
Natasha Little;nm0514638;Blood;2012;3997;6.0;tt2078552
Gabriel Byrne;nm0000321;Mad to Be Normal;2017;?;6.0;?
Maribel Verdu;nm0893941;El amante bilingue;1993;?;5.0;tt0106251
Charlie Plummer;nm4055138;Gully;2019;?;1.5;?
?;?;Leading Lady;2014;716;5.8;tt3510718
Michael Moriarty;nm0605363;Blood Link;?;370;5.5;tt0083659
Patricia Tallman;nm0848191;Star Trek: Generations;1994;77076;6.6;tt0111280
?;nm1869872;Ober;2006;2895;7.0;tt0476681
Jerry O'Connell;nm0005278;Veronica Mars;2014;50607;6.8;?
Jess Harnell;nm0363641;?;2009;207723;6.9;tt0844471
Bryan Cranston;nm0186505;Argo;2012;577950;7.7;tt1024648
Ian Kahn;nm0434845;Shadows & Lies;2010;911;4.3;tt1453403
Joel McHale;nm0570364;Deliver Us from Evil;2014;72118;6.2;tt2377322
?;nm1058352;?;2015;231315;6.8;tt1823672
?;nm0000893;Streets of Fire;1984;18383;6.7;tt0088194
Dylan Minnette;nm1910255;Don't Breathe;2016;225866;7.1;tt4160708
Madeleine Arthur;?;To All the Boys I've Loved Before;?;?;7.1;tt3846674
James Urbaniak;nm0881672;The Last Romantic;?;121;?;tt0497401
Linda Darnell;nm0001105;Unfaithfully Yours;1948;4719;?;?
Alain Delon;nm0001128;Le retour de Casanova;1992;?;5.8;tt0105243
Alyssa Sutherland;nm1451415;Blood Vessel;2019;1680;5.3;tt8009938
Tom Wilkinson;nm0929489;Burden;2018;2483;6.7;tt5314450
Amy Hargreaves;nm0362955;Against the Current;2009;1133;6.1;tt1131727
Wyatt Russell;nm0751518;Soldier;1998;52121;?;tt0120157
Mathieu Amalric;nm0023832;?;2012;44991;?;tt1480656
?;nm0001152;?;2009;?;?;tt1212451
?;nm0000980;Richard III;1995;13860;7.4;tt0114279
Alan Ford;nm0285495;Fahrenheit 451;1966;41430;7.2;?
Barry Bostwick;?;Russian Holiday;1993;?;?;tt0102821
Daniel Wu;nm0943079;House of Fury;2005;1834;6.1;tt0435026
Kathryn Erbe;nm0002062;No Beast So Fierce;?;201;5.7;tt3862762
Cesar Domboy;nm2023483;?;2006;197;5.8;tt0478548
Tobin Bell;nm0068551;The Firm;1993;122076;6.8;?
?;nm0854304;Finding Mr Right 2;2016;794;6.2;?
?;nm0001364;Unleashed;?;98974;7.0;tt0342258
Anthony Quinn;nm0000063;?;1956;232;6.1;?
Angus Sampson;nm0760151;Kokoda: 39th Battalion;2006;?;6.1;tt0481390
Chelsey Reist;?;Crowsnest;?;?;3.9;?
Martin Freeman;?;Swinging with the Finkels;2011;2978;4.6;tt1502420
Ian McShane;nm0574534;Coraline;2009;199816;?;tt0327597
?;nm0001705;Sandy Wexler;2017;15071;5.2;tt5893332
Jon Seda;nm0781218;Zebrahead;1992;1175;6.3;tt0105885
Paula Pell;nm0996134;Wine Country;2019;19175;?;tt8169446
Brian Posehn;nm0692634;Desperate But Not Serious;2000;334;?;tt0160182
Katharine Towne;nm0870007;Go;1999;67300;7.2;tt0139239
Rosario Dawson;nm0206257;The First $20 Million Is Always the Hardest;2002;3036;5.6;tt0280674
?;nm0000149;?;2009;4373;?;tt1220220
?;nm0203308;?;2016;221;3.7;tt2421910
Anne Reid;nm0717176;The Aeronauts;2019;?;6.6;?
?;nm0000342;Soldiers of Fortune;2012;7048;4.3;tt1678051
David Rasche;nm0711058;Crimes of the Past;?;?;4.2;tt1009019
?;nm3338354;Mountain Rest;2018;?;5.6;tt7191910
John C. Reilly;nm0000604;The Good Girl;2002;43358;?;tt0279113
Chris Messina;nm0582149;The Sweet Life;2016;1639;6.2;?
?;nm0722599;It's a Mad Mad Mad Mad World;1963;38205;7.5;?
Brandon Routh;?;Karla;2006;5778;?;tt0424938
Michelle Krusiec;nm0472891;Far North;2007;2784;6.1;tt0860866
Daryl Hannah;nm0000435;Hard Cash;2002;3042;?;?
Martin Lawrence;nm0001454;The Beach Bum;2019;?;5.5;tt6511932
Maggie Q;nm0702572;Modest Heroes;2018;2108;6.6;tt8223844
Monica Bellucci;nm0000899;?;2015;?;6.8;tt2379713
Charlotte Beaumont;?;6 Bullets;2012;14052;6.1;tt1975249
Juno Temple;?;The Dark Knight Rises;2012;1533079;8.4;tt1345836
Barbara Hershey;nm0001347;The Stunt Man;1980;?;?;tt0081568
Laysla De Oliveira;nm5315658;Guest of Honour;2019;702;?;tt9143636
Luenell;nm0132685;So I Married an Axe Murderer;?;33740;6.4;tt0108174
Kelly Preston;nm0000593;?;1991;2598;6.3;tt0102818
?;?;Hannibal Rising;?;?;6.2;tt0367959
Joely Richardson;nm0000613;Wrestling with Alligators;1998;142;?;tt0139745
Nita Talbot;nm0847953;Island Claws;1980;431;4.4;?
Shawn Ashmore;nm0039162;?;1991;856;5.8;tt0107523
Daisy Ridley;nm5397459;Murder on the Orient Express;2017;216631;6.5;tt3402236
Tom Guiry;nm0347509;?;2001;366964;7.7;tt0265086
Wayne Knight;nm0001431;?;1992;181016;7.0;tt0103772
Domhnall Gleeson;nm1727304;Peter Rabbit;2018;36140;6.6;tt5117670
?;nm0000821;?;1983;312;6.0;tt0086156
Eugene Byrd;nm0126021;8 Mile;?;?;?;tt0298203
?;nm0005246;?;2005;?;4.3;tt0363269
Edgar Ramirez;nm1183149;An Open Heart;2012;653;?;tt2088962
Fares Fares;nm0267241;Metropia;2009;7464;6.3;tt0985058
Bobby Driscoll;nm0237985;The Party Crashers;1958;102;5.7;tt0052049
Pierce Brosnan;nm0000112;Mamma Mia! Here We Go Again;?;?;6.6;tt6911608
Ron Moody;nm0600531;The Strange Case of the End of Civilization as We Know It;1977;?;?;?
LL Cool J;nm0005112;Toys;1992;30640;5.1;tt0105629
Enrique Murciano;nm0006663;Miss Congeniality 2: Armed and Fabulous;?;70256;5.1;?
William Fichtner;nm0001209;The Neighbor;2017;3772;?;?
Michelle Pfeiffer;nm0000201;A Thousand Acres;?;?;6.1;tt0120323
?;nm0001774;The Secret Life of Walter Mitty;2013;?;7.3;?
Corey Sevier;nm0786417;Osombie;2012;1527;3.6;tt2141875
Chelan Simmons;nm0799706;Percy Jackson & the Olympians: The Lightning Thief;2010;178415;5.9;tt0814255
?;nm3586035;The Book of Love;?;?;6.0;tt1330018
Brendan Fletcher;?;13 Eerie;?;2707;?;tt2082152
?;nm0635139;Surfer Dude;?;8416;4.7;tt0976247
John Spencer;nm0817983;Twilight;?;?;6.2;tt0119594
?;?;Speed;?;332443;7.2;?
Adam Wylie;nm0943766;Street Dreams;?;?;6.2;tt0838241
