?;?;Crash Point Zero;?;?;3.4;tt0248742
?;nm0046277;The Drug King;2018;2409;6.2;?
Vincent Schiavelli;?;Gangster Wars;1981;180;?;?
John Carradine;nm0001017;?;1935;3339;?;tt0026725
Robert Redford;nm0000602;?;?;390;?;?
J.K. Simmons;?;?;?;?;?;?
Dakota Fanning;?;The Twilight Saga: Breaking Dawn - Part 2;?;233442;?;tt1673434
?;nm0002124;?;2002;?;5.5;tt0302640
?;nm0000197;?;1976;9796;?;?
Richard Burton;?;?;1960;173;?;tt0053673
Juno Temple;nm1017334;?;2013;?;?;tt1929308
Felix Silla;?;Spaceballs;1987;?;7.1;?
Laura Aikman;?;Freight;?;?;4.1;tt1376404
?;?;Big Wednesday;1978;?;7.2;tt0077235
?;?;Tone-Deaf;?;2302;4.8;?
Kelly Overton;nm0653952;?;2010;26327;4.8;tt0411951
John Mills;nm0590055;Nine Days a Queen;?;?;?;tt0028033
Brandon Jay McLaren;?;Scooby-Doo 2: Monsters Unleashed;2004;50842;?;tt0331632
Andy Samberg;?;Popstar: Never Stop Never Stopping;2016;55553;6.7;?
Deborah Kerr;?;?;?;3811;7.1;tt0054353
Theresa Russell;nm0000622;Bad Timing;1980;?;7.0;tt0080408
Michelle Rodriguez;?;?;?;370952;?;tt1905041
?;nm0005569;?;1988;?;?;tt0096061
Lucas Till;nm1395771;?;?;1412;5.2;tt0393567
?;?;Some Voices;2000;1145;?;?
?;nm0679410;Deadly Past;?;167;4.4;?
Steven Seagal;nm0000219;Ticker;2001;6612;3.6;tt0196158
Stephanie Kurtzuba;nm1368866;The Irishman;2019;?;?;tt1302006
Frankie Faison;nm0265670;?;1986;30457;5.5;?
Robert Taylor;?;?;?;1750;?;tt0058403
Jennifer Esposito;nm0261170;?;2004;5856;5.7;?
?;?;Motocross Kids;?;?;3.9;?
Vinnie Jones;nm0005068;Blast;?;1556;?;?
?;nm0596959;?;1985;2090;?;tt0087798
Laurence Harvey;?;The Silent Enemy;1958;568;?;tt0052197
Alice Evans;?;The Abduction Club;2002;1672;6.7;tt0264333
?;nm1519680;?;?;?;6.5;?
?;nm0000560;?;1994;2429;5.5;?
?;nm0001451;The Perfect Holiday;2007;2912;4.6;tt0841032
Natasha Little;?;Blood;2012;3997;6.0;tt2078552
?;nm0000321;Mad to Be Normal;2017;?;6.0;tt4687410
Maribel Verdu;?;?;?;?;?;tt0106251
Charlie Plummer;nm4055138;Gully;?;1016;?;tt5013984
?;nm0004743;Leading Lady;2014;?;?;?
Michael Moriarty;?;?;1982;?;5.5;tt0083659
Patricia Tallman;nm0848191;Star Trek: Generations;1994;?;6.6;?
Lyne Renee;nm1869872;?;2006;?;7.0;tt0476681
?;nm0005278;?;?;?;6.8;?
?;?;Cloudy with a Chance of Meatballs;2009;207723;6.9;tt0844471
Bryan Cranston;?;?;2012;577950;?;?
Ian Kahn;nm0434845;Shadows & Lies;2010;?;4.3;tt1453403
Joel McHale;nm0570364;?;2014;72118;?;?
Miranda Frigon;nm1058352;?;2015;?;6.8;tt1823672
?;nm0000893;Streets of Fire;?;?;6.7;?
Dylan Minnette;nm1910255;?;2016;225866;7.1;?
?;?;To All the Boys I've Loved Before;2018;?;?;tt3846674
?;?;The Last Romantic;?;?;6.0;tt0497401
?;nm0001105;Unfaithfully Yours;?;?;?;tt0040919
