Richard Riehle;nm0726223;Crash Point Zero;2001;433;3.4;tt0248742
Bae Doona;nm0046277;The Drug King;?;2409;6.2;tt6914542
Vincent Schiavelli;nm0001704;Gangster Wars;?;180;?;?
John Carradine;nm0001017;?;?;3339;?;tt0026725
?;nm0000602;Buttons A New Musical Film;?;390;5.4;tt9248032
?;nm0799777;?;?;?;6.3;?
?;nm0266824;The Twilight Saga: Breaking Dawn - Part 2;2012;?;5.5;tt1673434
Melora Hardin;?;The Hot Chick;?;90569;?;?
?;nm0000197;The Missouri Breaks;1976;9796;?;tt0074906
Richard Burton;nm0000009;The Bramble Bush;1960;173;5.6;tt0053673
Juno Temple;nm1017334;Magic Magic;2013;9309;5.0;tt1929308
Felix Silla;nm0798061;?;1987;173188;7.1;tt0094012
?;nm0014605;Freight;2010;?;?;tt1376404
Gary Busey;nm0000997;?;1978;6171;7.2;?
Johnny Pemberton;nm2922572;Tone-Deaf;2019;?;?;tt8332666
?;nm0653952;Tekken;2010;?;4.8;tt0411951
John Mills;nm0590055;Nine Days a Queen;1936;185;6.6;tt0028033
?;nm1564963;?;2004;50842;5.1;tt0331632
Andy Samberg;nm1676221;?;2016;55553;?;tt3960412
?;nm0000039;The Sundowners;1960;3811;7.1;tt0054353
Theresa Russell;nm0000622;?;1980;8307;7.0;tt0080408
?;?;Fast & Furious 6;?;370952;7.0;?
Alfre Woodard;?;?;1988;?;7.0;?
?;nm1395771;?;2006;1412;?;?
David Morrissey;nm0607375;Some Voices;2000;1145;?;tt0218616
Dedee Pfeiffer;nm0679410;Deadly Past;1995;167;4.4;tt0112829
Steven Seagal;?;?;2001;?;3.6;tt0196158
?;?;?;2019;333018;?;tt1302006
Frankie Faison;nm0265670;Maximum Overdrive;1986;?;5.5;tt0091499
Robert Taylor;?;The Night Walker;1964;1750;6.4;?
?;nm0261170;Breakin' All the Rules;2004;?;?;tt0349169
Josh Hutcherson;nm1242688;Motocross Kids;2004;414;?;?
Vinnie Jones;nm0005068;Blast;2004;1556;?;tt0361399
Richard Moll;nm0596959;Night Train to Terror;1985;2090;?;tt0087798
Laurence Harvey;?;?;?;568;6.6;?
?;nm0262521;?;2002;1672;6.7;?
?;nm1519680;City of Ember;?;?;6.5;tt0970411
?;nm0000560;I'll Do Anything;1994;?;?;tt0110097
?;nm0001451;?;2007;2912;4.6;tt0841032
?;?;Blood;2012;3997;6.0;tt2078552
Gabriel Byrne;nm0000321;?;?;1206;6.0;?
Maribel Verdu;nm0893941;El amante bilingue;1993;416;?;?
Charlie Plummer;nm4055138;Gully;2019;1016;1.5;?
Gil Bellows;nm0004743;Leading Lady;?;?;5.8;tt3510718
Michael Moriarty;nm0605363;Blood Link;?;?;?;tt0083659
Patricia Tallman;nm0848191;?;?;77076;?;tt0111280
?;?;?;?;?;7.0;?
?;nm0005278;Veronica Mars;?;50607;6.8;tt2771372
?;nm0363641;?;?;207723;6.9;tt0844471
Bryan Cranston;nm0186505;Argo;2012;?;?;tt1024648
Ian Kahn;nm0434845;Shadows & Lies;?;?;4.3;tt1453403
?;?;Deliver Us from Evil;2014;72118;6.2;tt2377322
Miranda Frigon;nm1058352;Chappie;2015;?;?;tt1823672
?;nm0000893;Streets of Fire;1984;18383;6.7;tt0088194
Dylan Minnette;nm1910255;Don't Breathe;?;225866;7.1;?
?;nm4699715;To All the Boys I've Loved Before;?;?;7.1;tt3846674
?;nm0881672;The Last Romantic;2006;121;6.0;tt0497401
Linda Darnell;?;Unfaithfully Yours;1948;4719;7.6;?
?;nm0001128;Le retour de Casanova;?;508;5.8;?
?;?;Blood Vessel;?;1680;5.3;?
?;?;Burden;2018;2483;6.7;tt5314450
Amy Hargreaves;nm0362955;Against the Current;?;1133;6.1;tt1131727
Wyatt Russell;?;Soldier;1998;52121;?;tt0120157
?;nm0023832;Cosmopolis;2012;?;5.1;tt1480656
?;nm0001152;April Showers;2009;939;5.8;?
Jim Broadbent;nm0000980;Richard III;1995;13860;7.4;tt0114279
Alan Ford;nm0285495;?;1966;41430;7.2;tt0060390
?;?;?;1993;169;2.0;?
Daniel Wu;nm0943079;House of Fury;?;1834;6.1;tt0435026
Kathryn Erbe;nm0002062;No Beast So Fierce;2016;201;5.7;tt3862762
Cesar Domboy;nm2023483;Red Needles;2006;197;5.8;?
Tobin Bell;nm0068551;The Firm;1993;122076;?;tt0106918
April Telek;?;Finding Mr Right 2;2016;?;?;tt4960242
?;nm0001364;Unleashed;2005;?;7.0;tt0342258
Anthony Quinn;nm0000063;The Wild Party;1956;232;6.1;tt0049955
?;nm0760151;Kokoda: 39th Battalion;?;?;6.1;?
Chelsey Reist;nm3650800;Crowsnest;2012;1553;3.9;tt2180333
Martin Freeman;nm0293509;Swinging with the Finkels;2011;2978;?;?
?;nm0574534;Coraline;?;199816;7.7;?
?;nm0001705;?;2017;15071;5.2;?
Jon Seda;?;Zebrahead;1992;1175;6.3;tt0105885
Paula Pell;?;Wine Country;?;?;5.4;?
?;nm0692634;?;2000;?;?;tt0160182
Katharine Towne;nm0870007;Go;1999;67300;7.2;tt0139239
Rosario Dawson;nm0206257;The First $20 Million Is Always the Hardest;?;3036;5.6;tt0280674
?;nm0000149;Motherhood;2009;4373;4.6;tt1220220
Eileen Davidson;nm0203308;The Guest House;2016;?;?;tt2421910
?;nm0717176;?;2019;28239;6.6;tt6141246
James Cromwell;nm0000342;Soldiers of Fortune;?;7048;4.3;tt1678051
David Rasche;?;?;2009;267;4.2;tt1009019
Kate Lyn Sheil;?;Mountain Rest;?;162;?;?
John C. Reilly;?;?;2002;43358;6.3;tt0279113
Chris Messina;?;The Sweet Life;2016;1639;6.2;tt4838534
Madlyn Rhue;nm0722599;?;1963;38205;?;?
Brandon Routh;nm0746125;Karla;2006;5778;5.5;tt0424938
Michelle Krusiec;?;Far North;2007;?;6.1;tt0860866
?;?;?;?;?;4.5;?
Martin Lawrence;nm0001454;The Beach Bum;2019;19035;5.5;tt6511932
?;nm0702572;?;2018;2108;6.6;tt8223844
Monica Bellucci;nm0000899;?;2015;387668;6.8;tt2379713
?;nm3488008;6 Bullets;2012;14052;6.1;tt1975249
?;nm1017334;?;?;1533079;?;tt1345836
Barbara Hershey;?;?;1980;8797;7.0;tt0081568
Laysla De Oliveira;nm5315658;?;2019;702;5.7;tt9143636
?;nm0132685;So I Married an Axe Murderer;?;33740;6.4;tt0108174
Kelly Preston;?;Run;?;2598;?;tt0102818
Gong Li;nm0000084;Hannibal Rising;?;104610;6.2;tt0367959
Joely Richardson;nm0000613;?;?;?;5.0;?
Nita Talbot;nm0847953;Island Claws;?;431;4.4;?
Shawn Ashmore;nm0039162;?;1991;?;5.8;tt0107523
?;?;Murder on the Orient Express;2017;216631;6.5;tt3402236
?;nm0347509;Black Hawk Down;2001;366964;7.7;tt0265086
Wayne Knight;nm0001431;?;?;181016;7.0;tt0103772
Domhnall Gleeson;?;?;?;36140;6.6;tt5117670
?;nm0000821;Pukar;?;312;6.0;tt0086156
?;nm0126021;8 Mile;?;?;?;tt0298203
Esai Morales;nm0005246;Once Upon a Wedding;2005;216;4.3;tt0363269
Edgar Ramirez;?;An Open Heart;2012;653;5.5;tt2088962
?;nm0267241;Metropia;2009;7464;6.3;tt0985058
?;nm0237985;The Party Crashers;1958;102;?;?
Pierce Brosnan;nm0000112;Mamma Mia! Here We Go Again;2018;81885;?;tt6911608
?;nm0600531;?;?;633;6.4;tt0076770
LL Cool J;?;?;1992;30640;5.1;tt0105629
?;nm0006663;Miss Congeniality 2: Armed and Fabulous;2005;?;5.1;tt0385307
William Fichtner;?;The Neighbor;?;3772;4.9;?
?;nm0000201;A Thousand Acres;?;5096;6.1;tt0120323
Ben Stiller;?;The Secret Life of Walter Mitty;?;295841;7.3;tt0359950
Corey Sevier;nm0786417;Osombie;2012;1527;3.6;tt2141875
Chelan Simmons;nm0799706;Percy Jackson & the Olympians: The Lightning Thief;2010;178415;5.9;tt0814255
Maisie Williams;nm3586035;The Book of Love;?;3921;?;?
?;?;13 Eerie;2013;2707;?;tt2082152
Jeffrey Nordling;nm0635139;?;?;?;4.7;tt0976247
?;nm0817983;Twilight;1998;10673;6.2;tt0119594
Richard Schiff;nm0771493;?;?;332443;?;?
?;nm0943766;?;?;1087;6.2;tt0838241
?;nm0231436;?;2013;13740;5.9;tt1922685
Joe Pesci;?;?;?;3410;6.5;?
?;nm0398466;Duel at Diablo;1966;?;?;tt0060355
Michael Caine;nm0000323;Is Anybody There?;2008;?;6.7;tt1130088
Barbara Crampton;nm0186225;Death House;?;1399;3.0;tt2984576
Natasha Henstridge;?;It Had to Be You;2000;?;5.7;tt0139388
?;nm1248373;Dracano;2013;353;3.0;tt2393174
Graham Greene;?;Clearcut;1991;560;7.1;tt0101592
Ward Bond;nm0000955;Death on the Diamond;1934;292;6.2;?
