?;nm0726223;?;?;?;?;tt0248742
Bae Doona;nm0046277;The Drug King;?;2409;?;tt6914542
?;nm0001704;Gangster Wars;?;?;6.7;?
?;?;Les Miserables;?;3339;7.6;tt0026725
?;?;?;?;?;5.4;tt9248032
?;nm0799777;Terminator Genisys;2015;?;?;tt1340138
Dakota Fanning;nm0266824;The Twilight Saga: Breaking Dawn - Part 2;2012;233442;?;?
?;?;?;2002;90569;?;?
?;nm0000197;The Missouri Breaks;1976;?;?;tt0074906
?;?;?;1960;?;5.6;tt0053673
?;?;?;2013;9309;?;?
?;?;Spaceballs;?;?;?;tt0094012
Laura Aikman;?;Freight;?;707;4.1;?
?;?;?;?;?;?;tt0077235
Johnny Pemberton;?;Tone-Deaf;2019;?;?;?
?;?;Tekken;?;26327;?;?
John Mills;nm0590055;Nine Days a Queen;1936;185;?;tt0028033
Brandon Jay McLaren;?;?;2004;50842;?;tt0331632
?;nm1676221;?;?;?;6.7;tt3960412
Deborah Kerr;nm0000039;The Sundowners;1960;?;7.1;?
?;?;?;1980;?;7.0;tt0080408
?;?;Fast & Furious 6;2013;370952;?;tt1905041
Alfre Woodard;nm0005569;Scrooged;1988;?;?;tt0096061
Lucas Till;nm1395771;The Other Side;?;?;5.2;tt0393567
?;nm0607375;?;2000;1145;?;tt0218616
?;?;Deadly Past;1995;167;4.4;?
Steven Seagal;nm0000219;Ticker;2001;6612;?;tt0196158
?;nm1368866;?;?;333018;?;tt1302006
Frankie Faison;?;Maximum Overdrive;1986;?;?;?
?;nm0001791;?;?;?;6.4;tt0058403
Jennifer Esposito;nm0261170;?;2004;5856;?;?
Josh Hutcherson;?;?;2004;?;?;tt0386649
?;?;?;?;?;4.8;?
Richard Moll;nm0596959;?;?;?;4.2;tt0087798
?;?;The Silent Enemy;1958;568;?;tt0052197
?;nm0262521;The Abduction Club;2002;?;?;?
Saoirse Ronan;nm1519680;City of Ember;2008;?;6.5;?
Nick Nolte;nm0000560;I'll Do Anything;?;?;5.5;?
Queen Latifah;nm0001451;The Perfect Holiday;?;2912;4.6;tt0841032
?;?;Blood;?;?;6.0;tt2078552
Gabriel Byrne;?;Mad to Be Normal;?;1206;?;tt4687410
Maribel Verdu;nm0893941;El amante bilingue;?;?;?;?
Charlie Plummer;nm4055138;Gully;2019;1016;?;?
Gil Bellows;nm0004743;?;2014;716;?;tt3510718
?;?;?;?;?;5.5;?
?;?;Star Trek: Generations;1994;?;6.6;tt0111280
?;?;?;?;2895;7.0;?
Jerry O'Connell;nm0005278;Veronica Mars;?;?;6.8;tt2771372
?;?;Cloudy with a Chance of Meatballs;2009;207723;?;tt0844471
?;nm0186505;Argo;2012;577950;?;tt1024648
Ian Kahn;nm0434845;Shadows & Lies;?;911;4.3;?
?;nm0570364;?;?;?;6.2;?
Miranda Frigon;nm1058352;Chappie;?;231315;?;tt1823672
Ed Begley Jr.;?;Streets of Fire;?;?;6.7;tt0088194
?;?;Don't Breathe;2016;?;?;?
?;nm4699715;?;2018;?;7.1;tt3846674
?;nm0881672;?;2006;121;6.0;tt0497401
?;?;Unfaithfully Yours;?;4719;7.6;?
?;?;Le retour de Casanova;1992;508;?;tt0105243
Alyssa Sutherland;?;?;2019;1680;5.3;tt8009938
Tom Wilkinson;?;Burden;?;?;6.7;tt5314450
?;?;?;?;?;6.1;?
Wyatt Russell;?;?;1998;52121;?;?
Mathieu Amalric;?;?;?;?;5.1;?
?;?;?;2009;939;5.8;?
Jim Broadbent;?;?;?;?;?;tt0114279
Alan Ford;nm0285495;?;1966;?;7.2;tt0060390
?;?;?;?;?;2.0;?
Daniel Wu;?;?;?;1834;?;tt0435026
Kathryn Erbe;nm0002062;No Beast So Fierce;?;?;5.7;?
Cesar Domboy;nm2023483;?;?;197;?;tt0478548
?;?;The Firm;1993;122076;?;?
?;?;Finding Mr Right 2;2016;794;6.2;tt4960242
?;nm0001364;?;2005;98974;?;tt0342258
?;?;The Wild Party;1956;?;6.1;?
Angus Sampson;nm0760151;Kokoda: 39th Battalion;2006;2830;?;tt0481390
?;nm3650800;?;?;?;3.9;?
Martin Freeman;?;Swinging with the Finkels;?;2978;?;tt1502420
Ian McShane;?;Coraline;?;199816;7.7;?
?;nm0001705;Sandy Wexler;?;?;5.2;tt5893332
Jon Seda;?;?;?;?;6.3;tt0105885
?;nm0996134;?;2019;19175;?;tt8169446
Brian Posehn;nm0692634;?;?;?;?;?
?;nm0870007;?;?;?;?;tt0139239
?;nm0206257;The First $20 Million Is Always the Hardest;2002;?;?;tt0280674
Jodie Foster;?;Motherhood;?;4373;4.6;tt1220220
Eileen Davidson;nm0203308;The Guest House;2016;?;3.7;tt2421910
?;nm0717176;?;2019;28239;?;tt6141246
James Cromwell;?;Soldiers of Fortune;?;?;?;tt1678051
David Rasche;nm0711058;?;?;?;?;?
?;?;?;2018;162;5.6;tt7191910
?;nm0000604;The Good Girl;2002;?;6.3;?
?;?;The Sweet Life;2016;?;?;?
Madlyn Rhue;?;It's a Mad Mad Mad Mad World;?;38205;?;?
?;?;Karla;2006;?;5.5;?
Michelle Krusiec;?;?;?;2784;6.1;?
Daryl Hannah;nm0000435;?;?;3042;4.5;?
?;?;The Beach Bum;2019;19035;?;tt6511932
Maggie Q;?;Modest Heroes;?;2108;6.6;tt8223844
Monica Bellucci;?;?;?;387668;?;?
?;nm3488008;?;?;14052;6.1;?
?;nm1017334;?;2012;1533079;?;?
Barbara Hershey;nm0001347;?;?;8797;7.0;tt0081568
?;nm5315658;?;?;?;5.7;tt9143636
?;nm0132685;So I Married an Axe Murderer;1993;33740;?;tt0108174
?;?;Run;1991;2598;6.3;?
?;nm0000084;?;?;104610;6.2;tt0367959
Joely Richardson;?;Wrestling with Alligators;?;?;?;?
Nita Talbot;?;Island Claws;?;431;?;?
Shawn Ashmore;nm0039162;Married to It;?;856;5.8;tt0107523
Daisy Ridley;?;Murder on the Orient Express;2017;216631;?;?
?;?;Black Hawk Down;2001;?;7.7;?
Wayne Knight;?;Basic Instinct;?;181016;7.0;?
?;nm1727304;Peter Rabbit;?;?;?;?
?;nm0000821;?;1983;312;6.0;tt0086156
Eugene Byrd;nm0126021;8 Mile;?;?;?;tt0298203
Esai Morales;nm0005246;Once Upon a Wedding;2005;?;?;tt0363269
Edgar Ramirez;?;?;2012;?;?;tt2088962
Fares Fares;nm0267241;?;2009;7464;?;?
Bobby Driscoll;?;?;1958;?;5.7;?
?;nm0000112;Mamma Mia! Here We Go Again;2018;81885;?;tt6911608
Ron Moody;nm0600531;The Strange Case of the End of Civilization as We Know It;1977;?;6.4;tt0076770
?;?;Toys;1992;?;5.1;tt0105629
?;nm0006663;?;?;?;5.1;?
?;?;?;?;3772;4.9;tt3905764
?;?;?;1997;?;6.1;?
?;?;?;?;?;?;?
Corey Sevier;?;?;2012;1527;3.6;tt2141875
?;nm0799706;Percy Jackson & the Olympians: The Lightning Thief;?;178415;5.9;tt0814255
Maisie Williams;nm3586035;?;?;3921;?;tt1330018
Brendan Fletcher;nm0281956;?;2013;?;?;?
?;nm0635139;Surfer Dude;2008;8416;?;tt0976247
John Spencer;nm0817983;?;?;10673;6.2;tt0119594
Richard Schiff;nm0771493;Speed;?;?;?;?
?;nm0943766;?;?;?;6.2;tt0838241
Dagmara Dominczyk;?;Phantom;2013;?;?;tt1922685
Joe Pesci;nm0000582;The Public Eye;1992;3410;?;tt0105187
?;nm0398466;Duel at Diablo;?;3047;6.6;tt0060355
?;nm0000323;Is Anybody There?;?;?;6.7;tt1130088
?;?;?;2017;1399;?;?
?;?;?;?;?;5.7;tt0139388
