Richard Riehle;nm0726223;Crash Point Zero;?;433;3.4;tt0248742
Bae Doona;nm0046277;?;2018;2409;6.2;?
Vincent Schiavelli;?;?;1981;?;6.7;?
John Carradine;nm0001017;Les Miserables;?;?;7.6;?
Robert Redford;nm0000602;Buttons A New Musical Film;?;390;?;tt9248032
J.K. Simmons;?;Terminator Genisys;2015;?;6.3;tt1340138
Dakota Fanning;nm0266824;?;2012;233442;?;tt1673434
Melora Hardin;?;The Hot Chick;?;?;?;?
Jack Nicholson;nm0000197;The Missouri Breaks;1976;9796;?;tt0074906
Richard Burton;nm0000009;The Bramble Bush;?;?;5.6;tt0053673
?;nm1017334;Magic Magic;2013;9309;5.0;tt1929308
Felix Silla;nm0798061;?;1987;173188;?;tt0094012
Laura Aikman;nm0014605;Freight;2010;707;4.1;tt1376404
Gary Busey;?;?;1978;?;7.2;tt0077235
Johnny Pemberton;?;Tone-Deaf;2019;?;4.8;tt8332666
Kelly Overton;nm0653952;Tekken;2010;?;?;?
?;?;?;1936;185;?;tt0028033
?;?;?;?;50842;?;tt0331632
?;nm1676221;?;?;55553;6.7;?
Deborah Kerr;?;The Sundowners;1960;3811;7.1;?
?;nm0000622;Bad Timing;?;8307;7.0;tt0080408
?;nm0735442;?;2013;?;7.0;tt1905041
Alfre Woodard;?;?;?;89406;?;?
Lucas Till;nm1395771;?;2006;?;?;tt0393567
David Morrissey;nm0607375;?;?;1145;?;?
Dedee Pfeiffer;nm0679410;Deadly Past;1995;167;?;?
?;nm0000219;Ticker;2001;?;?;tt0196158
Stephanie Kurtzuba;nm1368866;The Irishman;2019;?;?;tt1302006
Frankie Faison;nm0265670;Maximum Overdrive;1986;?;5.5;?
?;?;The Night Walker;?;1750;6.4;tt0058403
Jennifer Esposito;?;?;?;5856;5.7;tt0349169
?;nm1242688;?;2004;414;?;?
Vinnie Jones;nm0005068;?;?;1556;4.8;tt0361399
Richard Moll;nm0596959;Night Train to Terror;1985;?;4.2;?
Laurence Harvey;nm0002131;?;1958;568;?;tt0052197
Alice Evans;?;?;2002;?;?;tt0264333
Saoirse Ronan;?;City of Ember;2008;?;6.5;?
Nick Nolte;nm0000560;I'll Do Anything;?;?;5.5;tt0110097
Queen Latifah;nm0001451;The Perfect Holiday;2007;2912;?;tt0841032
Natasha Little;nm0514638;Blood;?;3997;?;?
Gabriel Byrne;?;?;?;?;6.0;tt4687410
?;nm0893941;?;?;416;5.0;?
?;?;Gully;?;1016;?;?
Gil Bellows;?;?;2014;716;?;tt3510718
Michael Moriarty;nm0605363;?;?;?;?;?
Patricia Tallman;?;Star Trek: Generations;1994;?;?;tt0111280
?;?;Ober;2006;2895;7.0;?
?;?;?;?;?;?;tt2771372
Jess Harnell;nm0363641;?;?;?;6.9;tt0844471
?;nm0186505;Argo;2012;577950;7.7;?
?;nm0434845;Shadows & Lies;2010;?;4.3;?
Joel McHale;nm0570364;?;?;?;?;?
Miranda Frigon;nm1058352;?;2015;?;6.8;?
Ed Begley Jr.;nm0000893;Streets of Fire;?;18383;?;?
Dylan Minnette;?;?;2016;225866;?;?
Madeleine Arthur;?;To All the Boys I've Loved Before;2018;90983;7.1;?
?;nm0881672;The Last Romantic;?;?;?;?
Linda Darnell;nm0001105;?;1948;4719;7.6;?
Alain Delon;?;Le retour de Casanova;?;508;5.8;tt0105243
Alyssa Sutherland;nm1451415;?;?;1680;5.3;tt8009938
?;nm0929489;?;?;?;6.7;tt5314450
Amy Hargreaves;?;?;2009;1133;?;tt1131727
Wyatt Russell;nm0751518;?;1998;?;6.1;?
Mathieu Amalric;nm0023832;Cosmopolis;?;44991;?;tt1480656
Illeana Douglas;nm0001152;April Showers;?;939;5.8;tt1212451
?;?;?;1995;13860;7.4;?
Alan Ford;nm0285495;Fahrenheit 451;?;41430;7.2;?
?;nm0000960;?;1993;169;2.0;?
Daniel Wu;?;?;?;?;?;tt0435026
Kathryn Erbe;nm0002062;No Beast So Fierce;2016;?;5.7;tt3862762
Cesar Domboy;nm2023483;?;2006;?;5.8;?
Tobin Bell;?;The Firm;1993;122076;6.8;tt0106918
April Telek;?;Finding Mr Right 2;?;794;6.2;tt4960242
Bob Hoskins;nm0001364;?;2005;98974;7.0;?
Anthony Quinn;nm0000063;The Wild Party;1956;?;?;?
Angus Sampson;nm0760151;?;2006;2830;6.1;tt0481390
?;?;?;?;?;3.9;?
?;?;?;2011;2978;4.6;?
?;nm0574534;Coraline;?;199816;7.7;?
Rob Schneider;nm0001705;Sandy Wexler;2017;15071;5.2;tt5893332
Jon Seda;?;?;1992;?;?;tt0105885
?;nm0996134;Wine Country;2019;19175;5.4;?
Brian Posehn;nm0692634;?;2000;334;4.2;?
Katharine Towne;nm0870007;Go;1999;?;?;?
Rosario Dawson;nm0206257;The First $20 Million Is Always the Hardest;?;3036;?;tt0280674
Jodie Foster;?;Motherhood;2009;4373;?;tt1220220
?;nm0203308;The Guest House;?;221;?;tt2421910
?;?;The Aeronauts;2019;?;6.6;tt6141246
James Cromwell;nm0000342;?;?;7048;?;?
David Rasche;nm0711058;?;2009;267;4.2;tt1009019
?;nm3338354;Mountain Rest;2018;162;5.6;?
John C. Reilly;nm0000604;The Good Girl;2002;?;6.3;?
Chris Messina;nm0582149;?;2016;1639;6.2;tt4838534
Madlyn Rhue;nm0722599;It's a Mad Mad Mad Mad World;?;?;7.5;tt0057193
?;?;Karla;?;5778;5.5;tt0424938
Michelle Krusiec;?;Far North;?;?;6.1;tt0860866
Daryl Hannah;nm0000435;?;2002;?;4.5;?
Martin Lawrence;?;?;?;?;5.5;tt6511932
?;nm0702572;Modest Heroes;?;2108;6.6;?
?;nm0000899;Spectre;?;387668;6.8;?
?;?;?;2012;14052;6.1;?
Juno Temple;nm1017334;The Dark Knight Rises;?;?;?;tt1345836
Barbara Hershey;?;?;1980;?;7.0;tt0081568
Laysla De Oliveira;nm5315658;?;2019;?;5.7;tt9143636
Luenell;?;?;?;33740;6.4;tt0108174
?;?;?;?;?;?;tt0102818
Gong Li;nm0000084;?;?;?;?;?
Joely Richardson;nm0000613;?;?;142;5.0;?
?;nm0847953;?;1980;431;?;tt0080933
Shawn Ashmore;nm0039162;Married to It;?;856;5.8;tt0107523
?;nm5397459;Murder on the Orient Express;2017;?;6.5;tt3402236
Tom Guiry;nm0347509;Black Hawk Down;?;?;?;tt0265086
?;?;?;?;?;?;tt0103772
?;nm1727304;Peter Rabbit;2018;?;6.6;?
Amitabh Bachchan;?;Pukar;1983;312;6.0;tt0086156
?;nm0126021;?;?;252076;7.1;?
Esai Morales;?;?;2005;216;4.3;tt0363269
?;nm1183149;?;2012;653;?;?
?;nm0267241;Metropia;?;?;6.3;tt0985058
?;?;The Party Crashers;?;?;?;tt0052049
Pierce Brosnan;nm0000112;Mamma Mia! Here We Go Again;?;81885;6.6;?
Ron Moody;?;The Strange Case of the End of Civilization as We Know It;1977;633;?;?
LL Cool J;nm0005112;?;1992;?;?;tt0105629
Enrique Murciano;?;?;?;70256;?;tt0385307
?;nm0001209;?;?;?;4.9;?
?;nm0000201;?;1997;?;6.1;tt0120323
Ben Stiller;?;The Secret Life of Walter Mitty;2013;295841;7.3;tt0359950
?;nm0786417;Osombie;2012;1527;?;tt2141875
?;nm0799706;?;2010;178415;5.9;tt0814255
Maisie Williams;nm3586035;The Book of Love;2016;3921;6.0;tt1330018
?;nm0281956;?;?;?;?;?
?;nm0635139;Surfer Dude;2008;?;?;tt0976247
John Spencer;nm0817983;?;1998;?;6.2;tt0119594
?;?;?;?;332443;?;?
Adam Wylie;nm0943766;?;?;?;?;tt0838241
Dagmara Dominczyk;nm0231436;Phantom;?;?;5.9;tt1922685
Joe Pesci;?;The Public Eye;1992;3410;?;tt0105187
?;nm0398466;Duel at Diablo;1966;?;6.6;tt0060355
Michael Caine;nm0000323;Is Anybody There?;2008;4671;?;tt1130088
Barbara Crampton;?;?;2017;?;3.0;tt2984576
?;nm0000449;It Had to Be You;?;1715;5.7;?
?;nm1248373;Dracano;2013;353;?;?
?;?;?;1991;?;?;tt0101592
Ward Bond;nm0000955;?;1934;?;?;?
John Goodman;nm0000422;Once Upon a Time in Venice;2017;17793;5.3;tt4694544
?;nm0004775;?;1988;657;5.4;tt0096319
Patrick Muldoon;?;?;?;128;4.3;?
?;nm0000484;I Hate Kids;?;1194;?;tt5969180
?;nm0000489;?;1957;174;6.1;tt0052323
?;nm0001119;?;?;368;2.5;?
