Richard Riehle;nm0726223;Crash Point Zero;2001;433;?;tt0248742
Bae Doona;nm0046277;The Drug King;2018;2409;?;tt6914542
Vincent Schiavelli;nm0001704;?;?;180;6.7;?
John Carradine;nm0001017;?;1935;3339;7.6;tt0026725
Robert Redford;nm0000602;Buttons A New Musical Film;2018;390;?;tt9248032
?;nm0799777;Terminator Genisys;2015;?;6.3;tt1340138
Dakota Fanning;nm0266824;The Twilight Saga: Breaking Dawn - Part 2;2012;233442;5.5;tt1673434
Melora Hardin;nm0002124;The Hot Chick;2002;90569;5.5;tt0302640
?;nm0000197;The Missouri Breaks;?;9796;6.6;tt0074906
Richard Burton;nm0000009;The Bramble Bush;1960;?;5.6;tt0053673
Juno Temple;nm1017334;Magic Magic;2013;?;?;tt1929308
?;nm0798061;Spaceballs;1987;173188;7.1;tt0094012
Laura Aikman;?;Freight;2010;707;?;tt1376404
Gary Busey;nm0000997;?;?;6171;7.2;tt0077235
Johnny Pemberton;nm2922572;Tone-Deaf;2019;2302;?;?
Kelly Overton;nm0653952;Tekken;2010;26327;?;tt0411951
John Mills;?;Nine Days a Queen;1936;185;?;tt0028033
Brandon Jay McLaren;nm1564963;Scooby-Doo 2: Monsters Unleashed;2004;?;5.1;tt0331632
?;nm1676221;Popstar: Never Stop Never Stopping;2016;55553;?;tt3960412
Deborah Kerr;nm0000039;The Sundowners;?;3811;7.1;tt0054353
Theresa Russell;nm0000622;?;?;8307;7.0;?
Michelle Rodriguez;nm0735442;Fast & Furious 6;2013;?;?;tt1905041
Alfre Woodard;nm0005569;Scrooged;1988;89406;?;tt0096061
Lucas Till;nm1395771;The Other Side;2006;?;5.2;tt0393567
David Morrissey;nm0607375;Some Voices;2000;1145;?;tt0218616
Dedee Pfeiffer;?;Deadly Past;1995;167;?;tt0112829
Steven Seagal;nm0000219;Ticker;2001;?;?;tt0196158
Stephanie Kurtzuba;?;The Irishman;2019;333018;7.8;?
Frankie Faison;nm0265670;Maximum Overdrive;?;30457;5.5;tt0091499
Robert Taylor;nm0001791;The Night Walker;1964;1750;6.4;?
?;nm0261170;Breakin' All the Rules;?;?;5.7;tt0349169
Josh Hutcherson;nm1242688;Motocross Kids;2004;?;?;tt0386649
Vinnie Jones;?;Blast;2004;1556;4.8;tt0361399
Richard Moll;nm0596959;Night Train to Terror;?;2090;4.2;tt0087798
?;nm0002131;The Silent Enemy;1958;568;6.6;tt0052197
?;nm0262521;?;?;1672;?;tt0264333
Saoirse Ronan;?;City of Ember;?;63150;6.5;?
Nick Nolte;nm0000560;?;1994;2429;5.5;tt0110097
Queen Latifah;nm0001451;The Perfect Holiday;2007;2912;?;?
?;nm0514638;Blood;2012;3997;6.0;tt2078552
Gabriel Byrne;nm0000321;Mad to Be Normal;2017;1206;6.0;?
?;nm0893941;El amante bilingue;?;?;?;tt0106251
Charlie Plummer;nm4055138;?;2019;1016;1.5;tt5013984
Gil Bellows;nm0004743;Leading Lady;2014;716;5.8;tt3510718
Michael Moriarty;?;Blood Link;1982;370;5.5;tt0083659
Patricia Tallman;?;Star Trek: Generations;1994;?;6.6;tt0111280
Lyne Renee;?;Ober;2006;2895;7.0;tt0476681
Jerry O'Connell;nm0005278;Veronica Mars;2014;50607;?;tt2771372
Jess Harnell;nm0363641;Cloudy with a Chance of Meatballs;?;207723;6.9;tt0844471
Bryan Cranston;nm0186505;?;2012;577950;7.7;?
Ian Kahn;?;Shadows & Lies;?;911;?;?
?;nm0570364;Deliver Us from Evil;2014;72118;6.2;tt2377322
Miranda Frigon;nm1058352;Chappie;?;231315;6.8;tt1823672
Ed Begley Jr.;nm0000893;?;1984;?;6.7;tt0088194
Dylan Minnette;?;Don't Breathe;2016;?;7.1;tt4160708
Madeleine Arthur;nm4699715;To All the Boys I've Loved Before;?;90983;?;tt3846674
James Urbaniak;nm0881672;The Last Romantic;2006;121;6.0;?
?;nm0001105;?;1948;?;7.6;tt0040919
?;?;Le retour de Casanova;?;508;5.8;tt0105243
Alyssa Sutherland;?;Blood Vessel;2019;1680;5.3;tt8009938
Tom Wilkinson;nm0929489;?;2018;2483;6.7;?
Amy Hargreaves;nm0362955;Against the Current;2009;?;6.1;?
Wyatt Russell;nm0751518;Soldier;1998;52121;6.1;?
Mathieu Amalric;nm0023832;Cosmopolis;2012;?;?;?
?;nm0001152;April Showers;2009;939;5.8;?
Jim Broadbent;nm0000980;Richard III;1995;13860;7.4;tt0114279
Alan Ford;nm0285495;Fahrenheit 451;1966;41430;7.2;tt0060390
Barry Bostwick;?;?;1993;?;2.0;tt0102821
Daniel Wu;nm0943079;House of Fury;2005;1834;6.1;tt0435026
Kathryn Erbe;?;?;2016;201;5.7;tt3862762
?;nm2023483;Red Needles;2006;?;5.8;tt0478548
Tobin Bell;?;The Firm;1993;122076;6.8;tt0106918
?;nm0854304;Finding Mr Right 2;?;?;6.2;tt4960242
Bob Hoskins;nm0001364;Unleashed;2005;?;7.0;tt0342258
Anthony Quinn;nm0000063;The Wild Party;?;232;6.1;tt0049955
Angus Sampson;nm0760151;Kokoda: 39th Battalion;2006;2830;6.1;?
Chelsey Reist;nm3650800;Crowsnest;2012;1553;3.9;tt2180333
?;nm0293509;Swinging with the Finkels;2011;2978;4.6;tt1502420
Ian McShane;nm0574534;Coraline;2009;199816;7.7;tt0327597
Rob Schneider;nm0001705;Sandy Wexler;2017;15071;5.2;tt5893332
Jon Seda;nm0781218;Zebrahead;1992;1175;6.3;tt0105885
