?;?;?;?;?;3.4;?
Bae Doona;nm0046277;?;?;?;6.2;tt6914542
Vincent Schiavelli;nm0001704;?;1981;?;6.7;?
?;nm0001017;?;1935;?;?;?
Robert Redford;?;Buttons A New Musical Film;?;390;?;tt9248032
J.K. Simmons;nm0799777;Terminator Genisys;2015;261441;?;?
?;nm0266824;?;2012;?;5.5;?
Melora Hardin;?;?;2002;90569;?;?
?;nm0000197;?;1976;9796;6.6;?
?;nm0000009;?;?;?;?;tt0053673
Juno Temple;nm1017334;Magic Magic;2013;?;?;tt1929308
Felix Silla;?;?;1987;173188;7.1;tt0094012
?;?;?;?;?;4.1;?
Gary Busey;nm0000997;Big Wednesday;?;?;?;tt0077235
?;nm2922572;Tone-Deaf;?;2302;?;tt8332666
?;?;Tekken;?;26327;4.8;?
John Mills;nm0590055;Nine Days a Queen;1936;185;?;tt0028033
Brandon Jay McLaren;?;Scooby-Doo 2: Monsters Unleashed;2004;?;5.1;tt0331632
Andy Samberg;?;Popstar: Never Stop Never Stopping;2016;55553;?;tt3960412
Deborah Kerr;?;The Sundowners;?;?;7.1;tt0054353
Theresa Russell;nm0000622;?;1980;?;7.0;?
Michelle Rodriguez;nm0735442;Fast & Furious 6;?;370952;7.0;?
?;nm0005569;?;?;89406;7.0;tt0096061
?;nm1395771;The Other Side;2006;?;5.2;tt0393567
David Morrissey;nm0607375;?;2000;?;6.6;?
Dedee Pfeiffer;nm0679410;Deadly Past;?;167;?;tt0112829
Steven Seagal;nm0000219;?;2001;6612;3.6;tt0196158
Stephanie Kurtzuba;?;The Irishman;2019;333018;?;?
?;nm0265670;Maximum Overdrive;1986;?;5.5;tt0091499
Robert Taylor;?;The Night Walker;1964;?;6.4;tt0058403
Jennifer Esposito;nm0261170;Breakin' All the Rules;2004;5856;5.7;tt0349169
?;nm1242688;Motocross Kids;2004;?;3.9;?
?;nm0005068;Blast;2004;?;4.8;tt0361399
Richard Moll;nm0596959;Night Train to Terror;?;?;4.2;tt0087798
?;nm0002131;?;1958;568;?;tt0052197
?;?;The Abduction Club;2002;1672;?;tt0264333
Saoirse Ronan;nm1519680;City of Ember;?;?;6.5;?
?;nm0000560;I'll Do Anything;1994;?;5.5;tt0110097
