159;Delivery_Year_;2015
160;Delivery_Year_;2019
161;Delivery_Year_;2004
480;Model_Series;777F
481;Model_Series;707/720
482;Model_Series;737-400
273;Order_Year;1985
274;Order_Year;1965
826;Delivery_Total;1
827;Delivery_Total;1
828;Delivery_Total;4
771;Customer_Name;Syrianair
772;Customer_Name;Voyager Aviation Aircraft Leas
129;Delivery_Year_;1975
130;Delivery_Year_;2021
377;Order_Total;1
378;Order_Total;1
79;Delivery_Year_;2016
352;Order_Month;Apr
353;Order_Month;Dec
93;Order_Total;4
94;Order_Total;1
95;Order_Total;2
492;Country;United Kingdom
445;Order_Year;2016
446;Order_Year;2014
447;Order_Year;1966
180;Delivery_Year_;1968
255;Order_Total;1
315;Customer_Name;CSA
478;Delivery_Year_;1992
479;Delivery_Year_;2010
63;Order_Year;1987
64;Order_Year;2011
65;Order_Year;2016
374;Delivery_Total;1
375;Delivery_Total;1
376;Delivery_Total;4
591;Order_Total;1
384;Customer_Name;Midwest Airlines Inc.
788;Customer_Name;National Airlines
789;Customer_Name;FAA
151;Delivery_Year_;1969
152;Delivery_Year_;1988
767;Delivery_Year_;1992
773;Order_Year;2015
441;Delivery_Total;2
442;Delivery_Total;1
443;Delivery_Total;1
14;Order_Month;May
702;Engine;GE
787;Order_Month;Feb
198;Country;USA
199;Country;Brazil
200;Country;USA
366;Order_Total;1
367;Order_Total;3
443;Engine;PW
51;Country;Malta
52;Country;Brazil
53;Country;USA
188;Order_Month;Mar
189;Order_Month;Jan
514;Model_Series;737-200
515;Model_Series;727
516;Model_Series;737-800
229;Delivery_Total;2
230;Delivery_Total;2
231;Delivery_Total;4
483;Delivery_Total;1
449;Order_Total;2
450;Order_Total;1
451;Order_Total;1
232;Delivery_Year_;2015
233;Delivery_Year_;1996
305;Order_Total;2
306;Order_Total;3
307;Order_Total;1
16;Country;Germany
17;Country;Turkey
18;Country;Germany
680;Order_Year;1987
681;Order_Year;1967
687;Customer_Name;Aviation Service & Support
688;Customer_Name;Virgin Australia
244;Model_Series;727
245;Model_Series;737-500
678;Engine;PW
679;Engine;PW
372;Engine;GE
290;Engine;PW
504;Order_Month;May
505;Order_Month;Feb
506;Order_Month;Jan
263;Customer_Name;Trans-Australia Airlines
264;Customer_Name;Air Austral
406;Customer_Name;MyTravel Airways
407;Customer_Name;Middle East Airlines
408;Customer_Name;VASP Airlines
92;Customer_Name;Air Asia Company
93;Customer_Name;National Airlines
439;Order_Month;Sep
440;Order_Month;Jul
328;Customer_Name;Air Astana
291;Engine;GE
730;Order_Total;1
731;Order_Total;1
643;Order_Total;1
644;Order_Total;1
645;Order_Total;4
174;Customer_Name;Northwest-Merged w Delta
175;Customer_Name;Cathay Pacific Airways
69;Order_Month;Jul
70;Order_Month;Jan
456;Order_Year;2013
457;Order_Year;1967
458;Order_Year;2004
159;Model_Series;747-8F
160;Model_Series;787-9
161;Model_Series;777-200ER
176;Engine;GE
459;Region;Africa
460;Region;North America
89;Order_Month;Jun
90;Order_Month;Dec
317;Order_Year;1967
318;Order_Year;1965
319;Order_Year;1966
617;Customer_Name;Australian Airlines Limited
48;Delivery_Year_;2015
49;Delivery_Year_;2016
216;Order_Year;1999
217;Order_Year;1968
218;Order_Year;2004
841;Delivery_Year_;2013
842;Delivery_Year_;2016
843;Delivery_Year_;2011
747;Order_Year;1975
748;Order_Year;2007
187;Delivery_Year_;1971
188;Delivery_Year_;1973
189;Delivery_Year_;2018
598;Country;USA
173;Model_Series;787-9
673;Model_Series;737-200
674;Model_Series;737-200
675;Model_Series;727
32;Customer_Name;Air China
33;Customer_Name;Libyan Airlines
34;Customer_Name;VivaAerobus
249;Region;North America
36;Order_Year;2007
37;Order_Year;1985
38;Order_Year;1990
786;Order_Month;Nov
450;Country;Ireland
451;Country;Canada
434;Engine;PW
435;Engine;GE
164;Order_Month;Dec
415;Order_Total;8
491;Engine;GE
492;Engine;RR
493;Engine;PW
413;Order_Year;1980
414;Order_Year;2001
415;Order_Year;2014
612;Region;Central Asia
613;Region;North America
614;Region;East Asia
363;Order_Year;1985
364;Order_Year;1986
365;Order_Year;1986
682;Order_Year;1970
335;Engine;PW
28;Customer_Name;Jade Cargo International
636;Order_Total;2
732;Delivery_Year_;1980
388;Region;Europe
389;Region;North America
325;Order_Year;1988
326;Order_Year;1980
327;Order_Year;1981
830;Model_Series;737-800
831;Model_Series;737-800
369;Customer_Name;Pacific Western Airlines
879;Engine;PW
187;Delivery_Total;2
188;Delivery_Total;1
189;Delivery_Total;7
175;Engine;RR
219;Order_Year;2013
220;Order_Year;2010
542;Model_Series;MD-80
543;Model_Series;DC-10
544;Model_Series;MD-80
395;Order_Month;Oct
396;Order_Month;Feb
641;Region;Middle East
642;Region;Central America and Mexico
643;Region;Europe
802;Engine;CF
284;Engine;CF
164;Region;North America
165;Region;East Asia
245;Engine;CF
247;Delivery_Total;1
248;Delivery_Total;1
80;Customer_Name;Mid East Jet
81;Customer_Name;Varig Airlines
273;Region;Africa
274;Region;North America
384;Region;North America
385;Region;East Asia
865;Order_Month;Feb
866;Order_Month;Dec
867;Order_Month;Jan
200;Order_Year;1969
201;Order_Year;2009
756;Order_Month;Jun
757;Order_Month;Apr
692;Customer_Name;Seaboard World Airlines
693;Customer_Name;Southwest Airlines
694;Customer_Name;Novair International Airways
673;Delivery_Year_;1970
674;Delivery_Year_;1977
266;Customer_Name;Starflite Corporation
267;Customer_Name;Executive Jet Aviation
268;Customer_Name;Sky Airlines
784;Order_Total;1
785;Order_Total;3
786;Order_Total;1
889;Region;Europe
785;Delivery_Total;3
786;Delivery_Total;1
787;Delivery_Total;2
443;Order_Month;Apr
229;Delivery_Year_;2018
230;Delivery_Year_;1984
352;Order_Total;7
353;Order_Total;1
355;Model_Series;737-400
356;Model_Series;737-200
766;Region;North America
767;Region;Europe
256;Delivery_Total;2
769;Country;India
137;Customer_Name;Copa Airlines
7;Delivery_Total;3
8;Delivery_Total;1
606;Country;Cayman Islands
607;Country;China
608;Country;Bolivia
864;Region;Africa
865;Region;Europe
517;Order_Month;May
760;Engine;BR
761;Engine;GE
552;Order_Month;Feb
553;Order_Month;Feb
853;Model_Series;777F
199;Order_Month;Jul
200;Order_Month;Jan
201;Order_Month;Mar
343;Country;United Kingdom
344;Country;USA
132;Order_Total;3
133;Order_Total;1
292;Customer_Name;Timaero Ireland Limited
293;Customer_Name;UTair Aviation
294;Customer_Name;Donghai Airlines
383;Customer_Name;Mandarin Airlines
39;Order_Total;1
40;Order_Total;2
41;Order_Total;1
546;Country;France
370;Customer_Name;VIASA
371;Customer_Name;GOL Linhas Aereas
372;Customer_Name;Unidentified Customer(s)
41;Customer_Name;Air Lease Corporation
42;Customer_Name;Emirates
43;Customer_Name;China Cargo
425;Country;Venezuela
426;Country;Saudi Arabia
569;Region;Europe
570;Region;Middle East
571;Region;Africa
564;Order_Month;Jan
799;Region;North America
800;Region;Southeast Asia
801;Region;South America
619;Delivery_Year_;2016
574;Order_Month;Apr
575;Order_Month;Jan
576;Order_Month;Jun
486;Engine;PW
487;Engine;CF
598;Order_Year;1996
599;Order_Year;1991
133;Engine;GE
134;Engine;CF
135;Engine;GE
614;Country;China
694;Region;Europe
692;Model_Series;DC-8
693;Model_Series;737-700
694;Model_Series;737-400
177;Customer_Name;Adria Airways d.d.
178;Customer_Name;MG Aviation Limited
469;Customer_Name;Oman Air (SAOC)
241;Engine;GE
242;Engine;RR
130;Customer_Name;Novus Aviation Capital
131;Customer_Name;Canadian Airlines
600;Customer_Name;CIT Aerospace LLC
476;Order_Month;Jul
477;Order_Month;Apr
162;Model_Series;737-200
163;Model_Series;737-200
757;Customer_Name;FAUCETT
758;Customer_Name;British Caledonian Airways
122;Country;USA
123;Country;Russian Federation
794;Region;South America
795;Region;Europe
60;Region;Southeast Asia
61;Region;Europe
62;Region;North America
320;Region;East Asia
321;Region;Europe
322;Region;Europe
472;Order_Total;5
473;Order_Total;1
588;Country;Japan
814;Order_Total;3
815;Order_Total;1
816;Order_Total;2
170;Order_Year;1966
171;Order_Year;2008
172;Order_Year;1973
571;Customer_Name;Air Algerie
572;Customer_Name;Air Charter
573;Customer_Name;SCAT Airlines
197;Order_Total;2
704;Delivery_Total;2
705;Delivery_Total;4
392;Order_Total;2
393;Order_Total;1
62;Country;USA
63;Country;Germany
64;Country;Netherlands
130;Order_Year;2018
131;Order_Year;1987
484;Country;USA
485;Country;China
706;Delivery_Total;2
707;Delivery_Total;1
330;Model_Series;777F
331;Model_Series;737-900ER
320;Country;China
573;Order_Month;Dec
120;Region;Southeast Asia
162;Order_Month;Feb
658;Model_Series;767-2C
253;Engine;PW
254;Engine;PW
779;Customer_Name;Shanghai Airlines
780;Customer_Name;Zhongyuan Airlines
781;Customer_Name;Midland Montagu Leasing
32;Model_Series;747-400M
479;Engine;GE
480;Engine;GE
240;Delivery_Year_;1971
280;Delivery_Year_;2003
281;Delivery_Year_;1972
282;Delivery_Year_;1981
838;Customer_Name;Syrianair
134;Order_Year;1988
135;Order_Year;2008
136;Order_Year;1967
676;Order_Year;1985
107;Order_Total;1
108;Order_Total;3
149;Delivery_Total;2
150;Delivery_Total;1
475;Engine;CF
183;Country;Ireland
184;Country;USA
185;Country;Portugal
727;Customer_Name;Federative Republic of Brazil
728;Customer_Name;Jackson Square Aviation
320;Order_Month;Apr
321;Order_Month;Jun
345;Country;USA
463;Order_Year;1966
610;Delivery_Year_;1992
823;Delivery_Total;1
873;Order_Year;1977
874;Order_Year;2021
289;Delivery_Year_;1992
290;Delivery_Year_;1981
805;Order_Year;2013
869;Delivery_Total;5
293;Delivery_Year_;2013
294;Delivery_Year_;2015
295;Delivery_Year_;2016
544;Engine;PW
545;Engine;PW
546;Engine;CF
718;Region;Africa
719;Region;Europe
216;Engine;PW
217;Engine;PW
732;Country;Canada
462;Customer_Name;Pegasus Airlines
463;Customer_Name;Seaboard World Airlines
579;Order_Total;1
580;Order_Total;4
337;Engine;PW
338;Engine;GE
435;Customer_Name;Uzbekistan Airways
436;Customer_Name;Presidential Flight
42;Order_Year;2010
694;Order_Year;1990
682;Order_Month;Jan
78;Customer_Name;BDS Japan International Tanker
79;Customer_Name;Air Austral
412;Order_Total;1
424;Order_Total;1
425;Order_Total;2
341;Order_Month;Nov
342;Order_Month;Jul
343;Order_Month;Mar
194;Delivery_Total;2
468;Delivery_Total;1
469;Delivery_Total;1
470;Delivery_Total;1
486;Region;Africa
487;Region;Southeast Asia
488;Region;East Asia
744;Model_Series;747-200
745;Model_Series;767-300ER
746;Model_Series;737-900
832;Order_Total;3
833;Order_Total;1
301;Delivery_Total;1
302;Delivery_Total;16
701;Model_Series;737-800
702;Model_Series;777-300ER
703;Model_Series;DC-9
555;Customer_Name;Eastwind Airlines
556;Customer_Name;Aeroflot - Russian Airlines
364;Engine;CF
365;Engine;PW
286;Delivery_Total;7
287;Delivery_Total;1
288;Delivery_Total;1
316;Order_Month;Jan
317;Order_Month;Jan
71;Order_Total;2
72;Order_Total;2
73;Order_Total;2
198;Delivery_Total;3
383;Delivery_Year_;1995
296;Order_Year;1980
297;Order_Year;1996
298;Order_Year;1955
355;Region;Middle East
356;Region;South America
587;Order_Total;1
588;Order_Total;1
589;Order_Total;1
415;Engine;CF
416;Engine;GE
270;Engine;GE
398;Model_Series;737-200
399;Model_Series;707/720
859;Model_Series;737-300
860;Model_Series;737-200
861;Model_Series;737-700
837;Region;Europe
838;Region;Middle East
510;Delivery_Year_;1960
511;Delivery_Year_;1983
512;Delivery_Year_;2016
203;Order_Total;2
204;Order_Total;1
534;Delivery_Year_;1976
535;Delivery_Year_;1992
195;Order_Total;1
196;Order_Total;1
185;Order_Total;2
186;Order_Total;6
187;Order_Total;2
293;Region;Europe
105;Region;Europe
106;Region;Europe
107;Region;South America
420;Customer_Name;Air Namibia
167;Customer_Name;LTU
10;Model_Series;MD-80
11;Model_Series;757-200
12;Model_Series;737-800
356;Order_Month;Dec
357;Order_Month;Jun
358;Order_Month;May
90;Delivery_Total;3
91;Delivery_Total;5
92;Delivery_Total;1
624;Order_Total;2
625;Order_Total;1
257;Delivery_Total;2
518;Order_Month;Apr
578;Country;United Kingdom
579;Country;Costa Rica
580;Country;Germany
462;Delivery_Total;2
374;Engine;PW
465;Delivery_Year_;2009
106;Engine;PW
318;Delivery_Year_;1966
127;Delivery_Total;2
128;Delivery_Total;1
129;Delivery_Total;2
273;Engine;PW
22;Order_Month;Dec
23;Order_Month;Jan
24;Order_Month;Oct
848;Order_Month;Mar
815;Order_Year;1967
816;Order_Year;1956
817;Order_Year;1998
255;Country;United Arab Emirates
453;Model_Series;737-700
454;Model_Series;737-300
455;Model_Series;737-800
691;Engine;PW
881;Order_Total;2
882;Order_Total;6
883;Order_Total;1
39;Order_Month;Mar
817;Region;Middle East
818;Region;Europe
680;Customer_Name;Euralair
681;Customer_Name;CP Air
682;Customer_Name;British Airways
36;Customer_Name;Azerbaijan Airlines
37;Customer_Name;CAAC-Civil Aviation of China
38;Customer_Name;CATIC
811;Delivery_Year_;1972
812;Delivery_Year_;1997
813;Delivery_Year_;2011
68;Engine;PW
69;Engine;PW
236;Order_Year;1966
237;Order_Year;1974
508;Order_Year;1969
509;Order_Year;1996
510;Order_Year;1958
40;Engine;GE
41;Engine;RR
42;Engine;GE
269;Engine;GE
271;Engine;GE
689;Engine;CF
480;Region;Europe
636;Country;USA
637;Country;Canada
310;Customer_Name;UNI Airways
507;Order_Month;Jan
125;Order_Month;Aug
336;Country;Serbia
337;Country;Ireland
793;Model_Series;727
794;Model_Series;777-300ER
849;Order_Total;1
850;Order_Total;2
851;Order_Total;4
108;Engine;GE
109;Engine;GE
859;Country;Bermuda
860;Country;Switzerland
861;Country;Hong Kong
382;Model_Series;DC-10
383;Model_Series;747-400
584;Order_Month;Mar
585;Order_Month;Feb
586;Order_Month;Nov
870;Model_Series;707/720
871;Model_Series;727
648;Region;Middle East
362;Order_Month;Dec
363;Order_Month;Jan
364;Order_Month;Jan
149;Order_Month;May
482;Country;USA
222;Engine;CF
223;Engine;PW
224;Engine;CF
490;Region;East Asia
395;Region;South America
396;Region;North America
397;Region;Southeast Asia
283;Model_Series;777-200ER
146;Order_Month;Jan
147;Order_Month;Jan
50;Order_Year;1997
51;Order_Year;1982
52;Order_Year;1973
729;Order_Month;Jul
730;Order_Month;May
731;Order_Month;Mar
667;Model_Series;737-200
668;Model_Series;767-200ER
150;Order_Total;1
579;Order_Year;1978
173;Order_Month;Sep
174;Order_Month;Jan
135;Delivery_Year_;2011
136;Delivery_Year_;1969
137;Delivery_Year_;2002
346;Order_Month;Jan
394;Customer_Name;Suedflug
395;Customer_Name;TAME
608;Customer_Name;LAB
609;Customer_Name;Dome Petroleum
656;Customer_Name;TAME
657;Customer_Name;Kazakhstan Airlines
91;Order_Month;Jun
618;Order_Month;Jan
619;Order_Month;Jun
620;Order_Month;Nov
788;Order_Year;1966
789;Order_Year;1961
790;Order_Year;2001
186;Order_Month;May
187;Order_Month;Apr
1;Order_Total;3
2;Order_Total;2
470;Model_Series;747-200
471;Model_Series;737-200
472;Model_Series;737-100
467;Order_Month;Jan
468;Order_Month;Jan
249;Customer_Name;Laker Airways (Bahamas)
250;Customer_Name;Oman Air (SAOC)
251;Customer_Name;SonAir
192;Order_Month;Mar
193;Order_Month;Jan
427;Model_Series;737-200
428;Model_Series;767-300ER
318;Delivery_Total;12
319;Delivery_Total;1
115;Delivery_Year_;1961
116;Delivery_Year_;2020
609;Country;Canada
683;Delivery_Total;1
684;Delivery_Total;1
628;Customer_Name;Avianca El Salvador
629;Customer_Name;Hainan Airlines Holding
630;Customer_Name;Austrian Airlines
164;Customer_Name;M&T Aviation USA Inc
165;Customer_Name;Hebei Airlines Company LTD
166;Customer_Name;GATX Jet Partners Ltd.
668;Delivery_Year_;1997
669;Delivery_Year_;2002
670;Delivery_Year_;1979
431;Region;Europe
432;Region;Europe
433;Region;East Asia
417;Delivery_Year_;1991
321;Order_Year;1990
607;Order_Year;1987
608;Order_Year;1969
690;Customer_Name;U-Land Airlines
13;Customer_Name;ITOCHU AirLease B.V.
14;Customer_Name;Aeropostal
15;Customer_Name;U.S. Air Force
711;Order_Year;1979
274;Engine;PW
275;Engine;PW
347;Delivery_Year_;2018
569;Order_Month;Dec
570;Order_Month;Apr
764;Engine;GE
108;Customer_Name;Etihad Airways
109;Customer_Name;DHL International
66;Region;North America
67;Region;Europe
68;Region;Africa
874;Country;USA
284;Model_Series;737-800
285;Model_Series;737-700W
286;Model_Series;737-700
560;Delivery_Total;1
561;Delivery_Total;1
562;Delivery_Total;2
229;Country;China
230;Country;Yemen
251;Order_Month;Dec
252;Order_Month;Jul
292;Engine;CF
293;Engine;CF
294;Engine;CF
14;Country;Venezuela
371;Country;Brazil
372;Country;Unidentified
470;Country;Madagascar
471;Country;Indonesia
536;Model_Series;737-200
537;Model_Series;DC-8
53;Engine;GE
267;Delivery_Year_;1967
268;Delivery_Year_;2009
269;Delivery_Year_;1999
290;Order_Total;1
291;Order_Total;1
857;Order_Total;1
880;Country;China
15;Delivery_Total;1
16;Delivery_Total;2
451;Order_Year;1967
452;Order_Year;1968
453;Order_Year;2008
251;Engine;CF
252;Engine;CF
655;Engine;GE
656;Engine;PW
774;Country;Israel
775;Country;Switzerland
54;Country;Mexico
55;Country;Brazil
712;Delivery_Year_;2011
713;Delivery_Year_;2019
714;Delivery_Year_;2001
203;Customer_Name;TAROM Romanian Air Transport
204;Customer_Name;Jetstar - Duplicated (See JSA)
537;Engine;PW
538;Engine;PW
69;Delivery_Total;1
70;Delivery_Total;4
469;Order_Month;Mar
470;Order_Month;Jun
494;Delivery_Total;1
456;Model_Series;737-800
159;Engine;GE
523;Country;Japan
524;Country;USA
535;Order_Year;1992
467;Model_Series;737-800A
468;Model_Series;747-100
469;Model_Series;737-800
665;Delivery_Year_;2009
21;Customer_Name;Jackson Square Aviation
22;Customer_Name;DAE 4 Ireland Limited
23;Customer_Name;Swissair
75;Order_Month;Apr
76;Order_Month;Jan
127;Customer_Name;Government of Japan
337;Delivery_Total;1
338;Delivery_Total;2
39;Region;Europe
40;Region;East Asia
1;Delivery_Year_;1968
2;Delivery_Year_;2002
80;Order_Month;Oct
724;Country;USA
725;Country;Norway
726;Country;Bangladesh
825;Customer_Name;United Airlines
826;Customer_Name;East African Airways
328;Order_Year;2012
844;Delivery_Year_;1960
845;Delivery_Year_;1989
620;Country;France
621;Country;Belgium
42;Model_Series;777-300ER
99;Region;East Asia
100;Region;Africa
101;Region;Africa
761;Order_Year;2017
227;Customer_Name;BDS Australia P-8
228;Customer_Name;Air Jamaica-See CBL
386;Delivery_Year_;1981
387;Delivery_Year_;2020
123;Order_Year;2006
124;Order_Year;1967
208;Engine;CF
209;Engine;RR
210;Engine;GE
9;Delivery_Total;2
10;Delivery_Total;2
11;Delivery_Total;2
624;Model_Series;707/720
625;Model_Series;707/720
626;Model_Series;737-200
418;Model_Series;DC-10
419;Model_Series;737-300
171;Order_Total;6
376;Country;Spain
377;Country;Germany
88;Order_Year;2017
626;Order_Total;1
225;Engine;PW
47;Order_Month;Jun
48;Order_Month;Jun
49;Order_Month;May
558;Order_Month;Jan
559;Order_Month;Feb
841;Engine;GE
842;Engine;CF
843;Engine;CF
311;Order_Month;May
312;Order_Month;Jun
313;Order_Month;Jun
238;Model_Series;DC-9
239;Model_Series;DC-9
240;Model_Series;747-200
24;Engine;PW
25;Engine;CF
61;Delivery_Total;2
62;Delivery_Total;1
258;Engine;GE
259;Engine;CF
559;Engine;PW
560;Engine;CF
561;Engine;PW
856;Order_Year;1978
634;Engine;CF
12;Customer_Name;Pegasus Airlines
94;Engine;PW
95;Engine;PW
570;Order_Year;2021
