16.0;69;7.5;57.0;?;?;2;?;?;?;Rainy
?;?;?;78.0;overcast;982.59;?;?;3.5;?;Snowy
?;?;10.0;?;overcast;?;1;Autumn;5.0;coastal;?
?;?;?;32.0;partly cloudy;1003.38;3;Autumn;?;?;Cloudy
?;38;?;2.0;clear;1011.18;8;?;9.0;?;Sunny
?;79;?;57.0;overcast;?;?;?;2.0;?;?
0.0;?;?;95.0;?;?;?;Winter;?;mountain;Snowy
?;?;2.0;?;overcast;998.06;1;Winter;3.0;?;Snowy
?;37;6.5;4.0;?;1014.6;?;?;6.5;mountain;?
?;83;?;?;?;?;1;Spring;?;?;?
?;74;14.0;?;partly cloudy;?;?;?;?;?;Rainy
-18.0;72;?;?;?;?;0;?;1.5;?;?
2.0;?;?;80.0;overcast;?;1;?;?;mountain;Snowy
21.0;27;?;?;?;?;10;?;7.5;?;Sunny
?;93;?;60.0;overcast;?;0;?;?;mountain;?
25.0;24;?;?;overcast;834.02;13;?;?;inland;Snowy
?;79;14.0;?;?;?;3;?;3.5;coastal;?
?;?;5.0;13.0;clear;1021.71;10;?;?;coastal;Sunny
?;31;?;26.0;partly cloudy;1003.68;1;?;?;?;?
25.0;?;?;1.0;partly cloudy;?;7;Summer;?;mountain;?
31.0;?;?;?;partly cloudy;?;?;Summer;4.0;mountain;?
-3.0;68;10.5;?;overcast;980.49;1;Winter;4.5;mountain;Snowy
?;?;1.5;15.0;?;1007.09;2;?;7.5;inland;?
?;?;?;?;overcast;1152.3;?;?;?;coastal;Rainy
-8.0;77;14.5;?;?;986.36;?;Winter;2.5;mountain;Snowy
?;?;?;?;overcast;1008.76;2;Summer;3.5;?;Rainy
?;?;?;11.0;?;1026.31;?;?;?;?;Sunny
13.0;?;?;20.0;partly cloudy;1015.07;?;?;7.0;coastal;?
?;61;6.5;?;?;?;6;?;?;inland;Sunny
?;?;1.5;89.0;overcast;?;?;?;4.0;?;?
?;?;?;?;overcast;?;3;?;?;?;?
25.0;98;15.5;?;?;1015.99;?;Summer;?;mountain;Rainy
?;?;?;41.0;overcast;1006.49;2;Autumn;7.0;inland;Cloudy
