16.0;?;7.5;57.0;overcast;?;?;?;2.5;inland;?
-6.0;76;?;78.0;overcast;?;1;?;3.5;?;?
?;54;10.0;27.0;overcast;1002.89;1;Autumn;5.0;?;?
?;52;?;32.0;partly cloudy;1003.38;?;?;?;mountain;?
29.0;?;6.0;?;?;?;?;Summer;9.0;coastal;Sunny
?;79;?;57.0;overcast;?;3;Winter;?;inland;Rainy
?;88;?;?;?;982.15;1;Winter;2.0;mountain;Snowy
-10.0;81;2.0;98.0;overcast;998.06;1;?;3.0;?;Snowy
27.0;?;6.5;?;?;?;?;Winter;6.5;?;Sunny
27.0;83;10.5;?;?;1004.11;1;Spring;?;mountain;Rainy
15.0;?;14.0;86.0;partly cloudy;1017.49;3;Autumn;4.0;mountain;?
?;72;15.0;80.0;cloudy;1069.42;?;?;?;coastal;Cloudy
?;?;?;80.0;overcast;?;1;?;?;mountain;?
21.0;27;?;?;?;1011.02;?;Summer;?;coastal;Sunny
?;93;?;60.0;overcast;?;0;?;4.5;?;?
25.0;?;?;91.0;overcast;834.02;?;?;3.5;?;Snowy
14.0;?;?;?;?;?;3;?;3.5;coastal;?
34.0;38;?;?;clear;?;?;Winter;7.0;?;?
?;31;8.5;26.0;?;?;1;Winter;?;?;Cloudy
25.0;?;?;?;partly cloudy;1029.75;7;?;9.5;?;?
?;?;32.5;108.0;?;1006.46;14;Summer;?;?;Cloudy
?;?;10.5;60.0;overcast;980.49;?;?;?;?;?
31.0;56;1.5;15.0;partly cloudy;?;?;Spring;7.5;?;Cloudy
?;?;6.5;?;overcast;1152.3;3;Spring;?;coastal;?
-8.0;77;?;56.0;partly cloudy;986.36;?;Winter;?;?;?
11.0;99;?;77.0;?;?;2;Summer;3.5;inland;Rainy
23.0;36;?;11.0;?;?;5;Autumn;8.0;inland;?
?;?;?;20.0;partly cloudy;1015.07;4;Autumn;?;coastal;?
33.0;?;?;19.0;partly cloudy;1029.49;?;Summer;?;inland;?
?;89;?;?;overcast;?;1;Winter;4.0;inland;Snowy
13.0;?;18.0;?;overcast;999.72;?;Summer;5.0;?;?
?;?;15.5;61.0;?;1015.99;0;Summer;4.5;?;Rainy
?;?;12.5;41.0;overcast;1006.49;2;?;?;inland;Cloudy
28.0;32;?;?;?;1029.69;?;?;?;mountain;Sunny
