?;69;7.5;57.0;?;1017.01;2;Spring;2.5;?;Rainy
-6.0;76;9.5;78.0;overcast;982.59;1;Winter;?;mountain;Snowy
?;?;10.0;27.0;overcast;1002.89;1;Autumn;5.0;coastal;Cloudy
10.0;52;?;32.0;?;1003.38;?;Autumn;5.5;mountain;Cloudy
29.0;38;6.0;2.0;clear;1011.18;8;?;9.0;coastal;Sunny
33.0;79;9.5;57.0;overcast;991.05;3;Winter;2.0;inland;Rainy
0.0;88;6.0;95.0;overcast;982.15;1;?;2.0;mountain;Snowy
-10.0;81;2.0;98.0;overcast;?;1;Winter;3.0;mountain;Snowy
27.0;?;6.5;?;clear;?;10;Winter;6.5;mountain;Sunny
27.0;83;10.5;72.0;?;1004.11;1;Spring;4.0;mountain;Rainy
15.0;74;14.0;86.0;?;1017.49;3;?;?;mountain;Rainy
-18.0;72;15.0;?;cloudy;1069.42;?;Summer;1.5;coastal;Cloudy
2.0;89;0.0;80.0;overcast;985.58;1;Winter;4.5;mountain;Snowy
21.0;?;3.0;5.0;clear;1011.02;?;?;7.5;coastal;Sunny
?;93;18.0;?;overcast;988.73;0;Winter;4.5;mountain;?
25.0;24;9.5;91.0;overcast;834.02;13;?;3.5;inland;Snowy
14.0;79;?;99.0;partly cloudy;?;3;Spring;3.5;coastal;Rainy
34.0;?;?;13.0;?;?;10;Winter;7.0;?;Sunny
-17.0;31;8.5;?;partly cloudy;1003.68;1;Winter;19.0;inland;?
25.0;58;5.5;?;partly cloudy;?;7;Summer;9.5;mountain;Sunny
31.0;?;?;108.0;?;1006.46;14;Summer;4.0;mountain;Cloudy
-3.0;68;?;60.0;overcast;?;1;Winter;4.5;mountain;Snowy
31.0;56;?;15.0;?;?;2;Spring;7.5;inland;Cloudy
40.0;34;6.5;?;overcast;1152.3;3;Spring;5.5;?;Rainy
-8.0;77;14.5;56.0;partly cloudy;986.36;?;Winter;2.5;mountain;?
11.0;99;18.0;77.0;overcast;1008.76;2;Summer;3.5;inland;?
23.0;36;7.5;?;partly cloudy;1026.31;5;Autumn;8.0;?;Sunny
13.0;54;3.0;20.0;partly cloudy;1015.07;?;?;7.0;?;Cloudy
33.0;61;6.5;?;partly cloudy;1029.49;6;Summer;?;inland;Sunny
-5.0;89;?;89.0;overcast;986.05;1;Winter;4.0;inland;Snowy
13.0;99;18.0;?;overcast;999.72;3;Summer;5.0;mountain;Rainy
25.0;98;?;61.0;overcast;1015.99;0;Summer;4.5;mountain;Rainy
?;51;12.5;41.0;?;?;?;Autumn;7.0;?;Cloudy
28.0;32;6.5;2.0;clear;?;8;Spring;9.0;?;Sunny
?;52;8.0;?;overcast;1013.38;4;?;8.0;inland;Cloudy
20.0;36;3.0;6.0;clear;1015.31;10;Spring;?;coastal;Sunny
16.0;62;7.5;74.0;partly cloudy;?;3;Spring;5.0;inland;Rainy
22.0;?;27.5;95.0;partly cloudy;1004.06;9;Summer;2.5;coastal;Cloudy
32.0;21;3.5;3.0;clear;1025.15;8;Summer;7.5;mountain;Sunny
-8.0;?;10.0;96.0;overcast;999.01;0;?;4.0;inland;Snowy
?;?;6.0;63.0;overcast;?;0;Winter;4.5;inland;Snowy
?;?;18.0;57.0;overcast;1012.66;1;Summer;4.5;coastal;?
17.0;96;8.0;87.0;overcast;1015.92;3;Winter;2.5;inland;Rainy
-8.0;90;?;56.0;?;999.04;0;Winter;4.5;inland;Snowy
0.0;87;?;?;overcast;994.28;?;Winter;2.5;inland;Snowy
