16.0;?;7.5;57.0;overcast;1017.01;2;Spring;2.5;?;Rainy
-6.0;76;9.5;?;overcast;?;?;Winter;?;mountain;Snowy
26.0;?;10.0;27.0;overcast;1002.89;1;Autumn;?;coastal;Cloudy
10.0;52;8.5;?;partly cloudy;1003.38;3;Autumn;5.5;mountain;Cloudy
29.0;38;6.0;2.0;clear;?;8;Summer;?;coastal;?
33.0;79;9.5;57.0;overcast;991.05;?;Winter;2.0;inland;?
?;88;6.0;95.0;overcast;982.15;1;Winter;2.0;mountain;Snowy
-10.0;81;2.0;98.0;overcast;998.06;1;Winter;3.0;mountain;Snowy
27.0;37;6.5;4.0;clear;1014.6;10;Winter;6.5;mountain;Sunny
?;83;10.5;72.0;overcast;1004.11;1;?;4.0;mountain;Rainy
15.0;74;?;?;partly cloudy;1017.49;?;Autumn;?;?;Rainy
-18.0;72;15.0;?;?;1069.42;0;Summer;1.5;coastal;Cloudy
2.0;?;0.0;80.0;overcast;985.58;1;?;4.5;mountain;Snowy
21.0;27;3.0;5.0;clear;1011.02;?;?;?;coastal;Sunny
-5.0;93;18.0;60.0;?;988.73;0;Winter;?;mountain;Snowy
25.0;?;9.5;91.0;overcast;834.02;13;Winter;?;inland;Snowy
14.0;79;14.0;?;partly cloudy;?;3;Spring;3.5;?;Rainy
34.0;38;?;?;clear;1021.71;10;Winter;7.0;?;?
-17.0;31;8.5;26.0;partly cloudy;1003.68;1;Winter;19.0;inland;Cloudy
25.0;58;?;1.0;?;1029.75;?;?;9.5;mountain;?
31.0;95;32.5;?;partly cloudy;1006.46;14;Summer;4.0;mountain;Cloudy
?;68;10.5;60.0;overcast;980.49;1;Winter;4.5;?;?
31.0;?;1.5;15.0;partly cloudy;1007.09;2;Spring;?;?;Cloudy
40.0;34;6.5;88.0;overcast;1152.3;3;Spring;5.5;coastal;Rainy
-8.0;77;14.5;?;partly cloudy;?;0;?;2.5;?;Snowy
11.0;?;18.0;77.0;overcast;?;?;Summer;3.5;inland;?
23.0;36;7.5;?;partly cloudy;1026.31;5;Autumn;8.0;inland;Sunny
?;54;3.0;20.0;partly cloudy;1015.07;4;Autumn;7.0;coastal;Cloudy
33.0;61;6.5;19.0;?;1029.49;6;Summer;7.5;?;Sunny
-5.0;?;1.5;89.0;?;986.05;1;Winter;4.0;inland;Snowy
13.0;99;?;91.0;?;999.72;3;Summer;5.0;?;?
?;?;?;61.0;overcast;1015.99;0;Summer;4.5;mountain;Rainy
29.0;51;?;41.0;overcast;1006.49;2;Autumn;7.0;inland;Cloudy
28.0;32;6.5;2.0;clear;1029.69;8;Spring;9.0;mountain;Sunny
23.0;52;?;15.0;overcast;1013.38;4;Summer;?;?;?
20.0;36;3.0;6.0;?;?;10;Spring;7.5;coastal;Sunny
16.0;62;7.5;74.0;partly cloudy;1009.72;?;Spring;5.0;inland;Rainy
22.0;96;27.5;95.0;?;1004.06;9;Summer;2.5;coastal;?
32.0;21;3.5;?;clear;1025.15;8;Summer;?;mountain;Sunny
?;60;10.0;96.0;overcast;?;0;Winter;?;inland;Snowy
-4.0;92;6.0;63.0;overcast;988.58;?;Winter;4.5;inland;Snowy
26.0;91;18.0;57.0;overcast;1012.66;1;Summer;4.5;?;Rainy
17.0;96;8.0;87.0;overcast;1015.92;3;Winter;?;inland;?
-8.0;90;?;?;?;999.04;?;Winter;4.5;inland;Snowy
0.0;?;4.5;105.0;overcast;?;12;Winter;2.5;?;Snowy
-7.0;89;26.5;90.0;partly cloudy;983.6;?;Winter;?;mountain;Snowy
-1.0;84;?;?;overcast;997.24;1;Winter;4.0;inland;Snowy
32.0;72;2.5;28.0;?;1012.95;1;Spring;7.5;?;?
24.0;?;16.5;65.0;?;1007.0;?;Summer;?;mountain;Rainy
19.0;77;5.0;59.0;overcast;?;2;Summer;3.0;?;?
?;?;20.0;55.0;overcast;1006.76;?;Spring;3.5;inland;Rainy
0.0;78;4.5;70.0;?;989.99;1;Winter;?;mountain;Snowy
38.0;?;9.0;?;clear;1018.1;?;Summer;7.0;coastal;Sunny
0.0;?;36.5;108.0;partly cloudy;?;?;Winter;0.5;inland;Snowy
-5.0;73;19.5;60.0;overcast;991.6;?;Winter;3.0;mountain;Snowy
38.0;37;?;?;partly cloudy;1026.16;8;Summer;?;inland;Sunny
?;68;?;46.0;partly cloudy;1003.94;2;Spring;?;?;Cloudy
26.0;?;2.5;14.0;?;1024.0;9;Spring;6.0;coastal;Sunny
30.0;70;18.0;96.0;?;1000.41;?;Winter;3.5;inland;Rainy
19.0;82;2.0;106.0;partly cloudy;1006.7;5;Autumn;?;coastal;?
41.0;108;16.5;72.0;?;?;9;Spring;?;inland;Rainy
24.0;73;14.0;38.0;partly cloudy;1017.76;2;Spring;7.5;coastal;Cloudy
-6.0;80;1.5;74.0;overcast;?;13;Winter;4.5;inland;Snowy
