16.0;69;7.5;57.0;?;1017.01;?;?;2.5;inland;Rainy
-6.0;?;?;78.0;?;982.59;1;Winter;?;?;?
26.0;?;?;27.0;?;?;?;?;5.0;coastal;?
10.0;52;?;?;partly cloudy;1003.38;?;Autumn;?;mountain;Cloudy
29.0;?;?;?;clear;?;8;?;?;?;Sunny
33.0;79;?;?;overcast;?;3;Winter;2.0;?;Rainy
?;88;6.0;95.0;?;982.15;1;Winter;2.0;?;Snowy
?;?;?;98.0;overcast;?;?;Winter;3.0;mountain;Snowy
27.0;37;6.5;?;clear;?;10;Winter;6.5;mountain;?
27.0;?;?;72.0;overcast;?;1;Spring;?;mountain;?
15.0;74;14.0;86.0;partly cloudy;1017.49;3;Autumn;?;mountain;Rainy
-18.0;?;15.0;80.0;cloudy;?;0;Summer;?;coastal;?
?;89;0.0;80.0;?;?;1;Winter;4.5;mountain;Snowy
21.0;27;3.0;5.0;clear;1011.02;10;Summer;7.5;coastal;Sunny
-5.0;93;18.0;60.0;overcast;988.73;?;?;4.5;mountain;Snowy
25.0;?;9.5;91.0;?;834.02;13;?;?;inland;?
14.0;79;14.0;99.0;partly cloudy;1000.48;3;Spring;3.5;coastal;Rainy
34.0;?;5.0;?;clear;1021.71;10;?;7.0;coastal;Sunny
-17.0;31;?;?;?;1003.68;1;?;?;inland;Cloudy
?;58;?;?;?;?;?;Summer;?;mountain;Sunny
31.0;?;32.5;?;?;1006.46;14;Summer;4.0;mountain;Cloudy
-3.0;68;10.5;60.0;?;980.49;1;Winter;4.5;mountain;?
31.0;?;1.5;15.0;?;1007.09;2;Spring;7.5;inland;Cloudy
40.0;34;6.5;88.0;overcast;1152.3;?;Spring;?;coastal;Rainy
-8.0;77;14.5;56.0;partly cloudy;986.36;?;?;2.5;mountain;?
11.0;?;18.0;?;?;1008.76;2;Summer;3.5;inland;?
?;?;7.5;11.0;partly cloudy;1026.31;5;Autumn;8.0;inland;Sunny
13.0;54;3.0;20.0;?;1015.07;?;?;7.0;?;Cloudy
33.0;61;?;19.0;partly cloudy;?;?;Summer;7.5;inland;Sunny
-5.0;?;?;89.0;?;986.05;1;?;4.0;?;?
13.0;99;18.0;?;overcast;999.72;3;?;5.0;mountain;Rainy
?;?;15.5;61.0;overcast;1015.99;0;?;4.5;mountain;?
?;?;12.5;?;overcast;1006.49;2;Autumn;?;?;Cloudy
?;?;6.5;2.0;clear;?;8;?;?;mountain;Sunny
?;52;?;?;overcast;1013.38;4;?;8.0;inland;Cloudy
?;36;3.0;6.0;clear;1015.31;10;?;7.5;coastal;Sunny
?;62;?;74.0;partly cloudy;1009.72;?;?;5.0;?;Rainy
22.0;96;27.5;?;partly cloudy;?;?;Summer;2.5;?;Cloudy
32.0;21;3.5;3.0;clear;1025.15;8;?;7.5;mountain;?
-8.0;60;?;96.0;?;999.01;0;Winter;?;inland;Snowy
-4.0;?;?;?;overcast;988.58;0;Winter;?;?;Snowy
26.0;91;18.0;?;?;1012.66;1;Summer;?;coastal;Rainy
?;?;8.0;87.0;overcast;1015.92;3;Winter;?;inland;Rainy
-8.0;90;?;56.0;overcast;?;0;Winter;?;?;Snowy
0.0;87;4.5;?;overcast;994.28;12;Winter;2.5;inland;Snowy
-7.0;?;?;90.0;partly cloudy;983.6;4;Winter;1.5;?;Snowy
-1.0;84;12.5;74.0;overcast;997.24;1;Winter;4.0;inland;Snowy
32.0;72;2.5;28.0;partly cloudy;?;1;Spring;7.5;?;?
?;84;16.5;65.0;?;1007.0;?;Summer;4.5;mountain;Rainy
19.0;77;5.0;59.0;overcast;995.38;2;Summer;3.0;inland;Rainy
28.0;87;20.0;?;overcast;?;?;Spring;?;?;?
0.0;78;4.5;?;partly cloudy;989.99;1;Winter;?;mountain;Snowy
?;39;9.0;?;clear;1018.1;10;Summer;7.0;?;Sunny
?;108;?;108.0;partly cloudy;989.62;?;?;?;inland;?
?;?;19.5;60.0;overcast;991.6;?;Winter;3.0;mountain;Snowy
38.0;?;5.0;2.0;partly cloudy;1026.16;?;Summer;7.0;?;Sunny
31.0;68;?;?;?;1003.94;2;Spring;8.5;inland;Cloudy
26.0;?;?;?;?;?;?;Spring;6.0;coastal;Sunny
30.0;70;18.0;96.0;?;?;?;Winter;?;inland;Rainy
19.0;82;?;106.0;partly cloudy;1006.7;5;Autumn;5.5;coastal;Cloudy
41.0;108;16.5;?;overcast;998.91;9;Spring;2.0;inland;?
24.0;73;14.0;?;partly cloudy;1017.76;2;?;7.5;coastal;Cloudy
-6.0;?;?;74.0;overcast;999.42;13;?;4.5;?;?
43.0;48;5.0;?;partly cloudy;936.13;7;Summer;9.0;inland;?
29.0;?;9.5;87.0;overcast;1019.28;2;Spring;?;coastal;Rainy
30.0;67;6.0;?;overcast;1146.15;11;Spring;?;mountain;Cloudy
33.0;87;11.0;98.0;?;1025.58;?;Autumn;10.5;mountain;Sunny
?;28;?;16.0;?;?;10;Spring;?;inland;Sunny
2.0;?;19.5;81.0;overcast;983.93;2;?;?;inland;?
?;74;?;61.0;partly cloudy;994.22;?;?;2.0;mountain;Rainy
33.0;?;5.0;13.0;?;1009.4;1;Spring;7.5;mountain;Cloudy
-7.0;?;2.0;94.0;?;?;?;Winter;?;?;?
43.0;30;4.0;97.0;partly cloudy;?;11;Summer;19.0;?;Snowy
?;73;?;44.0;overcast;1005.87;?;Summer;7.0;mountain;?
14.0;74;?;84.0;overcast;1009.09;1;Spring;?;inland;Rainy
16.0;60;?;48.0;?;?;1;?;6.5;mountain;?
41.0;?;?;17.0;clear;1029.29;11;Summer;?;?;Sunny
?;?;3.0;70.0;overcast;994.19;?;Winter;2.0;mountain;Snowy
?;72;?;51.0;overcast;999.3;1;Winter;2.0;?;?
33.0;83;?;?;partly cloudy;?;2;Autumn;2.5;mountain;?
30.0;85;19.5;?;?;991.51;1;Winter;1.5;?;Rainy
44.0;73;23.0;?;partly cloudy;1014.05;7;?;6.5;mountain;Cloudy
40.0;?;2.5;1.0;clear;1026.61;?;Winter;?;coastal;Sunny
?;?;?;?;clear;1017.22;?;?;7.5;mountain;Sunny
?;22;?;30.0;overcast;?;13;Summer;6.0;?;Sunny
15.0;75;7.0;11.0;?;1009.42;?;Winter;8.5;inland;Cloudy
30.0;78;?;49.0;partly cloudy;1015.31;1;Spring;8.0;?;?
27.0;104;?;104.0;partly cloudy;?;5;Autumn;4.0;inland;Cloudy
?;59;3.5;22.0;overcast;?;2;Winter;8.0;mountain;Cloudy
33.0;66;8.5;17.0;partly cloudy;1007.14;4;?;6.0;mountain;Cloudy
35.0;47;1.0;0.0;?;?;8;?;8.0;?;Sunny
38.0;50;2.5;?;partly cloudy;?;8;Winter;?;?;Sunny
?;63;?;17.0;clear;1013.88;?;Summer;?;?;Sunny
20.0;48;?;10.0;clear;?;10;Autumn;9.5;inland;?
10.0;77;?;?;cloudy;853.9;9;Autumn;11.5;?;Rainy
-6.0;95;?;82.0;overcast;990.75;11;Winter;1.0;inland;Snowy
37.0;23;?;6.0;?;?;?;Autumn;5.5;?;?
42.0;?;?;?;?;?;8;Autumn;9.5;coastal;Sunny
23.0;59;2.0;43.0;?;1012.12;3;Winter;6.0;?;Cloudy
?;?;0.0;0.0;clear;1015.92;6;?;?;mountain;Sunny
-5.0;80;17.0;93.0;overcast;987.55;1;?;5.0;?;Snowy
?;89;12.5;69.0;partly cloudy;995.3;3;?;3.5;?;Rainy
21.0;?;9.5;82.0;?;?;2;Autumn;4.5;coastal;Rainy
26.0;70;?;?;?;1015.07;3;Autumn;?;coastal;Cloudy
?;61;?;?;partly cloudy;1003.05;3;Summer;5.0;mountain;Rainy
-7.0;70;4.5;79.0;?;?;1;Winter;2.5;mountain;?
15.0;70;14.0;?;?;991.27;1;Winter;2.0;inland;Rainy
12.0;50;6.0;30.0;overcast;?;3;Summer;8.0;?;?
21.0;?;5.5;23.0;partly cloudy;?;2;?;8.0;mountain;?
?;54;7.0;47.0;partly cloudy;1011.13;3;?;?;?;Cloudy
25.0;57;10.0;0.0;clear;1017.98;5;Winter;?;coastal;Sunny
32.0;34;1.0;?;clear;?;7;Winter;8.0;mountain;Sunny
23.0;86;?;85.0;partly cloudy;?;1;Spring;2.5;mountain;Rainy
26.0;53;0.5;?;?;?;?;?;?;mountain;Cloudy
?;?;?;58.0;?;987.61;0;Winter;4.5;?;?
33.0;65;6.0;3.0;?;?;7;?;5.5;?;?
22.0;50;?;14.0;clear;?;11;Summer;7.5;coastal;Sunny
?;96;1.0;88.0;clear;?;0;Summer;7.5;?;?
9.0;32;?;46.0;overcast;809.99;9;Autumn;7.5;?;Cloudy
?;87;?;93.0;clear;1016.0;2;Spring;1.5;coastal;Sunny
17.0;76;2.0;?;?;1017.61;2;Spring;6.0;coastal;Cloudy
20.0;83;?;70.0;?;?;1;?;?;inland;Rainy
-6.0;60;12.0;79.0;partly cloudy;997.36;1;?;2.0;?;Snowy
-8.0;76;29.0;?;overcast;989.46;?;Winter;4.5;inland;Snowy
-10.0;?;?;97.0;overcast;984.16;1;Winter;3.5;mountain;?
?;78;7.5;94.0;?;997.8;5;?;?;inland;Snowy
63.0;96;8.0;?;clear;1014.43;9;Summer;?;?;Sunny
-5.0;81;?;66.0;partly cloudy;?;1;Winter;1.5;inland;Snowy
22.0;72;?;?;?;?;3;?;?;?;Rainy
32.0;97;?;93.0;partly cloudy;?;?;?;4.5;inland;?
?;53;5.5;95.0;cloudy;999.71;2;?;13.0;?;?
19.0;91;?;74.0;overcast;1014.88;3;?;?;mountain;Rainy
-5.0;?;14.5;52.0;overcast;999.76;0;Winter;1.5;?;Snowy
27.0;62;8.0;13.0;clear;?;?;?;8.0;?;?
42.0;66;12.0;44.0;?;939.18;14;Summer;?;?;?
12.0;59;?;79.0;partly cloudy;?;?;Summer;3.0;mountain;Sunny
18.0;50;5.5;11.0;partly cloudy;1007.98;3;?;7.5;?;Cloudy
-6.0;87;15.0;96.0;?;980.75;1;Winter;1.5;mountain;?
37.0;36;?;0.0;clear;?;6;Autumn;6.5;inland;Sunny
?;?;3.0;17.0;clear;?;7;Summer;8.0;?;Sunny
11.0;50;10.0;93.0;partly cloudy;985.63;5;Summer;?;?;Snowy
31.0;58;15.0;46.0;overcast;1001.9;4;Autumn;5.5;mountain;Cloudy
35.0;?;6.0;19.0;?;1010.53;10;Autumn;10.0;inland;Sunny
?;68;14.5;?;partly cloudy;1017.47;2;Autumn;7.0;inland;?
4.0;?;1.0;68.0;overcast;?;1;Winter;1.0;?;Snowy
23.0;67;?;47.0;partly cloudy;1017.26;3;Winter;8.0;mountain;Cloudy
?;61;?;?;overcast;1019.43;?;Autumn;?;?;Cloudy
33.0;?;12.0;?;partly cloudy;997.76;1;Autumn;4.5;coastal;Rainy
?;85;11.5;63.0;overcast;?;?;?;?;coastal;Rainy
21.0;50;0.0;?;?;1011.39;?;Summer;?;coastal;Sunny
24.0;78;?;75.0;?;?;14;Spring;6.0;?;Cloudy
?;49;1.0;?;overcast;?;3;?;17.0;mountain;Sunny
34.0;79;1.5;?;?;1008.11;1;Winter;8.5;?;?
?;?;14.0;23.0;partly cloudy;?;2;?;?;mountain;Cloudy
42.0;59;6.5;5.0;clear;?;9;Spring;?;inland;?
20.0;?;7.5;?;partly cloudy;1019.01;5;?;8.5;coastal;Sunny
25.0;?;12.5;43.0;?;1014.07;3;Summer;8.5;mountain;Cloudy
?;95;5.0;?;overcast;987.9;1;Winter;?;?;Snowy
40.0;?;3.0;7.0;partly cloudy;1011.66;5;?;?;coastal;Sunny
?;?;?;69.0;overcast;991.06;0;Winter;1.5;mountain;Snowy
20.0;57;9.5;5.0;partly cloudy;1028.05;5;Winter;5.5;?;?
?;76;?;84.0;partly cloudy;?;?;Winter;19.5;inland;?
38.0;?;8.0;12.0;partly cloudy;1028.86;7;Spring;5.5;mountain;Sunny
-2.0;90;8.0;59.0;overcast;990.68;?;?;?;inland;Snowy
?;?;13.0;68.0;overcast;?;0;Winter;?;inland;Snowy
-1.0;84;?;90.0;overcast;?;0;?;?;mountain;?
10.0;80;16.5;99.0;overcast;?;3;Spring;3.5;coastal;Rainy
-10.0;35;10.5;?;cloudy;1187.94;12;?;4.0;?;Snowy
34.0;?;13.5;?;?;?;0;Summer;2.5;?;Rainy
-9.0;71;?;70.0;overcast;995.26;0;Winter;5.0;?;?
?;84;6.5;?;clear;?;?;Spring;4.5;?;Sunny
25.0;?;9.0;5.0;?;1017.9;8;Winter;9.0;?;?
22.0;?;16.5;?;overcast;?;1;Spring;3.0;coastal;Rainy
11.0;65;7.5;92.0;partly cloudy;1000.24;0;Autumn;4.0;inland;Rainy
14.0;81;6.5;82.0;overcast;1010.85;0;Spring;2.0;coastal;Rainy
?;80;?;91.0;overcast;982.92;0;Winter;1.0;inland;?
?;96;13.0;97.0;?;1012.08;4;Winter;7.5;inland;?
20.0;20;5.5;15.0;clear;1022.42;7;Summer;10.0;inland;Sunny
?;33;5.5;12.0;?;1024.95;7;?;6.0;?;Sunny
1.0;76;0.5;85.0;overcast;989.7;1;Winter;4.0;inland;Snowy
?;74;?;88.0;overcast;?;0;?;1.5;inland;Rainy
36.0;64;?;6.0;?;1010.63;6;?;8.0;?;?
43.0;51;6.5;0.0;partly cloudy;1028.33;11;Winter;10.0;inland;Sunny
31.0;25;9.5;?;clear;?;5;Autumn;8.0;mountain;Sunny
