?;69;7.5;57.0;overcast;?;2;Spring;2.5;inland;Rainy
-6.0;?;?;?;overcast;?;?;Winter;3.5;mountain;Snowy
26.0;?;10.0;27.0;overcast;?;?;Autumn;5.0;coastal;?
?;?;8.5;?;?;1003.38;3;Autumn;?;mountain;Cloudy
29.0;38;6.0;2.0;?;1011.18;8;Summer;9.0;coastal;Sunny
?;79;?;57.0;overcast;991.05;?;Winter;?;inland;?
?;?;?;?;overcast;982.15;1;Winter;2.0;mountain;?
?;81;2.0;98.0;?;998.06;1;Winter;3.0;mountain;?
27.0;?;?;4.0;clear;1014.6;10;Winter;?;mountain;?
27.0;83;10.5;72.0;?;1004.11;1;Spring;4.0;mountain;?
15.0;74;14.0;86.0;?;1017.49;3;Autumn;4.0;mountain;Rainy
-18.0;72;15.0;?;?;1069.42;0;Summer;?;coastal;Cloudy
2.0;89;0.0;?;overcast;985.58;1;Winter;4.5;mountain;?
21.0;27;3.0;5.0;?;1011.02;10;Summer;7.5;?;Sunny
?;93;?;?;overcast;988.73;0;Winter;4.5;mountain;Snowy
25.0;24;9.5;91.0;overcast;?;13;?;3.5;inland;?
14.0;79;?;99.0;partly cloudy;1000.48;?;Spring;3.5;coastal;Rainy
?;?;5.0;13.0;clear;1021.71;10;Winter;7.0;coastal;?
-17.0;31;8.5;?;?;1003.68;1;Winter;19.0;inland;Cloudy
?;58;5.5;1.0;partly cloudy;?;7;?;9.5;mountain;?
31.0;?;32.5;108.0;partly cloudy;1006.46;?;Summer;4.0;?;Cloudy
-3.0;68;10.5;?;overcast;980.49;1;Winter;?;?;Snowy
31.0;56;?;15.0;partly cloudy;1007.09;?;?;?;inland;Cloudy
40.0;34;?;88.0;overcast;1152.3;3;Spring;5.5;coastal;Rainy
-8.0;?;14.5;56.0;partly cloudy;986.36;0;Winter;?;mountain;?
?;99;?;77.0;overcast;1008.76;2;Summer;3.5;inland;Rainy
23.0;36;?;11.0;partly cloudy;1026.31;5;Autumn;8.0;inland;Sunny
13.0;54;3.0;20.0;partly cloudy;1015.07;4;Autumn;7.0;coastal;?
?;61;6.5;19.0;?;1029.49;?;Summer;7.5;?;Sunny
?;?;1.5;89.0;?;986.05;1;Winter;4.0;inland;Snowy
13.0;99;?;91.0;overcast;999.72;3;?;5.0;?;Rainy
25.0;98;15.5;?;overcast;1015.99;0;Summer;4.5;mountain;?
29.0;51;12.5;41.0;overcast;1006.49;?;Autumn;7.0;?;Cloudy
28.0;32;6.5;2.0;clear;?;8;Spring;9.0;mountain;Sunny
?;52;8.0;15.0;overcast;1013.38;4;Summer;8.0;?;Cloudy
?;36;3.0;6.0;clear;1015.31;10;Spring;7.5;coastal;Sunny
16.0;62;7.5;74.0;partly cloudy;?;3;?;5.0;inland;Rainy
?;?;?;95.0;?;1004.06;9;Summer;2.5;coastal;?
?;?;?;3.0;clear;?;8;Summer;7.5;mountain;Sunny
?;60;?;96.0;?;999.01;0;Winter;4.0;inland;?
-4.0;92;6.0;63.0;overcast;988.58;?;Winter;?;?;Snowy
26.0;?;?;57.0;?;?;?;Summer;4.5;?;Rainy
17.0;96;8.0;?;overcast;?;?;Winter;2.5;?;?
-8.0;90;7.5;56.0;overcast;999.04;?;Winter;4.5;inland;?
?;?;4.5;105.0;overcast;994.28;?;?;2.5;inland;Snowy
-7.0;89;?;90.0;partly cloudy;983.6;4;?;?;?;Snowy
-1.0;84;12.5;74.0;overcast;997.24;1;?;4.0;inland;?
32.0;72;2.5;28.0;?;1012.95;1;Spring;7.5;coastal;?
24.0;?;16.5;?;overcast;1007.0;0;Summer;?;?;?
19.0;?;?;59.0;overcast;995.38;2;?;3.0;inland;Rainy
28.0;87;?;55.0;?;?;3;Spring;3.5;?;Rainy
0.0;?;4.5;70.0;partly cloudy;989.99;1;Winter;?;?;Snowy
38.0;39;9.0;10.0;clear;1018.1;10;?;7.0;coastal;Sunny
0.0;108;36.5;?;partly cloudy;989.62;4;Winter;0.5;?;Snowy
-5.0;73;?;60.0;overcast;991.6;1;Winter;?;mountain;Snowy
38.0;37;?;2.0;partly cloudy;1026.16;8;?;7.0;inland;?
31.0;?;12.5;46.0;partly cloudy;1003.94;2;Spring;8.5;?;?
?;43;2.5;?;?;1024.0;9;Spring;6.0;coastal;Sunny
30.0;?;18.0;?;overcast;1000.41;0;Winter;?;inland;Rainy
19.0;82;2.0;106.0;?;?;?;?;5.5;coastal;Cloudy
41.0;?;?;72.0;overcast;998.91;?;Spring;?;inland;?
24.0;73;14.0;38.0;?;1017.76;2;?;7.5;coastal;Cloudy
-6.0;?;1.5;74.0;?;?;13;Winter;4.5;?;Snowy
43.0;?;5.0;26.0;?;936.13;?;Summer;9.0;inland;?
?;68;9.5;87.0;overcast;1019.28;?;Spring;?;?;Rainy
30.0;?;?;73.0;?;1146.15;?;?;16.5;mountain;Cloudy
?;87;11.0;98.0;partly cloudy;?;9;?;10.5;?;?
44.0;28;6.0;16.0;partly cloudy;1013.76;10;Spring;9.0;inland;Sunny
2.0;89;?;?;overcast;983.93;2;?;1.5;inland;Snowy
