?;?;?;?;?;?;?;?;?;inland;Rainy
?;?;?;?;overcast;?;1;?;3.5;mountain;?
26.0;?;?;?;overcast;?;?;Autumn;?;coastal;?
10.0;52;8.5;32.0;?;1003.38;?;Autumn;5.5;mountain;Cloudy
29.0;38;?;2.0;clear;?;8;Summer;9.0;coastal;Sunny
33.0;79;?;57.0;overcast;?;3;Winter;?;inland;?
0.0;?;6.0;?;overcast;982.15;1;?;?;?;Snowy
-10.0;?;?;98.0;overcast;998.06;1;Winter;?;?;Snowy
?;37;6.5;?;clear;1014.6;10;?;?;?;Sunny
27.0;83;10.5;?;?;?;1;?;4.0;?;Rainy
?;74;?;86.0;partly cloudy;1017.49;?;Autumn;4.0;?;Rainy
-18.0;72;15.0;?;?;?;?;?;1.5;coastal;Cloudy
?;?;0.0;?;overcast;?;1;?;?;?;Snowy
?;?;3.0;?;clear;1011.02;?;Summer;?;coastal;Sunny
?;93;?;60.0;overcast;?;?;?;?;mountain;?
?;24;?;?;?;?;?;Winter;?;?;Snowy
?;?;?;99.0;?;1000.48;?;?;3.5;?;Rainy
34.0;?;5.0;13.0;?;1021.71;10;Winter;7.0;?;?
?;31;8.5;?;partly cloudy;1003.68;?;?;19.0;inland;?
?;?;?;1.0;?;?;?;?;?;?;Sunny
?;95;32.5;?;partly cloudy;1006.46;?;?;4.0;?;?
-3.0;?;?;?;?;980.49;?;?;4.5;mountain;?
31.0;?;?;?;?;?;?;Spring;?;inland;Cloudy
?;34;?;?;overcast;1152.3;?;Spring;5.5;?;?
-8.0;77;14.5;56.0;partly cloudy;?;?;Winter;?;mountain;Snowy
11.0;99;?;?;?;?;2;?;?;inland;?
?;?;7.5;11.0;?;?;5;?;8.0;?;?
?;?;?;20.0;?;1015.07;4;Autumn;?;?;Cloudy
?;61;6.5;19.0;?;1029.49;6;?;7.5;?;?
?;89;1.5;?;overcast;?;1;?;4.0;?;?
?;?;?;91.0;overcast;999.72;?;Summer;5.0;mountain;?
?;98;15.5;?;overcast;?;?;?;4.5;?;Rainy
29.0;51;?;41.0;?;?;2;Autumn;?;?;?
28.0;32;6.5;2.0;clear;1029.69;8;Spring;?;mountain;Sunny
?;52;8.0;?;?;1013.38;4;?;8.0;?;Cloudy
?;?;?;?;clear;1015.31;10;Spring;?;coastal;Sunny
?;?;?;?;partly cloudy;1009.72;3;?;?;inland;Rainy
22.0;?;?;95.0;?;?;?;Summer;?;?;?
?;?;?;3.0;?;?;8;Summer;?;mountain;?
?;60;10.0;96.0;?;999.01;?;?;?;inland;Snowy
-4.0;92;?;?;overcast;988.58;0;?;4.5;inland;?
?;?;?;?;overcast;1012.66;1;Summer;4.5;coastal;Rainy
17.0;?;?;?;overcast;?;?;Winter;?;?;Rainy
?;?;7.5;56.0;overcast;999.04;?;Winter;?;?;Snowy
?;87;?;105.0;overcast;994.28;12;Winter;?;?;?
-7.0;?;26.5;90.0;partly cloudy;?;4;?;1.5;?;Snowy
?;?;?;74.0;overcast;?;1;?;?;inland;?
32.0;72;?;28.0;partly cloudy;1012.95;1;Spring;7.5;?;?
24.0;?;?;?;?;?;0;Summer;?;?;?
?;77;?;59.0;overcast;?;2;Summer;3.0;inland;Rainy
28.0;?;20.0;?;?;1006.76;?;Spring;3.5;?;Rainy
?;?;?;?;?;?;1;Winter;4.0;mountain;Snowy
?;?;9.0;?;?;1018.1;?;Summer;?;?;?
?;108;?;?;?;?;?;Winter;0.5;inland;?
-5.0;?;19.5;?;?;991.6;1;?;?;mountain;?
38.0;37;5.0;?;?;1026.16;?;Summer;?;inland;?
31.0;?;12.5;?;?;?;?;Spring;?;?;Cloudy
26.0;?;2.5;?;clear;?;9;?;6.0;coastal;?
?;70;18.0;96.0;overcast;1000.41;?;Winter;?;?;Rainy
19.0;?;?;106.0;partly cloudy;1006.7;5;Autumn;5.5;?;Cloudy
41.0;108;?;?;?;?;?;?;2.0;inland;Rainy
24.0;73;?;38.0;partly cloudy;?;2;Spring;?;coastal;?
?;80;?;?;?;999.42;13;Winter;4.5;?;?
43.0;48;?;26.0;?;?;7;Summer;?;inland;Snowy
29.0;68;?;87.0;?;?;?;Spring;?;coastal;Rainy
?;?;6.0;73.0;overcast;?;11;?;?;mountain;?
33.0;?;11.0;98.0;partly cloudy;?;9;Autumn;10.5;mountain;Sunny
44.0;28;6.0;?;?;1013.76;?;?;9.0;inland;Sunny
2.0;89;19.5;?;overcast;983.93;2;?;?;inland;?
26.0;74;8.5;?;partly cloudy;994.22;2;?;2.0;?;?
33.0;50;5.0;?;overcast;1009.4;1;Spring;?;?;Cloudy
?;?;2.0;?;partly cloudy;982.84;?;?;3.5;?;Snowy
43.0;30;4.0;97.0;?;?;?;Summer;19.0;?;?
23.0;?;?;44.0;?;?;?;Summer;7.0;mountain;?
14.0;?;5.5;?;overcast;1009.09;?;?;?;inland;?
16.0;?;4.5;?;partly cloudy;1002.12;?;Autumn;6.5;?;Cloudy
41.0;46;4.0;17.0;clear;1029.29;11;Summer;9.5;inland;Sunny
?;?;3.0;?;overcast;994.19;0;?;?;mountain;Snowy
?;?;9.5;?;?;?;1;?;?;inland;Snowy
33.0;83;?;?;partly cloudy;994.22;?;?;2.5;mountain;?
30.0;?;19.5;88.0;overcast;?;?;Winter;?;?;?
?;?;23.0;?;partly cloudy;?;7;?;6.5;?;?
40.0;?;?;?;?;1026.61;5;?;?;coastal;?
?;?;?;91.0;?;?;?;?;7.5;mountain;Sunny
?;22;15.0;30.0;overcast;863.76;13;Summer;6.0;mountain;Sunny
?;?;7.0;11.0;?;?;?;?;?;inland;Cloudy
30.0;?;?;49.0;?;?;?;Spring;?;coastal;?
27.0;104;?;?;?;?;5;?;?;?;Cloudy
?;?;3.5;22.0;?;?;?;Winter;8.0;?;Cloudy
?;?;8.5;?;partly cloudy;1007.14;4;Summer;6.0;?;?
?;?;?;?;?;1020.03;?;Winter;?;coastal;Sunny
38.0;50;?;?;?;?;?;?;?;?;Sunny
?;?;?;?;clear;?;9;Summer;?;inland;?
?;48;?;?;clear;1019.81;?;Autumn;?;?;Sunny
10.0;?;4.0;?;cloudy;853.9;?;Autumn;11.5;coastal;Rainy
-6.0;95;3.5;?;overcast;?;?;Winter;1.0;inland;?
37.0;?;7.5;?;partly cloudy;1014.41;8;Autumn;5.5;?;Sunny
?;?;7.0;2.0;?;1028.81;?;?;9.5;coastal;Sunny
23.0;?;?;?;partly cloudy;?;?;Winter;6.0;?;Cloudy
?;?;0.0;0.0;?;?;?;Autumn;8.5;?;?
?;?;17.0;?;?;?;?;?;?;mountain;Snowy
24.0;89;12.5;?;?;?;?;Winter;3.5;?;Rainy
?;?;?;?;?;?;?;?;?;?;Rainy
?;?;13.5;?;?;?;?;Autumn;8.5;coastal;?
?;61;?;60.0;?;?;?;?;5.0;?;?
