USA;Southern Airways - USA (Inacti;1968;PW;DC-9;May;1966;North America;?;3
Ireland;Ryanair;2002;CF;737-800;Jan;2002;Europe;2;2
?;?;1983;GE;747-300;?;1982;Europe;1;1
?;Oak Hill;2010;?;?;?;2007;North America;2;2
Russian Federation;Volga-Dnepr UK Ltd;?;?;?;?;2006;?;3;3
Argentina;?;?;PW;727;?;1978;?;2;2
Indonesia;?;1976;PW;DC-9;Feb;1976;?;3;3
?;China Xinjiang Airlines;2002;RR;757-200;Mar;2000;?;1;1
?;ATA Airlines Inc.;2000;RR;757-200;?;2000;?;2;?
?;AOM French Airlines;1996;PW;?;?;1995;?;2;?
?;Air Europe;1989;RR;?;Apr;1988;?;?;2
Turkey;Pegasus Airlines;2007;?;?;Feb;2006;?;1;1
?;?;?;?;737-300;Jul;1991;Europe;1;1
?;Aeropostal;?;?;MD-80;May;1986;South America;?;1
?;U.S. Air Force;?;PW;707/720;Jan;1973;North America;?;1
?;?;1982;PW;737-200;Jan;?;?;?;?
Turkey;?;2005;CF;737-700W;Aug;?;Europe;1;?
Germany;?;1987;?;MD-80;Aug;?;Europe;1;?
Hungary;?;1993;?;767-200ER;Feb;1991;Europe;2;2
Cameroon;Cameroon Airlines;1972;?;707/720;May;1972;?;1;1
USA;Jackson Square Aviation;?;CF;737 MAX;Feb;2021;?;4;?
Ireland;DAE 4 Ireland Limited;?;GE;777F;?;2018;Europe;1;?
Switzerland;Swissair;1968;PW;DC-9;?;1966;Europe;5;?
Turkey;Onur Air;1997;?;MD-80;?;1995;Europe;5;5
Nigeria;Arik Air;?;CF;737-800;Sep;2007;Africa;1;?
?;?;1980;PW;DC-9;Jan;1979;North America;4;?
?;?;2010;GE;777F;Dec;?;Europe;4;?
China;?;2006;GE;747-400ERF;Aug;?;East Asia;?;?
USA;CIT Aerospace LLC;2006;CF;737-800;Jan;?;North America;?;0
Germany;Lufthansa Cargo;1998;GE;MD-11;Feb;1997;?;?;5
Tanzania United Republic of;?;?;?;787-8;May;?;?;1;1
?;?;?;?;747-400M;?;1997;?;1;1
?;?;1975;PW;727;?;1974;Africa;3;3
?;VivaAerobus;1992;CF;737-300;?;1989;Central America and Mexico;?;2
?;World Airways Inc.;1965;PW;707/720;Jan;1965;North America;?;1
Azerbaijan;Azerbaijan Airlines;?;GE;787-8;Feb;?;?;?;2
?;CAAC-Civil Aviation of China;?;PW;747-200;?;?;?;1;?
