?;Southern Airways - USA (Inacti;1968;PW;DC-9;May;?;?;3;?
Ireland;?;2002;?;?;?;2002;?;?;2
Netherlands;KLM Royal Dutch Airlines;?;?;747-300;Jan;1982;Europe;1;1
USA;?;?;GE;777F;?;2007;North America;2;2
?;Volga-Dnepr UK Ltd;?;?;747-8F;Nov;2006;?;?;3
Argentina;?;1978;PW;727;Jan;1978;?;?;?
Indonesia;Garuda Indonesia;1976;PW;DC-9;Feb;1976;?;3;3
China;China Xinjiang Airlines;2002;RR;757-200;Mar;2000;East Asia;1;1
USA;ATA Airlines Inc.;2000;?;757-200;?;?;?;?;?
France;AOM French Airlines;?;PW;MD-80;Jun;1995;Europe;2;2
?;?;?;?;757-200;Apr;1988;?;2;2
?;Pegasus Airlines;2007;CF;737-800;Feb;2006;?;1;1
Netherlands;ITOCHU AirLease B.V.;1993;CF;?;Jul;1991;Europe;1;?
Venezuela;Aeropostal;1987;PW;?;?;1986;?;1;?
?;U.S. Air Force;1978;PW;707/720;Jan;1973;?;1;1
Germany;Bavaria;?;?;737-200;?;?;Europe;2;?
Turkey;Turkish Air Force Peace Eagle;2005;?;?;Aug;?;Europe;1;?
?;Aero Lloyd;1987;PW;MD-80;?;1986;?;1;1
Hungary;?;1993;?;767-200ER;?;1991;Europe;2;?
?;Cameroon Airlines;?;?;?;?;1972;?;1;?
?;Jackson Square Aviation;2021;CF;?;Feb;?;North America;?;4
?;?;?;GE;?;Dec;?;?;1;1
?;Swissair;?;?;?;?;?;?;?;5
?;?;1997;PW;?;Oct;?;?;?;?
?;Arik Air;?;CF;737-800;Sep;2007;Africa;1;?
USA;?;1980;?;?;?;1979;North America;4;4
Germany;?;2010;GE;777F;Dec;2005;?;?;4
?;Jade Cargo International;?;?;747-400ERF;?;2005;East Asia;2;2
USA;CIT Aerospace LLC;2006;CF;737-800;Jan;2003;North America;1;0
Germany;Lufthansa Cargo;?;GE;?;Feb;?;?;?;5
Tanzania United Republic of;Tanzania;2019;RR;787-8;May;2018;Africa;1;1
China;?;?;?;747-400M;Jan;1997;?;1;?
?;Libyan Airlines;?;PW;727;Apr;?;Africa;3;3
Mexico;VivaAerobus;1992;?;?;Sep;1989;Central America and Mexico;2;2
USA;?;1965;?;707/720;?;?;North America;?;1
?;Azerbaijan Airlines;2014;?;?;?;2007;Central Asia;?;?
China;CAAC-Civil Aviation of China;?;?;?;May;1985;?;1;1
China;?;1992;PW;MD-80;?;1990;East Asia;2;2
Germany;dba;1998;?;?;?;?;Europe;?;?
?;?;1990;GE;MD-11;?;?;East Asia;?;?
?;Air Lease Corporation;2017;RR;787-9;?;?;North America;1;1
?;?;?;?;?;Apr;2010;Middle East;?;?
China;?;2006;?;?;Jul;?;East Asia;?;1
Brunei Darussalam;?;1975;PW;?;Jan;?;Southeast Asia;?;?
?;China Eastern Yunnan Airlines;1985;CF;?;Jan;1985;East Asia;1;1
?;CDB Aviation;2016;?;737-800;Mar;2014;?;6;?
?;?;2007;GE;?;?;2005;North America;3;3
?;Comair Limited;2015;?;?;Jun;?;Africa;?;?
Japan;Japan Transocean Air;?;CF;?;May;?;East Asia;?;2
Saudi Arabia;Mid East Jet;1997;?;757-200;Jan;1997;?;?;?
?;?;1983;PW;737-200;Mar;?;?;?;?
Brazil;VASP Airlines;?;PW;737-200;Mar;1973;South America;?;?
?;?;2017;GE;747-8;Aug;?;North America;?;2
Mexico;?;1980;?;?;?;?;Central America and Mexico;6;6
?;GOL Linhas Aereas;2009;CF;?;?;2006;?;?;1
?;?;?;GE;767-300F;Jun;2010;?;2;2
Ukraine;?;2012;CF;737-800;Jul;?;Europe;2;2
?;?;?;PW;?;?;1972;?;?;3
Singapore;Scoot PTE LTD;2015;?;?;Oct;2006;Southeast Asia;?;6
Singapore;SilkAir;?;?;737-800;Nov;?;?;6;6
United Kingdom;?;2001;RR;?;May;2000;?;2;2
USA;Capitol Air;?;?;?;Feb;1967;North America;?;1
Germany;LTU;1987;?;?;?;?;?;2;2
?;Air France-KLM Group;2016;GE;787-9;?;2011;?;1;1
?;?;?;CF;737-800;?;2016;?;?;?
USA;?;1976;?;727;?;1974;?;?;?
Iceland;?;2006;CF;?;Jan;2005;?;?;9
Algeria;Air Algerie;?;PW;737-200;Jan;1974;?;?;?
United Arab Emirates;Dubai Air Wing;1982;PW;?;?;?;?;1;1
Ireland;GPA Group;1991;CF;?;Jan;?;Europe;4;4
USA;?;?;PW;737-200;?;1982;?;?;2
Italy;Alitalia;?;?;DC-8;Jan;?;Europe;?;2
USA;?;1970;?;?;Jan;?;North America;?;2
Switzerland;Maritime Investment & Shipping;1979;PW;?;?;?;Europe;1;?
?;Novair International Airways;1989;?;737-400;?;1987;Europe;2;?
USA;US Airways Inc.;1994;RR;757-200;Jan;?;North America;1;?
?;Government of Korea;2022;CF;737-800A;Mar;?;?;?;?
?;?;2021;?;767-2C;Nov;2018;East Asia;1;1
?;Air Austral;?;?;?;Feb;?;Africa;?;2
Saudi Arabia;Mid East Jet;1996;GE;767-200ER;?;?;Middle East;1;?
Brazil;?;?;RR;?;Jan;1963;South America;1;1
USA;?;?;?;?;Apr;1964;?;1;1
Morocco;Royal Air Maroc;1970;?;?;Jan;1969;?;?;?
?;United Airlines;1967;?;727;?;?;North America;?;?
?;?;2011;?;?;Oct;2009;Africa;?;4
Netherlands;Martinair Cargo;1989;?;767-300ER;Mar;1988;Europe;1;?
Czech Republic;CSA;?;CF;?;Jan;1999;Europe;?;?
?;?;2018;CF;?;?;2017;Oceania;2;?
?;?;2008;CF;?;Jun;?;Europe;?;1
?;Donghai Airlines;?;?;?;Dec;?;East Asia;3;3
USA;?;?;CF;737-800;?;2000;?;?;?
Taiwan;Air Asia Company;1966;PW;727;?;?;Southeast Asia;1;?
?;National Airlines;1975;GE;?;?;1973;Middle East;4;4
Switzerland;PrivatAir;?;PW;?;?;1979;Europe;1;1
?;Hughes Airwest Inc.;1968;PW;?;Feb;1968;North America;2;?
?;U.S. Air Force;1982;PW;?;Jan;1982;?;?;?
?;?;1991;CF;737-400;Apr;1988;?;?;?
?;FUERZA AEREA DEL PERU;1995;?;737-500;?;1995;South America;?;1
China;China Xinjiang Airlines;2001;?;?;Mar;2000;East Asia;2;?
?;EgyptAir;1984;?;767-200ER;Jan;1984;?;?;3
Angola;?;2014;GE;?;?;?;?;?;1
?;?;1981;PW;?;Sep;1980;North America;1;?
Brunei Darussalam;Royal Brunei Airlines;?;?;?;Mar;?;Southeast Asia;1;1
?;Jetstar - Duplicated (See JSA);?;RR;717-200;Dec;?;Oceania;?;?
?;SAS Norway;1998;CF;737-700;?;?;Europe;2;2
Italy;Air Trading 92;?;?;MD-80;?;?;Europe;?;3
?;?;1968;PW;DC-8;Jan;1967;?;?;1
?;?;?;GE;777-300ER;Feb;2011;?;3;3
Belgium;DHL International;?;?;?;Feb;2007;Europe;3;3
