Edward Frank Ed Book;M;24.0;210.0;?;New Zealand;NZL;2004 Summer;2004;Summer;Athina;Basketball
Marlen Esparza Puentes;F;22.0;160.0;51.0;United States;USA;2012 Summer;2012;Summer;London;Boxing
Claude Henri Ferdinand Dalmas Arabo;M;27.0;178.0;73.0;France;FRA;1964 Summer;1964;Summer;Tokyo;Fencing
Ivan Vladimirovich Alypov;M;23.0;169.0;60.0;Russia;?;2006 Winter;2006;Winter;Torino;Cross Country Skiing
Salaheddine Bakar Al-Safi;M;20.0;185.0;68.0;Qatar;QAT;2000 Summer;2000;Summer;Sydney;Athletics
?;F;27.0;165.0;58.0;East Germany;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating
Marcus A. C. Marc Faulks;M;27.0;174.0;64.0;Australia;AUS;1964 Summer;1964;Summer;Tokyo;Gymnastics
Ellen Louise Elzerman;F;21.0;179.0;63.0;Netherlands;NED;1992 Summer;1992;Summer;Barcelona;Swimming
Leslie Michele Burr-Howard (-Leneghan-);F;39.0;167.0;55.0;United States;USA;1996 Summer;1996;Summer;Atlanta;Equestrianism
Richard Doey;M;27.0;?;?;Canada;CAN;1984 Summer;1984;Summer;Los Angeles;Rowing
Laverne Bryan;F;23.0;171.0;50.0;?;ANT;1988 Summer;1988;Summer;Seoul;Athletics
Yvon Becaus;M;?;180.0;81.0;Belgium;BEL;1960 Summer;1960;Summer;Roma;Boxing
Vladimir Gennadyevich Denisov;M;25.0;173.0;64.0;Soviet Union;URS;?;1972;Summer;Munich;Fencing
Antnio Maria Malheiro Reimo Nogueira;M;42.0;175.0;72.0;Portugal;?;1952 Summer;1952;Summer;?;?
Vasily Fyodorovich Borisov;M;?;170.0;85.0;Soviet Union;URS;1956 Summer;?;Summer;Melbourne;Shooting
Enis Beirbegovi;M;21.0;181.0;90.0;Bosnia and Herzegovina;BIH;1998 Winter;1998;Winter;Nagano;?
?;F;37.0;?;47.0;Spain;ESP;2008 Summer;2008;Summer;Beijing;Athletics
Nancy Carrillo de la Paz;F;18.0;190.0;74.0;?;CUB;2004 Summer;2004;Summer;Athina;Volleyball
Tariku Bekele Beyecha;M;21.0;173.0;65.0;Ethiopia;ETH;2008 Summer;2008;Summer;Beijing;Athletics
Felix Buser;M;?;188.0;82.0;?;SUI;1984 Summer;1984;Summer;Los Angeles;Canoeing
Jacques Jacky Courtillat;M;17.0;169.0;68.0;France;FRA;1960 Summer;1960;Summer;Roma;Fencing
Carl Bouckaert;M;58.0;181.0;75.0;Belgium;BEL;2012 Summer;2012;Summer;?;Equestrianism
Jessica Deglau;F;20.0;172.0;57.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Swimming
Helmut Ernesto Bellingrodt Wolf;M;23.0;178.0;78.0;Colombia;COL;1972 Summer;1972;Summer;Munich;Shooting
Alexis Copello Snchez;M;26.0;185.0;80.0;?;CUB;2012 Summer;2012;Summer;London;Athletics
Sven Fischer;M;30.0;186.0;82.0;Germany;GER;2002 Winter;2002;Winter;Salt Lake City;Biathlon
?;F;31.0;165.0;53.0;France;FRA;2000 Summer;2000;Summer;Sydney;Fencing
William Solon Bill Dellinger;M;26.0;?;62.0;United States;?;1960 Summer;1960;Summer;Roma;Athletics
Franois Boivin;M;23.0;170.0;70.0;Canada;CAN;2006 Winter;2006;Winter;Torino;Snowboarding
Kenneth Frederick Ken Buffin;M;36.0;163.0;64.0;Great Britain;GBR;1960 Summer;1960;Summer;Roma;Gymnastics
Juan Carlos Bello Angosto;M;23.0;184.0;72.0;Peru;PER;1972 Summer;1972;Summer;Munich;Swimming
Stephen Clark Steve Collins;M;15.0;167.0;58.0;Canada;CAN;1980 Winter;1980;Winter;Lake Placid;Ski Jumping
Francisco Geovanis Cassiani Gmez;M;22.0;?;76.0;Colombia;COL;1992 Summer;1992;Summer;Barcelona;Football
Herv Delamarre;M;28.0;?;72.0;France;FRA;1996 Summer;1996;Summer;Atlanta;Canoeing
Yordanka Lyubchova Donkova;F;26.0;175.0;67.0;Bulgaria;BUL;1988 Summer;1988;Summer;Seoul;Athletics
Talla Diaw;M;29.0;168.0;50.0;Senegal;SEN;1984 Summer;1984;Summer;Los Angeles;?
Michael Binzer;M;29.0;180.0;73.0;Denmark;DEN;1998 Winter;1998;Winter;Nagano;Cross Country Skiing
Terene Eva Terry Donovan;F;35.0;157.0;53.0;Australia;AUS;1980 Summer;1980;Summer;Moskva;Archery
Ib Bjrke;M;32.0;170.0;59.0;?;DEN;1960 Summer;1960;Summer;Roma;Equestrianism
Mads Christian Kruse Andersen;M;30.0;187.0;75.0;Denmark;DEN;2008 Summer;2008;Summer;Beijing;?
Abigail Susan E. Edmonds;F;21.0;172.0;70.0;?;GBR;2012 Summer;2012;Summer;London;Canoeing
Dana Beldov-Splensk;F;25.0;172.0;68.0;?;TCH;1976 Winter;1976;Winter;Innsbruck;Luge
Ral Bagattini;M;25.0;178.0;82.0;Brazil;BRA;1976 Summer;1976;Summer;Montreal;Rowing
Krisztin Berki;M;27.0;178.0;70.0;Hungary;HUN;2012 Summer;?;Summer;London;Gymnastics
Elise Christie;F;19.0;160.0;54.0;Great Britain;GBR;2010 Winter;2010;Winter;Vancouver;Short Track Speed Skating
Valeri Belenki;M;22.0;163.0;59.0;Unified Team;EUN;1992 Summer;1992;Summer;Barcelona;Gymnastics
Marie Dorin-Habert;F;23.0;168.0;55.0;France;FRA;2010 Winter;2010;Winter;Vancouver;Biathlon
Nadezhda Valentinovna Burlakova (Shamakova-);F;24.0;165.0;59.0;?;URS;1984 Winter;1984;?;Sarajevo;Cross Country Skiing
Olivier Boivin;M;27.0;173.0;70.0;France;FRA;1992 Summer;1992;Summer;Barcelona;Canoeing
Brigitte Bosmans;F;15.0;166.0;60.0;Belgium;BEL;1980 Summer;1980;Summer;Moskva;Swimming
Monique Marie Allen;F;16.0;157.0;46.0;Australia;AUS;1988 Summer;1988;Summer;Seoul;Gymnastics
Anthony Stanley Amado;M;25.0;160.0;?;United States;USA;1988 Summer;1988;Summer;Seoul;?
Dorothe Deuring;F;20.0;174.0;60.0;Austria;AUT;1988 Summer;1988;Summer;Seoul;Shooting
Mohamed Abdul Hamid;M;19.0;175.0;55.0;Sudan;SUD;2000 Summer;2000;Summer;Sydney;Swimming
Yuliya Anatolyevna Chepalova;F;29.0;164.0;?;Russia;RUS;2006 Winter;2006;Winter;Torino;Cross Country Skiing
Keston Bledman;M;?;180.0;88.0;Trinidad and Tobago;TTO;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
smail Akay;M;30.0;178.0;61.0;Turkey;?;1972 Summer;1972;Summer;Munich;Athletics
Drissa Diakit;M;19.0;?;69.0;Mali;MLI;2004 Summer;2004;Summer;Athina;Football
Alexi Batista;M;20.0;156.0;66.0;Panama;PAN;1996 Summer;1996;Summer;Atlanta;Weightlifting
Michal D'Almeida;M;24.0;176.0;?;France;FRA;2012 Summer;2012;Summer;London;Cycling
Paul Fitzgerald;M;21.0;173.0;?;Ireland;IRL;?;1984;Summer;Los Angeles;Boxing
Klas Johan Ivan Ola Brunstrm;M;32.0;193.0;89.0;?;SWE;2012 Summer;2012;Summer;London;Tennis
Heinz Bker;M;23.0;179.0;84.0;Germany;GER;1964 Summer;1964;Summer;Tokyo;Canoeing
Tatiana Chica;F;21.0;175.0;60.0;Moldova;MDA;2016 Summer;2016;Summer;Rio de Janeiro;Swimming
Gregory Durand;M;24.0;178.0;69.0;France;FRA;2002 Winter;2002;Winter;Salt Lake City;Short Track Speed Skating
Jason Edward Dunford;M;21.0;183.0;75.0;Kenya;KEN;2008 Summer;2008;Summer;Beijing;Swimming
Isaac Botella Prez de Landazabal;M;28.0;?;64.0;Spain;ESP;2012 Summer;2012;Summer;London;Gymnastics
Yohan Delattre;M;28.0;185.0;82.0;France;?;1996 Summer;1996;Summer;Atlanta;Handball
Nicholas Julian Nick Bell;M;25.0;186.0;72.0;Great Britain;?;1976 Summer;1976;Summer;Montreal;Fencing
Martin Doktor;M;22.0;178.0;78.0;Czech Republic;?;1996 Summer;1996;Summer;Atlanta;Canoeing
Fabiana da Silva Simes;F;26.0;161.0;56.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Football
Lilian de Geus;F;24.0;164.0;57.0;Netherlands;NED;2016 Summer;2016;Summer;Rio de Janeiro;Sailing
Paula Gonalves Carvalho;F;19.0;165.0;62.0;Brazil;BRA;?;1984;Summer;Los Angeles;Synchronized Swimming
?;F;33.0;158.0;?;Italy;ITA;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Petronella Theodora Maria Ellen Bontje;F;30.0;178.0;72.0;Netherlands;NED;1988 Summer;1988;Summer;Seoul;?
Anna Viktoria Dahlberg-Olsson;F;25.0;165.0;60.0;Sweden;SWE;2002 Winter;2002;?;Salt Lake City;Cross Country Skiing
Safouane Attaf;M;28.0;178.0;81.0;Morocco;MAR;2012 Summer;2012;Summer;London;Judo
Timothy Tim Conrad;?;25.0;193.0;91.0;Australia;AUS;1976 Summer;1976;Summer;Montreal;Rowing
Ferdinand Reinhardt Bie;M;24.0;174.0;72.0;?;NOR;1912 Summer;1912;Summer;Stockholm;Athletics
Judith Jay Dahlgren;F;19.0;180.0;77.0;Canada;CAN;1968 Summer;1968;Summer;Mexico City;Athletics
Olga Aleksandrovna Brusnikina;F;21.0;169.0;55.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Synchronized Swimming
Martin Brerton;M;19.0;178.0;64.0;Ireland;IRL;1980 Summer;1980;Summer;?;Boxing
Cristina Doboan (-Ionia);F;21.0;164.0;53.0;Romania;ROU;1964 Summer;1964;Summer;Tokyo;Gymnastics
Yuko Arimori (-Wilson);F;29.0;166.0;47.0;Japan;JPN;1996 Summer;1996;Summer;Atlanta;Athletics
Michelle Claire Edwards;F;30.0;155.0;58.0;South Africa;RSA;2004 Summer;2004;Summer;Athina;Badminton
Enrico Rico Bianchi;M;22.0;182.0;82.0;Switzerland;SUI;1952 Summer;1952;Summer;Helsinki;?
Jean-Christophe Bette;M;22.0;186.0;72.0;France;FRA;2000 Summer;2000;Summer;?;Rowing
Roberto Jos Elas Orozco;M;23.0;185.0;76.0;Mexico;MEX;2000 Summer;2000;Summer;Sydney;Shooting
Shaun Coulton;?;24.0;?;94.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Rowing
Gabriele Gaby Bhlmann;F;32.0;162.0;57.0;Switzerland;SUI;1996 Summer;1996;Summer;Atlanta;Shooting
Nelson Rocha dos Santos;M;28.0;168.0;51.0;Brazil;BRA;1980 Summer;1980;Summer;Moskva;Athletics
Ernst Chervet;M;19.0;165.0;57.0;?;SUI;1960 Summer;1960;Summer;Roma;Boxing
Stephen Angers;?;23.0;178.0;77.0;Canada;CAN;1988 Summer;1988;Summer;Seoul;Fencing
Marua Ferk;F;25.0;167.0;63.0;Slovenia;SLO;2014 Winter;2014;Winter;Sochi;?
Peter W. Carruthers;?;24.0;180.0;70.0;United States-1;USA;1984 Winter;1984;Winter;Sarajevo;Figure Skating
douard Didier;M;20.0;176.0;63.0;Luxembourg;LUX;1960 Summer;1960;Summer;?;Fencing
Mathieu Bois;M;20.0;160.0;70.0;Canada;CAN;2008 Summer;2008;?;Beijing;Swimming
Wiesaw Bocheski;M;24.0;?;99.0;Poland;POL;1968 Summer;1968;Summer;Mexico City;Wrestling
Gian Nicola Berti;M;28.0;172.0;74.0;San Marino;SMR;1988 Summer;1988;Summer;Seoul;Shooting
Barbara A. Brown;F;19.0;180.0;62.0;United States;USA;1960 Summer;1960;Summer;Roma;Athletics
Valentina Ciurina;F;23.0;?;68.0;Moldova;MDA;2002 Winter;2002;Winter;?;Biathlon
ngel Fernndez Garca;M;27.0;174.0;?;Spain;ESP;1988 Summer;1988;Summer;Seoul;Fencing
Peter Bucher;M;25.0;178.0;75.0;West Germany;FRG;1972 Summer;1972;Summer;Munich;?
Franka Dietzsch;F;32.0;183.0;90.0;Germany;GER;2000 Summer;2000;Summer;Sydney;Athletics
Aoife Clark (Sisk-);F;30.0;173.0;65.0;Ireland;IRL;2012 Summer;2012;Summer;London;Equestrianism
Gran Patrik Crafoord;M;21.0;176.0;68.0;Galejan;SWE;1960 Summer;1960;Summer;Roma;Sailing
John Byron Jack Dale;M;22.0;?;73.0;United States;USA;1968 Winter;1968;Winter;Grenoble;Ice Hockey
Yuliya Vladimirovna Balykina;F;28.0;165.0;60.0;Belarus;BLR;2012 Summer;2012;Summer;London;Athletics
Lahcen Babaci;M;23.0;175.0;62.0;Algeria;ALG;1980 Summer;1980;Summer;Moskva;Athletics
Alberto Busnari;M;33.0;172.0;70.0;Italy;ITA;2012 Summer;2012;Summer;London;Gymnastics
Santiago de la Rocha Mille;M;36.0;175.0;65.0;Spain;ESP;1988 Summer;1988;Summer;Seoul;Equestrianism
Mohamed Ezzher;M;36.0;176.0;58.0;France;FRA;1996 Summer;1996;Summer;Atlanta;Athletics
Lance Edward Armstrong (Gunderson-);M;24.0;178.0;75.0;?;USA;1996 Summer;1996;Summer;Atlanta;Cycling
Bai Hui-Yun;F;23.0;157.0;48.0;Chinese Taipei-1;TPE;1996 Summer;1996;Summer;Atlanta;Table Tennis
Maria Helene Brandin;F;?;186.0;85.0;Sweden;SWE;1996 Summer;?;Summer;Atlanta;Rowing
Liliana Allen Doll (-de Martnez);?;34.0;170.0;62.0;Mexico;MEX;2004 Summer;2004;Summer;Athina;Athletics
Miguel Arroyo Prez;M;18.0;165.0;54.0;Cuba;CUB;1980 Summer;1980;Summer;Moskva;Gymnastics
Zahi El-Khoury;?;19.0;180.0;77.0;Lebanon;LIB;1988 Summer;1988;Summer;Seoul;Fencing
Lgia Santos da Silva;F;?;161.0;58.0;Brazil;BRA;2012 Summer;2012;Summer;London;Table Tennis
Vivian Jepkemoi Cheruiyot;F;17.0;153.0;40.0;Kenya;KEN;2000 Summer;2000;Summer;Sydney;Athletics
Klaus Johannes Ehl;M;23.0;188.0;77.0;West Germany;FRG;1972 Summer;1972;?;Munich;Athletics
Chun Hon Chan;M;37.0;159.0;52.0;Canada;CAN;1972 Summer;1972;?;Munich;Weightlifting
Zulema Bregado Gutierrez;F;17.0;153.0;50.0;Cuba;CUB;1968 Summer;1968;Summer;Mexico City;Gymnastics
Beatrix Boulsevicz;F;17.0;169.0;63.0;Hungary;HUN;2004 Summer;2004;Summer;Athina;Swimming
Bernard Patrick Pat Costello Jr.;M;27.0;188.0;84.0;United States;USA;1956 Summer;1956;Summer;Melbourne;Rowing
Sergey Vladimirovich Chepikov;M;?;182.0;75.0;Russia;RUS;2006 Winter;?;Winter;Torino;?
Mikoaj Piotr Burda;M;26.0;192.0;98.0;Poland;POL;2008 Summer;2008;Summer;Beijing;Rowing
Grazia Colombo;F;19.0;169.0;61.0;Italy;?;1984 Summer;1984;Summer;Los Angeles;Swimming
Rgine Cavagnoud;F;23.0;163.0;64.0;France;FRA;1994 Winter;1994;Winter;Lillehammer;Alpine Skiing
Raymond Ray Cadieux;M;26.0;178.0;77.0;Canada;CAN;?;1968;Winter;Grenoble;Ice Hockey
Thiago Almeida;M;28.0;181.0;70.0;Brazil;BRA;2008 Summer;2008;Summer;Beijing;Rowing
Timothy Deavin;M;32.0;185.0;77.0;Australia;?;2016 Summer;2016;Summer;Rio de Janeiro;Hockey
Benjamin Kudjow Thomas Boukpeti;M;27.0;176.0;73.0;Togo;TOG;2008 Summer;2008;Summer;Beijing;Canoeing
Ernest Dong;M;26.0;175.0;63.0;Cameroon;CMR;1968 Summer;1968;Summer;Mexico City;Boxing
Vasilios Dimitriadis;M;23.0;180.0;89.0;Greece;GRE;2002 Winter;2002;Winter;Salt Lake City;Alpine Skiing
Carmel Frances Clark (-Gardner);F;19.0;179.0;63.0;New Zealand;NZL;1984 Summer;1984;Summer;Los Angeles;Swimming
Eom Hyo-Won;M;25.0;185.0;86.0;South Korea;KOR;2012 Summer;2012;Summer;London;Handball
Barbara Anne Cage (-McCarthy);F;23.0;159.0;50.0;Australia;AUS;1964 Summer;1964;Summer;Tokyo;Gymnastics
?;M;15.0;190.0;80.0;Kyrgyzstan;KGZ;2004 Summer;2004;Summer;Athina;Swimming
Michael Binzer;M;23.0;180.0;73.0;Denmark;DEN;1992 Winter;?;Winter;Albertville;Cross Country Skiing
Chen Ruolin;F;23.0;160.0;47.0;China;?;2016 Summer;2016;Summer;Rio de Janeiro;Diving
Monique Andrade Ferreira;?;?;165.0;53.0;Brazil;BRA;2008 Summer;2008;Summer;Beijing;?
Zulia Ins Calatayud Torres;F;?;169.0;59.0;Cuba;CUB;2000 Summer;2000;Summer;Sydney;Athletics
Alexandra Coletti;F;30.0;164.0;60.0;Monaco;MON;2014 Winter;2014;Winter;Sochi;Alpine Skiing
Franklin Amadeo Cisneros Duarte;M;24.0;170.0;81.0;El Salvador;ESA;2008 Summer;2008;Summer;Beijing;Judo
Meghan Duggan;F;26.0;178.0;73.0;United States;USA;2014 Winter;2014;Winter;Sochi;Ice Hockey
Fernanda Neves Beling;F;?;183.0;68.0;Brazil;BRA;2008 Summer;2008;?;Beijing;Basketball
Rajmund Csnyi;M;28.0;172.0;68.0;Hungary;HUN;1964 Summer;1964;Summer;Tokyo;Gymnastics
Beatrice Nicoleta Coad-Claru;F;16.0;170.0;64.0;Romania;ROU;1992 Summer;1992;Summer;Barcelona;Swimming
Cosetta Campana;F;23.0;?;64.0;?;ITA;1984 Summer;1984;Summer;Los Angeles;?
Liliyana Lyubenova Aleksandrova;F;21.0;167.0;67.0;Bulgaria;BUL;1964 Summer;1964;Summer;Tokyo;Gymnastics
Emmanuel Degland;M;23.0;183.0;77.0;France;FRA;1924 Summer;?;Summer;Paris;Athletics
Patrice Casimir;M;20.0;169.0;63.0;France;FRA;1992 Summer;1992;Summer;Barcelona;Gymnastics
Dorota Bielska;F;18.0;154.0;52.0;Poland;POL;1980 Summer;1980;Summer;Moskva;Hockey
Bernard Decoux;M;19.0;164.0;60.0;France;FRA;1976 Summer;1976;Summer;Montreal;Gymnastics
Barna Bor;M;29.0;191.0;130.0;Hungary;HUN;2016 Summer;2016;Summer;Rio de Janeiro;Judo
Natalya Coyle;F;25.0;170.0;60.0;Ireland;IRL;2016 Summer;2016;Summer;Rio de Janeiro;Modern Pentathlon
Edson Isaas Freitas da Silva;M;34.0;170.0;83.0;Brazil;BRA;?;2016;Summer;Rio de Janeiro;Canoeing
Valeriy Viktorovich Borchin;M;25.0;178.0;63.0;Russia;RUS;2012 Summer;2012;Summer;London;Athletics
Brian Fatih;M;39.0;191.0;109.0;United States;USA;2012 Summer;2012;Summer;London;Sailing
Lus Miguel Faztudo e Costa;M;30.0;190.0;87.0;Angola;ANG;2008 Summer;2008;Summer;Beijing;Basketball
Silvia Belmar Bohigas;F;19.0;?;47.0;Mexico;MEX;1964 Summer;1964;Summer;Tokyo;Swimming
Elizabeth Bessey de Ltourdie;F;18.0;164.0;53.0;Seychelles;SEY;1980 Summer;1980;Summer;Moskva;Athletics
Nataliya Vladimirovna Dmitriyeva;F;24.0;164.0;52.0;Russia;RUS;2002 Winter;2002;Winter;Salt Lake City;Short Track Speed Skating
Miguel ngel Mickey Coll Dulievre;M;21.0;?;86.0;Puerto Rico;?;1972 Summer;1972;Summer;Munich;Basketball
?;M;19.0;181.0;69.0;Hungary;HUN;1980 Summer;1980;Summer;Moskva;Swimming
Nadia Centoni;F;23.0;182.0;63.0;Italy;ITA;2004 Summer;2004;Summer;Athina;Volleyball
?;F;22.0;175.0;66.0;Brazil;BRA;1992 Summer;1992;Summer;Barcelona;Judo
John Llewellyn Davies;M;26.0;185.0;68.0;New Zealand;NZL;1964 Summer;1964;Summer;Tokyo;Athletics
Marissa Castelli;F;23.0;152.0;48.0;United States;USA;2014 Winter;2014;Winter;Sochi;Figure Skating
John Franklin Anderson;M;25.0;191.0;97.0;United States;USA;1932 Summer;1932;Summer;?;Athletics
Lenka Bartkov;F;21.0;?;64.0;Czech Republic;CZE;2012 Summer;2012;Summer;London;Basketball
Attila Buday;M;?;180.0;78.0;Canada;CAN;2004 Summer;2004;Summer;Athina;Canoeing
Naser Al-Othman;M;23.0;163.0;60.0;Kuwait;KUW;2000 Summer;2000;Summer;?;?
Ramiro Corrales;M;?;182.0;77.0;United States;USA;2000 Summer;2000;Summer;Sydney;Football
Chang Hui-Chien;F;14.0;168.0;62.0;Chinese Taipei;TPE;1984 Summer;1984;Summer;Los Angeles;Swimming
Martin Callaghan;M;17.0;184.0;94.0;Australia;AUS;1980 Summer;1980;Summer;Moskva;Water Polo
Abdel Hakim Djaziri;M;23.0;174.0;60.0;Algeria;ALG;2004 Summer;?;Summer;Athina;Table Tennis
Roberto Ferrari;M;28.0;178.0;?;Italy;ITA;1952 Summer;1952;Summer;Helsinki;Fencing
Susanne Jean Susie Atwood;F;15.0;170.0;66.0;United States;USA;1968 Summer;1968;Summer;Mexico City;Swimming
Arturo Costa Valdes;M;22.0;175.0;76.0;Cuba;CUB;1968 Summer;1968;Summer;Mexico City;?
Eleni Daniilidou;F;25.0;183.0;72.0;?;GRE;2008 Summer;?;Summer;Beijing;Tennis
Joseph Stuart Joe Bottom;M;21.0;194.0;87.0;United States;USA;1976 Summer;1976;Summer;Montreal;?
Kari Pekka Eloranta;M;35.0;187.0;89.0;Finland;FIN;1992 Winter;1992;Winter;Albertville;Ice Hockey
Kristijan Efremov;M;21.0;184.0;72.0;Macedonia;?;2012 Summer;2012;Summer;London;Athletics
Moustafa Adam;M;23.0;173.0;71.0;Egypt;EGY;1992 Summer;1992;Summer;Barcelona;Modern Pentathlon
Olanrewaju Durodola;M;27.0;192.0;91.0;Nigeria;NGR;2008 Summer;2008;Summer;Beijing;Boxing
Jan Mauritz Boklv;M;?;168.0;?;Sweden;SWE;1992 Winter;1992;Winter;Albertville;Ski Jumping
Wendy Lou Lansbach Boglioli;F;21.0;180.0;64.0;United States;USA;1976 Summer;1976;Summer;Montreal;?
Michael Mike Dixon;M;35.0;168.0;64.0;Great Britain;GBR;1998 Winter;1998;Winter;Nagano;Biathlon
Philippe Dupont;M;?;180.0;64.0;France;FRA;1980 Summer;1980;Summer;Moskva;Athletics
Piero Codia;M;26.0;190.0;80.0;Italy;ITA;2016 Summer;2016;Summer;Rio de Janeiro;Swimming
Lisa Karolina Viktoria Dahlkvist;F;29.0;173.0;?;Sweden;SWE;2016 Summer;2016;Summer;Rio de Janeiro;Football
Fan Hongbin;M;21.0;158.0;50.0;China;CHN;?;1996;Summer;Atlanta;Gymnastics
Pedro Omar Caino;M;28.0;182.0;82.0;Argentina;ARG;1984 Summer;1984;Summer;Los Angeles;Cycling
Deepankar Bhattacharya;M;?;178.0;68.0;India;IND;1996 Summer;1996;Summer;Atlanta;Badminton
Maritta Bauerschmidt (-Grieig);F;18.0;158.0;43.0;East Germany;GDR;1968 Summer;1968;Summer;Mexico City;Gymnastics
Francisco Flaminio Ferreira Romero;M;21.0;182.0;80.0;Paraguay;PAR;1992 Summer;1992;Summer;Barcelona;Football
Mykola Anatoliyovych Dovhan;M;25.0;178.0;80.0;Soviet Union;URS;1980 Summer;1980;Summer;Moskva;?
Gary J. Dilley;M;19.0;186.0;75.0;United States;USA;?;1964;Summer;Tokyo;Swimming
Daniel Claudon;M;28.0;179.0;69.0;France;FRA;1972 Winter;1972;Winter;Sapporo;Biathlon
Andrzej Stanisaw Badeski;M;29.0;173.0;68.0;Poland;POL;1972 Summer;1972;Summer;Munich;Athletics
Anzhelika Petrovna Anzhela Atroshchenko (-Kinet);F;21.0;176.0;?;Unified Team;EUN;1992 Summer;1992;Summer;Barcelona;Athletics
Ahmad Faraj;M;22.0;167.0;60.0;United Arab Emirates;UAE;1988 Summer;1988;Summer;Seoul;Swimming
?;F;25.0;179.0;68.0;East Germany;GDR;1976 Summer;1976;Summer;Montreal;Athletics
John Michael Bukowski;?;25.0;183.0;70.0;?;?;1964 Summer;1964;?;?;Boxing
Tefilo Teo Cruz Downs;M;34.0;200.0;81.0;Puerto Rico;PUR;1976 Summer;1976;?;Montreal;?
Helena Balatkov-Erbenov;F;27.0;160.0;50.0;Czech Republic;CZE;2006 Winter;2006;Winter;Torino;Cross Country Skiing
?;M;26.0;187.0;93.0;Slovenia;SLO;2016 Summer;2016;Summer;Rio de Janeiro;Handball
Phyllis Ann Margaret Fargher (-Sissons);F;26.0;160.0;55.0;New Zealand;NZL;1984 Summer;1984;Summer;Los Angeles;Diving
Michael Douglas;M;38.0;172.0;78.0;Canada;CAN;2010 Winter;2010;Winter;Vancouver;?
