Edward Frank Ed Book;M;24.0;210.0;115.0;New Zealand;?;?;2004;?;Athina;?
Marlen Esparza Puentes;F;22.0;160.0;51.0;United States;USA;2012 Summer;?;Summer;London;Boxing
?;M;?;?;73.0;France;FRA;1964 Summer;1964;Summer;Tokyo;Fencing
?;M;23.0;169.0;60.0;?;RUS;2006 Winter;?;Winter;?;Cross Country Skiing
Salaheddine Bakar Al-Safi;M;?;185.0;68.0;Qatar;QAT;2000 Summer;2000;?;?;Athletics
Andrea Ehrig-Schne-Mitscherlich;F;27.0;165.0;?;East Germany;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating
Marcus A. C. Marc Faulks;M;27.0;174.0;64.0;?;AUS;1964 Summer;?;Summer;Tokyo;Gymnastics
Ellen Louise Elzerman;?;21.0;179.0;63.0;Netherlands;NED;?;?;Summer;Barcelona;Swimming
Leslie Michele Burr-Howard (-Leneghan-);F;39.0;?;?;?;USA;1996 Summer;?;Summer;Atlanta;Equestrianism
Richard Doey;?;27.0;195.0;?;Canada;CAN;1984 Summer;1984;Summer;Los Angeles;?
Laverne Bryan;F;?;?;50.0;Antigua and Barbuda;ANT;1988 Summer;1988;?;?;?
?;M;24.0;180.0;81.0;Belgium;BEL;1960 Summer;?;?;Roma;?
Vladimir Gennadyevich Denisov;M;25.0;173.0;64.0;?;URS;1972 Summer;1972;Summer;?;Fencing
Antnio Maria Malheiro Reimo Nogueira;M;42.0;175.0;72.0;Portugal;POR;?;1952;?;?;Equestrianism
Vasily Fyodorovich Borisov;M;?;170.0;85.0;Soviet Union;URS;?;1956;Summer;Melbourne;Shooting
Enis Beirbegovi;?;21.0;181.0;90.0;Bosnia and Herzegovina;?;1998 Winter;1998;Winter;?;Alpine Skiing
Yesenia Centeno Sousa;F;?;157.0;?;Spain;ESP;2008 Summer;2008;?;Beijing;?
Nancy Carrillo de la Paz;F;18.0;?;74.0;Cuba;?;2004 Summer;2004;Summer;Athina;?
Tariku Bekele Beyecha;M;?;173.0;65.0;?;ETH;2008 Summer;2008;Summer;Beijing;Athletics
Felix Buser;M;26.0;188.0;?;Switzerland;SUI;1984 Summer;1984;Summer;?;Canoeing
Jacques Jacky Courtillat;M;17.0;169.0;68.0;France;FRA;1960 Summer;1960;Summer;?;Fencing
Carl Bouckaert;M;58.0;?;75.0;Belgium;?;?;2012;Summer;London;Equestrianism
Jessica Deglau;F;?;172.0;57.0;Canada;CAN;2000 Summer;?;Summer;Sydney;Swimming
Helmut Ernesto Bellingrodt Wolf;M;?;178.0;78.0;Colombia;COL;?;1972;Summer;Munich;Shooting
Alexis Copello Snchez;?;26.0;185.0;80.0;Cuba;CUB;2012 Summer;2012;Summer;?;?
Sven Fischer;M;30.0;?;82.0;Germany;GER;2002 Winter;2002;Winter;Salt Lake City;Biathlon
Valrie Gisele Angele Barlois-Mevel-Leroux;F;31.0;165.0;53.0;France;FRA;2000 Summer;?;Summer;Sydney;Fencing
William Solon Bill Dellinger;M;26.0;175.0;?;United States;USA;1960 Summer;1960;Summer;Roma;Athletics
?;M;23.0;170.0;70.0;Canada;CAN;?;?;Winter;Torino;?
Kenneth Frederick Ken Buffin;M;?;?;64.0;?;GBR;1960 Summer;1960;Summer;Roma;Gymnastics
Juan Carlos Bello Angosto;M;23.0;184.0;72.0;Peru;PER;1972 Summer;?;Summer;Munich;Swimming
Stephen Clark Steve Collins;M;15.0;167.0;58.0;Canada;CAN;?;1980;Winter;Lake Placid;Ski Jumping
Francisco Geovanis Cassiani Gmez;M;22.0;179.0;76.0;?;?;1992 Summer;1992;Summer;Barcelona;Football
?;M;28.0;?;?;France;FRA;1996 Summer;1996;Summer;Atlanta;Canoeing
Yordanka Lyubchova Donkova;?;26.0;175.0;?;Bulgaria;BUL;1988 Summer;1988;?;Seoul;Athletics
Talla Diaw;?;29.0;168.0;?;Senegal;SEN;?;1984;Summer;Los Angeles;Wrestling
?;?;29.0;180.0;?;Denmark;?;1998 Winter;1998;Winter;Nagano;Cross Country Skiing
Terene Eva Terry Donovan;?;35.0;157.0;?;Australia;AUS;1980 Summer;1980;Summer;Moskva;Archery
Ib Bjrke;M;32.0;170.0;59.0;Denmark;DEN;1960 Summer;1960;Summer;Roma;Equestrianism
Mads Christian Kruse Andersen;?;30.0;187.0;75.0;Denmark;DEN;2008 Summer;?;Summer;?;?
?;F;21.0;172.0;70.0;?;GBR;2012 Summer;2012;Summer;London;?
