?;?;24.0;?;115.0;?;NZL;2004 Summer;2004;?;Athina;Basketball
Marlen Esparza Puentes;F;22.0;160.0;?;United States;USA;2012 Summer;2012;Summer;London;Boxing
Claude Henri Ferdinand Dalmas Arabo;M;?;178.0;73.0;France;FRA;1964 Summer;1964;Summer;?;Fencing
Ivan Vladimirovich Alypov;M;?;?;?;?;?;2006 Winter;2006;Winter;Torino;Cross Country Skiing
?;M;20.0;185.0;?;Qatar;QAT;2000 Summer;2000;?;Sydney;Athletics
Andrea Ehrig-Schne-Mitscherlich;?;?;165.0;58.0;East Germany;?;?;1988;?;Calgary;?
Marcus A. C. Marc Faulks;M;27.0;174.0;?;Australia;AUS;?;1964;Summer;?;Gymnastics
Ellen Louise Elzerman;F;?;179.0;?;?;NED;1992 Summer;1992;Summer;?;Swimming
Leslie Michele Burr-Howard (-Leneghan-);F;?;?;55.0;United States;USA;1996 Summer;?;Summer;Atlanta;?
Richard Doey;M;27.0;?;91.0;?;CAN;?;1984;?;?;?
Laverne Bryan;F;?;171.0;50.0;?;ANT;1988 Summer;?;Summer;Seoul;Athletics
?;M;24.0;?;81.0;Belgium;BEL;1960 Summer;?;Summer;Roma;Boxing
Vladimir Gennadyevich Denisov;M;?;173.0;?;Soviet Union;URS;?;1972;Summer;Munich;Fencing
?;M;42.0;175.0;?;?;?;1952 Summer;1952;Summer;Helsinki;?
Vasily Fyodorovich Borisov;?;33.0;?;85.0;Soviet Union;URS;?;?;?;?;?
Enis Beirbegovi;M;?;181.0;?;Bosnia and Herzegovina;BIH;?;1998;?;Nagano;Alpine Skiing
Yesenia Centeno Sousa;F;37.0;?;47.0;?;?;2008 Summer;2008;Summer;Beijing;?
Nancy Carrillo de la Paz;?;18.0;190.0;74.0;?;CUB;2004 Summer;2004;Summer;?;?
Tariku Bekele Beyecha;M;21.0;173.0;65.0;Ethiopia;?;?;2008;?;?;Athletics
Felix Buser;M;26.0;?;?;?;?;?;?;Summer;Los Angeles;Canoeing
Jacques Jacky Courtillat;M;?;169.0;68.0;France;FRA;1960 Summer;1960;?;?;Fencing
Carl Bouckaert;?;?;181.0;?;?;?;?;2012;Summer;?;Equestrianism
Jessica Deglau;?;20.0;172.0;?;?;CAN;?;?;?;Sydney;Swimming
Helmut Ernesto Bellingrodt Wolf;?;?;178.0;?;Colombia;COL;?;?;Summer;Munich;Shooting
?;?;26.0;?;80.0;Cuba;CUB;2012 Summer;?;?;London;?
Sven Fischer;?;30.0;?;82.0;Germany;?;?;2002;Winter;Salt Lake City;?
Valrie Gisele Angele Barlois-Mevel-Leroux;F;31.0;165.0;?;?;?;2000 Summer;2000;?;?;?
William Solon Bill Dellinger;M;26.0;175.0;62.0;?;?;1960 Summer;1960;Summer;Roma;?
Franois Boivin;M;23.0;170.0;70.0;Canada;?;?;2006;?;Torino;Snowboarding
?;M;?;163.0;64.0;?;GBR;?;1960;?;Roma;?
Juan Carlos Bello Angosto;M;23.0;?;72.0;Peru;PER;1972 Summer;1972;Summer;?;Swimming
?;M;15.0;167.0;58.0;Canada;CAN;?;1980;Winter;Lake Placid;Ski Jumping
Francisco Geovanis Cassiani Gmez;?;22.0;179.0;76.0;Colombia;COL;1992 Summer;1992;?;Barcelona;Football
Herv Delamarre;M;?;178.0;?;France;?;1996 Summer;1996;Summer;?;?
Yordanka Lyubchova Donkova;F;26.0;175.0;?;Bulgaria;BUL;1988 Summer;1988;Summer;?;Athletics
Talla Diaw;M;29.0;?;?;?;?;?;1984;?;?;?
?;?;?;?;73.0;Denmark;?;1998 Winter;1998;Winter;Nagano;?
Terene Eva Terry Donovan;F;35.0;157.0;?;Australia;?;?;1980;Summer;?;Archery
?;M;32.0;170.0;?;Denmark;DEN;1960 Summer;1960;?;Roma;Equestrianism
?;M;?;187.0;75.0;Denmark;?;?;2008;Summer;Beijing;?
Abigail Susan E. Edmonds;F;?;172.0;?;Great Britain;GBR;?;2012;?;London;?
?;F;?;?;?;?;TCH;1976 Winter;1976;?;Innsbruck;Luge
Ral Bagattini;M;25.0;178.0;82.0;Brazil;?;1976 Summer;?;?;?;?
Krisztin Berki;M;?;?;70.0;?;?;2012 Summer;2012;Summer;London;Gymnastics
Elise Christie;?;19.0;?;54.0;?;GBR;2010 Winter;?;Winter;Vancouver;Short Track Speed Skating
Valeri Belenki;?;?;?;?;Unified Team;?;1992 Summer;?;?;?;?
Marie Dorin-Habert;?;23.0;168.0;?;?;FRA;2010 Winter;2010;?;?;Biathlon
?;F;24.0;165.0;59.0;?;URS;1984 Winter;1984;?;?;?
?;M;27.0;173.0;?;?;?;1992 Summer;1992;?;Barcelona;Canoeing
?;F;?;166.0;60.0;Belgium;?;1980 Summer;?;Summer;Moskva;?
?;?;16.0;157.0;46.0;Australia;AUS;1988 Summer;?;Summer;Seoul;?
Anthony Stanley Amado;?;25.0;?;?;United States;?;1988 Summer;?;Summer;?;Wrestling
Dorothe Deuring;F;?;?;?;?;AUT;1988 Summer;1988;?;?;?
?;M;19.0;?;55.0;Sudan;SUD;2000 Summer;?;Summer;Sydney;Swimming
Yuliya Anatolyevna Chepalova;F;?;164.0;?;?;?;?;2006;?;?;Cross Country Skiing
Keston Bledman;M;28.0;?;88.0;?;TTO;2016 Summer;?;Summer;?;Athletics
?;M;?;178.0;61.0;Turkey;TUR;?;1972;?;Munich;Athletics
?;M;19.0;176.0;69.0;Mali;MLI;2004 Summer;2004;Summer;Athina;Football
?;?;?;156.0;66.0;Panama;PAN;?;1996;Summer;Atlanta;Weightlifting
Michal D'Almeida;M;24.0;176.0;80.0;France;FRA;?;?;Summer;London;?
Paul Fitzgerald;M;?;173.0;56.0;Ireland;IRL;1984 Summer;1984;?;Los Angeles;Boxing
?;?;32.0;?;89.0;?;?;?;?;Summer;?;?
Heinz Bker;M;23.0;179.0;84.0;?;GER;1964 Summer;?;?;Tokyo;Canoeing
?;F;21.0;175.0;?;Moldova;?;2016 Summer;?;?;?;Swimming
Gregory Durand;M;?;178.0;?;France;?;2002 Winter;?;?;?;?
?;?;?;?;?;Kenya;KEN;2008 Summer;2008;?;?;Swimming
Isaac Botella Prez de Landazabal;M;28.0;?;?;Spain;ESP;2012 Summer;?;?;London;Gymnastics
Yohan Delattre;M;?;185.0;?;France;FRA;1996 Summer;?;Summer;Atlanta;?
?;M;?;?;?;Great Britain;GBR;1976 Summer;?;?;?;Fencing
Martin Doktor;M;?;178.0;78.0;Czech Republic;?;?;1996;Summer;Atlanta;?
Fabiana da Silva Simes;?;26.0;161.0;56.0;?;?;2016 Summer;2016;Summer;Rio de Janeiro;?
?;F;24.0;164.0;57.0;?;?;2016 Summer;?;?;?;?
Paula Gonalves Carvalho;F;19.0;165.0;62.0;Brazil;?;?;?;Summer;Los Angeles;Synchronized Swimming
Stefania Belmondo;F;?;?;45.0;Italy;?;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Petronella Theodora Maria Ellen Bontje;F;30.0;178.0;72.0;Netherlands;NED;?;1988;?;Seoul;?
?;?;25.0;165.0;60.0;?;?;2002 Winter;?;Winter;Salt Lake City;?
?;M;28.0;?;81.0;Morocco;?;2012 Summer;2012;Summer;?;Judo
Timothy Tim Conrad;M;25.0;?;?;?;AUS;?;?;Summer;?;?
Ferdinand Reinhardt Bie;?;24.0;?;?;Norway;NOR;?;1912;?;?;?
?;F;19.0;180.0;77.0;?;?;1968 Summer;1968;Summer;Mexico City;Athletics
Olga Aleksandrovna Brusnikina;F;21.0;169.0;55.0;?;RUS;?;2000;?;Sydney;Synchronized Swimming
Martin Brerton;?;19.0;178.0;64.0;Ireland;?;1980 Summer;1980;Summer;Moskva;?
Cristina Doboan (-Ionia);F;21.0;164.0;?;?;ROU;1964 Summer;1964;?;Tokyo;Gymnastics
Yuko Arimori (-Wilson);?;?;?;47.0;?;JPN;?;1996;?;?;Athletics
Michelle Claire Edwards;F;?;?;58.0;South Africa;?;2004 Summer;2004;Summer;Athina;Badminton
Enrico Rico Bianchi;?;?;?;?;Switzerland;SUI;1952 Summer;1952;Summer;?;Rowing
?;M;22.0;?;?;?;FRA;?;?;Summer;Sydney;Rowing
?;M;23.0;?;?;Mexico;MEX;2000 Summer;2000;Summer;Sydney;Shooting
?;?;?;191.0;?;Australia;?;2004 Summer;?;Summer;Athina;Rowing
Gabriele Gaby Bhlmann;F;32.0;162.0;?;?;SUI;?;?;?;Atlanta;Shooting
Nelson Rocha dos Santos;?;28.0;?;?;Brazil;BRA;?;1980;Summer;Moskva;Athletics
?;?;19.0;?;57.0;?;SUI;1960 Summer;?;Summer;?;?
Stephen Angers;M;?;178.0;?;?;CAN;1988 Summer;1988;Summer;Seoul;Fencing
?;?;?;167.0;63.0;Slovenia;?;2014 Winter;?;Winter;?;Alpine Skiing
Peter W. Carruthers;?;24.0;?;?;?;?;?;1984;Winter;Sarajevo;Figure Skating
douard Didier;M;?;176.0;?;Luxembourg;LUX;1960 Summer;1960;Summer;Roma;?
Mathieu Bois;?;20.0;?;70.0;Canada;CAN;2008 Summer;2008;?;Beijing;Swimming
?;?;24.0;?;?;?;POL;?;?;Summer;Mexico City;?
?;M;28.0;?;?;San Marino;?;1988 Summer;?;Summer;Seoul;Shooting
?;F;?;180.0;?;United States;USA;?;1960;Summer;Roma;Athletics
?;?;?;174.0;68.0;Moldova;MDA;?;2002;Winter;Salt Lake City;Biathlon
?;?;?;174.0;78.0;?;ESP;1988 Summer;1988;Summer;?;Fencing
Peter Bucher;M;25.0;178.0;75.0;West Germany;?;1972 Summer;?;Summer;?;Handball
Franka Dietzsch;F;?;183.0;?;Germany;GER;2000 Summer;?;?;?;Athletics
?;F;?;?;?;?;?;?;?;Summer;London;?
Gran Patrik Crafoord;?;?;176.0;68.0;?;SWE;1960 Summer;?;Summer;?;?
John Byron Jack Dale;?;22.0;?;73.0;?;USA;?;1968;Winter;?;?
?;F;28.0;165.0;?;?;BLR;2012 Summer;2012;Summer;London;Athletics
Lahcen Babaci;M;?;175.0;62.0;Algeria;?;?;?;Summer;?;Athletics
Alberto Busnari;?;33.0;172.0;?;Italy;?;?;2012;Summer;London;?
?;M;36.0;175.0;65.0;Spain;ESP;?;1988;?;Seoul;?
?;?;36.0;?;58.0;?;FRA;?;?;Summer;Atlanta;Athletics
?;M;?;178.0;?;United States;?;1996 Summer;?;?;?;Cycling
?;?;23.0;?;48.0;Chinese Taipei-1;TPE;1996 Summer;1996;Summer;Atlanta;Table Tennis
?;F;32.0;186.0;85.0;Sweden;?;?;1996;?;?;?
Liliana Allen Doll (-de Martnez);F;?;170.0;62.0;Mexico;MEX;2004 Summer;2004;Summer;Athina;?
Miguel Arroyo Prez;M;?;?;?;?;?;1980 Summer;1980;Summer;?;?
Zahi El-Khoury;M;?;180.0;77.0;Lebanon;?;1988 Summer;?;Summer;?;Fencing
Lgia Santos da Silva;F;?;161.0;58.0;?;?;2012 Summer;?;?;?;?
Vivian Jepkemoi Cheruiyot;F;?;?;?;Kenya;KEN;?;2000;?;Sydney;?
?;M;23.0;188.0;?;West Germany;?;?;1972;?;Munich;Athletics
Chun Hon Chan;M;?;?;52.0;Canada;?;1972 Summer;1972;Summer;Munich;?
Zulema Bregado Gutierrez;?;?;?;50.0;Cuba;?;1968 Summer;1968;Summer;Mexico City;?
?;?;17.0;169.0;63.0;Hungary;?;?;2004;Summer;Athina;Swimming
?;M;27.0;188.0;84.0;United States;?;1956 Summer;?;Summer;Melbourne;Rowing
Sergey Vladimirovich Chepikov;M;?;?;?;?;?;?;2006;?;Torino;Biathlon
?;M;26.0;?;98.0;Poland;POL;2008 Summer;?;?;?;Rowing
?;?;19.0;169.0;61.0;Italy;ITA;1984 Summer;?;Summer;?;Swimming
Rgine Cavagnoud;F;?;?;64.0;France;FRA;?;1994;?;?;?
?;?;?;178.0;77.0;?;?;1968 Winter;1968;?;?;?
Thiago Almeida;M;28.0;181.0;70.0;Brazil;BRA;?;2008;?;?;?
?;M;32.0;?;?;?;AUS;2016 Summer;?;?;?;?
?;?;27.0;?;73.0;Togo;?;?;2008;Summer;?;?
Ernest Dong;M;26.0;175.0;63.0;?;CMR;1968 Summer;1968;Summer;?;Boxing
