Edward Frank Ed Book;M;24.0;210.0;115.0;New Zealand;NZL;2004 Summer;2004;Summer;Athina;Basketball
Marlen Esparza Puentes;F;22.0;160.0;51.0;United States;USA;2012 Summer;2012;Summer;London;?
Claude Henri Ferdinand Dalmas Arabo;M;?;?;73.0;France;FRA;1964 Summer;1964;?;Tokyo;Fencing
Ivan Vladimirovich Alypov;M;23.0;169.0;60.0;Russia;RUS;2006 Winter;2006;Winter;Torino;Cross Country Skiing
Salaheddine Bakar Al-Safi;M;20.0;185.0;68.0;Qatar;QAT;2000 Summer;2000;Summer;?;Athletics
Andrea Ehrig-Schne-Mitscherlich;F;27.0;165.0;58.0;East Germany;GDR;1988 Winter;1988;Winter;?;Speed Skating
Marcus A. C. Marc Faulks;M;?;174.0;?;Australia;AUS;1964 Summer;1964;?;Tokyo;Gymnastics
Ellen Louise Elzerman;F;21.0;179.0;63.0;Netherlands;NED;1992 Summer;?;Summer;Barcelona;Swimming
Leslie Michele Burr-Howard (-Leneghan-);?;39.0;167.0;55.0;United States;USA;1996 Summer;1996;Summer;Atlanta;?
Richard Doey;M;27.0;195.0;91.0;Canada;CAN;1984 Summer;1984;Summer;Los Angeles;?
Laverne Bryan;F;23.0;171.0;50.0;Antigua and Barbuda;ANT;1988 Summer;1988;Summer;Seoul;Athletics
Yvon Becaus;M;24.0;180.0;81.0;Belgium;BEL;1960 Summer;1960;?;Roma;Boxing
Vladimir Gennadyevich Denisov;M;25.0;173.0;64.0;Soviet Union;URS;1972 Summer;1972;?;?;Fencing
Antnio Maria Malheiro Reimo Nogueira;M;42.0;175.0;72.0;Portugal;POR;1952 Summer;1952;Summer;?;Equestrianism
Vasily Fyodorovich Borisov;M;33.0;170.0;85.0;Soviet Union;URS;1956 Summer;1956;Summer;Melbourne;Shooting
Enis Beirbegovi;M;21.0;181.0;90.0;Bosnia and Herzegovina;BIH;1998 Winter;1998;Winter;Nagano;Alpine Skiing
Yesenia Centeno Sousa;F;37.0;157.0;47.0;Spain;ESP;2008 Summer;2008;Summer;Beijing;Athletics
Nancy Carrillo de la Paz;F;18.0;190.0;74.0;?;CUB;?;2004;Summer;Athina;Volleyball
Tariku Bekele Beyecha;?;21.0;173.0;65.0;Ethiopia;ETH;2008 Summer;2008;Summer;Beijing;Athletics
Felix Buser;M;26.0;188.0;82.0;Switzerland;SUI;1984 Summer;1984;Summer;Los Angeles;Canoeing
Jacques Jacky Courtillat;M;17.0;169.0;68.0;France;FRA;1960 Summer;1960;Summer;Roma;Fencing
Carl Bouckaert;M;58.0;181.0;75.0;Belgium;BEL;2012 Summer;2012;Summer;London;Equestrianism
Jessica Deglau;F;20.0;172.0;57.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Swimming
Helmut Ernesto Bellingrodt Wolf;M;23.0;178.0;78.0;Colombia;COL;1972 Summer;1972;Summer;Munich;Shooting
Alexis Copello Snchez;?;26.0;185.0;80.0;Cuba;CUB;2012 Summer;2012;Summer;London;Athletics
Sven Fischer;M;30.0;186.0;82.0;Germany;GER;?;2002;Winter;Salt Lake City;Biathlon
Valrie Gisele Angele Barlois-Mevel-Leroux;F;31.0;?;53.0;France;FRA;2000 Summer;2000;?;Sydney;Fencing
William Solon Bill Dellinger;M;26.0;175.0;62.0;?;USA;1960 Summer;1960;?;Roma;Athletics
Franois Boivin;M;23.0;170.0;70.0;Canada;CAN;2006 Winter;?;Winter;Torino;?
Kenneth Frederick Ken Buffin;M;?;163.0;64.0;?;GBR;1960 Summer;1960;Summer;Roma;Gymnastics
Juan Carlos Bello Angosto;?;23.0;184.0;72.0;Peru;?;1972 Summer;1972;Summer;?;Swimming
Stephen Clark Steve Collins;M;15.0;?;58.0;Canada;CAN;1980 Winter;1980;Winter;Lake Placid;?
Francisco Geovanis Cassiani Gmez;M;22.0;179.0;76.0;Colombia;COL;1992 Summer;1992;Summer;Barcelona;Football
Herv Delamarre;M;28.0;178.0;72.0;France;FRA;1996 Summer;1996;Summer;Atlanta;Canoeing
Yordanka Lyubchova Donkova;F;26.0;?;67.0;Bulgaria;BUL;1988 Summer;1988;Summer;Seoul;Athletics
Talla Diaw;M;29.0;168.0;50.0;Senegal;SEN;1984 Summer;1984;Summer;Los Angeles;Wrestling
Michael Binzer;M;29.0;180.0;73.0;Denmark;DEN;1998 Winter;1998;?;Nagano;Cross Country Skiing
Terene Eva Terry Donovan;F;35.0;157.0;?;Australia;AUS;1980 Summer;?;Summer;Moskva;Archery
Ib Bjrke;M;32.0;170.0;59.0;Denmark;DEN;1960 Summer;1960;?;Roma;Equestrianism
Mads Christian Kruse Andersen;M;30.0;187.0;75.0;Denmark;?;2008 Summer;2008;Summer;Beijing;Rowing
Abigail Susan E. Edmonds;?;21.0;172.0;70.0;Great Britain;GBR;2012 Summer;2012;Summer;London;Canoeing
Dana Beldov-Splensk;F;25.0;?;68.0;Czechoslovakia;TCH;1976 Winter;1976;Winter;Innsbruck;Luge
Ral Bagattini;M;25.0;178.0;82.0;Brazil;BRA;1976 Summer;1976;?;Montreal;Rowing
Krisztin Berki;?;27.0;178.0;70.0;?;HUN;2012 Summer;2012;Summer;London;Gymnastics
Elise Christie;F;19.0;160.0;54.0;?;GBR;2010 Winter;2010;Winter;Vancouver;Short Track Speed Skating
Valeri Belenki;M;22.0;163.0;59.0;Unified Team;EUN;1992 Summer;1992;Summer;Barcelona;Gymnastics
?;F;23.0;168.0;55.0;France;FRA;2010 Winter;2010;Winter;Vancouver;?
Nadezhda Valentinovna Burlakova (Shamakova-);F;24.0;165.0;?;Soviet Union;URS;1984 Winter;1984;Winter;Sarajevo;Cross Country Skiing
Olivier Boivin;M;27.0;173.0;70.0;France;FRA;1992 Summer;?;Summer;Barcelona;Canoeing
Brigitte Bosmans;?;15.0;166.0;60.0;Belgium;BEL;1980 Summer;1980;Summer;Moskva;Swimming
Monique Marie Allen;F;16.0;157.0;46.0;Australia;AUS;?;1988;?;Seoul;Gymnastics
Anthony Stanley Amado;?;25.0;?;57.0;?;USA;1988 Summer;1988;Summer;Seoul;Wrestling
Dorothe Deuring;F;20.0;174.0;?;Austria;AUT;1988 Summer;?;Summer;Seoul;Shooting
Mohamed Abdul Hamid;M;19.0;175.0;55.0;Sudan;SUD;2000 Summer;2000;Summer;Sydney;Swimming
Yuliya Anatolyevna Chepalova;?;29.0;164.0;54.0;Russia;RUS;2006 Winter;2006;Winter;?;Cross Country Skiing
Keston Bledman;M;?;180.0;88.0;Trinidad and Tobago;TTO;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
smail Akay;M;30.0;178.0;61.0;?;TUR;?;1972;Summer;Munich;Athletics
?;M;19.0;176.0;69.0;Mali;MLI;2004 Summer;2004;?;Athina;Football
Alexi Batista;M;20.0;156.0;66.0;Panama;?;1996 Summer;1996;?;Atlanta;?
Michal D'Almeida;M;24.0;176.0;80.0;France;FRA;2012 Summer;2012;Summer;?;Cycling
Paul Fitzgerald;M;21.0;173.0;56.0;Ireland;IRL;1984 Summer;1984;Summer;Los Angeles;Boxing
?;M;32.0;193.0;89.0;Sweden;SWE;2012 Summer;2012;Summer;London;Tennis
Heinz Bker;M;23.0;179.0;84.0;Germany;GER;1964 Summer;1964;Summer;Tokyo;Canoeing
Tatiana Chica;F;21.0;175.0;60.0;Moldova;MDA;2016 Summer;?;Summer;Rio de Janeiro;Swimming
Gregory Durand;M;24.0;178.0;69.0;France;FRA;2002 Winter;2002;Winter;Salt Lake City;Short Track Speed Skating
Jason Edward Dunford;M;21.0;183.0;75.0;Kenya;KEN;2008 Summer;2008;?;Beijing;Swimming
Isaac Botella Prez de Landazabal;M;28.0;161.0;64.0;Spain;ESP;2012 Summer;?;Summer;London;Gymnastics
Yohan Delattre;M;28.0;185.0;82.0;France;FRA;1996 Summer;1996;Summer;Atlanta;Handball
Nicholas Julian Nick Bell;M;25.0;186.0;?;Great Britain;?;1976 Summer;1976;Summer;Montreal;?
?;M;22.0;178.0;78.0;Czech Republic;CZE;1996 Summer;1996;Summer;?;Canoeing
?;F;26.0;161.0;56.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Football
Lilian de Geus;F;24.0;164.0;?;Netherlands;NED;2016 Summer;2016;Summer;?;Sailing
Paula Gonalves Carvalho;F;?;165.0;62.0;Brazil;BRA;1984 Summer;1984;Summer;Los Angeles;Synchronized Swimming
?;F;33.0;?;45.0;Italy;ITA;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Petronella Theodora Maria Ellen Bontje;?;30.0;178.0;72.0;Netherlands;NED;1988 Summer;1988;Summer;Seoul;Equestrianism
Anna Viktoria Dahlberg-Olsson;F;?;165.0;60.0;?;SWE;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Safouane Attaf;M;28.0;178.0;81.0;Morocco;MAR;2012 Summer;2012;Summer;London;Judo
Timothy Tim Conrad;M;25.0;193.0;91.0;Australia;AUS;1976 Summer;1976;Summer;Montreal;Rowing
Ferdinand Reinhardt Bie;M;24.0;174.0;72.0;Norway;?;1912 Summer;1912;Summer;Stockholm;Athletics
Judith Jay Dahlgren;F;19.0;180.0;77.0;Canada;?;1968 Summer;1968;Summer;Mexico City;Athletics
