Edward Frank Ed Book;M;24.0;210.0;115.0;?;NZL;2004 Summer;?;?;Athina;Basketball
Marlen Esparza Puentes;F;22.0;160.0;51.0;United States;USA;2012 Summer;2012;Summer;London;Boxing
Claude Henri Ferdinand Dalmas Arabo;M;27.0;178.0;?;France;FRA;1964 Summer;1964;Summer;Tokyo;Fencing
Ivan Vladimirovich Alypov;M;23.0;169.0;60.0;Russia;RUS;?;2006;Winter;Torino;Cross Country Skiing
Salaheddine Bakar Al-Safi;M;20.0;185.0;68.0;Qatar;QAT;2000 Summer;2000;Summer;Sydney;Athletics
Andrea Ehrig-Schne-Mitscherlich;F;?;165.0;58.0;East Germany;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating
Marcus A. C. Marc Faulks;M;27.0;174.0;64.0;Australia;AUS;1964 Summer;1964;Summer;Tokyo;Gymnastics
Ellen Louise Elzerman;F;21.0;179.0;63.0;Netherlands;NED;1992 Summer;1992;Summer;?;Swimming
Leslie Michele Burr-Howard (-Leneghan-);F;?;167.0;55.0;United States;?;1996 Summer;1996;Summer;Atlanta;?
Richard Doey;M;27.0;195.0;91.0;Canada;CAN;1984 Summer;1984;Summer;Los Angeles;Rowing
Laverne Bryan;F;23.0;171.0;50.0;Antigua and Barbuda;?;1988 Summer;1988;Summer;Seoul;Athletics
Yvon Becaus;M;24.0;180.0;81.0;Belgium;?;1960 Summer;1960;?;Roma;Boxing
Vladimir Gennadyevich Denisov;M;?;173.0;64.0;Soviet Union;URS;1972 Summer;1972;?;Munich;?
Antnio Maria Malheiro Reimo Nogueira;M;42.0;175.0;72.0;Portugal;POR;1952 Summer;1952;Summer;Helsinki;Equestrianism
Vasily Fyodorovich Borisov;M;?;170.0;85.0;Soviet Union;?;1956 Summer;1956;Summer;Melbourne;Shooting
Enis Beirbegovi;M;21.0;181.0;90.0;?;BIH;1998 Winter;1998;Winter;Nagano;Alpine Skiing
Yesenia Centeno Sousa;F;37.0;157.0;47.0;Spain;ESP;2008 Summer;2008;Summer;Beijing;Athletics
Nancy Carrillo de la Paz;F;18.0;190.0;74.0;Cuba;CUB;2004 Summer;2004;Summer;Athina;Volleyball
Tariku Bekele Beyecha;?;21.0;?;?;Ethiopia;ETH;2008 Summer;?;Summer;Beijing;Athletics
Felix Buser;M;26.0;188.0;82.0;Switzerland;SUI;1984 Summer;?;Summer;Los Angeles;Canoeing
Jacques Jacky Courtillat;M;17.0;169.0;68.0;France;FRA;1960 Summer;1960;Summer;Roma;?
Carl Bouckaert;M;58.0;181.0;75.0;Belgium;BEL;2012 Summer;2012;Summer;London;Equestrianism
Jessica Deglau;F;20.0;172.0;57.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;?
Helmut Ernesto Bellingrodt Wolf;M;23.0;178.0;78.0;Colombia;COL;1972 Summer;1972;Summer;Munich;Shooting
Alexis Copello Snchez;M;26.0;185.0;80.0;Cuba;CUB;2012 Summer;2012;Summer;London;Athletics
?;M;30.0;186.0;82.0;?;GER;2002 Winter;2002;Winter;Salt Lake City;Biathlon
Valrie Gisele Angele Barlois-Mevel-Leroux;F;31.0;165.0;53.0;France;FRA;?;2000;Summer;Sydney;Fencing
William Solon Bill Dellinger;M;26.0;175.0;62.0;United States;?;1960 Summer;1960;Summer;Roma;Athletics
Franois Boivin;M;?;170.0;70.0;Canada;?;2006 Winter;2006;Winter;Torino;Snowboarding
Kenneth Frederick Ken Buffin;M;36.0;163.0;64.0;Great Britain;GBR;1960 Summer;1960;Summer;Roma;Gymnastics
Juan Carlos Bello Angosto;M;23.0;184.0;72.0;Peru;PER;1972 Summer;1972;Summer;Munich;Swimming
?;M;15.0;167.0;58.0;Canada;?;1980 Winter;1980;Winter;Lake Placid;Ski Jumping
Francisco Geovanis Cassiani Gmez;M;?;179.0;76.0;Colombia;COL;1992 Summer;1992;Summer;Barcelona;Football
Herv Delamarre;M;28.0;178.0;?;France;FRA;1996 Summer;1996;Summer;Atlanta;Canoeing
Yordanka Lyubchova Donkova;F;26.0;175.0;67.0;Bulgaria;BUL;1988 Summer;1988;Summer;Seoul;Athletics
Talla Diaw;M;29.0;168.0;50.0;?;SEN;1984 Summer;?;Summer;Los Angeles;?
Michael Binzer;M;29.0;180.0;73.0;Denmark;DEN;1998 Winter;1998;Winter;?;Cross Country Skiing
Terene Eva Terry Donovan;F;?;157.0;53.0;Australia;AUS;1980 Summer;1980;Summer;Moskva;Archery
Ib Bjrke;M;32.0;170.0;59.0;?;DEN;1960 Summer;1960;?;Roma;Equestrianism
Mads Christian Kruse Andersen;M;30.0;187.0;?;Denmark;DEN;2008 Summer;2008;?;Beijing;Rowing
Abigail Susan E. Edmonds;F;21.0;172.0;70.0;Great Britain;GBR;2012 Summer;2012;Summer;London;Canoeing
?;F;25.0;172.0;68.0;Czechoslovakia;?;1976 Winter;1976;Winter;Innsbruck;Luge
Ral Bagattini;M;25.0;178.0;82.0;Brazil;?;1976 Summer;1976;?;Montreal;?
Krisztin Berki;M;27.0;178.0;70.0;Hungary;HUN;2012 Summer;2012;Summer;London;Gymnastics
Elise Christie;F;?;160.0;54.0;Great Britain;GBR;2010 Winter;2010;Winter;?;Short Track Speed Skating
Valeri Belenki;M;22.0;163.0;?;Unified Team;EUN;1992 Summer;1992;Summer;Barcelona;Gymnastics
Marie Dorin-Habert;F;23.0;168.0;55.0;France;FRA;2010 Winter;2010;Winter;?;Biathlon
Nadezhda Valentinovna Burlakova (Shamakova-);?;24.0;?;59.0;Soviet Union;URS;1984 Winter;1984;?;Sarajevo;Cross Country Skiing
Olivier Boivin;M;27.0;173.0;70.0;France;FRA;1992 Summer;?;Summer;Barcelona;Canoeing
?;F;?;?;60.0;Belgium;?;?;1980;Summer;Moskva;Swimming
Monique Marie Allen;F;16.0;157.0;?;Australia;AUS;1988 Summer;1988;Summer;Seoul;Gymnastics
Anthony Stanley Amado;M;25.0;160.0;57.0;United States;USA;?;1988;Summer;Seoul;Wrestling
?;F;20.0;174.0;60.0;Austria;AUT;1988 Summer;?;Summer;Seoul;Shooting
Mohamed Abdul Hamid;M;19.0;175.0;55.0;Sudan;SUD;?;2000;Summer;Sydney;Swimming
Yuliya Anatolyevna Chepalova;F;29.0;164.0;54.0;Russia;RUS;2006 Winter;2006;Winter;Torino;Cross Country Skiing
Keston Bledman;M;28.0;180.0;88.0;Trinidad and Tobago;TTO;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
smail Akay;M;30.0;178.0;?;Turkey;TUR;1972 Summer;1972;Summer;Munich;Athletics
Drissa Diakit;M;19.0;?;69.0;?;MLI;2004 Summer;2004;Summer;Athina;?
Alexi Batista;M;20.0;156.0;66.0;?;?;1996 Summer;1996;Summer;Atlanta;Weightlifting
Michal D'Almeida;?;24.0;176.0;80.0;France;FRA;2012 Summer;2012;Summer;London;Cycling
?;M;21.0;173.0;56.0;Ireland;IRL;1984 Summer;1984;Summer;Los Angeles;Boxing
?;?;32.0;193.0;89.0;?;SWE;2012 Summer;2012;Summer;London;Tennis
