?;M;24.0;210.0;115.0;New Zealand;NZL;2004 Summer;2004;Summer;Athina;Basketball
?;F;?;160.0;51.0;United States;USA;2012 Summer;?;?;London;Boxing
Claude Henri Ferdinand Dalmas Arabo;M;27.0;178.0;73.0;France;?;1964 Summer;1964;Summer;Tokyo;Fencing
Ivan Vladimirovich Alypov;M;23.0;169.0;60.0;Russia;?;2006 Winter;2006;Winter;?;Cross Country Skiing
Salaheddine Bakar Al-Safi;M;20.0;185.0;68.0;Qatar;?;2000 Summer;?;Summer;Sydney;Athletics
?;?;?;165.0;58.0;East Germany;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating
Marcus A. C. Marc Faulks;M;27.0;?;64.0;Australia;AUS;1964 Summer;1964;Summer;Tokyo;Gymnastics
Ellen Louise Elzerman;F;?;179.0;63.0;Netherlands;NED;1992 Summer;?;Summer;Barcelona;Swimming
Leslie Michele Burr-Howard (-Leneghan-);F;39.0;?;55.0;?;USA;?;?;Summer;Atlanta;Equestrianism
Richard Doey;M;?;195.0;91.0;Canada;CAN;1984 Summer;1984;?;Los Angeles;Rowing
Laverne Bryan;F;23.0;171.0;50.0;Antigua and Barbuda;?;1988 Summer;1988;Summer;Seoul;?
Yvon Becaus;M;24.0;180.0;81.0;Belgium;?;1960 Summer;1960;Summer;Roma;Boxing
Vladimir Gennadyevich Denisov;?;25.0;?;?;Soviet Union;URS;1972 Summer;?;Summer;Munich;Fencing
?;M;42.0;175.0;?;Portugal;POR;1952 Summer;1952;Summer;Helsinki;Equestrianism
?;M;33.0;170.0;?;Soviet Union;?;1956 Summer;1956;Summer;Melbourne;?
?;M;21.0;181.0;90.0;?;BIH;?;?;Winter;Nagano;Alpine Skiing
Yesenia Centeno Sousa;F;37.0;157.0;?;Spain;?;2008 Summer;2008;Summer;Beijing;Athletics
Nancy Carrillo de la Paz;F;18.0;190.0;74.0;Cuba;?;2004 Summer;2004;?;Athina;Volleyball
Tariku Bekele Beyecha;M;?;173.0;65.0;?;ETH;2008 Summer;2008;Summer;Beijing;?
Felix Buser;M;?;188.0;82.0;?;SUI;1984 Summer;1984;Summer;Los Angeles;Canoeing
Jacques Jacky Courtillat;?;17.0;169.0;68.0;France;?;1960 Summer;1960;Summer;Roma;Fencing
Carl Bouckaert;M;58.0;181.0;75.0;Belgium;BEL;2012 Summer;2012;Summer;London;?
Jessica Deglau;?;20.0;172.0;?;Canada;CAN;2000 Summer;2000;Summer;Sydney;Swimming
Helmut Ernesto Bellingrodt Wolf;M;23.0;178.0;78.0;Colombia;?;?;1972;Summer;Munich;Shooting
Alexis Copello Snchez;M;26.0;185.0;80.0;Cuba;?;2012 Summer;?;?;London;?
Sven Fischer;M;30.0;186.0;82.0;Germany;?;2002 Winter;2002;?;?;?
