Jurgen Prochnow;?;In the Mouth of Madness;1994;62308;7.2;tt0113409
Terry Crews;nm0187719;?;2011;270768;?;tt1478338
Jeremy Renner;nm0719637;Lords of Dogtown;?;52308;7.1;tt0355702
Rory Cochrane;nm0168262;Hart's War;2002;?;?;tt0251114
Christopher Guest;nm0001302;Death Wish;?;?;7.0;tt0071402
Rick Yune;nm0950935;The Fast and the Furious;2001;?;6.8;tt0232500
Domhnall Gleeson;nm1727304;About Time;2013;309220;7.8;tt2194499
?;?;Cats & Dogs;2001;56915;5.1;tt0239395
Jacob Elordi;nm8624059;The Kissing Booth;2018;68424;?;tt3799232
?;?;How to Make an American Quilt;1995;10765;?;tt0113347
Kim Dickens;nm0225332;?;2008;?;7.0;?
Peter Facinelli;nm0004906;?;1996;8672;6.2;?
Randolph Scott;nm0000068;The Texans;1938;275;?;tt0030850
?;nm0768334;?;1958;?;6.9;tt0052126
?;nm0001845;Taken 3;2014;180473;6.0;?
Amin Joseph;nm1514763;American Weapon;?;?;2.4;tt1373403
?;nm3586035;?;2018;10098;7.0;tt4859168
?;nm0651067;Labor Pains;2009;10918;?;tt1231287
Hank Azaria;nm0000279;The Simpsons Movie;?;310514;?;tt0462538
?;?;?;?;400;6.5;tt3163844
?;nm0001494;The Karate Kid Part II;?;80815;6.1;tt0091326
Chris Kattan;nm0441592;Slightly Single in L.A.;?;?;4.5;tt1227931
Joshua John Miller;nm0588679;Communion;1989;5608;5.6;tt0097100
Christiane Paul;?;Neues vom Wixxer;?;4572;?;tt0446009
William Forsythe;?;Dead Bang;1989;?;6.2;tt0097166
Troy Baker;nm1684869;Detective Conan: The Fourteenth Target;?;?;7.4;tt0965649
Brian Doyle-Murray;nm0236519;Stuart Little;1999;126719;?;tt0164912
?;nm0000194;The Hand That Rocks the Cradle;1992;38907;6.7;?
Roger Bart;nm0058372;A Green Story;2012;?;5.5;?
Claire Danes;?;U Turn;1997;49634;6.8;?
Eugenio Derbez;?;TV: The Movie;?;1080;3.3;tt0460952
Rupert Friend;?;Jolene;?;4439;?;tt0867334
Johnny Strong;nm0835001;Get Carter;2000;32795;5.2;tt0208988
Ernest Borgnine;nm0000308;Small Soldiers;1998;92191;6.2;tt0122718
Judith Ivey;?;The Lonely Guy;1984;6697;6.3;tt0087635
Roma Maffia;?;I Am Sam;2001;143693;7.7;tt0277027
Patrick Fugit;nm0297578;?;2000;255110;7.9;?
Mari Torocsik;nm0879556;?;2007;138;4.8;tt0483093
David Niven;?;Enchantment;?;?;7.2;tt0040321
Elizabeth Banks;nm0006969;?;2001;?;6.6;tt0243655
Herve Villechaize;?;Two Moon Junction;1988;5121;5.1;?
Brendan Sexton III;nm0786639;Beautiful Girl;2014;?;4.4;tt1031658
Rachel Ticotin;nm0001797;Don Juan DeMarco;1994;48537;6.7;tt0112883
Terry Chen;?;?;2007;86072;6.2;tt0499556
Janis Paige;nm0656712;?;1946;435;?;tt0039053
Brian Posehn;nm0692634;Brother Bear;2003;98466;6.8;tt0328880
Dominique Provost-Chalkley;nm3176450;?;?;371;4.0;tt4847454
Thomasin McKenzie;nm5057169;Existence;2012;103;?;tt2402107
Larry Miller;nm0588777;Pros & Cons;1999;?;5.8;tt0199975
?;nm0451234;Life in a Metro;2007;11161;?;?
?;nm0001034;Just Like Heaven;2005;100155;6.7;tt0425123
?;nm0726223;Last Resort;1996;126;4.7;tt0119500
?;nm1010931;Year by the Sea;?;179;5.3;tt4068586
Michael Grant Terry;?;The Archer;2016;495;5.2;tt5806646
Jean Seberg;nm0781029;The Mouse That Roared;1959;8280;7.0;?
Maria de Medeiros;nm0210218;Honolulu Baby;?;152;?;tt0251734
Peter Gallagher;nm0001251;?;1999;1078699;8.3;tt0169547
Tate Donovan;nm0004883;West of Here;2002;124;?;?
Tom Berenger;nm0000297;The Field;?;5676;7.4;tt0099566
Robert Conrad;?;Murph the Surf;1975;?;6.3;tt0073302
Walter Brennan;nm0000974;Three Godfathers;1936;?;?;tt0028367
Frances Fisher;nm0004920;?;2013;303;6.7;tt2265080
Hugh Keays-Byrne;nm0117412;Dragon Flies;?;?;6.6;tt0073343
Patricia Wettig;nm0923210;City Slickers II: The Legend of Curly's Gold;1994;?;?;tt0109439
Michael Beach;?;?;2015;197;?;?
Jon Gries;?;?;?;?;5.5;tt3717088
Ben Kingsley;nm0001426;Death and the Maiden;1994;?;7.3;?
