Jurgen Prochnow;nm0001638;In the Mouth of Madness;1994;62308;7.2;tt0113409
?;nm0187719;?;?;?;6.8;tt1478338
?;nm0719637;Lords of Dogtown;?;52308;?;tt0355702
Rory Cochrane;nm0168262;Hart's War;2002;50964;6.3;tt0251114
?;nm0001302;?;1974;?;7.0;tt0071402
Rick Yune;nm0950935;The Fast and the Furious;2001;?;6.8;tt0232500
Domhnall Gleeson;nm1727304;About Time;2013;309220;7.8;?
?;?;?;2001;56915;5.1;tt0239395
Jacob Elordi;?;The Kissing Booth;?;?;?;tt3799232
Joanna Going;nm0324790;?;1995;?;6.3;?
Kim Dickens;nm0225332;Red;?;?;7.0;tt0972883
Peter Facinelli;nm0004906;Foxfire;1996;8672;6.2;tt0116353
?;nm0000068;The Texans;?;275;6.3;?
John Saxon;nm0768334;The Reluctant Debutante;1958;1372;?;tt0052126
Forest Whitaker;nm0001845;?;2014;?;6.0;?
?;?;American Weapon;2014;?;2.4;tt1373403
Maisie Williams;nm3586035;Then Came You;?;10098;?;tt4859168
?;nm0651067;Labor Pains;2009;?;?;tt1231287
?;nm0000279;?;2007;310514;7.3;tt0462538
Cherami Leigh;?;?;?;400;6.5;tt3163844
?;nm0001494;The Karate Kid Part II;1986;?;6.1;?
Chris Kattan;nm0441592;Slightly Single in L.A.;2013;1263;4.5;tt1227931
?;nm0588679;?;?;5608;?;?
Christiane Paul;?;Neues vom Wixxer;2007;4572;6.1;tt0446009
William Forsythe;?;?;1989;3349;6.2;?
?;?;Detective Conan: The Fourteenth Target;1998;?;?;tt0965649
Brian Doyle-Murray;nm0236519;Stuart Little;1999;126719;5.9;tt0164912
Julianne Moore;nm0000194;The Hand That Rocks the Cradle;1992;?;6.7;tt0104389
Roger Bart;nm0058372;?;2012;211;?;tt2090447
Claire Danes;?;?;?;?;6.8;tt0120399
Eugenio Derbez;nm0220240;TV: The Movie;?;1080;3.3;tt0460952
?;nm1670029;Jolene;?;?;6.4;tt0867334
Johnny Strong;nm0835001;Get Carter;2000;?;5.2;tt0208988
Ernest Borgnine;nm0000308;?;1998;?;?;?
Judith Ivey;?;?;1984;6697;6.3;tt0087635
?;nm0005173;?;?;143693;7.7;?
?;nm0297578;Almost Famous;2000;?;7.9;?
Mari Torocsik;?;?;2007;138;4.8;tt0483093
David Niven;?;Enchantment;1948;1029;7.2;tt0040321
?;?;?;?;54616;6.6;?
?;nm0898199;Two Moon Junction;1988;5121;5.1;tt0096324
?;nm0786639;?;2014;374;4.4;tt1031658
?;nm0001797;Don Juan DeMarco;1994;?;6.7;?
Terry Chen;?;War;?;?;6.2;tt0499556
Janis Paige;?;Two Guys from Milwaukee;1946;435;?;tt0039053
Brian Posehn;nm0692634;?;?;98466;6.8;?
?;?;The Curse of Buckout Road;?;371;4.0;?
?;nm5057169;?;2012;103;3.7;tt2402107
?;nm0588777;Pros & Cons;?;390;5.8;?
Irrfan Khan;nm0451234;?;?;11161;7.4;tt0800956
Rosalind Chao;nm0001034;?;2005;100155;?;tt0425123
Richard Riehle;nm0726223;Last Resort;?;126;4.7;tt0119500
Monique Gabriela Curnen;?;Year by the Sea;?;?;?;tt4068586
?;?;The Archer;2016;?;?;tt5806646
Jean Seberg;?;?;1959;8280;7.0;tt0053084
Maria de Medeiros;nm0210218;?;?;152;?;tt0251734
Peter Gallagher;nm0001251;?;?;?;?;tt0169547
Tate Donovan;nm0004883;?;2002;124;5.3;tt0283680
?;?;The Field;1990;5676;?;tt0099566
Robert Conrad;?;Murph the Surf;1975;?;6.3;tt0073302
?;?;?;1936;666;7.3;?
Frances Fisher;nm0004920;Red Wing;2013;303;6.7;?
Hugh Keays-Byrne;nm0117412;?;1975;1303;6.6;tt0073343
Patricia Wettig;?;City Slickers II: The Legend of Curly's Gold;1994;?;5.6;?
Michael Beach;?;Megachurch Murder;2015;197;4.6;?
Jon Gries;nm0340973;?;2016;155;5.5;tt3717088
Ben Kingsley;nm0001426;Death and the Maiden;1994;23010;7.3;tt0109579
?;?;?;1968;3640;7.6;tt0063050
Morena Baccarin;nm1072555;Deadpool 2;2018;489623;?;?
Justin Long;?;?;?;391070;?;tt0337978
Amy Aquino;nm0032628;?;?;?;?;?
Tony Chiu-Wai Leung;nm0504897;In the Mood for Love;2000;127463;8.1;tt0118694
?;nm0014493;Alien Zone;?;717;4.6;tt0072626
?;nm0186505;?;2019;189329;?;?
Aubrey Plaza;?;?;2018;4673;?;tt6518270
Kristen Wiig;nm1325419;?;?;18298;5.9;tt2788716
James Hong;nm0393222;China Gate;1957;706;6.3;?
Nora Dunn;?;?;?;?;6.6;tt0196229
?;?;The Man Who Reclaimed His Head;1934;135;7.1;tt0025453
Milton Berle;?;Always Leave Them Laughing;1949;?;5.9;?
?;nm0771993;Denial;1998;1016;5.3;tt0126861
Billy Dee Williams;nm0001850;?;1972;?;?;tt0068588
?;nm0586003;?;?;239;?;tt0407924
Stephen McHattie;nm0565569;Weirdos;?;?;6.6;tt5058014
Matty Cardarople;nm1781213;?;?;129824;?;?
Michael Vartan;nm0890232;?;?;529;?;tt0190736
Elizabeth Hurley;nm0000167;Austin Powers: The Spy Who Shagged Me;1999;?;6.6;?
Parker Posey;?;Coneheads;1993;?;?;tt0106598
?;?;2nd Date Sex;?;?;5.5;tt7439748
?;nm0000366;?;1976;241;6.2;?
?;?;?;2019;?;5.8;?
