Jurgen Prochnow;nm0001638;In the Mouth of Madness;?;?;7.2;?
Terry Crews;nm0187719;Bridesmaids;2011;?;?;tt1478338
?;nm0719637;?;2005;?;7.1;?
?;?;?;?;?;6.3;tt0251114
Christopher Guest;nm0001302;?;1974;36168;?;?
?;?;The Fast and the Furious;2001;351156;?;tt0232500
?;?;About Time;2013;?;7.8;tt2194499
Michael Clarke Duncan;?;?;?;56915;?;tt0239395
Jacob Elordi;?;The Kissing Booth;2018;?;6.0;?
Joanna Going;?;?;?;?;6.3;?
?;nm0225332;?;2008;?;7.0;tt0972883
Peter Facinelli;?;?;?;?;6.2;tt0116353
Randolph Scott;?;?;?;275;6.3;tt0030850
John Saxon;?;The Reluctant Debutante;1958;1372;6.9;tt0052126
Forest Whitaker;nm0001845;?;?;180473;6.0;tt2446042
?;?;American Weapon;2014;157;2.4;tt1373403
?;?;Then Came You;?;10098;7.0;?
Ana Ortiz;?;Labor Pains;2009;10918;?;?
?;nm0000279;The Simpsons Movie;?;310514;7.3;?
?;nm0473873;A Certain Magical Index: The Movie - The Miracle of Endymion;2013;400;?;?
Ralph Macchio;nm0001494;?;1986;?;6.1;tt0091326
Chris Kattan;nm0441592;Slightly Single in L.A.;?;1263;?;tt1227931
Joshua John Miller;nm0588679;Communion;?;?;5.6;tt0097100
?;?;Neues vom Wixxer;?;4572;6.1;tt0446009
?;nm0001235;?;?;?;6.2;tt0097166
Troy Baker;nm1684869;Detective Conan: The Fourteenth Target;1998;2057;7.4;tt0965649
Brian Doyle-Murray;nm0236519;Stuart Little;?;?;5.9;tt0164912
Julianne Moore;nm0000194;The Hand That Rocks the Cradle;?;?;6.7;tt0104389
?;?;?;?;?;5.5;?
?;?;U Turn;1997;49634;?;tt0120399
Eugenio Derbez;?;TV: The Movie;2006;?;3.3;tt0460952
Rupert Friend;?;?;?;4439;6.4;?
?;nm0835001;Get Carter;?;32795;5.2;tt0208988
Ernest Borgnine;nm0000308;Small Soldiers;1998;92191;?;tt0122718
Judith Ivey;nm0412382;The Lonely Guy;1984;?;6.3;?
Roma Maffia;?;?;2001;?;?;?
Patrick Fugit;nm0297578;Almost Famous;?;255110;?;tt0181875
Mari Torocsik;nm0879556;?;2007;138;?;tt0483093
David Niven;nm0000057;?;?;1029;?;tt0040321
?;?;?;?;54616;6.6;?
?;nm0898199;Two Moon Junction;1988;?;?;?
?;nm0786639;?;?;?;4.4;?
Rachel Ticotin;nm0001797;Don Juan DeMarco;?;48537;?;tt0112883
Terry Chen;?;War;2007;86072;6.2;tt0499556
Janis Paige;nm0656712;Two Guys from Milwaukee;1946;435;6.4;?
Brian Posehn;nm0692634;Brother Bear;2003;?;6.8;tt0328880
?;?;?;2017;?;?;?
Thomasin McKenzie;nm5057169;Existence;2012;103;3.7;tt2402107
?;?;Pros & Cons;1999;?;5.8;tt0199975
Irrfan Khan;nm0451234;?;2007;11161;7.4;?
Rosalind Chao;nm0001034;Just Like Heaven;2005;?;6.7;tt0425123
Richard Riehle;nm0726223;Last Resort;1996;?;4.7;tt0119500
Monique Gabriela Curnen;nm1010931;Year by the Sea;2016;179;5.3;tt4068586
?;?;The Archer;2016;495;?;?
?;nm0781029;The Mouse That Roared;1959;8280;?;tt0053084
Maria de Medeiros;nm0210218;?;2001;?;6.0;?
?;?;American Beauty;?;1078699;8.3;tt0169547
Tate Donovan;nm0004883;West of Here;?;124;5.3;tt0283680
