?;nm0001638;In the Mouth of Madness;1994;?;?;?
?;nm0187719;Bridesmaids;?;270768;6.8;tt1478338
?;nm0719637;Lords of Dogtown;?;52308;7.1;tt0355702
Rory Cochrane;nm0168262;Hart's War;?;?;?;tt0251114
Christopher Guest;?;Death Wish;1974;36168;7.0;?
Rick Yune;nm0950935;The Fast and the Furious;2001;351156;6.8;tt0232500
?;nm1727304;About Time;?;309220;?;tt2194499
Michael Clarke Duncan;nm0003817;?;2001;?;5.1;tt0239395
Jacob Elordi;nm8624059;?;2018;?;6.0;?
?;nm0324790;?;1995;?;?;tt0113347
Kim Dickens;?;Red;2008;10168;7.0;tt0972883
Peter Facinelli;nm0004906;?;1996;?;?;tt0116353
?;nm0000068;The Texans;1938;275;6.3;?
John Saxon;nm0768334;?;1958;1372;6.9;?
Forest Whitaker;?;?;2014;180473;6.0;?
Amin Joseph;nm1514763;American Weapon;2014;157;2.4;tt1373403
Maisie Williams;?;?;2018;10098;7.0;tt4859168
?;nm0651067;Labor Pains;2009;?;4.8;tt1231287
Hank Azaria;nm0000279;?;2007;310514;7.3;tt0462538
?;?;?;2013;?;?;tt3163844
?;nm0001494;?;?;80815;?;?
Chris Kattan;nm0441592;Slightly Single in L.A.;2013;1263;?;tt1227931
Joshua John Miller;?;?;1989;?;5.6;tt0097100
Christiane Paul;?;Neues vom Wixxer;2007;?;6.1;tt0446009
?;nm0001235;Dead Bang;1989;3349;6.2;tt0097166
Troy Baker;nm1684869;?;1998;2057;7.4;tt0965649
Brian Doyle-Murray;nm0236519;Stuart Little;1999;126719;5.9;tt0164912
Julianne Moore;nm0000194;The Hand That Rocks the Cradle;1992;38907;6.7;tt0104389
Roger Bart;?;A Green Story;2012;211;?;tt2090447
Claire Danes;nm0000132;?;1997;49634;?;?
Eugenio Derbez;nm0220240;TV: The Movie;2006;?;3.3;tt0460952
?;?;Jolene;?;4439;6.4;?
Johnny Strong;?;?;2000;32795;5.2;tt0208988
Ernest Borgnine;nm0000308;?;1998;?;6.2;tt0122718
?;?;The Lonely Guy;1984;6697;6.3;tt0087635
Roma Maffia;nm0005173;I Am Sam;?;143693;7.7;?
?;?;Almost Famous;?;255110;?;tt0181875
?;nm0879556;?;2007;138;?;tt0483093
David Niven;nm0000057;Enchantment;1948;1029;7.2;tt0040321
Elizabeth Banks;?;?;2001;54616;6.6;?
Herve Villechaize;nm0898199;?;1988;5121;5.1;tt0096324
Brendan Sexton III;nm0786639;Beautiful Girl;2014;?;4.4;tt1031658
Rachel Ticotin;nm0001797;?;1994;?;6.7;tt0112883
?;?;War;2007;86072;?;tt0499556
Janis Paige;nm0656712;Two Guys from Milwaukee;1946;435;6.4;?
Brian Posehn;nm0692634;Brother Bear;?;98466;?;?
?;nm3176450;The Curse of Buckout Road;2017;371;4.0;?
Thomasin McKenzie;nm5057169;Existence;2012;?;?;?
Larry Miller;?;Pros & Cons;?;390;?;tt0199975
?;?;?;2007;11161;7.4;tt0800956
Rosalind Chao;nm0001034;?;2005;100155;6.7;tt0425123
Richard Riehle;nm0726223;?;?;126;4.7;tt0119500
Monique Gabriela Curnen;nm1010931;Year by the Sea;?;179;?;tt4068586
?;nm2163204;The Archer;2016;495;?;tt5806646
Jean Seberg;?;?;1959;?;7.0;?
Maria de Medeiros;nm0210218;Honolulu Baby;?;152;?;tt0251734
Peter Gallagher;nm0001251;American Beauty;1999;1078699;8.3;tt0169547
Tate Donovan;nm0004883;West of Here;?;?;5.3;tt0283680
Tom Berenger;?;The Field;1990;5676;7.4;tt0099566
?;?;Murph the Surf;1975;179;6.3;tt0073302
Walter Brennan;nm0000974;Three Godfathers;1936;666;7.3;tt0028367
Frances Fisher;nm0004920;Red Wing;?;303;6.7;tt2265080
Hugh Keays-Byrne;nm0117412;Dragon Flies;1975;1303;?;?
?;?;City Slickers II: The Legend of Curly's Gold;1994;18250;5.6;tt0109439
?;?;Megachurch Murder;2015;197;4.6;tt3793648
?;nm0340973;Durant's Never Closes;2016;155;?;tt3717088
?;nm0001426;?;?;?;?;tt0109579
Alan Arkin;?;The Heart Is a Lonely Hunter;?;3640;7.6;tt0063050
