Jurgen Prochnow;?;In the Mouth of Madness;1994;62308;7.2;tt0113409
?;?;?;2011;270768;?;tt1478338
?;nm0719637;Lords of Dogtown;?;?;7.1;?
Rory Cochrane;?;Hart's War;2002;50964;6.3;tt0251114
Christopher Guest;?;Death Wish;?;36168;?;tt0071402
?;nm0950935;The Fast and the Furious;?;351156;?;tt0232500
?;nm1727304;?;?;?;?;tt2194499
Michael Clarke Duncan;nm0003817;Cats & Dogs;?;?;5.1;?
Jacob Elordi;nm8624059;?;2018;?;6.0;?
Joanna Going;nm0324790;How to Make an American Quilt;?;10765;6.3;tt0113347
?;?;?;2008;10168;7.0;tt0972883
?;?;?;1996;8672;6.2;tt0116353
?;nm0000068;?;1938;275;?;tt0030850
John Saxon;nm0768334;The Reluctant Debutante;?;1372;6.9;tt0052126
Forest Whitaker;?;?;2014;180473;?;tt2446042
?;nm1514763;?;2014;157;?;tt1373403
Maisie Williams;nm3586035;Then Came You;2018;10098;7.0;tt4859168
?;nm0651067;?;?;10918;?;?
Hank Azaria;?;?;2007;310514;?;tt0462538
Cherami Leigh;?;A Certain Magical Index: The Movie - The Miracle of Endymion;2013;400;6.5;tt3163844
Ralph Macchio;nm0001494;The Karate Kid Part II;1986;80815;6.1;tt0091326
Chris Kattan;?;?;2013;1263;?;?
Joshua John Miller;?;Communion;1989;?;5.6;?
Christiane Paul;nm0666788;Neues vom Wixxer;?;4572;?;tt0446009
William Forsythe;nm0001235;Dead Bang;?;?;6.2;tt0097166
Troy Baker;?;?;1998;?;7.4;tt0965649
Brian Doyle-Murray;nm0236519;Stuart Little;?;126719;5.9;?
?;nm0000194;The Hand That Rocks the Cradle;1992;38907;6.7;tt0104389
Roger Bart;nm0058372;A Green Story;2012;?;5.5;?
Claire Danes;nm0000132;U Turn;?;?;6.8;tt0120399
?;nm0220240;TV: The Movie;2006;?;3.3;tt0460952
Rupert Friend;?;Jolene;?;?;?;?
?;?;Get Carter;?;?;5.2;tt0208988
?;nm0000308;Small Soldiers;1998;92191;6.2;?
Judith Ivey;nm0412382;The Lonely Guy;1984;6697;6.3;?
Roma Maffia;nm0005173;I Am Sam;?;?;7.7;?
Patrick Fugit;?;Almost Famous;2000;255110;7.9;tt0181875
?;?;Noah's Ark;?;?;?;?
?;nm0000057;Enchantment;1948;1029;7.2;tt0040321
Elizabeth Banks;nm0006969;Wet Hot American Summer;2001;54616;?;tt0243655
Herve Villechaize;nm0898199;Two Moon Junction;?;?;?;?
?;nm0786639;?;2014;?;4.4;?
Rachel Ticotin;nm0001797;?;1994;?;6.7;tt0112883
Terry Chen;?;?;2007;?;6.2;tt0499556
?;nm0656712;Two Guys from Milwaukee;?;435;6.4;?
?;?;?;?;?;6.8;?
?;nm3176450;?;2017;371;?;tt4847454
Thomasin McKenzie;?;Existence;?;?;3.7;tt2402107
Larry Miller;?;Pros & Cons;?;390;5.8;tt0199975
Irrfan Khan;?;Life in a Metro;2007;11161;7.4;?
?;nm0001034;?;2005;?;6.7;tt0425123
Richard Riehle;?;?;?;?;4.7;tt0119500
Monique Gabriela Curnen;?;Year by the Sea;?;179;5.3;?
Michael Grant Terry;?;The Archer;2016;495;5.2;tt5806646
?;nm0781029;The Mouse That Roared;?;8280;7.0;?
Maria de Medeiros;?;Honolulu Baby;?;152;?;?
Peter Gallagher;?;?;1999;?;8.3;tt0169547
Tate Donovan;?;?;2002;?;5.3;?
?;nm0000297;?;?;5676;7.4;tt0099566
?;nm0001066;Murph the Surf;1975;179;?;tt0073302
?;nm0000974;Three Godfathers;1936;?;7.3;tt0028367
Frances Fisher;nm0004920;?;2013;303;?;tt2265080
Hugh Keays-Byrne;nm0117412;Dragon Flies;?;1303;6.6;?
Patricia Wettig;?;City Slickers II: The Legend of Curly's Gold;1994;18250;5.6;?
Michael Beach;nm0004729;?;?;197;?;tt3793648
Jon Gries;?;?;?;155;?;?
?;nm0001426;?;1994;23010;?;tt0109579
?;?;?;1968;3640;?;?
Morena Baccarin;?;?;?;?;7.7;tt5463162
?;nm0519043;?;2007;?;?;tt0337978
Amy Aquino;?;?;2005;?;?;tt0391304
?;nm0504897;?;2000;127463;?;tt0118694
?;?;Alien Zone;?;717;?;tt0072626
Bryan Cranston;?;?;?;189329;7.3;tt9243946
Aubrey Plaza;nm2201555;An Evening with Beverly Luff Linn;2018;?;?;tt6518270
?;?;Welcome to Me;2014;18298;?;tt2788716
?;?;China Gate;?;706;?;?
?;nm0004887;?;2001;247922;?;tt0196229
Joan Bennett;?;The Man Who Reclaimed His Head;?;135;?;?
Milton Berle;?;Always Leave Them Laughing;?;?;?;?
?;?;?;?;1016;?;tt0126861
?;nm0001850;The Final Comedown;1972;316;?;?
?;?;Martian Successor Nadesico - The Motion Picture: Prince of Darkness;1998;?;?;?
Stephen McHattie;nm0565569;Weirdos;?;447;?;tt5058014
?;nm1781213;Dumb and Dumber To;?;129824;5.6;tt2096672
Michael Vartan;?;Sand;?;529;4.6;tt0190736
?;nm0000167;Austin Powers: The Spy Who Shagged Me;?;218083;?;tt0145660
Parker Posey;nm0000205;Coneheads;1993;?;5.3;?
Emma Rigby;nm2050746;2nd Date Sex;2019;810;5.5;tt7439748
?;nm0000366;?;?;241;?;tt0075215
Charlotte Vega;nm5256984;?;2019;?;?;?
?;nm0818274;Back to the Future;1985;1071805;?;?
Claudia Christian;?;?;?;?;?;?
Anupam Kher;nm0451600;Kya Kehna;?;?;5.9;tt0250483
Josh Segarra;nm2019219;?;?;?;5.3;tt10627548
Anna Chancellor;nm0151250;?;2011;?;6.7;?
?;?;?;?;300;6.0;?
Macon Blair;nm0086301;Logan Lucky;2017;133545;?;tt5439796
?;nm0000075;?;1956;1832;6.8;tt0049523
?;nm0131974;5/25/1977;?;?;6.3;tt0326716
Bailey Chase;nm0003082;?;2019;?;6.4;tt5848416
?;nm0001536;Dokuritsu gurentai;?;169;?;tt0052747
Pedro Almodovar;nm0000264;?Que hace una chica como tu en un sitio como este?;?;152;?;tt0078544
?;?;No Deposit No Return;1976;?;6.6;tt0074968
Bernie Mac;?;Pride;2007;6215;6.1;tt0475355
Tatyana Ali;nm0004700;?;?;?;2.9;?
?;?;Crouching Tiger Hidden Dragon;?;?;7.8;?
?;?;Due Date;2010;325626;?;tt1231583
Roscoe Lee Browne;nm0001975;?;1968;?;?;tt0063748
Matt Walsh;?;The Goods: Live Hard Sell Hard;?;20837;5.8;tt1092633
Stuart Pankin;nm0659573;?;?;1012;?;?
?;nm2395937;?;?;?;5.7;tt1586265
Julia Ormond;nm0000566;The Prime Gig;2000;2087;6.1;tt0223954
David Threlfall;nm0861915;?;?;35314;?;?
Cindy Pickett;nm0681882;?;2017;286;?;tt5572232
Glynis Johns;nm0424318;Frieda;1947;352;7.0;?
?;?;Tarzan's Secret Treasure;1941;?;6.6;?
Sid Haig;nm0354085;?;1973;?;4.7;tt0070926
Lucie Arnaz;nm0036109;Smoking Nonsmoking;2011;?;5.2;?
Mason Gamble;nm0001253;The Rising Place;?;?;?;tt0201020
?;?;?;?;772;6.7;tt0042935
Ilfenesh Hadera;?;Chi-Raq;2015;?;?;tt4594834
Sanjeev Bhaskar;?;Absolutely Anything;?;40195;?;tt1727770
?;?;Hot Tub Time Machine 2;2015;37180;?;?
Julianne Moore;nm0000194;Far from Heaven;2002;44212;?;tt0297884
Austin Pendleton;?;Queenie in Love;2001;?;?;tt0285963
Stacy Keach;nm0005078;?;1976;377;?;?
?;?;Ever After: A Cinderella Story;?;70039;7.0;?
Henry Cavill;nm0147147;?;?;?;6.3;tt2582576
Mary Steenburgen;?;?;1995;3744;?;?
John Pankow;nm0659601;Putzel;2012;232;6.5;?
Mel Ferrer;nm0002072;?;1967;27968;7.8;tt0062467
John Lynch;nm0001487;?;?;4241;?;tt0327409
Justin Timberlake;?;The Love Guru;2008;?;3.8;tt0811138
?;nm0293466;Come Fill the Cup;1951;418;?;tt0043424
Kelly Sullivan;?;?;?;?;4.8;tt1745701
Yan-Kay Crystal Lowe;nm0522909;?;2010;163021;?;?
?;nm0000700;Terms of Endearment;1983;55778;7.4;?
?;nm0000092;The World Is Not Enough;?;189615;6.4;tt0143145
George Hamilton;?;The Godfather: Part III;1990;?;7.6;tt0099674
Aasif Mandvi;?;Random Hearts;1999;20131;5.3;?
?;nm0810397;Nancy;2018;?;?;?
?;nm2952467;?;1992;166;3.7;?
Maureen O'Sullivan;nm0001577;?;?;3120;6.6;tt0028345
?;?;?;?;20410;?;tt4291600
?;nm0000376;The Hollywood Knights;1980;?;?;tt0080881
Richard Jaeckel;?;The Lineup;1958;2975;7.3;?
Boris Karloff;?;Corridors of Blood;1958;1821;?;tt0051542
Dennis Quaid;nm0000598;?;2009;21602;?;?
John Magaro;nm1910274;?;?;87769;6.6;tt4530422
Ellen Burstyn;?;?;2014;?;?;?
Grant Bowler;nm0101198;Zoey to the Max;?;103;5.0;?
?;nm0000654;Spirits of the Dead;1968;?;6.5;?
James Cosmo;?;?;2013;7752;?;tt2193418
Kristian Nairn;?;?;2018;1060;4.7;tt6857040
Meg Ryan;nm0000212;Kate & Leopold;2001;?;6.4;tt0035423
Louise Lasser;nm0489837;?;?;?;7.0;?
?;nm0000532;?;2011;?;7.9;?
?;?;Red Lights;2004;?;?;tt0365190
Sofie Grabol;nm0344894;?;?;?;?;tt0093713
?;?;Adrift in Manhattan;2007;1647;5.5;?
?;nm0000245;Aladdin;?;376897;?;tt0103639
Anne Revere;nm0720843;Design for Scandal;1941;?;6.3;tt0033525
?;?;?;2003;16987;?;tt0304711
