Jurgen Prochnow;nm0001638;?;1994;62308;7.2;tt0113409
Terry Crews;nm0187719;?;2011;270768;6.8;tt1478338
Jeremy Renner;nm0719637;Lords of Dogtown;2005;?;7.1;tt0355702
Rory Cochrane;nm0168262;Hart's War;2002;50964;6.3;tt0251114
Christopher Guest;nm0001302;Death Wish;1974;36168;7.0;tt0071402
Rick Yune;nm0950935;?;2001;351156;6.8;tt0232500
Domhnall Gleeson;?;?;?;309220;7.8;tt2194499
Michael Clarke Duncan;?;Cats & Dogs;2001;?;5.1;tt0239395
?;nm8624059;The Kissing Booth;?;68424;6.0;?
Joanna Going;nm0324790;How to Make an American Quilt;1995;10765;6.3;tt0113347
?;nm0225332;Red;2008;10168;7.0;tt0972883
Peter Facinelli;nm0004906;Foxfire;?;?;?;?
Randolph Scott;?;?;1938;275;6.3;tt0030850
?;nm0768334;The Reluctant Debutante;1958;1372;6.9;tt0052126
?;nm0001845;Taken 3;2014;?;6.0;?
?;nm1514763;American Weapon;?;?;2.4;?
Maisie Williams;?;Then Came You;2018;10098;7.0;?
Ana Ortiz;?;Labor Pains;2009;?;4.8;tt1231287
Hank Azaria;nm0000279;?;2007;310514;?;tt0462538
?;nm0473873;A Certain Magical Index: The Movie - The Miracle of Endymion;2013;400;?;tt3163844
Ralph Macchio;nm0001494;?;?;80815;?;tt0091326
?;nm0441592;Slightly Single in L.A.;2013;?;4.5;?
?;nm0588679;?;1989;5608;5.6;tt0097100
?;nm0666788;Neues vom Wixxer;2007;4572;6.1;tt0446009
William Forsythe;nm0001235;?;1989;?;6.2;tt0097166
Troy Baker;?;?;?;?;?;tt0965649
Brian Doyle-Murray;?;?;1999;126719;5.9;tt0164912
Julianne Moore;nm0000194;The Hand That Rocks the Cradle;1992;38907;6.7;tt0104389
?;nm0058372;A Green Story;?;211;5.5;tt2090447
?;nm0000132;U Turn;1997;49634;6.8;tt0120399
Eugenio Derbez;?;TV: The Movie;?;1080;3.3;?
Rupert Friend;nm1670029;Jolene;2008;4439;6.4;tt0867334
Johnny Strong;?;?;2000;?;?;tt0208988
Ernest Borgnine;nm0000308;Small Soldiers;?;92191;6.2;tt0122718
Judith Ivey;nm0412382;The Lonely Guy;1984;6697;?;tt0087635
Roma Maffia;?;?;?;143693;7.7;tt0277027
Patrick Fugit;?;?;2000;?;7.9;tt0181875
?;?;Noah's Ark;?;?;?;?
David Niven;nm0000057;Enchantment;?;?;7.2;tt0040321
Elizabeth Banks;?;Wet Hot American Summer;2001;54616;6.6;tt0243655
Herve Villechaize;?;?;?;?;5.1;?
Brendan Sexton III;nm0786639;Beautiful Girl;2014;374;4.4;tt1031658
Rachel Ticotin;nm0001797;?;1994;48537;6.7;tt0112883
Terry Chen;nm0155389;War;?;?;6.2;?
Janis Paige;?;?;1946;435;?;tt0039053
Brian Posehn;nm0692634;?;2003;?;6.8;?
?;nm3176450;?;?;?;4.0;?
Thomasin McKenzie;nm5057169;Existence;2012;103;?;?
Larry Miller;nm0588777;?;1999;?;5.8;tt0199975
Irrfan Khan;nm0451234;?;2007;?;7.4;tt0800956
Rosalind Chao;nm0001034;?;2005;100155;6.7;tt0425123
Richard Riehle;nm0726223;?;?;?;4.7;tt0119500
Monique Gabriela Curnen;nm1010931;Year by the Sea;2016;179;5.3;tt4068586
Michael Grant Terry;nm2163204;The Archer;2016;495;5.2;?
?;nm0781029;?;1959;?;7.0;?
?;nm0210218;Honolulu Baby;?;?;?;?
Peter Gallagher;nm0001251;?;?;1078699;8.3;?
Tate Donovan;?;West of Here;2002;124;5.3;tt0283680
Tom Berenger;nm0000297;The Field;1990;?;?;?
Robert Conrad;nm0001066;Murph the Surf;1975;179;6.3;tt0073302
?;nm0000974;?;?;?;?;?
Frances Fisher;nm0004920;Red Wing;?;?;?;?
Hugh Keays-Byrne;nm0117412;Dragon Flies;1975;1303;?;tt0073343
Patricia Wettig;nm0923210;?;?;18250;5.6;tt0109439
Michael Beach;?;?;2015;197;4.6;?
Jon Gries;?;Durant's Never Closes;2016;155;?;tt3717088
Ben Kingsley;nm0001426;?;1994;?;7.3;tt0109579
?;nm0000273;The Heart Is a Lonely Hunter;1968;?;?;tt0063050
?;nm1072555;Deadpool 2;2018;489623;7.7;tt5463162
Justin Long;nm0519043;?;?;391070;7.1;tt0337978
?;nm0032628;?;2005;?;6.6;?
Tony Chiu-Wai Leung;nm0504897;?;2000;127463;?;?
Charles Aidman;nm0014493;Alien Zone;1978;717;4.6;?
Bryan Cranston;nm0186505;El Camino: A Breaking Bad Movie;?;189329;7.3;tt9243946
Aubrey Plaza;nm2201555;An Evening with Beverly Luff Linn;2018;4673;5.8;tt6518270
Kristen Wiig;nm1325419;?;?;18298;5.9;?
James Hong;?;China Gate;1957;?;?;?
?;nm0004887;?;2001;247922;6.6;tt0196229
?;nm0000910;?;1934;135;7.1;tt0025453
Milton Berle;nm0000926;Always Leave Them Laughing;?;331;?;?
?;nm0771993;Denial;?;?;?;?
Billy Dee Williams;nm0001850;?;?;?;?;?
Vic Mignogna;nm0586003;?;?;239;?;?
Stephen McHattie;?;Weirdos;2016;447;6.6;tt5058014
Matty Cardarople;?;?;2014;129824;?;tt2096672
Michael Vartan;nm0890232;Sand;?;?;?;?
?;nm0000167;?;1999;218083;?;tt0145660
Parker Posey;nm0000205;Coneheads;?;51627;5.3;?
?;?;2nd Date Sex;2019;810;?;?
Catherine Deneuve;nm0000366;Second Chance;?;241;6.2;?
?;nm5256984;?;2019;132;5.8;tt7973858
?;nm0818274;?;1985;1071805;8.5;tt0088763
Claudia Christian;nm0160004;The Garden;?;?;4.6;tt0436343
Anupam Kher;nm0451600;Kya Kehna;?;?;5.9;tt0250483
?;nm2019219;Christmas on the Square;2020;2162;5.3;tt10627548
Anna Chancellor;?;Hysteria;2011;?;6.7;tt1435513
Rosalind Russell;nm0751426;Live Love and Learn;1937;300;?;tt0029157
Macon Blair;nm0086301;Logan Lucky;2017;133545;7.0;?
?;nm0000075;?;?;1832;6.8;tt0049523
Colleen Camp;?;?;2019;301;6.3;tt0326716
Bailey Chase;nm0003082;Walk. Ride. Rodeo.;2019;1984;?;tt5848416
Toshiro Mifune;?;?;1959;?;6.8;?
?;nm0000264;?Que hace una chica como tu en un sitio como este?;?;152;?;tt0078544
Charles Martin Smith;?;No Deposit No Return;1976;1348;6.6;tt0074968
Bernie Mac;nm0005170;Pride;?;?;?;tt0475355
?;nm0004700;?;?;129;2.9;tt0883410
Chen Chang;nm0151654;Crouching Tiger Hidden Dragon;2000;?;?;tt0190332
RZA;?;Due Date;2010;?;?;?
Roscoe Lee Browne;nm0001975;Uptight;1968;619;7.3;tt0063748
?;nm0909768;The Goods: Live Hard Sell Hard;2009;20837;?;tt1092633
Stuart Pankin;nm0659573;The Dirt Bike Kid;1985;?;5.6;tt0090948
?;nm2395937;?;2012;70327;5.7;tt1586265
Julia Ormond;?;?;?;?;?;?
David Threlfall;nm0861915;?;?;35314;7.1;?
?;?;Being Rose;2017;?;5.7;tt5572232
?;nm0424318;Frieda;?;352;?;tt0039398
?;nm0001577;Tarzan's Secret Treasure;1941;2744;?;tt0034266
Sid Haig;nm0354085;Wonder Women;1973;569;4.7;tt0070926
Lucie Arnaz;?;Smoking Nonsmoking;2011;115;5.2;tt0469152
Mason Gamble;nm0001253;?;?;189;6.2;tt0201020
Claudette Colbert;nm0001055;?;1950;772;6.7;?
Ilfenesh Hadera;?;Chi-Raq;2015;9313;5.7;tt4594834
?;?;?;?;40195;6.0;tt1727770
Gillian Jacobs;nm1843026;?;2015;37180;5.1;tt2637294
Julianne Moore;?;Far from Heaven;2002;44212;7.3;?
Austin Pendleton;nm0671721;Queenie in Love;2001;304;6.8;tt0285963
Stacy Keach;nm0005078;?;?;?;?;?
Drew Barrymore;nm0000106;Ever After: A Cinderella Story;?;70039;7.0;tt0120631
?;nm0147147;?;2017;20118;6.3;?
?;nm0005460;My Family;1995;3744;?;tt0113896
John Pankow;nm0659601;Putzel;2012;232;?;tt1980218
Mel Ferrer;nm0002072;?;1967;27968;7.8;?
John Lynch;?;Alien Hunter;2003;4241;5.1;tt0327409
Justin Timberlake;?;The Love Guru;?;50684;3.8;?
?;?;Come Fill the Cup;?;418;?;tt0043424
Kelly Sullivan;nm2660424;Found in Time;?;170;4.8;tt1745701
?;nm0522909;Hot Tub Time Machine;2010;?;6.4;?
Debra Winger;nm0000700;?;1983;55778;7.4;?
John Cleese;?;?;?;189615;?;tt0143145
George Hamilton;?;The Godfather: Part III;1990;364339;?;?
?;?;Random Hearts;1999;20131;5.3;?
J. Smith-Cameron;nm0810397;Nancy;2018;2685;6.2;tt6509058
?;nm2952467;Body Waves;?;166;?;?
?;nm0001577;Tarzan Escapes;1936;3120;6.6;tt0028345
Cosmo Jarvis;nm4008605;Lady Macbeth;2016;20410;6.8;tt4291600
Fran Drescher;?;?;1980;?;6.3;tt0080881
Richard Jaeckel;nm0001395;?;1958;?;7.3;tt0051866
Boris Karloff;?;?;?;1821;6.5;tt0051542
Dennis Quaid;?;Horsemen;2009;?;5.6;tt0892767
?;nm1910274;Overlord;2018;?;6.6;tt4530422
?;?;?;?;?;5.8;tt1666335
Grant Bowler;nm0101198;?;2015;103;5.0;tt2974902
Terence Stamp;?;Spirits of the Dead;1968;5787;?;tt0063715
?;?;?;2013;?;?;?
?;nm3964231;The Appearance;?;1060;4.7;tt6857040
Meg Ryan;?;Kate & Leopold;2001;79430;?;?
?;nm0489837;Bananas;1971;34288;7.0;tt0066808
Malcolm McDowell;nm0000532;The Artist;2011;232067;?;tt1655442
?;?;?;2004;?;6.6;?
Sofie Grabol;?;Pelle the Conqueror;1987;?;?;tt0093713
Karina Arroyave;nm0037410;Adrift in Manhattan;2007;1647;5.5;tt0497316
Robin Williams;?;?;?;376897;8.0;?
