Jurgen Prochnow;?;In the Mouth of Madness;?;?;?;?
Terry Crews;?;Bridesmaids;2011;270768;?;?
Jeremy Renner;nm0719637;Lords of Dogtown;2005;?;7.1;?
?;nm0168262;Hart's War;?;50964;?;tt0251114
?;nm0001302;Death Wish;?;?;7.0;tt0071402
Rick Yune;nm0950935;?;2001;?;?;?
Domhnall Gleeson;nm1727304;?;?;309220;7.8;?
Michael Clarke Duncan;nm0003817;Cats & Dogs;2001;56915;5.1;?
Jacob Elordi;nm8624059;?;2018;?;?;?
Joanna Going;nm0324790;How to Make an American Quilt;?;?;6.3;?
Kim Dickens;?;?;2008;10168;?;tt0972883
?;?;?;1996;?;?;?
?;nm0000068;The Texans;?;?;?;tt0030850
?;?;The Reluctant Debutante;?;1372;?;?
Forest Whitaker;nm0001845;Taken 3;?;180473;?;tt2446042
?;nm1514763;?;2014;?;?;tt1373403
Maisie Williams;?;Then Came You;2018;10098;7.0;?
?;nm0651067;?;?;?;4.8;tt1231287
Hank Azaria;?;?;2007;?;7.3;tt0462538
Cherami Leigh;?;?;?;400;?;?
Ralph Macchio;?;?;?;80815;?;?
Chris Kattan;?;?;2013;?;?;?
?;?;?;?;?;5.6;?
?;nm0666788;?;?;?;?;?
?;?;?;?;?;6.2;tt0097166
Troy Baker;?;Detective Conan: The Fourteenth Target;1998;?;7.4;?
?;nm0236519;?;?;126719;?;tt0164912
Julianne Moore;?;?;?;38907;?;?
Roger Bart;?;?;2012;211;5.5;tt2090447
?;?;U Turn;?;49634;?;?
?;nm0220240;TV: The Movie;?;1080;?;tt0460952
Rupert Friend;nm1670029;?;2008;4439;?;tt0867334
?;?;?;?;?;?;tt0208988
?;?;Small Soldiers;?;92191;?;?
?;?;The Lonely Guy;1984;?;6.3;?
Roma Maffia;?;I Am Sam;?;143693;?;?
Patrick Fugit;?;?;2000;?;?;tt0181875
Mari Torocsik;nm0879556;?;?;138;4.8;tt0483093
?;nm0000057;?;?;1029;7.2;?
?;nm0006969;?;?;?;?;tt0243655
?;?;Two Moon Junction;1988;?;?;?
Brendan Sexton III;nm0786639;Beautiful Girl;2014;?;4.4;?
?;nm0001797;Don Juan DeMarco;1994;?;6.7;?
Terry Chen;?;War;2007;86072;6.2;tt0499556
?;?;?;?;435;?;tt0039053
Brian Posehn;?;?;?;?;?;?
Dominique Provost-Chalkley;nm3176450;The Curse of Buckout Road;?;371;4.0;?
?;?;?;?;?;3.7;?
?;nm0588777;Pros & Cons;1999;?;?;?
Irrfan Khan;nm0451234;Life in a Metro;?;?;7.4;?
?;?;Just Like Heaven;?;?;6.7;tt0425123
?;nm0726223;?;?;?;4.7;tt0119500
Monique Gabriela Curnen;?;Year by the Sea;?;?;?;tt4068586
?;nm2163204;?;2016;?;?;tt5806646
?;nm0781029;The Mouse That Roared;?;?;?;?
?;?;Honolulu Baby;2001;152;6.0;tt0251734
Peter Gallagher;nm0001251;?;1999;?;8.3;?
?;?;West of Here;2002;?;5.3;?
?;nm0000297;?;1990;?;?;?
Robert Conrad;?;Murph the Surf;?;?;?;?
Walter Brennan;nm0000974;Three Godfathers;?;666;7.3;tt0028367
Frances Fisher;nm0004920;Red Wing;?;303;?;?
?;nm0117412;Dragon Flies;?;1303;6.6;tt0073343
?;?;City Slickers II: The Legend of Curly's Gold;1994;?;5.6;tt0109439
Michael Beach;nm0004729;?;2015;?;4.6;tt3793648
?;nm0340973;Durant's Never Closes;?;155;5.5;tt3717088
?;nm0001426;?;?;?;7.3;tt0109579
?;nm0000273;?;?;?;7.6;?
?;?;?;?;?;7.7;?
?;nm0519043;?;?;391070;7.1;tt0337978
Amy Aquino;?;A Lot Like Love;2005;?;?;?
Tony Chiu-Wai Leung;nm0504897;In the Mood for Love;2000;127463;8.1;tt0118694
?;nm0014493;Alien Zone;1978;?;?;?
?;?;El Camino: A Breaking Bad Movie;?;189329;?;tt9243946
Aubrey Plaza;?;?;?;4673;5.8;?
?;?;?;2014;?;?;?
James Hong;nm0393222;?;?;?;?;?
?;nm0004887;Zoolander;?;?;6.6;?
?;nm0000910;?;1934;?;?;?
Milton Berle;nm0000926;?;?;331;5.9;tt0041115
?;nm0771993;?;1998;1016;?;tt0126861
Billy Dee Williams;nm0001850;The Final Comedown;1972;?;5.9;tt0068588
?;nm0586003;Martian Successor Nadesico - The Motion Picture: Prince of Darkness;?;?;?;tt0407924
?;nm0565569;Weirdos;?;?;6.6;?
?;nm1781213;?;?;?;5.6;?
Michael Vartan;?;?;2000;529;4.6;?
?;?;?;1999;218083;?;tt0145660
?;?;?;1993;51627;5.3;?
?;nm2050746;2nd Date Sex;?;810;5.5;tt7439748
?;?;?;1976;?;?;?
Charlotte Vega;?;Love Beats;2019;?;?;?
?;?;?;1985;1071805;?;tt0088763
?;?;The Garden;2006;695;?;tt0436343
?;nm0451600;Kya Kehna;?;?;?;tt0250483
?;?;?;?;?;?;?
?;nm0151250;Hysteria;2011;?;6.7;tt1435513
Rosalind Russell;?;Live Love and Learn;?;300;?;tt0029157
?;nm0086301;?;?;133545;7.0;tt5439796
?;nm0000075;The Mountain;1956;?;6.8;tt0049523
Colleen Camp;nm0131974;5/25/1977;?;301;?;?
?;?;Walk. Ride. Rodeo.;2019;1984;6.4;?
?;?;Dokuritsu gurentai;1959;169;?;tt0052747
Pedro Almodovar;nm0000264;?Que hace una chica como tu en un sitio como este?;1978;152;5.1;?
?;nm0001747;?;?;?;?;tt0074968
?;nm0005170;?;2007;6215;?;tt0475355
Tatyana Ali;?;?;2008;?;2.9;?
?;nm0151654;Crouching Tiger Hidden Dragon;?;255050;?;?
RZA;?;?;?;325626;6.5;tt1231583
?;nm0001975;?;1968;619;?;?
?;?;The Goods: Live Hard Sell Hard;2009;20837;5.8;?
Stuart Pankin;nm0659573;The Dirt Bike Kid;?;?;5.6;tt0090948
Brooklyn Decker;?;?;?;70327;?;tt1586265
?;?;?;?;?;6.1;tt0223954
David Threlfall;?;Nowhere Boy;?;35314;7.1;?
Cindy Pickett;nm0681882;?;2017;286;5.7;?
Glynis Johns;nm0424318;Frieda;?;?;?;?
Maureen O'Sullivan;nm0001577;Tarzan's Secret Treasure;1941;2744;6.6;?
?;?;Wonder Women;1973;569;4.7;tt0070926
Lucie Arnaz;?;?;?;115;5.2;?
?;?;?;2001;189;6.2;tt0201020
?;nm0001055;The Secret Fury;1950;?;?;tt0042935
Ilfenesh Hadera;nm3947644;?;2015;9313;5.7;tt4594834
?;nm0080276;?;?;40195;6.0;tt1727770
Gillian Jacobs;nm1843026;Hot Tub Time Machine 2;2015;37180;5.1;tt2637294
Julianne Moore;nm0000194;Far from Heaven;?;44212;?;?
Austin Pendleton;nm0671721;Queenie in Love;2001;304;6.8;?
Stacy Keach;nm0005078;The Killer Inside Me;?;377;6.0;?
