Jurgen Prochnow;nm0001638;In the Mouth of Madness;1994;62308;?;tt0113409
Terry Crews;nm0187719;?;?;270768;6.8;tt1478338
Jeremy Renner;?;?;2005;52308;?;?
Rory Cochrane;nm0168262;Hart's War;2002;?;6.3;?
Christopher Guest;nm0001302;Death Wish;1974;36168;?;?
Rick Yune;nm0950935;The Fast and the Furious;2001;351156;6.8;tt0232500
Domhnall Gleeson;nm1727304;About Time;2013;309220;?;tt2194499
Michael Clarke Duncan;nm0003817;?;2001;56915;5.1;?
?;nm8624059;The Kissing Booth;2018;68424;?;tt3799232
?;nm0324790;How to Make an American Quilt;1995;10765;6.3;tt0113347
?;nm0225332;Red;2008;10168;7.0;tt0972883
Peter Facinelli;nm0004906;Foxfire;1996;?;?;tt0116353
?;nm0000068;The Texans;?;?;6.3;tt0030850
John Saxon;nm0768334;The Reluctant Debutante;1958;1372;6.9;tt0052126
Forest Whitaker;?;Taken 3;2014;180473;6.0;tt2446042
Amin Joseph;nm1514763;American Weapon;2014;157;2.4;tt1373403
?;nm3586035;?;2018;?;7.0;tt4859168
Ana Ortiz;?;?;2009;10918;4.8;tt1231287
Hank Azaria;nm0000279;The Simpsons Movie;2007;310514;7.3;tt0462538
Cherami Leigh;nm0473873;?;?;?;?;tt3163844
Ralph Macchio;nm0001494;?;1986;80815;6.1;tt0091326
Chris Kattan;nm0441592;?;2013;1263;?;tt1227931
Joshua John Miller;nm0588679;Communion;1989;5608;5.6;tt0097100
Christiane Paul;nm0666788;Neues vom Wixxer;2007;4572;6.1;tt0446009
William Forsythe;?;Dead Bang;1989;3349;6.2;tt0097166
?;nm1684869;Detective Conan: The Fourteenth Target;?;2057;7.4;tt0965649
Brian Doyle-Murray;nm0236519;?;1999;126719;5.9;tt0164912
Julianne Moore;nm0000194;The Hand That Rocks the Cradle;1992;38907;6.7;tt0104389
?;nm0058372;A Green Story;2012;211;5.5;?
Claire Danes;nm0000132;U Turn;?;49634;6.8;?
Eugenio Derbez;nm0220240;TV: The Movie;2006;1080;3.3;tt0460952
Rupert Friend;nm1670029;Jolene;?;?;6.4;tt0867334
Johnny Strong;nm0835001;Get Carter;?;32795;?;?
Ernest Borgnine;?;Small Soldiers;1998;?;?;tt0122718
