220086;BETH ISRAEL DEACONESS MEDICAL CENTER;330 BROOKLINE AVENUE;BOSTON;MA;MA - Boston;43;10875.0;8763.0;8103.0;202;BRONCHITIS & ASTHMA W CCMCC
?;SOUTHEAST MISSOURI HOSPITAL;1701 LACEY ST;CAPE GIRARDEAU;?;MO - Cape Girardeau;69;13278.0;3293.0;?;?;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WO CCMCC
390065;GETTYSBURG HOSPITAL;?;?;?;?;25;8062.0;3818.0;?;310;?
220033;?;?;?;?;MA - Boston;?;13171.0;7871.0;6984.0;65;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC
?;RICHMOND UNIVERSITY MEDICAL CENTER;?;STATEN ISLAND;?;?;?;?;7017.0;?;?;?
360180;CLEVELAND CLINIC;9500 EUCLID AVENUE;CLEVELAND;?;?;?;22997.0;?;5201.0;309;?
50006;ST JOSEPH HOSPITAL;2700 DOLBEER ST;EUREKA;?;?;12;?;?;?;?;?
340014;FORSYTH MEMORIAL HOSPITAL;?;WINSTON-SALEM;NC;NC - Winston-Salem;31;11543.0;?;4791.0;202;?
360066;ST RITA\S MEDICAL CENTER;?;LIMA;OH;OH - Dayton;17;41310.0;9319.0;8459.0;254;OTHER VASCULAR PROCEDURES WO CCMCC
?;ST JOSEPH MEDICAL CENTER;?;TACOMA;WA;?;?;?;?;3438.0;?;?
?;NORTHERN LOUISIANA MEDICAL CENTER;?;?;?;LA - Shreveport;?;19144.0;4182.0;3480.0;?;?
?;?;19829 NORTH 27TH AVENUE;?;AZ;?;?;?;?;11449.0;177;?
430027;?;1305 W 18TH ST  PO BOX 5039;SIOUX FALLS;?;SD - Sioux Falls;?;?;5394.0;4508.0;?;?
?;?;1600 N ROSE AVE;?;CA;CA - Ventura;69;?;?;5322.0;603;CELLULITIS WO MCC
?;SAINT JOHN\S HEALTH SYSTEM;?;?;?;?;?;?;6125.0;5168.0;292;HEART FAILURE & SHOCK W CC
?;?;?;PAMPA;?;?;13;?;8659.0;?;?;HEART FAILURE & SHOCK W MCC
?;CENTURA HEALTH-PORTER ADVENTIST HOSPITAL;2525 S DOWNING ST;?;CO;?;?;58756.0;12287.0;?;377;?
?;TRUMBULL MEMORIAL HOSPITAL;?;?;?;?;?;?;?;?;194;?
50764;?;?;REDDING;?;CA - Redding;?;32580.0;?;?;?;?
?;?;2025 MORSE AVENUE;SACRAMENTO;?;CA - Sacramento;?;22402.0;?;?;683;?
140184;?;3333 W DE YOUNG;?;IL;KY - Paducah;?;?;8608.0;7786.0;482;HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT WO CCMCC
