10025;GEORGE H-- LANIER MEMORIAL HOSPITAL;4800 48TH ST;VALLEY;AL;AL - Birmingham;53;20538.0;12030.0;9802.0;871;SEPTICEMIA OR SEVERE SEPSIS WO MV 96+ HOURS W MCC
260110;?;1701 LACEY ST;CAPE GIRARDEAU;?;MO - Cape Girardeau;?;?;3293.0;2263.0;310;?
390065;?;?;GETTYSBURG;?;?;25;?;3818.0;2351.0;310;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WO CCMCC
220033;BEVERLY HOSPITAL CORPORATION;85 HERRICK STREET;?;MA;MA - Boston;?;13171.0;?;?;65;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC
330028;RICHMOND UNIVERSITY MEDICAL CENTER;?;?;NY;NY - Manhattan;?;?;?;?;?;SIGNS & SYMPTOMS WO MCC
360180;CLEVELAND CLINIC;?;CLEVELAND;OH;?;?;22997.0;6388.0;?;309;?
?;?;2700 DOLBEER ST;?;CA;?;?;?;4987.0;?;918;POISONING & TOXIC EFFECTS OF DRUGS WO MCC
340014;FORSYTH MEMORIAL HOSPITAL;?;?;?;NC - Winston-Salem;31;?;?;?;202;?
?;?;?;LIMA;?;OH - Dayton;17;41310.0;9319.0;?;254;?
?;?;1717 SOUTH J STREET;TACOMA;WA;?;23;27803.0;5755.0;3438.0;?;?
?;NORTHERN LOUISIANA MEDICAL CENTER;401 EAST VAUGHN AVENUE;RUSTON;LA;?;16;?;4182.0;?;948;SIGNS & SYMPTOMS WO MCC
30092;JOHN C LINCOLN DEER VALLEY HOSPITAL;?;?;?;?;?;47562.0;12719.0;11449.0;?;RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC
?;SANFORD USD MEDICAL CENTER;1305 W 18TH ST  PO BOX 5039;SIOUX FALLS;SD;SD - Sioux Falls;?;?;5394.0;?;309;?
?;ST JOHNS REGIONAL MEDICAL CENTER;?;?;CA;CA - Ventura;?;35177.0;?;?;?;CELLULITIS WO MCC
150088;?;2015 JACKSON ST;ANDERSON;IN;IN - Indianapolis;?;?;?;5168.0;292;HEART FAILURE & SHOCK W CC
?;PAMPA REGIONAL MEDICAL CENTER;?;PAMPA;?;?;?;31463.0;8659.0;7965.0;291;HEART FAILURE & SHOCK W MCC
?;CENTURA HEALTH-PORTER ADVENTIST HOSPITAL;2525 S DOWNING ST;DENVER;CO;?;?;58756.0;12287.0;?;377;?
360055;?;1350 EAST MARKET STREET;?;?;?;75;23894.0;5467.0;4718.0;194;SIMPLE PNEUMONIA & PLEURISY W CC
50764;SHASTA REGIONAL MEDICAL CENTER;1100 BUTTE ST;REDDING;CA;?;?;32580.0;?;6772.0;?;SIMPLE PNEUMONIA & PLEURISY W CC
50425;?;2025 MORSE AVENUE;SACRAMENTO;CA;CA - Sacramento;21;?;7272.0;?;?;RENAL FAILURE W CC
140184;?;3333 W DE YOUNG;MARION;?;KY - Paducah;15;?;8608.0;?;482;HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT WO CCMCC
230097;MUNSON MEDICAL CENTER;?;?;?;MI - Traverse City;?;42546.0;?;?;?;OTHER VASCULAR PROCEDURES WO CCMCC
50599;?;?;SACRAMENTO;CA;?;?;64569.0;?;14942.0;372;MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC
170142;MERCY REGIONAL HEALTH CENTER;1823 COLLEGE AVE;MANHATTAN;?;KS - Topeka;?;56003.0;10615.0;9587.0;?;?
?;?;?;BROOKLYN;?;NY - Manhattan;21;10559.0;8422.0;7622.0;379;G--I-- HEMORRHAGE WO CCMCC
?;SKOKIE HOSPITAL;9600 GROSS POINT ROAD;SKOKIE;IL;IL - Evanston;?;75001.0;15230.0;11762.0;247;?
?;?;?;BLUE SPRINGS;?;?;?;22503.0;4132.0;3305.0;?;CHRONIC OBSTRUCTIVE PULMONARY DISEASE WO CCMCC
?;ST VINCENT HSPTL;?;GREEN BAY;?;?;?;63153.0;?;?;253;?
210056;?;?;BALTIMORE;MD;MD - Baltimore;46;12089.0;11363.0;10492.0;193;SIMPLE PNEUMONIA & PLEURISY W MCC
50057;KAWEAH DELTA MEDICAL CENTER;?;?;CA;CA - Bakersfield;?;?;41232.0;?;207;?
?;GLENDALE MEM HOSPITAL & HLTH CENTER;1420 S CENTRAL AVE;GLENDALE;CA;?;?;?;8129.0;?;?;CELLULITIS WO MCC
50396;SANTA BARBARA COTTAGE HOSPITAL;?;SANTA BARBARA;CA;?;144;?;7392.0;?;491;?
180029;?;?;HAZARD;KY;KY - Lexington;63;?;?;3427.0;948;SIGNS & SYMPTOMS WO MCC
?;?;?;?;VA;?;70;?;8865.0;7683.0;872;?
?;HENNEPIN COUNTY MEDICAL CENTER;?;MINNEAPOLIS;?;?;?;?;6621.0;6313.0;303;?
450229;HENDRICK MEDICAL CENTER;?;ABILENE;?;?;43;107339.0;30138.0;27952.0;?;?
100232;PUTNAM COMMUNITY MEDICAL CENTER;611 ZEAGLER DR;PALATKA;?;FL - Gainesville;?;115937.0;?;23175.0;329;?
?;?;5501 OLD YORK ROAD;?;?;PA - Philadelphia;26;41693.0;?;19065.0;?;RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC
360035;MOUNT CARMEL HEALTH;793 WEST STATE STREET;?;?;OH - Columbus;176;?;?;3968.0;690;KIDNEY & URINARY TRACT INFECTIONS WO MCC
100071;?;?;BROOKSVILLE;FL;FL - Hudson;19;74490.0;?;9700.0;377;G--I-- HEMORRHAGE W MCC
?;SAINT MARY\S REGIONAL MEDICAL CENTER;235 W 6TH ST;RENO;NV;NV - Reno;14;?;?;?;?;SYNCOPE & COLLAPSE
?;NORTHWEST TEXAS HOSPITAL;?;?;?;TX - Amarillo;22;46020.0;?;12848.0;177;?
?;TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON;?;?;?;TX - Dallas;116;?;?;?;?;SIMPLE PNEUMONIA & PLEURISY W CC
140067;SAINT FRANCIS MEDICAL CENTER;530 NE GLEN OAK AVE;?;IL;IL - Peoria;?;75507.0;14347.0;?;377;G--I-- HEMORRHAGE W MCC
150006;INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL;?;LA PORTE;IN;?;?;23251.0;5243.0;?;191;?
360239;KETTERING MEDICAL CENTER - SYCAMORE;4000 MIAMISBURG-CENTERVILLE ROAD;?;OH;OH - Kettering;17;27735.0;7812.0;?;189;?
?;MEDICAL ARTS HOSPITAL;?;LAMESA;TX;TX - Lubbock;20;7173.0;6660.0;5876.0;690;KIDNEY & URINARY TRACT INFECTIONS WO MCC
340131;CAROLINA EAST MEDICAL CENTER;2000 NEUSE BLVD;NEW BERN;?;NC - Greenville;36;?;?;16475.0;253;?
?;?;?;EAST CHICAGO;IN;?;?;11337.0;?;2947.0;?;?
?;UNIVERSITY OF NORTH CAROLINA HOSPITAL;101 MANNING DRIVE;CHAPEL HILL;NC;?;?;?;11851.0;?;689;KIDNEY & URINARY TRACT INFECTIONS W MCC
360066;ST RITA\S MEDICAL CENTER;730 WEST MARKET STREET;LIMA;OH;OH - Dayton;98;44882.0;?;?;?;SEPTICEMIA OR SEVERE SEPSIS WO MV 96+ HOURS W MCC
50441;STANFORD HOSPITAL;300 PASTEUR DRIVE;STANFORD;?;?;?;?;?;22553.0;57;?
?;MEMORIAL HERMANN NORTHEAST;18951 MEMORIAL NORTH;HUMBLE;TX;TX - Houston;11;56942.0;22130.0;17076.0;238;?
500088;VALLEY MEDICAL CENTER;?;RENTON;WA;?;?;46730.0;?;10553.0;?;HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT WO CCMCC
?;?;301 TYSON AV;PARIS;TN;TN - Jackson;11;?;4176.0;3309.0;638;DIABETES W CC
?;?;?;?;IL;?;113;27620.0;5138.0;?;?;SYNCOPE & COLLAPSE
