?;?;8;307.0;130.0;?;12.0;70;US
Buick Skylark 320;15.0;8;?;165.0;3693.;11.5;70;US
Plymouth Satellite;18.0;8;318.0;150.0;?;11.0;70;US
AMC Rebel SST;16.0;8;?;?;3433.;?;70;?
Ford Torino;17.0;?;302.0;140.0;3449.;10.5;70;US
?;?;8;?;198.0;?;10.0;70;US
?;14.0;8;454.0;220.0;4354.;?;70;US
Plymouth Fury iii;14.0;8;440.0;215.0;4312.;?;?;?
Pontiac Catalina;?;8;?;225.0;4425.;10.0;70;US
?;15.0;8;?;190.0;?;8.5;?;?
Citroen DS-21 Pallas;0;?;133.0;?;3090.;17.5;70;Europe
Chevrolet Chevelle Concours (sw);0;8;?;165.0;?;?;70;US
?;0;8;?;?;4034.;11.0;70;US
?;0;8;383.0;175.0;4166.;10.5;70;US
AMC Rebel SST (sw);0;8;360.0;175.0;?;11.0;70;US
Dodge Challenger SE;?;8;383.0;170.0;3563.;?;70;?
?;14.0;8;?;160.0;3609.;8.0;?;US
Ford Mustang Boss 302;0;8;?;140.0;3353.;8.0;70;?
?;?;?;?;?;?;9.5;70;US
Buick Estate Wagon (sw);14.0;?;?;225.0;3086.;10.0;?;US
Toyota Corolla Mark ii;24.0;4;113.0;95.00;2372.;15.0;?;Japan
?;?;6;?;95.00;2833.;?;70;US
?;18.0;?;199.0;97.00;2774.;15.5;70;US
Ford Maverick;21.0;6;200.0;85.00;?;16.0;?;US
?;27.0;?;97.00;88.00;?;?;70;Japan
Volkswagen 1131 Deluxe Sedan;26.0;4;97.00;?;?;20.5;?;?
?;?;4;?;?;2672.;17.5;?;Europe
?;24.0;?;107.0;?;?;14.5;70;Europe
Saab 99e;?;4;104.0;?;2375.;17.5;?;?
?;26.0;?;121.0;113.0;2234.;12.5;70;Europe
AMC Gremlin;21.0;6;199.0;90.00;2648.;?;70;US
Ford F250;?;8;360.0;215.0;4615.;?;70;US
?;?;8;307.0;200.0;?;15.0;?;?
Dodge D200;11.0;8;318.0;210.0;4382.;13.5;70;US
Hi 1200D;9.0;8;304.0;193.0;4732.;?;70;?
Datsun PL510;27.0;4;97.00;88.00;?;?;?;Japan
Chevrolet Vega 2300;28.0;?;?;90.00;2264.;15.5;71;US
?;25.0;?;113.0;95.00;2228.;14.0;?;Japan
?;25.0;?;98.00;?;2046.;19.0;?;?
Volkswagen Super Beetle 117;?;4;97.00;48.00;1978.;20.0;?;Europe
AMC Gremlin;?;6;232.0;?;2634.;13.0;71;US
Plymouth Satellite Custom;16.0;?;?;105.0;?;?;71;US
?;17.0;6;?;100.0;3329.;?;71;US
?;19.0;6;?;88.00;3302.;?;?;?
?;18.0;6;?;?;3288.;?;?;US
?;14.0;8;350.0;?;?;?;71;?
Pontiac Catalina Brougham;14.0;?;400.0;175.0;?;11.5;?;US
Ford Galaxie 500;14.0;8;351.0;?;?;13.5;71;US
Plymouth Fury iii;?;?;318.0;150.0;?;?;71;US
Dodge Monaco (sw);12.0;8;383.0;?;4955.;11.5;?;US
?;?;8;400.0;?;4746.;?;71;US
?;?;?;400.0;175.0;?;12.0;71;US
AMC Hornet Sportabout (sw);?;6;?;110.0;?;13.5;?;US
Chevrolet Vega (sw);22.0;4;140.0;72.00;2408.;?;71;US
Pontiac Firebird;?;6;250.0;100.0;3282.;15.0;?;?
Ford Mustang;18.0;?;250.0;88.00;3139.;?;71;US
Mercury Capri 2000;23.0;?;?;86.00;2220.;?;?;US
?;28.0;4;116.0;90.00;2123.;14.0;71;Europe
