4419;Type_of_Control;Non-Profit
1117;Productive_Hours;135686
1777;Productive_Hours;61004
998;Type_of_Control;Non-Profit
4637;Productive_Hours_per_Adjusted_Patient_Day;3.64
1249;Productive_Hours;1323012
5894;Productive_Hours_per_Adjusted_Patient_Day;0.0
3745;Productive_Hours;0
4675;Productive_Hours_per_Adjusted_Patient_Day;1.63
888;Hours_Type;General Services Cost Centers
5110;Productive_Hours_per_Adjusted_Patient_Day;5.25
2234;County_Name;Alameda
1336;County_Name;Fresno
1444;Facility_Name;ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH
1877;Facility_Number;106074039.0
1861;Facility_Name;WESTERN MEDICAL CENTER - SANTA ANA
3595;Type_of_Control;Non-Profit
2870;County_Name;Los Angeles
1696;Type_of_Control;Non-Profit
3336;County_Name;Los Angeles
5630;Year;2013
2728;Year;2010
352;Hours_Type;Education Cost Centers
3877;Facility_Name;KAISER FOUNDATION HOSPITAL - WOODLAND HILLS
274;County_Name;Los Angeles
4057;Hours_Type;Technician & Specialist
4684;Hours_Type;Technician & Specialist
2828;Hours_Type;Aides & Orderlies
617;Year;2011
3666;Hours_Type;Administrative Services Cost Centers
4560;Facility_Name;COALINGA REGIONAL MEDICAL CENTER
4925;Year;2009
1462;County_Name;Los Angeles
3968;Facility_Name;MOTION PICTURE & TELEVISION HOSPITAL
4157;Facility_Number;106321016.0
1587;Productive_Hours;161350
5436;Type_of_Control;Investor
2100;Productive_Hours;6329
5615;County_Name;Riverside
1455;Year;2011
2349;County_Name;Ventura
237;Type_of_Control;Non-Profit
4556;Productive_Hours_per_Adjusted_Patient_Day;1.75
4036;Facility_Name;MENDOCINO COAST DISTRICT HOSPTIAL
2170;Facility_Name;ST. VINCENT MEDICAL CENTER
2562;Facility_Name;KEDREN COMMUNITY MENTAL HEALTH CENTER
1082;Productive_Hours_per_Adjusted_Patient_Day;1.02
2087;Hours_Type;Fiscal Services Cost Centers
5931;Productive_Hours;0
5778;Productive_Hours;0
2441;Facility_Number;106301262.0
3728;Type_of_Control;Non-Profit
954;Year;2011
5192;Facility_Name;THOUSAND OAKS SURGICAL HOSPITAL
4819;Facility_Number;106361343.0
776;Facility_Number;106560838.0
427;Productive_Hours;2960
1683;Productive_Hours;0
538;Productive_Hours_per_Adjusted_Patient_Day;1.56
2611;Productive_Hours_per_Adjusted_Patient_Day;0.14
1340;County_Name;Kern
48;Facility_Number;106301140.0
3958;County_Name;Merced
1794;Type_of_Control;Investor
502;Productive_Hours_per_Adjusted_Patient_Day;7.31
3625;Productive_Hours_per_Adjusted_Patient_Day;9.33
72;Hours_Type;Technician & Specialist
4792;County_Name;Ventura
1595;Facility_Name;MEMORIAL HOSPITAL MODESTO
4233;County_Name;Alameda
1631;Type_of_Control;Investor
1727;Type_of_Control;Investor
2946;County_Name;Orange
4875;Type_of_Control;State
2207;County_Name;Kings
4426;Productive_Hours;3734
130;Facility_Number;106361246.0
293;Type_of_Control;Investor
5445;Facility_Number;106340913.0
1456;Productive_Hours;3771
5786;County_Name;Los Angeles
3846;Productive_Hours_per_Adjusted_Patient_Day;1.38
673;Year;2009
4556;Type_of_Control;Non-Profit
3707;Facility_Number;106540816.0
3158;Facility_Number;106301258.0
3871;Productive_Hours_per_Adjusted_Patient_Day;1.0
25;Facility_Name;HENRY MAYO NEWHALL MEMORIAL HOSPITAL
3168;Productive_Hours_per_Adjusted_Patient_Day;3.11
5447;Facility_Number;106374084.0
728;County_Name;Trinity
3253;Productive_Hours;47264
4172;Facility_Name;HUNTINGTON BEACH HOSPITAL
5019;Type_of_Control;Non-Profit
5369;Productive_Hours;0
1612;County_Name;Los Angeles
3883;Facility_Number;106371256.0
4785;Facility_Number;106010782.0
787;Year;2013
4916;Productive_Hours_per_Adjusted_Patient_Day;2.71
2865;Productive_Hours;845
4845;Productive_Hours;26344
1865;Hours_Type;Environmental & Food Services
1820;County_Name;Sacramento
3925;Productive_Hours_per_Adjusted_Patient_Day;2.37
3360;Year;2009
3920;Facility_Number;106304045.0
2988;Type_of_Control;Non-Profit
2167;Facility_Number;106190232.0
4195;Type_of_Control;District
1114;Facility_Name;MEMORIAL HOSPITAL MODESTO
5842;Type_of_Control;Non-Profit
4492;Productive_Hours;496846
3568;Facility_Name;CHAPMAN MEDICAL CENTER
454;Productive_Hours_per_Adjusted_Patient_Day;3.97
5759;Productive_Hours;15865
2445;Hours_Type;General Services Cost Centers
599;Hours_Type;Fiscal Services Cost Centers
3358;Productive_Hours;41251
2094;Type_of_Control;Investor
4132;Productive_Hours_per_Adjusted_Patient_Day;2.11
4536;Hours_Type;Other
1693;Type_of_Control;Non-Profit
3078;Hours_Type;Daily Cost Centers
2034;Productive_Hours_per_Adjusted_Patient_Day;7.06
168;County_Name;Los Angeles
3182;Productive_Hours_per_Adjusted_Patient_Day;9.72
5740;Productive_Hours;0
1711;Facility_Name;ST. FRANCIS MEDICAL CENTER
3595;Hours_Type;Registered Nurse
4430;Productive_Hours_per_Adjusted_Patient_Day;1.08
816;Facility_Name;JEWISH HOME
5967;Productive_Hours;13306
3055;Facility_Number;106560481.0
2793;Productive_Hours_per_Adjusted_Patient_Day;7.84
2117;Year;2009
5934;Hours_Type;Administrative Services Cost Centers
408;Productive_Hours_per_Adjusted_Patient_Day;2.33
3142;Facility_Name;SANTA ROSA MEMORIAL HOSPITAL
4048;Year;2012
2157;Productive_Hours_per_Adjusted_Patient_Day;8.63
2054;Productive_Hours_per_Adjusted_Patient_Day;6.12
2462;Productive_Hours;153195
1598;Type_of_Control;Investor
5266;Productive_Hours;79459
1524;Year;2012
4201;Type_of_Control;Non-Profit
3655;Type_of_Control;Investor
5832;Facility_Number;106190878.0
2279;Hours_Type;Licensed Vocational Nurse
5149;Year;2010
3150;Facility_Number;106034002.0
960;Type_of_Control;Non-Profit
3245;Facility_Name;COLORADO RIVER MEDICAL CENTER
5639;Facility_Name;DOCTORS HOSPITAL OF MANTECA
2796;Facility_Number;106392232.0
313;Productive_Hours_per_Adjusted_Patient_Day;1.7
4123;Type_of_Control;Investor
4702;Facility_Name;KERN MEDICAL CENTER
3969;Productive_Hours;30382
1176;Hours_Type;Contracted Registry Nursing
