10065;'RUSSELL HOSPITAL';'3316 HIGHWAY 280';'ALEXANDER CITY';AL;'AL - Birmingham';13;13097.0;8225.0;7448.0;178;RESPIRATORY INFECTIONS & INFLAMMATIONS W CC'
450046;'CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI';'600 ELIZABETH STREET';'CORPUS CHRISTI';TX;?;?;?;13956.0;11304.0;?;MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WO MCC'
?;'EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER';'217 SOUTH THIRD STREET';DANVILLE;KY;'KY - Lexington';?;47762.0;12012.0;10967.0;249;PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT WO MCC'
?;'UNITY HOSPITAL';'550 OSBORNE ROAD';FRIDLEY;?;'MN - Minneapolis';?;61914.0;18615.0;14069.0;243;PERMANENT CARDIAC PACEMAKER IMPLANT W CC'
310034;'RIVERVIEW MEDICAL CENTER';'ONE RIVERVIEW PLAZA';?;?;'NJ - Camden';?;111919.0;23502.0;22426.0;?;SPINAL FUSION EXCEPT CERVICAL WO MCC'
390185;?;'700 EAST BROAD STREET';HAZLETON;?;?;71;21791.0;6155.0;5464.0;872;SEPTICEMIA OR SEVERE SEPSIS WO MV 96+ HOURS WO MCC'
250094;'WESLEY MEDICAL CENTER';?;HATTIESBURG;MS;'MS - Hattiesburg';19;61773.0;?;14224.0;330;MAJOR SMALL & LARGE BOWEL PROCEDURES W CC'
450102;'MOTHER FRANCES HOSPITAL';'800 EAST DAWSON';TYLER;TX;?;30;?;?;31450.0;870;SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS'
140007;'PROVENA ST JOSEPH MEDICAL CENTER';'333 N MADISON';JOLIET;IL;'IL - Joliet';160;?;6212.0;5436.0;378;G--I-- HEMORRHAGE W CC'
490018;?;'78 MEDICAL CENTER DRIVE';?;VA;?;?;8190.0;?;?;292;HEART FAILURE & SHOCK W CC'
450388;'METHODIST HOSPITAL';'7700 FLOYD CURL DR';'SAN ANTONIO';TX;'TX - San Antonio';?;26625.0;5850.0;5047.0;57;DEGENERATIVE NERVOUS SYSTEM DISORDERS WO MCC'
450040;?;'3615 19TH STREET';LUBBOCK;TX;'TX - Lubbock';25;70447.0;8738.0;7943.0;?;RED BLOOD CELL DISORDERS W MCC'
280128;'NEBRASKA HEART HOSPITAL';?;LINCOLN;NE;'NE - Lincoln';67;27767.0;?;13381.0;243;PERMANENT CARDIAC PACEMAKER IMPLANT W CC'
340115;?;'155 MEMORIAL DRIVE';PINEHURST;NC;?;46;?;14579.0;13748.0;253;?
?;?;'550 PEACHTREE ST NE';ATLANTA;?;'GA - Atlanta';20;?;9712.0;9039.0;178;RESPIRATORY INFECTIONS & INFLAMMATIONS W CC'
450102;?;'800 EAST DAWSON';TYLER;TX;'TX - Tyler';53;32495.0;4373.0;?;?;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WO CCMCC'
350011;?;'801 BROADWAY NORTH';FARGO;ND;'ND - FargoMoorhead MN';34;?;?;2542.0;313;CHEST PAIN'
230020;'OAKWOOD HOSPITAL AND MEDICAL CENTER';'18101 OAKWOOD BLVD';?;MI;'MI - Dearborn';285;?;?;?;190;CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC'
60064;'CENTURA HEALTH-PORTER ADVENTIST HOSPITAL';?;DENVER;CO;'CO - Denver';18;36926.0;?;6401.0;65;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC'
140290;'ST ALEXIUS MEDICAL CENTER';'1555 N BARRINGTON RD';'HOFFMAN ESTATES';?;'IL - Elgin';?;48413.0;?;9707.0;?;OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC'
70015;'NEW MILFORD HOSPITAL';?;?;CT;'CT - New Haven';14;?;8315.0;7354.0;65;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC'
?;?;'148 CHESTNUT STREET';?;MA;?;14;10674.0;4142.0;3259.0;149;DYSEQUILIBRIUM'
