1521;InertialMeasurementUnit R-SHOE Body_Ax;39
830;InertialMeasurementUnit LUA gyroX;169.0
64;Accelerometer HIP accZ;327.0
765;InertialMeasurementUnit L-SHOE Body_Ay;653
1025;InertialMeasurementUnit R-SHOE AngVelNavFrameX;-1027
1791;InertialMeasurementUnit L-SHOE Body_Ay;653
462;Accelerometer LH accX;359.0
1539;Accelerometer LUA_ accX;100.0
155;InertialMeasurementUnit RUA gyroX;255.0
1325;InertialMeasurementUnit L-SHOE Nav_Az;-523
1755;Accelerometer HIP accZ;556.0
606;Accelerometer HIP accZ;116.0
158;InertialMeasurementUnit RLA accX;-439.0
896;Accelerometer LH accX;138.0
39;InertialMeasurementUnit RLA accX;-816.0
35;InertialMeasurementUnit LLA accY;-71.0
721;InertialMeasurementUnit L-SHOE EuZ;173
1664;InertialMeasurementUnit R-SHOE AngVelNavFrameY;38
1532;InertialMeasurementUnit R-SHOE Body_Ax;360
1818;InertialMeasurementUnit R-SHOE Compass;-90
1454;Accelerometer LH accX;408.0
626;Accelerometer LH accX;217.0
1679;InertialMeasurementUnit R-SHOE AngVelNavFrameX;-9
313;InertialMeasurementUnit LUA gyroX;-662.0
552;Accelerometer LUA_ accX;-167.0
1432;InertialMeasurementUnit RUA gyroX;-698.0
319;InertialMeasurementUnit L-SHOE Body_Ay;149
887;InertialMeasurementUnit R-SHOE Body_Ax;425
169;Accelerometer LUA_ accX;16.0
2399;Accelerometer LH accX;102.0
957;Accelerometer RUA^ accY;1171.0
852;InertialMeasurementUnit R-SHOE Body_Ax;269
672;InertialMeasurementUnit R-SHOE Body_Ax;312
1575;InertialMeasurementUnit RLA accX;-885.0
664;InertialMeasurementUnit RUA gyroX;-2186.0
1874;InertialMeasurementUnit L-SHOE EuZ;-205
2125;Accelerometer RUA^ accY;874.0
1219;InertialMeasurementUnit R-SHOE AngVelNavFrameY;-57
144;InertialMeasurementUnit R-SHOE Body_Ax;311
140;InertialMeasurementUnit R-SHOE AngVelNavFrameX;-48
2011;InertialMeasurementUnit L-SHOE Body_Ay;658
2089;InertialMeasurementUnit R-SHOE Body_Ax;221
2160;Accelerometer HIP accZ;-12.0
2240;InertialMeasurementUnit LUA gyroX;130.0
22;Accelerometer RUA^ accY;1092.0
2218;InertialMeasurementUnit L-SHOE EuZ;-176
98;InertialMeasurementUnit R-SHOE AngVelNavFrameX;-189
408;InertialMeasurementUnit RLA accX;-795.0
411;Accelerometer RUA^ accY;952.0
576;InertialMeasurementUnit R-SHOE AngVelNavFrameX;-45
1449;InertialMeasurementUnit R-SHOE Compass;-1
861;Accelerometer LUA_ accX;48.0
165;InertialMeasurementUnit L-SHOE Body_Ay;2141
316;Accelerometer LH accX;82.0
107;InertialMeasurementUnit LLA accY;-412.0
989;InertialMeasurementUnit RUA gyroX;51.0
804;InertialMeasurementUnit L-SHOE Nav_Az;24
1167;InertialMeasurementUnit LLA accY;-274.0
986;InertialMeasurementUnit R-SHOE Compass;19
1869;Accelerometer HIP accZ;552.0
242;InertialMeasurementUnit L-SHOE Body_Ay;3524
2230;InertialMeasurementUnit R-SHOE Compass;-5
2357;InertialMeasurementUnit L-SHOE Nav_Az;801
1264;InertialMeasurementUnit R-SHOE AngVelNavFrameX;1153
450;InertialMeasurementUnit R-SHOE AngVelNavFrameY;773
552;InertialMeasurementUnit R-SHOE AngVelNavFrameY;-4
1126;InertialMeasurementUnit L-SHOE EuZ;-191
988;InertialMeasurementUnit R-SHOE AngVelNavFrameX;4
52;InertialMeasurementUnit R-SHOE Body_Ax;217
507;InertialMeasurementUnit R-SHOE Body_Ax;-289
2173;InertialMeasurementUnit RLA accX;-255.0
1933;InertialMeasurementUnit R-SHOE Body_Ax;255
