Bangladesh;?;2021;Lake;9.04;?;?;1.52;4149;66.24;?;2.18;26185;?;?
China;West;2013;Tap;?;?;?;9.49;238;48.15;?;?;?;44.53;No Treatment
China;North;2003;Lake;?;?;42.81;?;?;73.78;118;71.31;63142;?;Filtration
?;?;2013;Well;6.55;6.15;26.78;6.18;?;82.79;?;29.01;67982;62.85;?
Indonesia;Central;?;Lake;?;6.54;38.87;0.51;1576;93.82;?;97.45;?;35.8;Chlorination
Brazil;West;2021;River;?;7.45;19.89;9.66;455;56.14;221;?;28014;78.3;No Treatment
Indonesia;Central;2010;Lake;?;?;0.63;?;?;?;463;?;66421;?;Filtration
Indonesia;South;?;Well;7.97;7.93;41.48;14.02;?;67.98;316;6.96;?;49.92;Chlorination
?;?;?;?;?;?;?;6.13;?;77.68;213;76.62;8969;46.54;Boiling
India;East;2019;Pond;8.91;6.75;27.7;14.86;4612;58.4;?;?;?;?;No Treatment
?;?;2010;Tap;4.89;?;30.93;?;3932;97.4;?;55.99;73172;56.71;Chlorination
?;South;2015;Lake;4.12;8.16;46.42;15.01;2654;72.76;?;?;?;85.24;?
Bangladesh;South;2021;?;?;?;?;?;?;76.4;?;77.51;51903;44.62;Boiling
Nigeria;Central;2008;Tap;?;6.5;47.58;15.31;?;62.56;48;?;?;?;Filtration
Indonesia;East;?;River;7.95;8.01;?;18.62;3878;97.42;?;13.89;?;?;No Treatment
?;North;2014;?;?;6.44;?;3.65;?;45.61;196;15.24;82318;?;Chlorination
?;Central;?;?;2.78;?;41.8;?;?;?;57;?;70391;80.12;?
Ethiopia;?;2021;River;7.18;?;?;18.03;2072;38.18;57;?;90239;?;?
?;Central;2017;River;5.78;8.26;10.77;15.81;?;?;?;76.38;?;78.59;No Treatment
Pakistan;North;?;Tap;8.25;?;?;?;3176;?;491;49.89;64978;?;Boiling
Bangladesh;?;2005;Pond;?;?;27.17;?;3002;?;140;36.91;?;?;Chlorination
Brazil;East;2021;Well;2.92;7.59;?;4.51;2685;?;?;?;?;92.01;Boiling
Nigeria;West;?;River;3.48;?;?;5.49;2099;?;?;?;?;59.27;?
?;West;?;?;8.68;?;?;?;?;?;?;?;?;?;Chlorination
?;?;2001;Pond;?;7.99;44.32;13.93;3374;42.83;277;96.45;89311;26.92;Filtration
Brazil;West;2012;Pond;?;?;?;16.33;?;74.0;375;55.58;51695;58.18;Chlorination
Mexico;West;2023;River;8.43;?;?;8.2;3615;65.78;203;62.32;21025;?;?
Indonesia;South;?;?;1.45;7.04;9.12;6.11;?;45.99;179;?;?;78.62;?
?;West;?;Pond;0.51;7.44;9.99;10.15;1275;80.06;5;?;55501;87.59;Chlorination
Bangladesh;South;?;?;9.64;6.69;?;?;?;?;?;?;33703;64.3;?
Ethiopia;North;2022;River;4.36;7.78;27.28;16.91;?;68.07;?;?;?;?;?
?;?;2016;?;8.35;?;6.56;7.69;82;34.18;247;63.96;?;?;Filtration
Pakistan;North;2012;River;4.9;6.29;?;15.21;?;?;?;51.45;?;?;?
Mexico;?;2007;Lake;?;7.08;?;10.2;?;47.02;?;?;31132;46.42;Boiling
India;North;?;Pond;4.66;?;?;?;4270;?;272;30.95;?;?;No Treatment
USA;?;2023;Pond;?;?;?;?;?;52.62;?;?;?;98.31;Boiling
Mexico;North;?;?;0.98;?;?;?;1719;?;440;3.62;?;?;Boiling
Mexico;?;2009;Tap;?;6.29;48.31;4.92;4659;?;?;?;62428;?;?
USA;East;?;Lake;5.01;?;34.86;?;?;61.35;87;89.85;25131;91.66;?
?;West;?;Tap;?;6.33;19.83;?;4568;71.88;371;?;48274;87.02;No Treatment
Nigeria;?;?;?;0.86;6.55;?;15.24;?;?;443;?;40356;72.53;No Treatment
?;West;?;Well;?;?;41.3;13.18;1171;?;?;?;?;84.55;?
?;South;2017;Lake;2.13;6.32;22.3;10.92;3835;?;83;21.24;?;?;Filtration
?;East;?;?;3.92;8.13;1.4;7.84;1359;?;39;35.27;87427;?;Filtration
Nigeria;?;?;?;?;6.87;9.01;2.22;1885;82.17;282;?;?;?;Boiling
?;Central;2006;?;3.3;6.85;?;2.96;2940;58.09;60;9.87;24621;?;?
Brazil;Central;2012;?;4.25;8.25;24.4;?;4954;81.48;?;?;?;61.08;?
?;West;2007;Spring;5.94;6.56;44.21;10.49;3447;44.75;?;?;47186;?;Filtration
USA;East;2020;?;0.37;7.09;18.65;6.79;4157;?;419;?;41554;?;Filtration
?;?;?;Pond;5.67;6.14;33.35;?;1935;70.89;?;50.82;?;78.41;Filtration
?;?;2006;River;3.37;6.95;?;?;1944;31.37;402;95.92;41029;27.27;Boiling
Pakistan;East;?;River;5.47;6.63;?;15.15;3145;?;150;?;75337;?;No Treatment
Nigeria;?;?;River;2.15;?;1.7;?;1960;?;?;13.99;?;?;Boiling
Brazil;Central;?;Tap;7.14;?;9.19;11.07;?;?;?;81.55;66122;?;No Treatment
?;?;2016;River;?;8.35;19.5;8.81;1048;82.83;275;?;31512;?;?
China;South;2006;Spring;4.58;6.55;48.77;14.75;?;63.06;?;?;?;?;Chlorination
?;East;2011;Pond;?;?;?;0.42;?;62.38;226;61.5;?;32.49;Filtration
?;South;2015;Well;?;6.33;32.4;?;?;?;331;16.33;69078;60.25;No Treatment
Brazil;Central;2017;?;6.99;8.35;18.71;17.7;2380;39.3;293;19.71;55499;37.13;No Treatment
?;?;?;River;?;6.24;47.59;19.15;3252;?;?;28.06;?;?;Filtration
India;?;?;Well;9.48;?;10.27;19.8;4890;?;133;96.13;8305;22.59;Chlorination
Ethiopia;East;?;River;?;7.22;?;18.16;2114;?;34;?;?;?;?
Nigeria;East;?;?;8.02;?;29.71;?;3882;30.73;269;10.67;?;54.11;?
Pakistan;North;?;Pond;3.18;?;?;19.85;2821;92.27;?;?;20121;?;Chlorination
China;West;2000;River;3.93;?;5.07;4.95;?;87.94;?;7.72;?;?;Boiling
?;East;2001;Well;5.81;?;13.14;?;1909;?;?;?;?;?;Chlorination
India;?;2007;River;?;?;?;?;1044;68.26;378;62.17;2841;?;Filtration
Bangladesh;?;2012;Tap;?;7.59;?;15.18;1876;51.92;393;76.28;?;91.18;No Treatment
China;?;2024;Lake;?;?;35.62;4.6;860;?;117;?;?;54.47;?
?;?;2023;?;7.43;6.95;4.03;8.39;132;78.93;409;25.87;?;35.01;Filtration
Bangladesh;East;2012;River;?;7.61;?;12.33;2505;?;283;?;79284;41.35;Filtration
