Bangladesh;?;?;Lake;9.04;7.08;42.23;?;4149;?;300;2.18;?;?;Boiling
?;?;?;Tap;?;?;26.07;9.49;238;48.15;?;77.13;?;?;No Treatment
China;?;2003;Lake;5.63;6.18;42.81;2.38;1519;?;?;?;63142;?;Filtration
?;East;2013;?;?;6.15;?;6.18;?;?;266;?;67982;62.85;?
?;?;?;?;0.22;6.54;?;?;?;?;?;?;?;35.8;?
?;West;2021;?;?;7.45;?;?;455;?;221;5.62;28014;78.3;No Treatment
Indonesia;?;2010;?;?;7.6;0.63;10.52;?;89.69;?;?;66421;?;?
?;?;2023;Well;7.97;?;?;?;?;?;316;?;?;49.92;Chlorination
?;?;2010;?;4.62;7.26;?;?;4929;77.68;?;?;8969;?;?
?;?;?;Pond;?;6.75;?;?;?;?;?;32.03;63891;?;No Treatment
?;East;2010;Tap;?;?;?;12.2;3932;97.4;93;55.99;73172;?;Chlorination
Indonesia;?;2015;Lake;?;?;?;?;2654;?;494;?;?;?;Filtration
Bangladesh;?;2021;River;?;7.79;?;5.51;?;?;?;77.51;?;44.62;?
?;?;2008;Tap;?;?;?;?;?;62.56;48;?;?;25.32;?
Indonesia;?;?;?;7.95;8.01;43.54;?;?;97.42;348;?;56426;?;No Treatment
Brazil;?;2014;Lake;0.47;6.44;?;3.65;?;45.61;?;15.24;?;58.17;Chlorination
?;?;?;?;?;6.39;?;?;93;?;?;?;?;?;Filtration
Ethiopia;North;?;River;7.18;?;31.55;18.03;2072;?;?;19.58;?;?;No Treatment
Nigeria;?;2017;River;?;8.26;10.77;15.81;2470;48.04;498;?;?;78.59;?
Pakistan;?;?;Tap;8.25;?;25.79;9.44;?;?;491;?;?;?;?
Bangladesh;West;2005;Pond;8.67;?;27.17;1.25;3002;?;?;?;?;32.57;Chlorination
Brazil;East;?;Well;?;?;?;?;2685;?;?;30.57;?;92.01;Boiling
Nigeria;?;2002;?;?;?;12.53;?;2099;89.52;?;?;?;59.27;?
Brazil;West;?;?;?;?;22.52;5.85;2888;?;497;?;58570;46.61;Chlorination
?;?;?;?;4.48;7.99;44.32;13.93;3374;?;277;?;?;?;Filtration
?;?;2012;Pond;6.11;?;48.46;?;226;74.0;375;55.58;?;?;?
?;?;?;?;8.43;7.8;4.89;?;?;65.78;?;?;?;36.92;Filtration
Indonesia;South;2000;?;1.45;7.04;?;6.11;4856;45.99;179;6.06;49151;?;?
?;West;?;Pond;0.51;7.44;9.99;?;1275;?;5;31.46;?;87.59;?
?;?;2009;?;?;?;28.22;5.85;?;58.62;74;65.66;?;64.3;?
Ethiopia;North;2022;?;4.36;7.78;27.28;?;?;?;356;61.81;88894;?;?
Brazil;?;?;Pond;8.35;8.24;6.56;7.69;82;34.18;247;63.96;?;?;?
Pakistan;?;2012;River;?;?;10.08;15.21;?;82.48;?;51.45;92776;92.08;?
Mexico;Central;2007;?;8.87;?;?;?;?;47.02;?;?;?;?;?
India;North;2011;Pond;4.66;?;30.09;?;?;45.14;272;30.95;33782;72.46;?
?;?;2023;?;?;?;?;?;3792;52.62;?;?;4012;?;?
?;?;?;?;?;7.69;?;?;1719;?;440;?;72970;?;Boiling
Mexico;?;?;?;?;6.29;?;?;4659;35.35;477;?;62428;?;?
USA;?;?;?;5.01;6.29;?;14.64;?;61.35;?;?;25131;?;?
?;West;2006;?;?;?;?;4.96;4568;71.88;?;?;?;87.02;No Treatment
Nigeria;East;2009;Pond;0.86;6.55;?;?;?;?;?;?;40356;72.53;No Treatment
?;West;?;?;1.98;?;?;?;?;?;55;21.85;19818;?;?
Ethiopia;?;?;Lake;2.13;6.32;?;10.92;3835;?;83;21.24;92733;?;?
Pakistan;?;2002;Spring;?;?;1.4;7.84;?;52.42;?;35.27;87427;21.72;?
?;?;2016;?;?;?;?;2.22;1885;?;282;?;3392;42.82;Boiling
?;?;?;?;3.3;?;?;?;?;?;?;?;24621;51.94;Filtration
?;Central;?;?;?;8.25;24.4;6.02;4954;?;407;?;91065;?;Filtration
Nigeria;West;2007;?;?;6.56;?;10.49;3447;?;?;?;?;?;?
USA;East;2020;?;?;?;18.65;?;?;?;419;97.7;41554;?;Filtration
Mexico;?;2006;Pond;?;6.14;?;17.05;1935;?;?;50.82;3083;?;?
Nigeria;East;?;River;3.37;?;?;1.26;1944;?;?;95.92;?;27.27;?
Pakistan;?;2008;River;5.47;?;31.3;?;3145;33.4;?;34.13;?;47.83;No Treatment
Nigeria;?;2017;?;?;6.64;1.7;?;?;?;233;?;?;91.66;Boiling
Brazil;?;?;Tap;?;7.52;9.19;11.07;?;?;?;?;?;?;No Treatment
?;North;?;?;9.17;?;19.5;8.81;1048;82.83;?;?;?;87.75;No Treatment
?;South;?;?;4.58;?;?;14.75;3908;?;?;96.59;15578;68.13;?
?;East;?;?;5.64;?;?;?;?;?;?;?;24714;32.49;?
?;South;2015;Well;5.71;6.33;32.4;?;?;64.95;?;16.33;?;?;?
Brazil;?;2017;Lake;6.99;?;18.71;17.7;2380;?;293;19.71;55499;37.13;?
?;Central;2023;River;?;?;47.59;?;3252;98.99;?;28.06;?;?;?
India;?;2020;?;9.48;?;?;?;?;?;133;?;?;?;?
?;East;?;River;?;7.22;17.88;?;?;?;34;?;?;83.05;No Treatment
Nigeria;?;2014;Well;8.02;?;29.71;1.9;?;30.73;?;10.67;76422;?;No Treatment
Pakistan;North;?;Pond;?;?;29.82;?;2821;92.27;314;44.56;?;26.14;?
China;West;?;?;3.93;6.42;?;?;?;?;?;?;57324;87.79;?
Bangladesh;?;?;?;?;?;?;?;?;35.11;?;61.61;?;99.59;Chlorination
India;South;?;?;?;7.1;?;?;?;?;378;62.17;2841;?;?
Bangladesh;West;?;Tap;?;7.59;12.04;?;?;51.92;393;?;?;91.18;?
?;?;?;?;?;6.6;35.62;4.6;?;77.33;117;19.81;?;?;No Treatment
?;?;2023;Spring;?;?;4.03;?;?;?;409;?;93465;?;Filtration
Bangladesh;East;2012;River;2.79;?;?;?;2505;?;?;87.86;79284;41.35;Filtration
Nigeria;South;?;River;1.13;7.08;?;?;?;44.19;?;?;85146;46.45;Chlorination
USA;?;2024;Well;6.68;?;49.71;?;?;75.8;89;21.51;?;?;Boiling
?;Central;?;Well;?;6.18;?;17.13;?;?;?;?;44917;20.87;Filtration
Indonesia;West;2012;?;4.8;8.19;?;15.09;?;50.57;?;?;96501;?;?
?;?;2004;?;?;?;45.7;?;?;?;84;?;62937;?;No Treatment
Mexico;South;?;Well;?;7.09;29.22;?;2788;43.81;?;?;?;45.28;?
USA;South;2024;River;0.25;7.17;7.13;?;?;?;425;?;58560;?;?
?;Central;?;Spring;2.51;7.8;23.1;?;1242;50.98;477;13.77;?;?;?
Ethiopia;?;2002;?;?;7.16;29.71;11.18;274;?;9;?;59035;?;?
Indonesia;North;?;?;5.6;7.09;?;?;2239;60.97;?;45.3;?;87.71;?
?;East;?;?;?;8.16;?;?;?;?;?;12.41;86558;48.55;Boiling
Ethiopia;?;?;River;?;?;35.88;0.52;4302;?;?;?;?;?;?
?;West;?;Well;?;?;15.74;14.68;2122;?;?;77.3;17220;?;Boiling
?;West;?;?;6.68;8.45;?;?;?;83.15;?;?;?;?;?
