Bangladesh;South;2021;Lake;9.04;7.08;42.23;1.52;4149;66.24;?;2.18;26185;36.55;Boiling
China;?;2013;Tap;5.59;7.77;26.07;?;238;48.15;349;77.13;?;?;No Treatment
?;North;2003;?;5.63;?;42.81;?;1519;?;118;71.31;63142;36.23;?
Brazil;East;2013;Well;?;?;?;?;972;82.79;266;29.01;67982;62.85;Filtration
Indonesia;Central;?;Lake;0.22;?;?;0.51;?;93.82;190;97.45;16751;35.8;Chlorination
Brazil;West;?;River;5.85;7.45;19.89;9.66;455;56.14;221;5.62;28014;78.3;No Treatment
Indonesia;?;2010;Lake;3.55;7.6;?;10.52;3579;89.69;463;?;66421;66.82;Filtration
Indonesia;?;2023;Well;7.97;7.93;41.48;?;?;67.98;316;6.96;80635;49.92;Chlorination
?;Central;2010;Well;4.62;7.26;42.44;?;4929;77.68;213;?;8969;46.54;Boiling
India;East;2019;Pond;8.91;6.75;27.7;14.86;4612;58.4;?;32.03;?;72.94;No Treatment
Pakistan;East;2010;?;4.89;?;30.93;12.2;3932;97.4;93;55.99;73172;56.71;Chlorination
Indonesia;South;2015;?;4.12;8.16;46.42;15.01;2654;72.76;?;44.45;77230;85.24;Filtration
Bangladesh;South;2021;River;6.59;7.79;32.74;5.51;1660;?;401;77.51;?;?;Boiling
Nigeria;Central;2008;Tap;2.22;?;?;15.31;2259;62.56;48;?;?;25.32;?
Indonesia;East;?;River;7.95;8.01;43.54;18.62;3878;97.42;348;?;56426;40.34;No Treatment
Brazil;?;2014;Lake;0.47;6.44;40.17;3.65;2590;45.61;196;15.24;82318;?;Chlorination
?;Central;2015;River;2.78;6.39;?;6.88;93;?;57;36.74;70391;80.12;Filtration
Ethiopia;North;2021;River;7.18;7.81;31.55;18.03;2072;38.18;57;19.58;?;32.19;?
Nigeria;Central;2017;River;5.78;8.26;10.77;15.81;2470;48.04;498;76.38;1780;78.59;No Treatment
Pakistan;?;2005;Tap;?;6.25;?;9.44;3176;37.24;?;49.89;?;?;?
Bangladesh;West;2005;Pond;8.67;?;27.17;1.25;3002;61.36;140;36.91;97147;32.57;Chlorination
Brazil;East;?;?;2.92;?;16.11;4.51;2685;83.31;336;?;?;92.01;Boiling
Nigeria;West;?;?;?;8.44;12.53;?;?;89.52;136;63.72;33188;?;?
Brazil;West;?;Pond;?;6.01;22.52;?;2888;?;497;?;58570;?;Chlorination
Indonesia;East;2001;Pond;4.48;7.99;44.32;13.93;3374;42.83;277;96.45;89311;?;Filtration
Brazil;West;2012;Pond;6.11;?;48.46;?;226;74.0;?;55.58;51695;58.18;Chlorination
?;West;2023;River;8.43;7.8;4.89;8.2;3615;65.78;203;62.32;21025;36.92;Filtration
Indonesia;South;2000;Lake;1.45;7.04;9.12;6.11;4856;45.99;179;6.06;?;78.62;No Treatment
India;West;?;Pond;?;7.44;?;?;1275;80.06;5;31.46;55501;87.59;Chlorination
Bangladesh;South;2009;River;9.64;6.69;28.22;5.85;?;?;74;?;33703;64.3;Filtration
Ethiopia;?;2022;River;4.36;7.78;?;16.91;?;68.07;356;61.81;?;34.71;No Treatment
Brazil;?;2016;?;8.35;8.24;6.56;7.69;82;34.18;247;63.96;?;51.47;Filtration
Pakistan;North;2012;River;4.9;6.29;10.08;15.21;2034;?;36;51.45;92776;92.08;Boiling
Mexico;?;2007;?;8.87;7.08;0.23;10.2;4285;?;464;9.6;31132;46.42;Boiling
India;North;?;Pond;4.66;6.84;30.09;8.67;4270;45.14;272;30.95;?;72.46;No Treatment
USA;?;2023;Pond;5.07;7.34;49.61;15.31;3792;52.62;247;99.74;4012;98.31;Boiling
Mexico;North;2013;Spring;0.98;?;19.78;1.04;1719;?;440;3.62;72970;67.31;Boiling
Mexico;West;2009;?;?;6.29;48.31;4.92;4659;35.35;477;?;62428;?;Filtration
USA;East;2017;?;5.01;6.29;?;14.64;4573;61.35;87;?;?;91.66;Boiling
Pakistan;West;2006;Tap;?;6.33;?;4.96;4568;71.88;371;50.29;48274;87.02;?
Nigeria;East;2009;Pond;0.86;6.55;?;15.24;561;?;443;60.32;40356;?;No Treatment
Mexico;West;2009;?;1.98;7.71;?;13.18;?;38.12;?;21.85;19818;84.55;No Treatment
Ethiopia;South;2017;Lake;2.13;?;22.3;10.92;3835;36.12;?;?;92733;85.36;Filtration
Pakistan;?;?;Spring;3.92;8.13;1.4;7.84;1359;52.42;39;?;87427;21.72;Filtration
Nigeria;North;2016;Lake;6.96;?;9.01;?;1885;?;?;17.81;?;42.82;Boiling
USA;Central;2006;Tap;3.3;?;32.88;?;2940;?;60;9.87;24621;51.94;Filtration
?;Central;2012;Pond;?;8.25;24.4;?;4954;81.48;407;25.3;91065;61.08;Filtration
Nigeria;West;2007;Spring;5.94;6.56;44.21;10.49;3447;44.75;72;35.92;47186;96.09;Filtration
USA;East;2020;Pond;0.37;7.09;18.65;6.79;4157;77.88;419;97.7;41554;26.85;?
Mexico;?;2006;Pond;5.67;6.14;33.35;?;1935;70.89;?;50.82;3083;78.41;Filtration
Nigeria;?;2006;River;3.37;6.95;?;1.26;1944;?;402;95.92;?;27.27;Boiling
Pakistan;East;2008;River;5.47;6.63;31.3;15.15;3145;33.4;150;34.13;75337;47.83;?
Nigeria;South;2017;River;2.15;6.64;?;1.2;?;41.26;233;13.99;31686;91.66;Boiling
Brazil;Central;2009;?;7.14;?;?;?;2061;?;44;81.55;66122;?;?
Brazil;North;?;River;9.17;8.35;19.5;8.81;1048;82.83;275;30.35;31512;87.75;No Treatment
China;?;2006;?;4.58;6.55;48.77;14.75;?;63.06;499;96.59;15578;68.13;Chlorination
Bangladesh;East;2011;Pond;5.64;7.6;11.02;0.42;4409;62.38;226;61.5;24714;32.49;Filtration
Indonesia;South;2015;Well;5.71;6.33;32.4;?;?;64.95;331;16.33;69078;60.25;No Treatment
Brazil;?;2017;Lake;6.99;8.35;18.71;17.7;?;39.3;293;19.71;55499;37.13;No Treatment
Indonesia;Central;2023;?;4.99;6.24;47.59;?;3252;98.99;73;28.06;40064;23.33;Filtration
India;West;2020;Well;9.48;7.15;10.27;19.8;4890;?;133;96.13;8305;22.59;?
Ethiopia;East;?;River;7.48;7.22;17.88;18.16;2114;?;?;89.87;22443;83.05;?
Nigeria;East;2014;Well;8.02;7.79;?;1.9;?;?;269;10.67;?;54.11;?
Pakistan;North;2008;Pond;3.18;8.14;29.82;19.85;2821;?;314;?;20121;26.14;Chlorination
China;West;2000;River;3.93;?;5.07;4.95;?;87.94;15;7.72;57324;87.79;Boiling
Bangladesh;East;2001;Well;5.81;7.44;13.14;16.12;?;35.11;74;?;2783;99.59;?
India;South;2007;River;2.57;7.1;44.16;?;1044;?;378;?;2841;91.85;Filtration
Bangladesh;West;2012;?;6.43;7.59;12.04;15.18;1876;51.92;393;76.28;48832;91.18;No Treatment
China;Central;?;?;9.43;?;?;4.6;860;77.33;117;19.81;?;?;No Treatment
Mexico;East;?;Spring;7.43;6.95;4.03;8.39;?;78.93;409;25.87;93465;?;Filtration
Bangladesh;East;2012;River;2.79;7.61;7.63;12.33;?;78.65;283;87.86;79284;41.35;Filtration
?;South;?;River;1.13;7.08;0.93;6.45;3266;44.19;431;95.08;85146;46.45;Chlorination
?;West;2024;Well;6.68;?;?;11.86;?;75.8;89;21.51;66951;83.97;?
Bangladesh;Central;2020;Well;?;6.18;2.03;17.13;?;51.15;283;99.62;44917;20.87;Filtration
Indonesia;West;2012;Spring;4.8;?;15.17;15.09;4195;50.57;137;69.91;96501;?;Chlorination
?;South;2004;Well;1.49;?;45.7;16.6;3911;?;84;10.46;62937;78.83;No Treatment
Mexico;South;2015;Well;4.33;7.09;29.22;3.32;2788;43.81;?;27.87;93298;45.28;Boiling
USA;South;2024;River;0.25;?;7.13;12.01;947;?;425;?;58560;?;Chlorination
