Bangladesh;?;2021;Lake;9.04;7.08;42.23;1.52;4149;66.24;300;?;?;36.55;Boiling
?;?;2013;?;?;7.77;26.07;9.49;238;48.15;349;77.13;25017;?;No Treatment
China;North;2003;Lake;5.63;6.18;42.81;2.38;1519;73.78;118;71.31;63142;36.23;Filtration
Brazil;East;2013;Well;?;6.15;26.78;6.18;972;82.79;266;29.01;67982;62.85;Filtration
?;?;?;Lake;?;6.54;?;0.51;?;93.82;?;97.45;?;35.8;Chlorination
?;West;2021;River;?;7.45;?;?;455;56.14;221;?;?;78.3;No Treatment
?;Central;2010;Lake;?;7.6;0.63;10.52;?;89.69;463;60.71;66421;?;Filtration
Indonesia;South;2023;Well;7.97;7.93;41.48;14.02;4380;67.98;316;?;80635;?;Chlorination
USA;?;2010;Well;4.62;7.26;42.44;6.13;?;77.68;213;76.62;?;46.54;Boiling
?;East;2019;Pond;8.91;6.75;?;14.86;4612;?;437;32.03;?;?;No Treatment
?;?;2010;Tap;4.89;?;?;12.2;?;?;?;55.99;73172;?;Chlorination
?;South;2015;?;4.12;?;46.42;15.01;2654;72.76;494;44.45;?;85.24;Filtration
?;South;2021;River;6.59;7.79;32.74;5.51;1660;?;401;77.51;51903;44.62;?
?;Central;2008;?;?;6.5;47.58;?;?;62.56;48;79.58;57826;25.32;Filtration
Indonesia;East;?;River;7.95;8.01;43.54;18.62;3878;97.42;348;13.89;56426;40.34;No Treatment
Brazil;?;?;Lake;?;6.44;40.17;3.65;2590;?;196;?;?;58.17;Chlorination
India;Central;?;River;2.78;6.39;41.8;6.88;93;44.04;57;36.74;70391;80.12;Filtration
Ethiopia;North;2021;River;?;7.81;31.55;18.03;2072;38.18;57;19.58;90239;?;No Treatment
Nigeria;Central;2017;River;?;?;10.77;?;2470;48.04;498;?;1780;78.59;No Treatment
Pakistan;?;2005;?;8.25;6.25;25.79;9.44;3176;37.24;?;49.89;?;?;Boiling
?;?;?;Pond;8.67;7.73;?;1.25;3002;61.36;140;36.91;97147;32.57;Chlorination
Brazil;East;2021;Well;2.92;7.59;16.11;4.51;2685;83.31;?;30.57;28103;92.01;Boiling
Nigeria;West;2002;?;3.48;?;12.53;5.49;2099;89.52;136;63.72;33188;59.27;?
?;?;2012;Pond;8.68;6.01;22.52;5.85;2888;53.01;497;22.43;58570;46.61;?
Indonesia;East;2001;Pond;4.48;?;44.32;13.93;?;42.83;277;96.45;89311;26.92;Filtration
?;?;?;Pond;6.11;7.96;48.46;16.33;?;74.0;375;?;51695;?;Chlorination
