Bangladesh;?;2021;Lake;?;?;42.23;1.52;4149;66.24;?;?;26185;36.55;Boiling
China;West;2013;Tap;?;7.77;26.07;?;238;48.15;?;?;25017;44.53;No Treatment
?;North;2003;Lake;5.63;6.18;?;2.38;1519;73.78;118;?;63142;?;Filtration
?;East;2013;?;6.55;?;26.78;6.18;972;82.79;?;29.01;?;62.85;Filtration
?;Central;2004;Lake;0.22;6.54;38.87;0.51;1576;93.82;190;?;?;35.8;Chlorination
Brazil;West;2021;River;5.85;7.45;19.89;?;455;56.14;221;5.62;28014;?;No Treatment
Indonesia;Central;2010;?;?;7.6;?;10.52;?;?;?;?;66421;?;?
Indonesia;South;2023;?;7.97;7.93;41.48;14.02;4380;67.98;316;?;80635;49.92;Chlorination
?;Central;2010;Well;?;7.26;42.44;6.13;4929;77.68;?;76.62;8969;46.54;Boiling
?;?;2019;?;8.91;?;27.7;14.86;4612;?;437;32.03;63891;72.94;No Treatment
Pakistan;East;?;Tap;4.89;6.31;?;?;?;?;93;55.99;?;56.71;Chlorination
Indonesia;South;2015;?;4.12;8.16;46.42;?;?;72.76;?;44.45;77230;?;Filtration
Bangladesh;South;2021;River;6.59;7.79;?;5.51;1660;?;?;77.51;51903;?;Boiling
?;Central;2008;Tap;?;6.5;?;15.31;2259;?;?;79.58;?;25.32;Filtration
?;East;2004;River;7.95;?;43.54;?;?;97.42;?;13.89;?;40.34;No Treatment
Brazil;North;2014;?;?;6.44;40.17;3.65;2590;?;?;?;?;58.17;?
?;Central;2015;?;2.78;6.39;41.8;?;93;44.04;57;36.74;70391;80.12;Filtration
?;North;2021;River;7.18;?;?;18.03;2072;38.18;57;19.58;90239;32.19;No Treatment
Nigeria;Central;2017;?;5.78;8.26;10.77;15.81;2470;48.04;?;76.38;?;?;No Treatment
Pakistan;North;2005;Tap;?;?;?;9.44;3176;37.24;?;49.89;64978;?;Boiling
?;?;?;Pond;8.67;?;27.17;1.25;?;?;140;?;97147;32.57;Chlorination
Brazil;?;2021;?;?;?;16.11;4.51;2685;83.31;336;?;28103;92.01;Boiling
?;?;2002;River;3.48;8.44;12.53;5.49;2099;89.52;136;?;33188;59.27;Boiling
?;West;2012;Pond;8.68;?;22.52;?;2888;53.01;?;22.43;58570;46.61;?
Indonesia;East;2001;?;4.48;?;44.32;13.93;3374;42.83;?;96.45;?;26.92;?
?;West;?;Pond;?;7.96;?;?;?;?;375;?;?;58.18;?
?;?;2023;River;?;7.8;?;?;3615;?;203;62.32;21025;36.92;Filtration
Indonesia;South;2000;Lake;1.45;7.04;9.12;6.11;?;?;179;6.06;49151;?;No Treatment
India;West;2001;Pond;0.51;7.44;9.99;10.15;1275;80.06;5;31.46;?;87.59;Chlorination
Bangladesh;South;2009;?;9.64;6.69;?;5.85;1814;?;?;65.66;33703;?;Filtration
Ethiopia;?;2022;River;?;7.78;?;16.91;1588;?;356;61.81;?;34.71;No Treatment
Brazil;?;2016;Pond;?;?;6.56;?;82;34.18;?;63.96;?;51.47;Filtration
Pakistan;?;2012;River;4.9;6.29;10.08;15.21;?;82.48;36;51.45;92776;92.08;Boiling
Mexico;Central;2007;Lake;8.87;7.08;?;10.2;4285;47.02;464;9.6;31132;46.42;?
India;North;2011;Pond;4.66;?;?;8.67;4270;45.14;272;30.95;33782;72.46;?
USA;North;2023;Pond;?;?;49.61;15.31;3792;52.62;247;99.74;4012;98.31;?
Mexico;North;2013;Spring;0.98;?;19.78;1.04;?;?;440;?;72970;67.31;Boiling
Mexico;West;?;Tap;1.93;6.29;?;4.92;4659;?;477;23.31;62428;?;Filtration
?;?;2017;?;5.01;6.29;?;14.64;?;?;87;89.85;?;91.66;Boiling
?;West;?;?;0.35;6.33;19.83;?;4568;71.88;?;50.29;?;87.02;?
Nigeria;East;2009;?;0.86;6.55;37.29;?;561;97.59;443;60.32;40356;72.53;No Treatment
