?;South;2021;?;9.04;7.08;42.23;1.52;?;66.24;?;2.18;?;36.55;?
?;West;?;?;?;7.77;26.07;?;?;48.15;?;77.13;25017;44.53;?
?;?;2003;Lake;?;?;?;?;1519;73.78;118;71.31;63142;?;Filtration
?;East;2013;Well;6.55;6.15;26.78;6.18;972;?;266;?;67982;62.85;Filtration
?;?;?;Lake;?;6.54;38.87;0.51;?;?;?;97.45;16751;35.8;?
Brazil;West;?;?;?;?;19.89;9.66;?;?;221;5.62;?;78.3;No Treatment
Indonesia;Central;?;Lake;3.55;?;?;?;3579;89.69;463;?;66421;?;?
Indonesia;South;2023;Well;7.97;7.93;41.48;?;?;67.98;?;?;?;49.92;?
USA;?;?;Well;4.62;7.26;?;?;?;77.68;?;76.62;?;?;?
India;East;2019;?;8.91;6.75;27.7;14.86;4612;?;?;32.03;63891;72.94;?
Pakistan;East;?;?;4.89;6.31;?;?;3932;?;?;?;73172;56.71;Chlorination
Indonesia;?;?;Lake;?;?;46.42;15.01;?;72.76;494;44.45;?;?;?
?;South;2021;River;?;7.79;?;?;1660;?;?;?;51903;?;?
?;?;?;?;?;?;47.58;?;?;?;48;79.58;57826;?;?
?;?;?;?;?;8.01;?;?;?;?;348;13.89;56426;?;?
Brazil;North;2014;?;?;?;?;?;?;45.61;196;15.24;?;?;Chlorination
?;?;?;?;2.78;?;?;?;93;44.04;57;?;?;?;?
Ethiopia;North;2021;?;?;?;?;?;?;?;57;19.58;?;?;?
Nigeria;?;?;River;?;?;?;15.81;2470;48.04;?;?;?;78.59;No Treatment
Pakistan;North;2005;?;?;6.25;25.79;9.44;3176;?;?;?;64978;96.4;?
?;?;?;Pond;8.67;7.73;?;?;3002;?;?;?;97147;?;?
?;East;2021;?;?;7.59;16.11;4.51;2685;?;336;30.57;?;92.01;Boiling
Nigeria;West;2002;River;?;8.44;12.53;?;2099;89.52;?;?;?;59.27;?
Brazil;West;?;?;8.68;6.01;22.52;5.85;2888;?;?;22.43;58570;46.61;?
Indonesia;?;2001;Pond;4.48;?;44.32;13.93;?;42.83;?;96.45;?;26.92;?
?;West;?;Pond;?;7.96;?;?;?;74.0;375;55.58;51695;?;Chlorination
?;?;?;?;?;?;4.89;8.2;3615;65.78;?;62.32;21025;36.92;?
?;South;2000;Lake;1.45;7.04;9.12;?;4856;45.99;?;?;49151;?;?
India;West;2001;Pond;0.51;7.44;?;?;1275;80.06;?;?;?;87.59;?
?;?;2009;?;?;6.69;28.22;?;1814;?;74;65.66;?;64.3;?
?;North;2022;?;4.36;7.78;?;16.91;1588;?;?;?;88894;?;No Treatment
Brazil;?;2016;?;?;?;?;7.69;?;34.18;247;63.96;32292;?;Filtration
Pakistan;North;2012;?;4.9;6.29;10.08;?;?;?;36;?;92776;?;?
Mexico;Central;2007;?;8.87;7.08;?;10.2;4285;47.02;464;?;?;?;?
India;North;?;?;4.66;6.84;30.09;8.67;?;45.14;272;30.95;?;?;No Treatment
?;North;?;Pond;5.07;?;?;?;3792;?;?;?;4012;98.31;Boiling
Mexico;?;2013;?;?;?;19.78;1.04;1719;49.37;440;?;72970;?;?
Mexico;West;?;Tap;?;?;48.31;4.92;?;?;477;23.31;?;?;?
?;East;?;?;?;6.29;34.86;?;?;?;87;?;25131;91.66;?
Pakistan;West;2006;?;0.35;6.33;?;4.96;4568;?;371;?;48274;87.02;No Treatment
Nigeria;East;2009;Pond;?;6.55;37.29;?;561;?;443;?;?;72.53;No Treatment
?;?;?;Well;?;?;?;?;1171;?;55;?;19818;84.55;?
?;?;?;Lake;2.13;?;?;10.92;3835;?;83;21.24;?;85.36;?
Pakistan;East;2002;Spring;3.92;?;?;7.84;?;52.42;39;35.27;?;21.72;?
?;North;2016;?;6.96;6.87;?;2.22;?;82.17;282;17.81;3392;?;?
?;Central;?;Tap;?;6.85;32.88;2.96;?;58.09;60;?;?;51.94;Filtration
Brazil;?;2012;?;?;?;24.4;6.02;4954;?;407;?;91065;?;?
?;?;?;?;5.94;6.56;?;10.49;3447;?;72;35.92;47186;?;?
?;East;2020;?;?;7.09;18.65;?;?;77.88;419;?;?;?;?
?;East;?;?;?;6.14;?;17.05;1935;70.89;?;?;3083;?;Filtration
?;East;2006;?;?;6.95;49.11;1.26;1944;?;?;?;?;27.27;?
?;?;2008;River;?;6.63;?;15.15;?;?;?;34.13;?;47.83;?
?;?;2017;?;2.15;6.64;1.7;?;?;?;233;13.99;31686;91.66;Boiling
?;Central;2009;?;7.14;?;9.19;11.07;?;56.25;?;81.55;66122;?;?
Brazil;?;?;?;?;8.35;?;8.81;?;?;?;?;?;87.75;?
China;South;2006;Spring;4.58;?;48.77;?;3908;63.06;?;96.59;15578;68.13;Chlorination
Bangladesh;?;?;?;?;?;?;0.42;?;62.38;?;?;?;32.49;Filtration
?;?;?;Well;5.71;6.33;32.4;17.14;1064;64.95;331;16.33;?;60.25;?
?;Central;2017;Lake;6.99;?;18.71;17.7;?;39.3;293;?;55499;37.13;?
Indonesia;Central;2023;River;4.99;?;?;?;3252;?;?;?;?;23.33;?
India;West;2020;Well;?;?;?;19.8;?;?;133;?;?;?;Chlorination
Ethiopia;?;2020;River;?;?;17.88;?;?;33.58;?;?;?;?;?
?;East;?;Well;8.02;?;?;1.9;?;30.73;269;10.67;76422;54.11;?
Pakistan;?;?;?;?;?;29.82;?;2821;?;314;?;?;?;?
?;West;2000;River;?;?;5.07;?;2157;?;15;?;57324;?;Boiling
Bangladesh;East;?;Well;5.81;7.44;13.14;16.12;1909;35.11;74;61.61;?;?;?
India;South;?;River;2.57;?;?;6.49;?;68.26;378;62.17;?;?;?
Bangladesh;?;?;Tap;?;7.59;12.04;?;1876;?;?;76.28;?;91.18;?
?;?;?;?;9.43;6.6;35.62;?;860;77.33;?;?;?;?;No Treatment
?;?;2023;Spring;7.43;6.95;4.03;8.39;132;?;?;?;?;35.01;Filtration
Bangladesh;East;2012;?;2.79;7.61;?;?;2505;?;?;87.86;?;41.35;Filtration
Nigeria;?;2003;River;1.13;?;?;?;3266;?;?;95.08;85146;?;Chlorination
USA;West;?;?;6.68;?;49.71;11.86;?;?;?;21.51;66951;83.97;Boiling
?;Central;2020;Well;7.14;6.18;?;17.13;?;?;283;?;44917;?;Filtration
?;West;?;Spring;4.8;8.19;15.17;?;4195;?;137;?;96501;24.39;?
Nigeria;?;?;?;1.49;6.76;?;16.6;3911;98.86;?;?;62937;?;No Treatment
