?;?;2021;Lake;9.04;?;?;1.52;4149;?;?;?;26185;?;Boiling
?;West;2013;Tap;?;?;?;9.49;238;48.15;349;?;?;?;?
?;North;2003;?;5.63;?;?;2.38;?;73.78;?;?;?;36.23;?
?;?;?;Well;?;6.15;?;6.18;?;82.79;?;?;?;62.85;Filtration
?;?;?;?;?;?;38.87;0.51;1576;?;?;97.45;16751;35.8;Chlorination
Brazil;West;?;River;?;7.45;19.89;9.66;?;?;?;?;?;78.3;No Treatment
?;Central;2010;Lake;3.55;7.6;?;10.52;?;?;?;60.71;?;?;Filtration
?;?;2023;Well;7.97;?;41.48;14.02;4380;67.98;?;?;80635;?;?
?;?;2010;?;4.62;7.26;42.44;6.13;?;?;213;?;8969;46.54;Boiling
?;?;?;?;?;?;27.7;14.86;4612;58.4;?;?;63891;?;?
Pakistan;East;?;?;4.89;6.31;30.93;?;3932;97.4;?;55.99;?;56.71;?
?;South;2015;?;4.12;?;?;15.01;2654;72.76;?;?;?;85.24;Filtration
?;?;2021;River;6.59;?;32.74;?;1660;76.4;?;77.51;?;?;?
?;?;2008;?;2.22;?;47.58;15.31;2259;62.56;48;79.58;?;?;Filtration
Indonesia;?;2004;?;7.95;8.01;43.54;?;3878;97.42;348;13.89;?;40.34;?
?;?;?;?;0.47;?;?;?;?;45.61;?;15.24;82318;?;?
?;?;?;River;?;?;41.8;?;?;?;?;36.74;70391;?;?
?;?;?;?;7.18;?;?;18.03;?;38.18;57;?;90239;32.19;?
Nigeria;Central;2017;?;?;8.26;?;?;2470;?;498;?;?;?;?
?;?;?;Tap;8.25;6.25;?;?;?;?;491;49.89;?;?;Boiling
Bangladesh;?;?;Pond;?;?;27.17;1.25;3002;61.36;140;?;?;32.57;?
Brazil;East;?;Well;?;?;?;4.51;2685;?;?;?;?;92.01;?
?;West;2002;?;3.48;?;12.53;?;2099;?;136;?;?;59.27;Boiling
?;?;2012;Pond;?;?;22.52;5.85;?;?;497;?;?;46.61;?
Indonesia;?;2001;?;4.48;?;?;?;?;?;?;?;?;?;Filtration
?;West;?;Pond;?;?;?;16.33;226;74.0;?;?;?;58.18;Chlorination
?;?;?;River;8.43;?;4.89;8.2;?;?;?;62.32;?;?;Filtration
?;South;2000;Lake;?;7.04;9.12;?;4856;?;?;6.06;49151;78.62;No Treatment
?;West;2001;?;0.51;7.44;?;10.15;?;?;5;31.46;?;?;Chlorination
?;South;?;River;?;?;?;?;?;58.62;?;?;33703;64.3;?
?;North;2022;River;?;7.78;?;16.91;?;68.07;356;61.81;88894;?;?
Brazil;?;?;Pond;8.35;8.24;?;7.69;82;?;247;63.96;?;51.47;?
Pakistan;?;2012;River;4.9;?;10.08;?;2034;82.48;36;51.45;92776;?;Boiling
Mexico;Central;?;?;?;?;0.23;10.2;?;?;464;9.6;?;46.42;Boiling
?;North;2011;Pond;4.66;6.84;?;8.67;?;?;272;?;?;?;No Treatment
?;North;2023;?;?;?;?;?;?;52.62;?;?;4012;?;Boiling
Mexico;North;?;?;?;?;19.78;1.04;?;?;440;?;72970;?;Boiling
Mexico;West;?;Tap;1.93;6.29;?;?;?;35.35;?;?;?;74.88;Filtration
?;?;2017;?;5.01;6.29;?;14.64;4573;61.35;87;?;25131;?;Boiling
?;?;2006;?;0.35;?;19.83;?;4568;?;371;?;48274;87.02;No Treatment
?;?;?;?;0.86;?;?;15.24;?;?;?;?;40356;72.53;No Treatment
?;?;2009;?;1.98;7.71;?;13.18;?;?;55;?;19818;?;?
?;?;2017;?;?;?;22.3;?;?;36.12;83;?;92733;?;Filtration
Pakistan;East;2002;Spring;3.92;?;?;?;1359;?;39;35.27;87427;?;?
?;?;2016;Lake;6.96;6.87;?;2.22;1885;82.17;?;17.81;?;?;?
USA;?;?;Tap;3.3;?;?;2.96;2940;?;?;?;24621;?;?
Brazil;Central;2012;Pond;?;8.25;?;?;4954;?;?;?;91065;?;?
?;West;2007;?;?;6.56;44.21;?;?;44.75;?;35.92;47186;?;Filtration
?;East;?;Pond;?;?;18.65;6.79;?;77.88;419;97.7;41554;?;?
Mexico;?;?;?;?;6.14;33.35;17.05;1935;70.89;120;?;?;?;?
Nigeria;East;?;River;?;6.95;49.11;1.26;1944;?;?;95.92;?;27.27;Boiling
Pakistan;?;2008;River;?;6.63;31.3;15.15;3145;?;?;?;?;?;?
Nigeria;?;2017;?;2.15;?;1.7;1.2;?;?;233;13.99;?;?;?
Brazil;Central;2009;?;7.14;?;?;11.07;2061;56.25;44;?;?;?;?
?;?;2016;River;?;8.35;19.5;8.81;?;82.83;?;30.35;?;?;No Treatment
China;?;2006;?;4.58;6.55;48.77;?;3908;63.06;?;?;?;?;Chlorination
Bangladesh;East;2011;?;5.64;7.6;11.02;?;4409;?;?;61.5;24714;32.49;?
?;South;?;?;?;6.33;?;17.14;1064;?;?;16.33;69078;?;No Treatment
?;?;2017;?;6.99;?;18.71;17.7;?;?;?;?;?;?;?
?;Central;2023;?;4.99;?;47.59;?;?;98.99;?;?;40064;23.33;Filtration
?;?;?;?;9.48;7.15;10.27;?;4890;?;?;?;8305;22.59;?
?;?;2020;?;7.48;?;17.88;?;2114;33.58;?;89.87;?;?;?
Nigeria;East;?;Well;?;?;?;1.9;3882;?;?;?;?;54.11;?
?;?;2008;Pond;3.18;?;?;?;2821;92.27;314;?;20121;?;?
?;West;2000;River;3.93;6.42;?;4.95;?;87.94;?;7.72;57324;87.79;?
Bangladesh;East;?;Well;?;?;?;?;1909;?;74;61.61;?;99.59;Chlorination
?;?;?;River;?;?;?;6.49;?;?;378;62.17;2841;?;Filtration
Bangladesh;West;?;Tap;?;7.59;12.04;15.18;?;?;393;?;?;91.18;?
?;?;?;?;?;6.6;35.62;?;?;77.33;?;?;?;?;?
Mexico;?;?;?;?;?;4.03;8.39;?;78.93;409;?;93465;?;?
?;?;2012;?;2.79;?;7.63;12.33;2505;?;?;?;?;?;?
?;?;2003;River;1.13;7.08;?;?;?;44.19;?;?;?;46.45;Chlorination
?;?;?;Well;6.68;?;49.71;?;4166;?;89;?;66951;83.97;?
Bangladesh;?;2020;?;?;6.18;?;?;?;?;?;99.62;44917;20.87;Filtration
Indonesia;?;?;Spring;4.8;8.19;15.17;?;?;50.57;137;69.91;?;24.39;Chlorination
Nigeria;South;2004;Well;?;?;45.7;16.6;?;98.86;84;?;?;?;No Treatment
?;South;?;Well;?;?;29.22;?;2788;43.81;?;27.87;93298;45.28;?
USA;?;?;?;?;7.17;?;?;?;?;?;?;58560;45.99;Chlorination
Pakistan;Central;?;Spring;2.51;?;23.1;?;1242;50.98;?;13.77;?;?;Filtration
Ethiopia;East;?;?;5.01;7.16;29.71;?;274;?;9;32.83;?;?;?
Indonesia;North;2004;River;?;7.09;45.63;?;2239;60.97;?;?;13338;?;Filtration
?;East;2009;?;?;8.16;?;?;?;?;257;?;86558;48.55;?
Ethiopia;?;2021;?;?;?;?;0.52;4302;?;304;?;71475;?;?
Brazil;?;?;?;5.24;7.84;?;14.68;2122;?;?;?;17220;29.12;?
?;?;?;?;6.68;?;26.01;1.19;?;83.15;?;?;?;?;?
?;?;2004;Well;?;?;?;5.6;4087;50.68;258;31.87;?;?;Chlorination
Nigeria;?;?;?;?;?;?;?;1537;?;270;80.11;49834;?;No Treatment
Nigeria;Central;2016;?;6.53;6.44;?;16.64;?;71.63;126;72.36;?;32.39;?
?;Central;2010;Lake;7.28;8.25;?;?;3946;?;?;94.51;89720;?;No Treatment
Mexico;?;2013;Lake;?;?;3.51;?;?;?;202;23.69;?;41.97;?
Brazil;Central;2015;?;?;6.66;?;12.42;?;?;2;69.34;56301;?;No Treatment
Nigeria;South;?;?;6.01;?;11.57;7.29;2386;?;?;21.59;?;?;?
India;?;?;?;?;7.05;11.63;?;?;?;24;?;8170;23.07;Filtration
Ethiopia;?;?;Lake;?;7.84;?;16.73;?;53.79;?;85.51;?;?;?
?;?;?;?;?;6.93;7.33;12.79;?;?;104;20.33;?;28.44;?
?;?;2000;River;3.37;?;?;?;589;80.07;279;?;?;21.49;?
Brazil;South;?;?;?;?;20.08;10.26;398;47.45;309;32.58;12284;77.81;Boiling
Brazil;South;2016;River;3.19;?;?;?;401;?;?;?;34492;?;Filtration
India;?;?;?;?;?;?;9.73;?;93.74;88;33.64;?;?;?
