Bangladesh;South;2021;?;?;7.08;42.23;?;4149;?;300;?;?;36.55;?
China;?;2013;Tap;5.59;7.77;26.07;9.49;238;48.15;349;?;25017;44.53;No Treatment
?;North;2003;Lake;?;?;?;?;1519;73.78;118;71.31;?;36.23;Filtration
Brazil;?;2013;Well;6.55;?;26.78;?;972;82.79;?;29.01;67982;?;?
Indonesia;Central;2004;?;?;6.54;?;?;1576;?;?;97.45;16751;35.8;Chlorination
Brazil;West;2021;River;5.85;?;19.89;9.66;?;56.14;221;5.62;?;78.3;?
Indonesia;Central;2010;Lake;3.55;7.6;0.63;10.52;3579;89.69;463;60.71;66421;66.82;Filtration
Indonesia;South;2023;Well;7.97;?;41.48;?;?;?;?;?;?;49.92;Chlorination
?;?;2010;Well;?;7.26;42.44;6.13;4929;77.68;213;?;8969;46.54;Boiling
India;?;2019;Pond;8.91;6.75;27.7;?;4612;58.4;?;?;63891;72.94;No Treatment
Pakistan;East;2010;Tap;4.89;6.31;30.93;12.2;?;97.4;93;55.99;?;?;Chlorination
?;South;?;Lake;4.12;8.16;46.42;15.01;?;?;494;44.45;?;85.24;Filtration
?;?;2021;?;6.59;7.79;32.74;5.51;1660;76.4;401;77.51;?;?;Boiling
Nigeria;Central;?;Tap;?;?;47.58;15.31;?;62.56;?;79.58;57826;?;Filtration
Indonesia;East;?;River;7.95;8.01;?;18.62;3878;?;?;13.89;56426;40.34;?
Brazil;?;?;Lake;0.47;?;?;3.65;2590;45.61;?;?;82318;58.17;?
India;Central;?;River;2.78;?;41.8;?;?;44.04;57;36.74;?;80.12;Filtration
Ethiopia;?;2021;River;7.18;?;31.55;18.03;2072;?;57;19.58;90239;32.19;No Treatment
?;Central;2017;River;5.78;8.26;10.77;15.81;2470;48.04;?;?;1780;78.59;No Treatment
Pakistan;?;2005;Tap;?;6.25;?;9.44;3176;37.24;491;49.89;64978;?;?
?;West;?;?;8.67;7.73;?;?;?;?;140;?;97147;?;Chlorination
Brazil;?;2021;Well;2.92;7.59;?;4.51;2685;?;?;?;28103;92.01;Boiling
Nigeria;West;2002;River;3.48;8.44;?;5.49;?;89.52;136;63.72;?;?;?
?;West;2012;?;?;6.01;22.52;5.85;2888;53.01;497;?;58570;?;Chlorination
Indonesia;?;?;Pond;4.48;?;?;13.93;?;?;277;96.45;89311;26.92;Filtration
Brazil;?;2012;?;?;7.96;48.46;16.33;?;74.0;375;55.58;?;58.18;?
?;West;?;River;8.43;?;4.89;?;?;65.78;203;62.32;21025;36.92;Filtration
Indonesia;South;?;Lake;?;7.04;9.12;6.11;4856;45.99;179;?;?;?;?
?;West;2001;?;0.51;7.44;9.99;10.15;1275;80.06;5;31.46;55501;87.59;?
Bangladesh;South;?;River;?;6.69;28.22;5.85;1814;?;74;65.66;33703;64.3;Filtration
?;North;?;River;?;7.78;?;?;1588;68.07;356;61.81;88894;?;?
Brazil;North;?;Pond;8.35;8.24;6.56;7.69;82;34.18;247;63.96;32292;51.47;Filtration
?;North;2012;River;4.9;6.29;10.08;?;2034;82.48;36;51.45;92776;?;Boiling
Mexico;Central;2007;Lake;?;7.08;0.23;10.2;4285;47.02;464;9.6;31132;46.42;Boiling
?;North;2011;?;4.66;6.84;30.09;8.67;4270;?;272;?;33782;?;No Treatment
USA;?;2023;Pond;5.07;?;?;15.31;3792;52.62;247;?;4012;98.31;?
Mexico;?;2013;Spring;?;?;19.78;1.04;1719;?;440;3.62;72970;?;Boiling
Mexico;?;2009;Tap;1.93;6.29;48.31;?;4659;?;477;23.31;?;74.88;Filtration
USA;East;2017;?;5.01;?;?;?;4573;61.35;?;89.85;?;91.66;Boiling
Pakistan;?;2006;Tap;0.35;6.33;19.83;4.96;4568;71.88;371;50.29;48274;?;No Treatment
Nigeria;?;2009;Pond;?;?;37.29;15.24;561;97.59;?;60.32;40356;72.53;No Treatment
