?;South;2021;Lake;?;7.08;42.23;1.52;4149;66.24;300;2.18;?;?;?
China;West;2013;Tap;5.59;7.77;26.07;9.49;238;48.15;349;?;25017;?;?
China;North;2003;Lake;5.63;?;42.81;?;1519;?;118;?;63142;36.23;?
Brazil;?;?;Well;6.55;6.15;26.78;6.18;?;?;266;29.01;67982;62.85;Filtration
Indonesia;?;2004;Lake;?;6.54;38.87;0.51;1576;93.82;190;97.45;?;35.8;Chlorination
Brazil;West;2021;?;?;7.45;19.89;9.66;455;?;?;5.62;28014;?;No Treatment
?;Central;2010;Lake;3.55;7.6;0.63;10.52;3579;?;463;60.71;?;66.82;Filtration
?;?;2023;Well;7.97;7.93;?;14.02;?;?;?;?;?;49.92;Chlorination
USA;?;?;Well;4.62;7.26;42.44;?;?;77.68;213;?;8969;46.54;Boiling
India;East;?;Pond;?;6.75;27.7;?;4612;58.4;?;32.03;63891;72.94;No Treatment
?;East;2010;?;4.89;6.31;30.93;?;3932;?;93;55.99;?;?;Chlorination
?;South;?;?;4.12;8.16;46.42;15.01;2654;72.76;494;?;?;85.24;Filtration
Bangladesh;South;?;River;6.59;7.79;32.74;5.51;1660;76.4;?;?;51903;44.62;Boiling
Nigeria;Central;?;Tap;2.22;6.5;47.58;?;2259;62.56;?;?;57826;?;Filtration
?;?;2004;River;7.95;8.01;?;18.62;3878;97.42;?;?;56426;?;?
Brazil;North;?;?;0.47;6.44;40.17;3.65;?;45.61;196;15.24;82318;58.17;Chlorination
India;Central;?;River;2.78;6.39;41.8;?;93;44.04;57;36.74;70391;?;?
Ethiopia;North;2021;River;7.18;7.81;31.55;18.03;2072;38.18;57;19.58;90239;32.19;No Treatment
Nigeria;Central;2017;River;5.78;8.26;10.77;?;2470;?;?;76.38;?;78.59;?
?;North;2005;?;8.25;6.25;?;9.44;3176;37.24;491;49.89;?;96.4;Boiling
Bangladesh;?;?;Pond;8.67;7.73;27.17;1.25;?;61.36;140;?;97147;?;?
?;East;?;Well;2.92;7.59;16.11;4.51;?;83.31;336;30.57;28103;92.01;?
Nigeria;?;?;?;3.48;?;12.53;5.49;2099;89.52;136;63.72;33188;59.27;Boiling
Brazil;West;2012;Pond;?;6.01;?;5.85;2888;53.01;497;22.43;58570;?;?
Indonesia;East;?;Pond;?;7.99;44.32;?;?;42.83;?;96.45;89311;26.92;?
Brazil;West;?;Pond;6.11;7.96;48.46;16.33;226;74.0;375;55.58;51695;58.18;?
Mexico;?;2023;River;?;?;?;8.2;3615;65.78;203;62.32;?;?;?
Indonesia;South;2000;Lake;1.45;7.04;9.12;6.11;4856;?;?;?;49151;?;No Treatment
India;West;2001;Pond;?;7.44;9.99;10.15;1275;?;?;?;55501;?;Chlorination
Bangladesh;South;2009;?;9.64;?;?;5.85;?;58.62;74;65.66;33703;64.3;Filtration
?;North;2022;?;4.36;7.78;27.28;16.91;?;?;356;61.81;88894;?;?
Brazil;?;?;Pond;?;?;6.56;?;82;34.18;247;?;32292;51.47;Filtration
Pakistan;North;2012;River;?;6.29;?;15.21;2034;?;36;51.45;92776;92.08;Boiling
Mexico;?;?;?;8.87;7.08;0.23;?;4285;47.02;?;9.6;?;46.42;?
?;?;2011;Pond;4.66;6.84;30.09;8.67;4270;?;272;?;33782;72.46;No Treatment
USA;North;2023;Pond;5.07;?;49.61;15.31;3792;?;?;99.74;4012;98.31;Boiling
Mexico;North;2013;Spring;0.98;7.69;?;?;?;?;440;?;72970;67.31;Boiling
Mexico;?;2009;Tap;1.93;?;?;4.92;?;35.35;477;23.31;?;74.88;Filtration
USA;East;?;Lake;5.01;6.29;?;14.64;4573;61.35;?;?;25131;?;?
Pakistan;?;?;Tap;0.35;6.33;?;4.96;?;?;371;?;48274;?;No Treatment
Nigeria;East;2009;Pond;0.86;6.55;?;?;561;97.59;443;60.32;40356;?;?
?;West;?;Well;?;7.71;41.3;13.18;1171;?;55;?;19818;?;No Treatment
?;South;2017;?;?;6.32;?;10.92;3835;?;83;21.24;92733;?;Filtration
Pakistan;?;2002;Spring;3.92;8.13;1.4;?;?;?;39;35.27;87427;?;Filtration
Nigeria;North;?;?;?;6.87;9.01;2.22;1885;82.17;282;17.81;3392;?;Boiling
USA;Central;?;Tap;?;6.85;32.88;2.96;?;58.09;60;9.87;?;?;?
Brazil;Central;2012;?;?;8.25;24.4;6.02;4954;?;407;25.3;?;?;?
Nigeria;West;2007;Spring;5.94;?;44.21;?;3447;44.75;72;35.92;47186;96.09;?
USA;East;?;Pond;0.37;7.09;18.65;?;4157;77.88;?;97.7;?;26.85;Filtration
Mexico;East;2006;Pond;5.67;6.14;33.35;17.05;1935;70.89;?;?;?;78.41;Filtration
Nigeria;?;?;River;3.37;6.95;49.11;1.26;?;?;?;?;41029;27.27;Boiling
Pakistan;?;2008;River;?;6.63;31.3;15.15;?;33.4;150;34.13;75337;?;?
?;South;2017;River;2.15;?;1.7;1.2;1960;?;?;13.99;31686;?;Boiling
Brazil;?;2009;Tap;7.14;7.52;?;?;2061;56.25;44;81.55;66122;?;No Treatment
Brazil;North;2016;River;?;8.35;19.5;?;1048;82.83;275;30.35;31512;87.75;?
China;South;2006;Spring;4.58;6.55;?;14.75;3908;63.06;?;?;15578;?;?
Bangladesh;East;2011;Pond;5.64;7.6;?;0.42;4409;62.38;226;61.5;?;?;Filtration
Indonesia;South;?;Well;5.71;6.33;32.4;17.14;1064;?;331;?;69078;60.25;No Treatment
?;?;2017;Lake;6.99;8.35;18.71;17.7;2380;39.3;293;19.71;?;37.13;No Treatment
Indonesia;Central;2023;?;?;6.24;47.59;19.15;3252;98.99;73;?;40064;23.33;?
India;West;2020;?;9.48;7.15;10.27;19.8;4890;41.79;?;96.13;?;22.59;Chlorination
Ethiopia;East;2020;River;7.48;?;17.88;?;2114;33.58;34;?;?;?;No Treatment
Nigeria;East;2014;Well;8.02;7.79;?;1.9;?;30.73;269;10.67;?;54.11;No Treatment
Pakistan;?;2008;Pond;3.18;8.14;29.82;?;?;92.27;314;44.56;?;?;?
China;West;2000;River;3.93;?;5.07;4.95;?;87.94;?;7.72;57324;87.79;?
Bangladesh;?;?;Well;5.81;7.44;?;16.12;1909;?;?;61.61;2783;99.59;?
India;?;2007;River;2.57;?;?;6.49;?;?;378;62.17;2841;?;Filtration
Bangladesh;?;2012;Tap;?;7.59;12.04;?;?;51.92;393;?;?;91.18;No Treatment
