?;South;2021;?;?;7.08;42.23;?;4149;?;300;2.18;26185;36.55;Boiling
?;?;2013;?;5.59;7.77;26.07;?;?;48.15;?;77.13;?;?;?
?;North;2003;Lake;?;6.18;42.81;?;1519;73.78;?;?;63142;?;?
Brazil;?;2013;Well;?;?;26.78;6.18;972;82.79;?;?;67982;62.85;Filtration
Indonesia;?;2004;?;?;?;?;?;1576;?;?;?;16751;35.8;Chlorination
Brazil;?;2021;River;?;?;?;?;455;56.14;?;5.62;?;?;No Treatment
?;Central;?;?;?;7.6;?;?;?;?;?;?;?;66.82;Filtration
Indonesia;South;2023;Well;7.97;7.93;?;14.02;?;67.98;?;?;80635;?;Chlorination
?;Central;2010;Well;?;7.26;?;6.13;?;77.68;213;?;?;?;?
India;?;2019;Pond;?;?;27.7;14.86;4612;?;?;?;?;72.94;No Treatment
?;?;2010;Tap;4.89;?;30.93;12.2;3932;97.4;?;55.99;?;?;?
Indonesia;South;?;Lake;?;8.16;?;15.01;?;?;494;?;?;?;?
Bangladesh;?;2021;?;?;?;?;?;1660;?;?;?;?;44.62;?
Nigeria;?;?;Tap;?;?;?;?;2259;?;?;?;57826;25.32;?
?;?;?;River;?;?;43.54;?;?;?;?;?;56426;40.34;No Treatment
?;North;2014;Lake;0.47;6.44;40.17;3.65;?;?;?;15.24;82318;?;Chlorination
India;?;?;?;?;?;?;6.88;93;44.04;?;36.74;?;?;?
Ethiopia;North;?;River;7.18;?;31.55;?;?;?;57;?;90239;?;?
Nigeria;?;2017;?;5.78;?;10.77;?;?;?;?;?;1780;?;?
Pakistan;North;2005;?;8.25;?;?;?;3176;37.24;491;49.89;?;96.4;?
?;?;?;?;?;?;27.17;?;?;61.36;140;36.91;?;32.57;Chlorination
?;East;2021;Well;?;7.59;16.11;4.51;2685;?;?;30.57;?;92.01;Boiling
Nigeria;?;2002;?;3.48;8.44;12.53;5.49;?;?;?;63.72;33188;?;?
Brazil;West;?;?;?;?;22.52;?;?;53.01;497;?;?;?;?
Indonesia;East;?;?;?;7.99;?;13.93;3374;42.83;277;96.45;89311;?;?
Brazil;West;2012;?;?;?;48.46;16.33;?;74.0;?;?;?;58.18;?
?;West;2023;?;8.43;?;4.89;8.2;?;65.78;?;?;?;?;?
Indonesia;?;?;?;?;?;9.12;?;4856;45.99;?;6.06;49151;78.62;?
?;?;2001;?;0.51;?;?;?;1275;?;5;?;55501;87.59;?
Bangladesh;South;2009;?;?;6.69;28.22;5.85;?;?;?;?;33703;64.3;?
?;?;2022;?;4.36;?;?;16.91;1588;?;356;?;88894;?;No Treatment
?;?;?;?;8.35;?;6.56;?;82;?;?;63.96;32292;51.47;?
?;?;2012;River;?;6.29;10.08;?;2034;?;?;51.45;?;92.08;?
Mexico;?;?;Lake;?;?;?;10.2;?;?;?;9.6;?;?;Boiling
?;North;2011;Pond;4.66;?;30.09;?;?;?;?;30.95;?;72.46;No Treatment
?;North;2023;Pond;?;?;49.61;?;?;?;?;?;?;98.31;?
?;North;2013;?;?;?;?;1.04;1719;49.37;?;?;?;67.31;Boiling
Mexico;?;2009;?;?;?;?;?;?;35.35;477;23.31;?;74.88;?
?;East;?;?;?;?;?;?;?;?;?;?;?;91.66;?
Pakistan;West;2006;Tap;?;6.33;?;4.96;?;71.88;?;50.29;48274;87.02;No Treatment
Nigeria;?;?;Pond;0.86;6.55;?;15.24;561;?;443;60.32;40356;72.53;No Treatment
Mexico;West;?;?;?;?;?;?;?;?;55;?;19818;?;?
Ethiopia;South;2017;Lake;2.13;?;?;?;3835;?;?;?;92733;?;?
?;?;?;Spring;3.92;?;?;?;?;?;39;35.27;?;21.72;Filtration
?;North;2016;?;6.96;6.87;9.01;2.22;1885;?;?;17.81;?;?;Boiling
USA;Central;?;?;?;?;?;2.96;2940;?;?;9.87;24621;?;Filtration
Brazil;Central;2012;Pond;4.25;8.25;24.4;?;4954;?;407;?;91065;?;?
Nigeria;?;2007;Spring;?;6.56;44.21;?;?;?;?;35.92;47186;96.09;Filtration
USA;East;?;?;0.37;7.09;?;?;4157;?;?;?;41554;26.85;Filtration
?;?;?;?;?;6.14;33.35;17.05;?;?;?;?;?;?;Filtration
?;East;?;River;3.37;6.95;?;1.26;?;31.37;402;?;41029;27.27;Boiling
?;?;?;?;5.47;?;31.3;15.15;?;?;?;?;75337;47.83;?
?;South;?;?;?;6.64;1.7;1.2;?;41.26;?;13.99;?;91.66;?
?;?;?;Tap;?;?;?;?;?;?;44;?;?;56.04;?
