Bangladesh;South;?;Lake;9.04;?;42.23;1.52;4149;66.24;300;2.18;26185;?;Boiling
China;West;2013;Tap;5.59;?;26.07;9.49;238;48.15;349;77.13;?;?;?
China;?;?;Lake;?;6.18;42.81;?;1519;73.78;118;71.31;63142;?;Filtration
Brazil;?;2013;Well;?;6.15;?;?;972;82.79;266;29.01;67982;?;?
Indonesia;Central;?;?;?;?;38.87;0.51;?;93.82;190;97.45;16751;?;Chlorination
Brazil;West;?;?;5.85;7.45;19.89;?;455;56.14;221;5.62;28014;78.3;No Treatment
?;Central;2010;Lake;?;7.6;?;?;3579;?;?;?;66421;?;Filtration
Indonesia;South;?;Well;?;7.93;41.48;?;?;?;316;6.96;?;49.92;Chlorination
?;?;?;Well;4.62;7.26;42.44;?;?;?;213;76.62;8969;46.54;Boiling
India;?;2019;?;?;?;27.7;?;4612;58.4;?;32.03;63891;72.94;No Treatment
Pakistan;East;2010;?;4.89;6.31;30.93;?;3932;?;93;?;73172;56.71;Chlorination
Indonesia;South;?;?;4.12;?;46.42;?;?;?;494;44.45;?;?;?
Bangladesh;South;2021;River;6.59;7.79;32.74;5.51;1660;?;401;77.51;?;44.62;Boiling
?;?;2008;Tap;?;6.5;47.58;15.31;2259;62.56;48;79.58;57826;?;Filtration
Indonesia;?;?;River;?;?;43.54;?;3878;97.42;348;13.89;56426;?;No Treatment
Brazil;?;?;?;0.47;6.44;?;?;?;45.61;196;?;82318;58.17;Chlorination
India;Central;?;River;2.78;?;?;6.88;93;?;57;36.74;?;80.12;Filtration
Ethiopia;North;2021;River;7.18;7.81;31.55;18.03;2072;38.18;57;?;?;32.19;No Treatment
Nigeria;Central;2017;?;5.78;?;10.77;15.81;?;48.04;498;?;1780;?;?
Pakistan;North;2005;?;8.25;6.25;?;9.44;?;37.24;491;49.89;?;?;?
Bangladesh;West;2005;Pond;8.67;7.73;27.17;?;?;61.36;140;36.91;?;32.57;Chlorination
Brazil;East;2021;Well;2.92;?;?;?;?;?;?;30.57;28103;92.01;?
Nigeria;West;2002;?;3.48;8.44;12.53;?;?;89.52;?;63.72;33188;?;Boiling
Brazil;West;2012;Pond;?;?;22.52;?;2888;?;497;22.43;?;?;?
