Chevrolet Chevelle Malibu;?;?;307.0;?;3504.0;?;70;US
Buick Skylark 320;15.0;8;350.0;165.0;3693.0;11.5;70;US
Plymouth Satellite;18.0;8;318.0;150.0;3436.0;11.0;70;?
AMC Rebel SST;16.0;8;304.0;150.0;3433.0;12.0;70;US
Ford Torino;?;8;302.0;140.0;3449.0;?;70;?
?;15.0;8;429.0;198.0;4341.0;10.0;70;US
Chevrolet Impala;14.0;?;454.0;220.0;4354.0;9.0;70;US
Plymouth Fury iii;14.0;?;?;215.0;?;8.5;70;US
Pontiac Catalina;?;?;?;225.0;4425.0;10.0;70;?
AMC Ambassador DPL;15.0;8;390.0;190.0;?;?;?;?
Citroen DS-21 Pallas;0.0;4;?;?;3090.0;17.5;70;Europe
Chevrolet Chevelle Concours (sw);0.0;8;350.0;165.0;4142.0;11.5;70;US
?;0.0;8;351.0;?;?;11.0;70;?
Plymouth Satellite (sw);0.0;8;?;?;?;10.5;?;US
AMC Rebel SST (sw);0.0;8;360.0;175.0;3850.0;11.0;70;US
?;15.0;?;383.0;170.0;3563.0;10.0;70;?
Plymouth 'Cuda 340;14.0;8;340.0;160.0;?;?;70;US
Ford Mustang Boss 302;?;8;?;140.0;?;?;70;US
Chevrolet Monte Carlo;15.0;8;?;150.0;3761.0;9.5;?;US
?;14.0;8;?;?;3086.0;?;?;US
Toyota Corolla Mark ii;?;?;113.0;95.0;2372.0;15.0;70;Japan
Plymouth Duster;?;?;198.0;95.0;2833.0;15.5;70;US
AMC Hornet;18.0;?;199.0;97.0;2774.0;?;70;US
Ford Maverick;21.0;6;200.0;85.0;2587.0;16.0;70;US
?;27.0;4;?;88.0;?;14.5;70;?
Volkswagen 1131 Deluxe Sedan;?;?;97.0;46.0;1835.0;20.5;70;Europe
?;25.0;4;?;?;2672.0;17.5;70;Europe
?;24.0;?;107.0;?;?;?;?;Europe
?;25.0;4;104.0;95.0;2375.0;17.5;?;Europe
?;26.0;4;121.0;?;?;12.5;70;?
AMC Gremlin;21.0;?;199.0;90.0;2648.0;15.0;?;US
?;10.0;?;360.0;215.0;4615.0;14.0;?;US
?;10.0;?;307.0;?;4376.0;15.0;?;US
?;11.0;8;318.0;210.0;4382.0;13.5;?;US
?;?;8;?;?;4732.0;18.5;?;US
Datsun PL510;27.0;4;97.0;88.0;?;14.5;71;Japan
Chevrolet Vega 2300;?;4;140.0;?;?;15.5;71;?
Toyota Corolla;25.0;4;113.0;95.0;?;14.0;71;?
Ford Pinto;?;?;98.0;0.0;?;?;71;US
?;0.0;4;?;48.0;?;?;?;Europe
AMC Gremlin;19.0;6;232.0;100.0;?;13.0;71;US
Plymouth Satellite Custom;?;6;225.0;105.0;3439.0;?;71;?
Chevrolet Chevelle Malibu;17.0;6;250.0;100.0;3329.0;?;71;?
?;19.0;6;?;88.0;3302.0;?;71;US
AMC Matador;18.0;6;232.0;100.0;3288.0;?;?;?
Chevrolet Impala;14.0;8;?;165.0;4209.0;?;?;US
?;14.0;8;400.0;?;4464.0;?;?;US
Ford Galaxie 500;?;?;351.0;?;4154.0;13.5;?;US
Plymouth Fury iii;?;8;?;150.0;4096.0;13.0;71;US
?;12.0;8;383.0;180.0;4955.0;11.5;71;?
Ford Country Squire (sw);?;8;400.0;170.0;4746.0;?;?;?
Pontiac Safari (sw);?;?;400.0;175.0;?;?;71;US
?;?;6;?;?;2962.0;13.5;?;US
Chevrolet Vega (sw);?;4;?;?;?;19.0;71;US
?;?;6;250.0;?;3282.0;15.0;?;US
?;18.0;6;?;88.0;3139.0;14.5;71;?
?;?;4;122.0;?;2220.0;14.0;71;US
Opel 1900;?;?;?;90.0;2123.0;14.0;71;Europe
Peugeot 304;?;4;?;70.0;2074.0;19.5;71;?
Fiat 124B;30.0;4;?;?;2065.0;14.5;71;Europe
Toyota Corolla 1200;31.0;4;71.0;65.0;1773.0;?;71;Japan
Datsun 1200;?;?;?;?;?;18.0;71;Japan
Volkswagen Model 111;27.0;4;97.0;60.0;?;19.0;?;?
Plymouth Cricket;?;4;91.0;?;1955.0;20.5;71;?
Toyota Corolla Hardtop;24.0;4;113.0;95.0;2278.0;15.5;?;Japan
?;25.0;4;97.5;80.0;2126.0;?;72;US
Volkswagen Type 3;23.0;?;?;54.0;2254.0;23.5;72;?
Chevrolet Vega;20.0;4;140.0;90.0;2408.0;19.5;72;US
Ford Pinto Runabout;21.0;?;122.0;86.0;?;16.5;72;US
?;13.0;8;?;165.0;4274.0;12.0;72;US
Pontiac Catalina;14.0;8;400.0;?;4385.0;12.0;72;?
Plymouth Fury III;?;8;318.0;150.0;?;?;?;?
Ford Galaxie 500;14.0;8;351.0;153.0;4129.0;?;?;US
AMC Ambassador SST;17.0;?;304.0;150.0;3672.0;11.5;?;US
Mercury Marquis;?;?;429.0;208.0;4633.0;11.0;?;US
Buick LeSabre Custom;13.0;8;?;155.0;4502.0;13.5;72;?
Oldsmobile Delta 88 Royale;12.0;8;?;160.0;4456.0;13.5;?;US
Chrysler Newport Royal;13.0;?;400.0;?;?;?;72;US
Mazda RX2 Coupe;19.0;3;70.0;?;2330.0;13.5;?;Japan
?;15.0;8;304.0;?;3892.0;?;72;US
Chevrolet Chevelle Concours (sw);13.0;8;?;130.0;?;14.0;72;US
?;13.0;8;?;140.0;4294.0;16.0;?;?
Plymouth Satellite Custom (sw);14.0;?;318.0;150.0;4077.0;?;72;US
Volvo 145e (sw);18.0;?;121.0;?;2933.0;14.5;?;?
Volkswagen 411 (sw);?;4;121.0;76.0;2511.0;18.0;72;?
Peugeot 504 (sw);21.0;4;120.0;?;?;19.5;?;Europe
Renault 12 (sw);26.0;4;96.0;69.0;2189.0;18.0;72;Europe
Ford Pinto (sw);22.0;4;122.0;86.0;2395.0;?;72;US
?;28.0;4;97.0;92.0;2288.0;?;?;Japan
Toyota Corolla Mark II (sw);23.0;4;120.0;97.0;2506.0;14.5;72;Japan
Dodge Colt (sw);28.0;?;98.0;80.0;?;15.0;72;US
Toyota Corolla 1600 (sw);27.0;?;97.0;88.0;2100.0;16.5;72;?
Buick Century 350;13.0;8;?;175.0;4100.0;?;73;US
AMC Matador;14.0;8;304.0;150.0;3672.0;11.5;73;?
Chevrolet Malibu;13.0;8;350.0;145.0;3988.0;?;73;US
Ford Gran Torino;?;8;?;137.0;4042.0;14.5;73;US
Dodge Coronet Custom;15.0;?;?;150.0;?;12.5;?;?
Mercury Marquis Brougham;12.0;8;429.0;?;?;?;73;US
?;13.0;8;400.0;?;4464.0;12.0;?;?
?;?;8;?;158.0;4363.0;?;73;US
Plymouth Fury Gran Sedan;14.0;8;318.0;150.0;4237.0;14.5;73;US
?;13.0;?;440.0;?;4735.0;11.0;?;US
Buick Electra 225 Custom;12.0;8;?;?;4951.0;11.0;73;US
AMC Ambassador Brougham;?;?;?;175.0;3821.0;?;?;?
?;?;6;225.0;105.0;3121.0;16.5;73;US
Chevrolet Nova Custom;?;6;250.0;100.0;3278.0;18.0;73;?
AMC Hornet;?;6;232.0;?;?;16.0;73;US
Ford Maverick;18.0;?;?;88.0;?;?;73;US
?;23.0;6;?;?;2904.0;?;73;?
Volkswagen Super Beetle;26.0;4;97.0;46.0;1950.0;21.0;73;Europe
Chevrolet Impala;?;8;?;?;4997.0;14.0;?;US
Ford Country;?;?;?;?;4906.0;12.5;73;US
Plymouth Custom Suburb;13.0;8;360.0;?;4654.0;13.0;73;?
?;12.0;8;350.0;?;4499.0;?;?;US
AMC Gremlin;?;6;232.0;100.0;?;15.0;73;?
Toyota Camry;20.0;?;?;88.0;2279.0;19.0;73;?
Chevrolet Vega;21.0;4;140.0;72.0;?;19.5;73;?
Datsun 610;?;?;108.0;94.0;?;16.5;?;?
?;18.0;3;70.0;90.0;2124.0;?;?;Japan
?;19.0;?;?;85.0;2310.0;18.5;73;US
Mercury Capri v6;21.0;?;155.0;?;2472.0;14.0;73;US
Fiat 124 Sport Coupe;26.0;?;98.0;90.0;2265.0;15.5;?;Europe
Chevrolet Monte Carlo S;15.0;8;?;145.0;4082.0;13.0;73;US
Pontiac Grand Prix;16.0;8;?;230.0;4278.0;9.5;73;US
?;29.0;4;68.0;49.0;1867.0;19.5;73;Europe
Opel Manta;24.0;4;116.0;?;?;15.5;?;?
Audi 100LS;?;4;?;?;?;14.0;73;?
Volvo 144ea;19.0;4;121.0;?;?;?;73;Europe
?;15.0;8;318.0;?;3399.0;11.0;73;US
Saab 99le;?;4;121.0;110.0;?;14.0;73;Europe
Toyota Mark II;?;6;156.0;122.0;?;?;?;?
