arnie morton's of chicago;435 s. la cienega blv.;los angeles;310/246-1501;?;?
arnie morton's of chicago;435 s. la cienega blvd.;los angeles;310-246-1501;steakhouses;?
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;american;1
art's deli;?;?;818-762-1221;delis;1
hotel bel-air;701 stone canyon rd.;?;310/472-1211;californian;2
bel-air hotel;?;?;310-472-1211;californian;2
cafe bizou;?;sherman oaks;818/788-3536;french;3
cafe bizou;?;?;818-788-3536;?;3
campanile;624 s. la brea ave.;?;213/938-1447;?;?
?;?;los angeles;213-938-1447;californian;?
?;?;santa monica;310/392-9025;french;?
chinois on main;?;santa monica;?;pacific new wave;?
citrus;6703 melrose ave.;los angeles;?;californian;6
citrus;6703 melrose ave.;los angeles;213-857-0034;californian;6
fenix;8358 sunset blvd. west;hollywood;213/848-6677;american;7
fenix at the argyle;8358 sunset blvd.;?;213-848-6677;?;?
granita;23725 w. malibu rd.;?;310/456-0488;?;8
?;23725 w. malibu rd.;malibu;310-456-0488;californian;8
grill on the alley;9560 dayton way;los angeles;310/276-0615;american;9
?;9560 dayton way;?;310-276-0615;american (traditional);9
?;1972 n. hillhurst ave.;?;?;asian;?
?;1972 hillhurst ave.;?;?;?;?
?;903 n. la cienega blvd.;?;310/652-9770;french;?
l'orangerie;903 n. la cienega blvd.;?;?;?;?
le chardonnay;8284 melrose ave.;?;213/655-8880;?;?
le chardonnay (los angeles);8284 melrose ave.;?;213-655-8880;?;?
locanda veneta;3rd st.;los angeles;310/274-1893;italian;13
locanda veneta;8638 w. third st.;los angeles;310-274-1893;italian;13
?;129 n. la cienega blvd.;?;310/659-9639;asian;14
?;?;?;?;seafood;14
?;?;?;?;american;15
?;?;?;?;?;15
patina;?;los angeles;?;?;16
patina;?;los angeles;213-467-1108;?;?
philippe's the original;?;los angeles;213/628-3781;?;?
philippe the original;1001 n. alameda st.;chinatown;213-628-3781;?;17
pinot bistro;12969 ventura blvd.;los angeles;818/990-0500;?;?
pinot bistro;12969 ventura blvd.;studio city;818-990-0500;french bistro;18
rex il ristorante;?;los angeles;?;italian;19
rex il ristorante;?;los angeles;?;nuova cucina italian;19
spago;?;?;310/652-4025;californian;20
spago (los angeles);?;w. hollywood;310-652-4025;californian;20
valentino;?;santa monica;310/829-4313;?;21
valentino;?;santa monica;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;67 n. raymond ave.;los angeles;818/585-0855;?;22
yujean kang's;67 n. raymond ave.;?;818-585-0855;?;22
21 club;?;?;212/582-7200;american;23
21 club;?;?;?;american (new);23
aquavit;?;?;?;continental;24
aquavit;13 w. 54th st.;new york city;?;?;24
aureole;34 e. 61st st.;new york;212/ 319-1660;?;25
?;34 e. 61st st.;?;?;?;25
?;201 w. 83rd st.;?;?;?;26
?;?;?;?;coffeehouses;26
?;1 w. 67th st.;?;?;continental;27
?;1 w. 67th st.;?;?;french (classic);27
carmine's;2450 broadway  between 90th and 91st sts.;?;?;?;28
carmine's;2450 broadway;?;?;?;28
carnegie deli;?;new york;?;?;29
carnegie deli;854 seventh ave.;new york city;?;delis;29
chanterelle;?;?;212/966-6960;american;30
chanterelle;?;?;212-966-6960;french (new);30
daniel;?;?;212/288-0033;french;31
daniel;20 e. 76th st.;?;?;french (new);31
dawat;210 e. 58th st.;new york;212/355-7555;asian;?
dawat;210 e. 58th st.;?;212-355-7555;indian;?
felidia;243 e. 58th st.;?;212/758-1479;?;?
felidia;243 e. 58th st.;?;212-758-1479;italian;33
?;99 e. 52nd st.;?;212/754-9494;american;34
four seasons;99 e. 52nd st.;new york city;212-754-9494;american (new);?
