arnie morton's of chicago;435 s. la cienega blv.;los angeles;310/246-1501;?;0
?;?;los angeles;310-246-1501;?;0
?;?;studio city;818/762-1221;american;1
?;?;studio city;818-762-1221;delis;1
?;?;bel air;310/472-1211;californian;2
?;701 stone canyon rd.;?;310-472-1211;californian;2
?;14016 ventura blvd.;?;?;french;3
?;14016 ventura blvd.;?;?;french bistro;3
?;624 s. la brea ave.;?;?;american;?
?;624 s. la brea ave.;los angeles;213-938-1447;californian;?
?;2709 main st.;santa monica;310/392-9025;french;?
?;2709 main st.;santa monica;310-392-9025;pacific new wave;?
citrus;6703 melrose ave.;los angeles;213/857-0034;californian;6
citrus;?;los angeles;213-857-0034;californian;6
fenix;?;hollywood;?;american;?
?;?;w. hollywood;?;french (new);?
granita;?;?;?;californian;8
granita;23725 w. malibu rd.;malibu;310-456-0488;californian;8
grill on the alley;?;los angeles;310/276-0615;american;9
grill  the;?;beverly hills;310-276-0615;american (traditional);?
restaurant katsu;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;?
?;?;los feliz;213-665-1891;japanese;?
?;?;los angeles;310/652-9770;french;?
l'orangerie;?;w. hollywood;310-652-9770;?;?
le chardonnay;8284 melrose ave.;los angeles;213/655-8880;?;?
le chardonnay (los angeles);8284 melrose ave.;los angeles;213-655-8880;?;?
locanda veneta;3rd st.;los angeles;310/274-1893;italian;?
?;8638 w. third st.;los angeles;310-274-1893;italian;13
?;129 n. la cienega blvd.;beverly hills;310/659-9639;asian;14
matsuhisa;129 n. la cienega blvd.;beverly hills;310-659-9639;seafood;14
the palm;9001 santa monica blvd.;los angeles;310/550-8811;american;?
palm  the (los angeles);9001 santa monica blvd.;w. hollywood;310-550-8811;steakhouses;?
patina;5955 melrose ave.;los angeles;213/467-1108;californian;16
patina;5955 melrose ave.;los angeles;213-467-1108;californian;16
philippe's the original;1001 n. alameda st.;los angeles;213/628-3781;american;17
philippe the original;?;chinatown;213-628-3781;cafeterias;17
pinot bistro;12969 ventura blvd.;los angeles;818/990-0500;french;18
pinot bistro;12969 ventura blvd.;studio city;818-990-0500;french bistro;18
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;italian;19
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;nuova cucina italian;19
spago;1114 horn ave.;los angeles;310/652-4025;californian;20
spago (los angeles);8795 sunset blvd.;?;310-652-4025;californian;20
valentino;?;?;310/829-4313;?;21
valentino;?;?;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;67 n. raymond ave.;?;818/585-0855;asian;22
yujean kang's;67 n. raymond ave.;?;818-585-0855;chinese;22
21 club;21 w. 52nd st.;new york;212/582-7200;?;23
21 club;21 w. 52nd st.;new york city;212-582-7200;american (new);23
aquavit;13 w. 54th st.;?;212/307-7311;continental;24
aquavit;13 w. 54th st.;?;212-307-7311;scandinavian;24
aureole;34 e. 61st st.;?;212/ 319-1660;american;25
aureole;34 e. 61st st.;?;212-319-1660;?;?
cafe lalo;201 w. 83rd st.;?;212/496-6031;?;26
?;201 w. 83rd st.;?;?;?;26
cafe des artistes;?;new york;?;continental;27
?;?;new york city;?;french (classic);27
?;2450 broadway  between 90th and 91st sts.;?;?;italian;28
?;2450 broadway;?;212-362-2200;italian;28
?;854 7th ave.  between 54th and 55th sts.;new york;212/757-2245;delicatessen;29
carnegie deli;854 seventh ave.;new york city;212-757-2245;?;29
chanterelle;2 harrison st.  near hudson st.;new york;212/966-6960;american;?
chanterelle;2 harrison st.;?;212-966-6960;french (new);?
?;20 e. 76th st.;?;?;french;31
?;20 e. 76th st.;?;?;french (new);?
dawat;210 e. 58th st.;?;?;asian;?
dawat;210 e. 58th st.;new york city;212-355-7555;indian;32
felidia;243 e. 58th st.;new york;212/758-1479;italian;33
felidia;243 e. 58th st.;?;212-758-1479;italian;33
four seasons grill room;99 e. 52nd st.;?;212/754-9494;american;34
four seasons;99 e. 52nd st.;?;212-754-9494;american (new);34
gotham bar & grill;12 e. 12th st.;?;?;american;?
gotham bar & grill;12 e. 12th st.;?;?;american (new);?
gramercy tavern;42 e. 20th st.  between park ave. s and broadway;new york;?;american;?
gramercy tavern;42 e. 20th st.;new york city;212-477-0777;american (new);36
island spice;402 w. 44th st.;new york;212/765-1737;tel caribbean;37
?;402 w. 44th st.;new york city;212-765-1737;?;37
?;160 e. 64th st.;new york;?;american;38
jo jo;160 e. 64th st.;new york city;?;french bistro;38
?;33 w. 55th st.;new york;?;french;39
la caravelle;33 w. 55th st.;new york city;212-586-4252;french (classic);39
la cote basque;?;new york;212/688-6525;french;40
la cote basque;?;new york city;212-688-6525;french (classic);40
le bernardin;?;new york;?;french;?
le bernardin;?;new york city;212-489-1515;seafood;41
les celebrites;160 central park s;new york;212/484-5113;french;42
les celebrites;155 w. 58th st.;new york city;212-484-5113;french (classic);?
lespinasse;2 e. 55th st.;new york;?;american;?
lespinasse (new york city);2 e. 55th st.;new york city;212-339-6719;?;?
lutece;249 e. 50th st.;new york;212/752-2225;?;?
lutece;249 e. 50th st.;?;?;?;?
?;57 w. 58th st.;?;?;?;45
?;?;?;212-371-7777;?;45
?;?;?;212/754-6272;?;46
march;405 e. 58th st.;new york city;212-754-6272;?;46
?;102 5th ave.  between 15th and 16th sts.;?;212/807-7400;?;47
?;102 fifth ave.;?;212-807-7400;?;47
?;?;new york;212/627-8273;?;48
?;?;new york city;212-627-8273;mexican;?
montrachet;239 w. broadway  between walker and white sts.;new york;212/ 219-2777;french;?
montrachet;239 w. broadway;new york city;212-219-2777;french bistro;?
oceana;55 e. 54th st.;new york;212/759-5941;seafood;?
oceana;55 e. 54th st.;?;212-759-5941;seafood;?
park avenue cafe;100 e. 63rd st.;?;?;american;?
park avenue cafe (new york city);100 e. 63rd st.;?;212-644-1900;?;?
petrossian;182 w. 58th st.;?;212/245-2214;?;52
?;182 w. 58th st.;new york city;212-245-2214;russian;52
?;35 w. 64th st.;new york;212/724-8585;mediterranean;53
?;35 w. 64th st.;new york city;212-724-8585;mediterranean;53
?;95 ave. a at 6th st.;new york;212/260-6660;seafood;54
pisces;95 ave. a;new york city;212-260-6660;seafood;54
rainbow room;?;new york;212/632-5000;or 212/632-5100 american;55
?;?;new york city;212-632-5000;american (new);55
?;?;?;718/522-5200;american;56
?;1 water st.;?;718-522-5200;american (new);56
?;240 central park s;new york;212/265-5959;?;57
?;240 central park s.;new york city;212-265-5959;?;?
second avenue deli;156 2nd ave. at 10th st.;new york;212/677-0606;?;?
?;156 second ave.;new york city;212-677-0606;?;?
?;11 e. 53rd st.;new york;212/980-9393;asian;?
?;11 e. 53rd st.;new york city;212-980-9393;japanese;59
?;43 w. 65th st.;new york;212/371-8844;asian;60
shun lee palace;155 e. 55th st.;new york city;212-371-8844;chinese;60
sign of the dove;1110 3rd ave. at 65th st.;new york;212/861-8080;?;61
sign of the dove;1110 third ave.;?;212-861-8080;?;61
smith & wollensky;201 e. 49th st.;?;212/753-1530;american;62
?;?;?;212-753-1530;steakhouses;62
?;in central park at 67th st.;?;?;american;63
?;central park west;?;?;american (new);63
?;747 9th ave.  between 50th and 51st sts.;new york;212/315-1726;mediterranean;64
?;747 ninth ave.;new york city;212-245-7992;greek;?
?;21 e. 16th st.;new york;212/243-4020;american;65
union square cafe;21 e. 16th st.;new york city;212-243-4020;american (new);65
virgil's;152 w. 44th st.;new york;212/ 921-9494;?;66
virgil's real bbq;152 w. 44th st.;new york city;?;?;66
chin's;3200 las vegas blvd. s;las vegas;?;asian;?
chin's;3200 las vegas blvd. s.;las vegas;?;chinese;?
coyote cafe;3799 las vegas blvd. s;las vegas;?;southwestern;68
coyote cafe (las vegas);3799 las vegas blvd. s.;las vegas;702-891-7349;southwestern;68
le montrachet;3000 w. paradise rd.;las vegas;702/732-5111;continental;69
le montrachet bistro;3000 paradise rd.;las vegas;702-732-5651;french bistro;69
palace court;3570 las vegas blvd. s;las vegas;?;continental;70
palace court;3570 las vegas blvd. s.;las vegas;702-731-7110;french (new);70
second street grille;200 e. fremont st.;las vegas;702/385-3232;seafood;71
?;200 e. fremont st.;las vegas;702-385-6277;pacific rim;71
?;2880 las vegas blvd. s;las vegas;?;steak houses;?
?;2880 las vegas blvd. s.;las vegas;?;?;?
?;2245 e. flamingo rd.;las vegas;?;?;73
tillerman  the;2245 e. flamingo rd.;?;?;?;73
abruzzi;2355 peachtree rd.  peachtree battle shopping center;?;404/261-8186;italian;74
abruzzi;?;?;404-261-8186;italian;74
bacchanalia;3125 piedmont rd.  near peachtree rd.;?;404/365-0410;international;75
bacchanalia;3125 piedmont rd.;?;404-365-0410;californian;?
bone's;3130 piedmont road;atlanta;?;american;?
bone's restaurant;3130 piedmont rd. ne;atlanta;?;steakhouses;?
