arnie morton's of chicago;435 s. la cienega blv.;los angeles;310/246-1501;american;0
arnie morton's of chicago;435 s. la cienega blvd.;los angeles;310-246-1501;steakhouses;?
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;american;?
art's deli;12224 ventura blvd.;studio city;818-762-1221;delis;1
hotel bel-air;701 stone canyon rd.;bel air;310/472-1211;californian;2
bel-air hotel;701 stone canyon rd.;?;310-472-1211;californian;2
cafe bizou;?;?;818/788-3536;french;3
cafe bizou;?;?;?;french bistro;3
campanile;?;?;?;american;4
campanile;?;?;?;californian;4
chinois on main;2709 main st.;santa monica;?;french;5
chinois on main;2709 main st.;santa monica;310-392-9025;pacific new wave;5
citrus;6703 melrose ave.;los angeles;213/857-0034;californian;6
?;6703 melrose ave.;los angeles;213-857-0034;californian;6
fenix;8358 sunset blvd. west;hollywood;?;american;7
fenix at the argyle;?;w. hollywood;?;french (new);7
granita;23725 w. malibu rd.;malibu;?;californian;8
granita;?;malibu;310-456-0488;californian;?
grill on the alley;?;los angeles;310/276-0615;american;?
grill  the;?;beverly hills;310-276-0615;american (traditional);?
?;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;?
?;1972 hillhurst ave.;los feliz;213-665-1891;japanese;10
?;903 n. la cienega blvd.;los angeles;310/652-9770;french;11
?;903 n. la cienega blvd.;w. hollywood;310-652-9770;french (classic);11
le chardonnay;8284 melrose ave.;los angeles;213/655-8880;?;12
le chardonnay (los angeles);8284 melrose ave.;los angeles;?;?;12
locanda veneta;3rd st.;los angeles;?;?;13
locanda veneta;8638 w. third st.;los angeles;?;?;13
?;129 n. la cienega blvd.;beverly hills;?;asian;14
?;129 n. la cienega blvd.;?;310-659-9639;?;14
?;9001 santa monica blvd.;?;310/550-8811;?;15
palm  the (los angeles);9001 santa monica blvd.;?;310-550-8811;?;15
patina;5955 melrose ave.;?;213/467-1108;?;16
patina;5955 melrose ave.;los angeles;213-467-1108;californian;?
philippe's the original;?;los angeles;?;american;17
philippe the original;?;chinatown;?;cafeterias;17
pinot bistro;?;los angeles;?;french;18
pinot bistro;?;studio city;?;french bistro;18
?;?;los angeles;213/627-2300;italian;19
?;617 s. olive st.;los angeles;213-627-2300;nuova cucina italian;19
spago;1114 horn ave.;los angeles;?;californian;20
?;8795 sunset blvd.;w. hollywood;310-652-4025;californian;20
?;?;?;?;italian;21
?;?;?;?;italian;21
yujean kang's gourmet chinese cuisine;?;los angeles;818/585-0855;asian;22
yujean kang's;67 n. raymond ave.;pasadena;818-585-0855;chinese;22
21 club;21 w. 52nd st.;new york;212/582-7200;american;23
21 club;21 w. 52nd st.;new york city;212-582-7200;american (new);23
aquavit;13 w. 54th st.;new york;212/307-7311;continental;?
aquavit;13 w. 54th st.;new york city;212-307-7311;scandinavian;24
aureole;34 e. 61st st.;new york;?;american;25
aureole;34 e. 61st st.;new york city;212-319-1660;american (new);25
cafe lalo;201 w. 83rd st.;new york;212/496-6031;coffee bar;?
cafe lalo;201 w. 83rd st.;new york city;212-496-6031;coffeehouses;?
cafe des artistes;1 w. 67th st.;new york;212/877-3500;continental;27
cafe des artistes;1 w. 67th st.;new york city;212-877-3500;french (classic);27
carmine's;2450 broadway  between 90th and 91st sts.;new york;212/362-2200;italian;28
?;2450 broadway;new york city;212-362-2200;?;28
carnegie deli;854 7th ave.  between 54th and 55th sts.;new york;212/757-2245;?;29
carnegie deli;854 seventh ave.;new york city;212-757-2245;?;29
chanterelle;2 harrison st.  near hudson st.;new york;212/966-6960;?;?
chanterelle;2 harrison st.;new york city;212-966-6960;french (new);?
daniel;20 e. 76th st.;new york;212/288-0033;french;?
daniel;20 e. 76th st.;new york city;?;french (new);?
dawat;210 e. 58th st.;new york;?;asian;?
dawat;210 e. 58th st.;new york city;212-355-7555;indian;?
felidia;243 e. 58th st.;new york;212/758-1479;italian;33
felidia;243 e. 58th st.;new york city;212-758-1479;italian;33
four seasons grill room;99 e. 52nd st.;new york;212/754-9494;american;34
four seasons;99 e. 52nd st.;new york city;212-754-9494;american (new);34
gotham bar & grill;12 e. 12th st.;new york;212/620-4020;american;35
gotham bar & grill;12 e. 12th st.;new york city;212-620-4020;american (new);35
gramercy tavern;42 e. 20th st.  between park ave. s and broadway;new york;212/477-0777;american;36
gramercy tavern;?;new york city;212-477-0777;american (new);36
island spice;?;?;212/765-1737;tel caribbean;37
?;?;?;212-765-1737;caribbean;37
?;?;new york;212/223-5656;american;?
?;160 e. 64th st.;?;212-223-5656;french bistro;?
?;33 w. 55th st.;?;212/586-4252;french;?
?;33 w. 55th st.;?;212-586-4252;french (classic);39
?;60 w. 55th st.  between 5th and 6th ave.;?;212/688-6525;french;40
?;60 w. 55th st.;new york city;212-688-6525;french (classic);40
?;?;new york;212/489-1515;french;41
?;?;new york city;212-489-1515;seafood;41
?;?;new york;212/484-5113;french;42
les celebrites;?;new york city;212-484-5113;french (classic);42
lespinasse;2 e. 55th st.;new york;212/339-6719;american;43
lespinasse (new york city);2 e. 55th st.;new york city;212-339-6719;asian;43
lutece;249 e. 50th st.;new york;212/752-2225;?;44
lutece;249 e. 50th st.;new york city;212-752-2225;?;?
manhattan ocean club;57 w. 58th st.;new york;212/ 371-7777;?;?
manhattan ocean club;57 w. 58th st.;new york city;212-371-7777;seafood;45
march;?;new york;212/754-6272;american;?
march;?;new york city;212-754-6272;american (new);?
?;?;new york;212/807-7400;american;?
?;?;new york city;212-807-7400;southwestern;?
?;?;new york;212/627-8273;mexican;48
mi cocina;?;new york city;212-627-8273;mexican;48
montrachet;239 w. broadway  between walker and white sts.;new york;?;french;49
montrachet;239 w. broadway;new york city;?;?;49
oceana;?;new york;?;?;50
oceana;55 e. 54th st.;new york city;?;?;50
park avenue cafe;100 e. 63rd st.;new york;212/644-1900;?;51
park avenue cafe (new york city);100 e. 63rd st.;new york city;212-644-1900;american (new);51
petrossian;182 w. 58th st.;new york;212/245-2214;french;52
petrossian;182 w. 58th st.;new york city;212-245-2214;russian;52
?;35 w. 64th st.;new york;212/724-8585;mediterranean;53
picholine;35 w. 64th st.;new york city;212-724-8585;mediterranean;53
pisces;95 ave. a at 6th st.;new york;212/260-6660;seafood;?
pisces;95 ave. a;?;212-260-6660;seafood;?
?;30 rockefeller plaza;?;212/632-5000;or 212/632-5100 american;?
rainbow room;30 rockefeller plaza;new york city;212-632-5000;american (new);55
river cafe;1 water st. at the east river;brooklyn;718/522-5200;american;56
river cafe;?;brooklyn;718-522-5200;american (new);56
san domenico;240 central park s;new york;212/265-5959;italian;57
san domenico;240 central park s.;new york city;212-265-5959;italian;57
second avenue deli;156 2nd ave. at 10th st.;new york;212/677-0606;delicatessen;58
second avenue deli;156 second ave.;new york city;212-677-0606;delis;58
seryna;11 e. 53rd st.;new york;212/980-9393;asian;59
seryna;11 e. 53rd st.;new york city;212-980-9393;japanese;59
shun lee west;43 w. 65th st.;new york;212/371-8844;asian;60
shun lee palace;155 e. 55th st.;new york city;212-371-8844;?;60
sign of the dove;1110 3rd ave. at 65th st.;new york;212/861-8080;american;61
sign of the dove;1110 third ave.;new york city;212-861-8080;american (new);61
smith & wollensky;201 e. 49th st.;new york;212/753-1530;american;62
smith & wollensky;797 third ave.;new york city;212-753-1530;steakhouses;62
tavern on the green;in central park at 67th st.;new york;212/873-3200;american;63
tavern on the green;central park west;new york city;212-873-3200;american (new);63
?;747 9th ave.  between 50th and 51st sts.;new york;212/315-1726;mediterranean;64
?;747 ninth ave.;new york city;212-245-7992;greek;64
union square cafe;21 e. 16th st.;new york;212/243-4020;american;65
union square cafe;21 e. 16th st.;new york city;212-243-4020;american (new);65
virgil's;152 w. 44th st.;new york;212/ 921-9494;american;66
virgil's real bbq;152 w. 44th st.;new york city;212-921-9494;bbq;66
chin's;3200 las vegas blvd. s;las vegas;702/733-8899;asian;?
chin's;3200 las vegas blvd. s.;las vegas;702-733-8899;chinese;67
coyote cafe;3799 las vegas blvd. s;las vegas;702/891-7349;southwestern;68
coyote cafe (las vegas);3799 las vegas blvd. s.;?;702-891-7349;southwestern;68
le montrachet;3000 w. paradise rd.;?;702/732-5111;continental;?
le montrachet bistro;3000 paradise rd.;?;702-732-5651;french bistro;?
palace court;3570 las vegas blvd. s;?;702/731-7547;continental;?
palace court;3570 las vegas blvd. s.;las vegas;702-731-7110;french (new);?
second street grille;200 e. fremont st.;las vegas;702/385-3232;seafood;71
?;200 e. fremont st.;las vegas;702-385-6277;?;71
?;2880 las vegas blvd. s;las vegas;702/734-0410;steak houses;72
?;2880 las vegas blvd. s.;las vegas;702-734-0410;steakhouses;72
?;2245 e. flamingo rd.;las vegas;?;seafood;73
tillerman  the;2245 e. flamingo rd.;las vegas;?;steakhouses;73
abruzzi;2355 peachtree rd.  peachtree battle shopping center;atlanta;?;italian;74
abruzzi;2355 peachtree rd. ne;atlanta;?;italian;74
bacchanalia;3125 piedmont rd.  near peachtree rd.;atlanta;404/365-0410;international;75
bacchanalia;3125 piedmont rd.;atlanta;404-365-0410;californian;?
bone's;?;atlanta;404/237-2663;american;?
bone's restaurant;?;atlanta;404-237-2663;steakhouses;?
brasserie le coze;?;atlanta;404/266-1440;french;?
brasserie le coze;?;atlanta;404-266-1440;french bistro;?
buckhead diner;?;atlanta;404/262-3336;american;?
buckhead diner;?;?;404-262-3336;american (new);?
ciboulette;1529 piedmont ave.;?;404/874-7600;french;?
ciboulette restaurant;1529 piedmont ave.;?;404-874-7600;french (new);?
delectables;1 margaret mitchell sq.;?;404/681-2909;american;80
delectables;1 margaret mitchell sq.;atlanta;?;cafeterias;80
georgia grille;?;atlanta;?;american;81
georgia grille;?;?;?;southwestern;81
hedgerose heights inn;490 e. paces ferry rd.;?;404/233-7673;international;82
hedgerose heights inn  the;490 e. paces ferry rd. ne;?;404-233-7673;continental;82
heera of india;595 piedmont ave.  rio shopping mall;atlanta;404/876-4408;asian;83
heera of india;595 piedmont ave.;atlanta;404-876-4408;indian;83
indigo coastal grill;1397 n. highland ave.;atlanta;404/876-0676;caribbean;84
indigo coastal grill;1397 n. highland ave.;atlanta;404-876-0676;eclectic;84
?;2637 peachtree rd.  peachtree house condominium;atlanta;404/231-1368;italian;85
?;?;atlanta;404-231-1368;italian;85
?;?;atlanta;404/876-1800;southern;86
?;?;atlanta;404-876-1800;southern/soul;86
?;?;atlanta;404/221-6362;continental;?
nikolai's roof;255 courtland st.;atlanta;404-221-6362;continental;87
pano's and paul's;1232 w. paces ferry rd.;atlanta;404/261-3662;international;88
pano's & paul's;1232 w. paces ferry rd.;atlanta;404-261-3662;?;88
cafe  ritz-carlton  buckhead;3434 peachtree rd.;atlanta;404/237-2700;?;89
ritz-carlton cafe (buckhead);3434 peachtree rd. ne;atlanta;404-237-2700;?;89
dining room  ritz-carlton  buckhead;3434 peachtree rd.;atlanta;404/237-2700;?;90
ritz-carlton dining room (buckhead);3434 peachtree rd. ne;atlanta;404-237-2700;?;90
?;181 peachtree st.;atlanta;404/659-0400;continental;91
ritz-carlton restaurant;181 peachtree st.;atlanta;404-659-0400;?;91
toulouse;b peachtree rd.;atlanta;404/351-9533;french;92
toulouse;293-b peachtree rd.;atlanta;404-351-9533;french (new);92
veni vidi vici;41 14th st.;atlanta;404/875-8424;italian;93
veni vidi vici;41 14th st.;atlanta;404-875-8424;italian;93
alain rondelli;126 clement st.;san francisco;415/387-0408;french;94
