2021;?;POR;Algarve;2621;Foggia Dennis;Leopard Racing;Honda;?;?;7.0;IT
?;Moto2;CZE;?;2573;Vierge Xavi;?;?;5;11;97.0;?
2012;Moto2;NED;Assen;2202;?;Pons 40 HP Tuenti;?;4;13;80.0;ES
2012;Moto3;GBR;Silverstone;?;Masbou Alexis;?;?;4;13;10.0;?
?;?;POR;?;2055;?;Repsol Honda Team;Honda;?;13;4.0;?
?;MotoGP;?;Indianapolis;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;?;26.0;ES
2017;MotoGP;CZE;Brno;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;20;26.0;ES
?;?;?;Indianapolis;?;?;?;Suter;5;?;77.0;CH
2009;MotoGP;ITA;Mugello;?;?;Fiat Yamaha Team;Yamaha;3;16;?;IT
?;?;AME;?;2293;Marquez Marc;Repsol Honda Team;?;?;25;93.0;?
2007;?;RSM;Misano;2058;Lorenzo Jorge;?;Aprilia;1;?;?;ES
2021;?;ARA;Aragon;2591;Canet Aron;Kipin Energy Aspar Team;Boscoscuro;?;?;?;?
2018;?;?;Mugello;2564;Martin Jorge;Del Conca Gresini Moto3;Honda;1;25;?;ES
2012;Moto2;RSM;Misano;?;Espargaro Pol;?;Kalex;2;?;40.0;ES
2006;125cc;?;Assen;2059;Bautista Alvaro;Master - MVA Aspar Team;Aprilia;?;16;19.0;ES
2016;Moto3;ARA;?;2488;?;Estrella Galicia 00;Honda;1;25;9.0;ES
2006;MotoGP;GBR;Donington Park;1660;Roberts Jr Kenny;?;KR211V;5;?;10.0;?
?;?;CAT;Catalunya;2032;Stoner Casey;Carrera Sunglasses - LCR;Aprilia;2;20;27.0;?
2013;MotoGP;?;Assen;1762;Rossi Valentino;?;Yamaha;1;25;46.0;IT
2012;Moto3;POR;Estoril;2338;Salom Luis;?;Kalex KTM;3;?;?;ES
?;?;AUS;?;2055;?;Ducati Team;Ducati;4;13;4.0;IT
2017;MotoGP;?;?;?;Dovizioso Andrea;?;Ducati;5;?;4.0;IT
?;125cc;POR;Estoril;2157;Cortese Sandro;Intact-Racing Team Germany;Aprilia;2;?;?;DE
?;Moto2;ITA;Mugello;2553;Gardner Remy;?;Kalex;1;25;87.0;AU
2017;Moto2;?;Ricardo Tormo;2429;?;Red Bull KTM Ajo;KTM;1;25;44.0;?
2019;Moto3;AUT;Spielberg;2650;Vietti Celestino;SKY Racing Team VR46;?;4;13;13.0;IT
2008;125cc;FRA;Le Mans;2218;?;Belson Derbi;Derbi;4;13;44.0;?
?;Moto3;ITA;Mugello;2487;Guevara Juan Francisco;?;KTM;3;?;58.0;ES
?;?;?;Jerez;2080;Simoncelli Marco;?;Gilera;3;16;?;IT
2015;Moto2;RSM;Misano;2064;Corsi Simone;Forward Racing;?;4;13;?;IT
2021;Moto3;?;Mugello;2622;Masia Jaume;Red Bull KTM Ajo;?;?;20;5.0;?
2013;Moto2;GER;Sachsenring;2398;Torres Jordi;?;Suter;?;25;81.0;?
2016;Moto3;AUS;Phillip Island;?;Loi Livio;?;Honda;5;11;11.0;?
2017;Moto2;CAT;?;2075;Luthi Thomas;?;?;?;?;?;?
2011;125cc;RSM;?;2151;Terol Nicolas;?;Aprilia;1;25;18.0;ES
2018;Moto3;SPA;Jerez;2636;Lopez Alonso;Estrella Galicia 00;Honda;4;13;72.0;ES
2015;?;FRA;Le Mans;2330;?;Ajo Motorsport;Kalex;?;16;5.0;FR
?;250cc;TUR;?;2058;?;Fortuna Aprilia;Aprilia;?;20;1.0;?
?;125cc;RSM;Misano;2008;Koyama Tomoyoshi;Red Bull KTM 125;KTM;3;16;71.0;JP
?;MotoGP;GER;Sachsenring;1762;?;Gauloises Yamaha Team;Yamaha;1;?;46.0;IT
2015;?;CZE;?;2450;Binder Brad;?;KTM;3;16;41.0;ZA
?;Moto2;ARA;Aragon;2151;?;?;?;1;25;18.0;ES
2012;Moto2;QAT;?;2202;?;?;Kalex;?;?;80.0;ES
?;MotoGP;JPN;?;2093;Hayden Nicky;?;Honda;5;11;69.0;US
2013;Moto3;GBR;Silverstone;2428;Vinales Maverick;?;?;4;?;?;ES
2013;Moto3;?;?;?;Rins Alex;Estrella Galicia 00;?;1;25;42.0;ES
2015;Moto2;NED;?;?;Zarco Johann;Ajo Motorsport;Kalex;1;25;?;FR
2013;?;AME;?;?;Vinales Maverick;Team Calvo;KTM;?;20;25.0;ES
?;125cc;TUR;Istanbul;?;?;?;Aprilia;?;20;?;?
?;?;?;Ricardo Tormo;2107;Pirro Michele;Gresini Racing Moto2;Moriwaki;1;25;51.0;IT
?;?;QAT;Losail;?;?;Yamaha Factory Racing;Yamaha;1;?;99.0;ES
?;?;RSM;?;2535;?;Gresini Racing Team Moto3;Honda;1;25;33.0;?
2007;?;?;Jerez;?;Faubel Hector;Bancaja Aspar;?;3;?;?;?
2008;125cc;?;Catalunya;2098;?;Ajo Motorsport;Derbi;?;25;63.0;FR
?;?;INP;Indianapolis;2151;Terol Nicolas;?;Aprilia;1;25;18.0;?
?;MotoGP;AUS;?;?;Nakano Shinya;San Carlo Honda Gresini;Honda;?;11;56.0;?
2018;?;QAT;Losail;?;Marquez Alex;EG 00 Marc VDS;?;3;16;73.0;ES
?;250cc;ITA;Mugello;?;?;Team Toth Aprilia;Aprilia;?;25;75.0;IT
2007;125cc;?;Motegi;2016;?;Polaris World;Aprilia;5;11;6.0;ES
2008;125cc;JPN;Motegi;2098;?;?;Derbi;2;20;63.0;?
2011;125cc;?;Assen;2338;?;?;Aprilia;?;20;39.0;ES
?;?;ITA;?;?;Zarco Johann;Avant-AirAsia-Ajo;Derbi;?;20;?;FR
2013;Moto3;NED;Assen;2475;Marquez Alex;?;KTM;5;?;12.0;ES
?;Moto2;VAL;Ricardo Tormo;2293;?;?;Suter;?;25;93.0;ES
2008;MotoGP;USA;Laguna Seca;2055;Dovizioso Andrea;JiR Team Scot MotoGP;?;4;13;4.0;?
?;?;?;?;2532;Lowes Sam;?;Speed Up;4;13;22.0;GB
2015;Moto2;?;Brno;2202;Rabat Tito;EG 00 Marc VDS;Kalex;2;?;1.0;?
2015;Moto3;?;Mugello;2429;Oliveira Miguel;Red Bull KTM Ajo;?;1;25;44.0;PT
2006;125cc;?;?;?;Kallio Mika;?;?;?;13;?;FI
2010;Moto2;INP;?;2064;?;JIR Moto2;Motobi;5;11;3.0;IT
2016;Moto3;ARG;Rio Hondo;?;?;Estrella Galicia 00;Honda;?;20;9.0;ES
2010;MotoGP;?;Mugello;?;Melandri Marco;?;?;?;11;33.0;IT
?;?;?;?;2055;Dovizioso Andrea;Ducati Team;Ducati;?;13;4.0;IT
?;MotoGP;VAL;?;1854;?;Movistar Honda MotoGP;?;?;25;33.0;IT
2017;MotoGP;?;?;2015;Pedrosa Dani;?;Honda;1;25;26.0;ES
?;MotoGP;GER;Sachsenring;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;2;20;?;?
2010;?;CAT;Catalunya;?;Pedrosa Dani;Repsol Honda Team;Honda;?;?;?;ES
2011;?;INP;Indianapolis;?;Espargaro Pol;HP Tuenti Speed Up;FTR;2;20;44.0;ES
2021;Moto2;DOH;?;2553;Gardner Remy;Red Bull KTM Ajo;Kalex;2;20;?;AU
?;125cc;RSM;Misano;2151;Terol Nicolas;Jack & Jones Team;Aprilia;2;20;18.0;ES
2007;125cc;TUR;Istanbul;2004;Talmacsi Gabor;?;Aprilia;5;?;14.0;?
2018;Moto3;MAL;Sepang;2561;Arenas Albert;Angel Nieto Team Moto3;KTM;?;13;75.0;ES
2013;?;?;Jerez;2151;?;Mapfre Aspar Team Moto2;Suter;5;11;18.0;ES
2013;?;?;Assen;2425;Crutchlow Cal;Monster Yamaha Tech 3;Yamaha;3;16;35.0;GB
2011;MotoGP;?;?;?;Dovizioso Andrea;?;?;2;20;?;IT
2016;?;AUS;Phillip Island;?;Baldassarri Lorenzo;Forward Team;Kalex;4;13;7.0;IT
