?;Moto3;POR;Algarve;2621;?;Leopard Racing;?;2;20;?;?
2017;Moto2;CZE;Brno;2573;Vierge Xavi;?;Tech 3;?;?;?;ES
2012;Moto2;NED;?;?;Rabat Tito;Pons 40 HP Tuenti;?;?;13;?;ES
2012;Moto3;?;Silverstone;2156;Masbou Alexis;Caretta Technology;?;4;?;?;FR
2011;?;POR;Estoril;2055;Dovizioso Andrea;?;?;4;13;4.0;?
2013;?;?;?;2015;Pedrosa Dani;?;?;2;?;26.0;ES
?;?;CZE;Brno;?;Pedrosa Dani;Repsol Honda Team;Honda;2;?;?;ES
2013;Moto2;INP;Indianapolis;2245;Aegerter Dominique;Technomag carXpert;?;5;?;?;?
?;MotoGP;?;Mugello;1762;Rossi Valentino;?;Yamaha;3;?;?;IT
?;?;?;Texas;2293;Marquez Marc;Repsol Honda Team;Honda;?;?;?;ES
?;?;RSM;Misano;?;Lorenzo Jorge;?;Aprilia;1;25;?;ES
?;Moto2;ARA;?;2591;?;?;?;5;11;44.0;?
2018;?;?;?;2564;?;?;?;1;?;?;?
2012;?;RSM;?;?;Espargaro Pol;Pons 40 HP Tuenti;Kalex;?;20;?;?
2006;?;NED;Assen;?;Bautista Alvaro;Master - MVA Aspar Team;?;3;16;19.0;?
?;?;ARA;Aragon;2488;Navarro Jorge;?;Honda;1;25;9.0;ES
2006;MotoGP;GBR;Donington Park;?;Roberts Jr Kenny;?;KR211V;?;11;10.0;US
?;?;CAT;Catalunya;?;Stoner Casey;Carrera Sunglasses - LCR;Aprilia;2;20;27.0;AU
2013;?;NED;Assen;1762;?;Yamaha Factory Racing;Yamaha;1;25;46.0;IT
2012;Moto3;POR;Estoril;?;Salom Luis;?;Kalex KTM;?;16;?;?
2014;?;AUS;?;2055;Dovizioso Andrea;?;Ducati;4;?;?;IT
2017;MotoGP;NED;?;?;Dovizioso Andrea;?;Ducati;?;11;4.0;IT
?;125cc;?;Estoril;?;?;Intact-Racing Team Germany;?;2;?;?;?
?;?;?;?;2553;Gardner Remy;Red Bull KTM Ajo;Kalex;1;25;87.0;AU
2017;?;VAL;Ricardo Tormo;2429;Oliveira Miguel;Red Bull KTM Ajo;KTM;1;?;44.0;PT
2019;Moto3;AUT;?;2650;Vietti Celestino;SKY Racing Team VR46;?;4;13;13.0;?
2008;?;?;Le Mans;2218;Espargaro Pol;Belson Derbi;Derbi;4;?;?;ES
2017;?;ITA;?;2487;Guevara Juan Francisco;RBA BOE Racing Team;KTM;?;?;?;ES
2009;250cc;SPA;Jerez;2080;Simoncelli Marco;?;Gilera;?;?;58.0;IT
2015;Moto2;?;Misano;?;Corsi Simone;Forward Racing;?;4;13;3.0;IT
2021;?;ITA;?;2622;Masia Jaume;Red Bull KTM Ajo;KTM;2;20;5.0;ES
2013;?;?;Sachsenring;2398;Torres Jordi;?;Suter;1;25;81.0;?
2016;?;?;Phillip Island;?;?;RW Racing GP BV;Honda;?;?;11.0;BE
2017;Moto2;?;Catalunya;?;Luthi Thomas;?;Kalex;2;?;?;CH
2011;125cc;RSM;Misano;2151;Terol Nicolas;?;?;?;25;18.0;?
2018;Moto3;SPA;Jerez;?;?;?;?;?;?;?;?
2015;Moto2;?;?;?;?;?;?;?;16;?;?
?;250cc;TUR;?;2058;?;Fortuna Aprilia;Aprilia;?;?;1.0;?
?;?;RSM;Misano;2008;Koyama Tomoyoshi;Red Bull KTM 125;?;3;?;71.0;?
?;?;?;Sachsenring;1762;?;Gauloises Yamaha Team;Yamaha;1;25;46.0;IT
2015;Moto3;CZE;Brno;2450;?;?;KTM;3;16;41.0;?
?;?;ARA;Aragon;?;?;?;Suter;1;25;18.0;ES
?;Moto2;?;?;?;?;?;Kalex;4;?;80.0;ES
2008;?;?;?;2093;Hayden Nicky;Repsol Honda Team;?;5;11;?;?
2013;?;?;Silverstone;2428;Vinales Maverick;Team Calvo;?;4;13;25.0;ES
2013;?;?;Misano;?;Rins Alex;?;?;1;25;42.0;?
2015;?;?;Assen;2330;Zarco Johann;Ajo Motorsport;Kalex;?;?;5.0;FR
?;Moto3;AME;Texas;2428;Vinales Maverick;Team Calvo;KTM;2;?;25.0;ES
2007;125cc;TUR;Istanbul;?;?;Polaris World;?;?;?;6.0;?
2011;Moto2;VAL;Ricardo Tormo;?;Pirro Michele;Gresini Racing Moto2;?;?;25;51.0;IT
2013;?;?;Losail;2058;Lorenzo Jorge;?;Yamaha;1;25;?;?
2015;?;?;?;?;Bastianini Enea;Gresini Racing Team Moto3;Honda;?;25;33.0;IT
2007;125cc;?;Jerez;?;?;Bancaja Aspar;?;3;?;?;?
?;?;?;Catalunya;?;Di Meglio Mike;?;?;1;?;63.0;?
?;125cc;INP;Indianapolis;?;Terol Nicolas;?;?;?;?;18.0;?
2008;MotoGP;?;Phillip Island;1875;?;?;Honda;5;11;?;?
?;Moto2;?;Losail;2475;Marquez Alex;?;?;3;16;73.0;?
?;?;?;Mugello;2130;Pasini Mattia;Team Toth Aprilia;?;?;25;?;?
2007;125cc;JPN;?;2016;Olive Joan;?;?;5;11;6.0;ES
2008;125cc;JPN;Motegi;?;Di Meglio Mike;Ajo Motorsport;Derbi;2;20;63.0;FR
2011;125cc;NED;Assen;2338;Salom Luis;RW Racing GP;Aprilia;?;?;?;?
?;125cc;ITA;Mugello;2330;?;?;Derbi;?;?;5.0;FR
2013;Moto3;?;Assen;?;Marquez Alex;Estrella Galicia 00;?;5;11;12.0;ES
2012;Moto2;VAL;?;2293;Marquez Marc;?;?;1;?;?;?
2008;MotoGP;USA;?;2055;?;?;Honda;?;13;?;IT
?;Moto2;CAT;Catalunya;?;Lowes Sam;Speed Up Racing;Speed Up;4;13;22.0;GB
2015;Moto2;CZE;Brno;?;Rabat Tito;EG 00 Marc VDS;Kalex;2;20;?;ES
?;Moto3;?;?;?;Oliveira Miguel;Red Bull KTM Ajo;KTM;?;25;44.0;?
2006;125cc;?;?;2037;Kallio Mika;Red Bull KTM GP 125;KTM;4;?;?;FI
2010;Moto2;?;Indianapolis;?;?;JIR Moto2;Motobi;5;?;?;IT
?;?;?;?;?;?;Estrella Galicia 00;Honda;?;20;9.0;?
2010;?;?;Mugello;1854;Melandri Marco;San Carlo Honda Gresini;Honda;?;?;33.0;IT
2013;?;FRA;Le Mans;2055;Dovizioso Andrea;Ducati Team;Ducati;?;13;?;?
2005;?;VAL;Ricardo Tormo;?;Melandri Marco;?;?;1;25;33.0;?
?;MotoGP;VAL;?;2015;Pedrosa Dani;Repsol Honda Team;?;1;25;26.0;?
2008;?;GER;Sachsenring;?;Rossi Valentino;Fiat Yamaha Team;?;2;?;46.0;IT
?;MotoGP;CAT;?;?;Pedrosa Dani;Repsol Honda Team;Honda;?;?;26.0;ES
2011;Moto2;INP;?;?;?;?;?;?;20;?;ES
2021;Moto2;DOH;?;2553;Gardner Remy;Red Bull KTM Ajo;?;2;20;?;AU
2009;125cc;RSM;Misano;2151;Terol Nicolas;?;?;?;20;18.0;?
2007;?;TUR;Istanbul;?;Talmacsi Gabor;Bancaja Aspar;?;5;11;14.0;?
2018;Moto3;MAL;Sepang;2561;?;Angel Nieto Team Moto3;?;4;13;?;ES
2013;?;?;Jerez;?;?;?;Suter;?;11;18.0;ES
?;?;NED;Assen;?;Crutchlow Cal;?;Yamaha;?;16;?;?
?;MotoGP;?;Mugello;?;Dovizioso Andrea;Repsol Honda Team;Honda;2;20;?;IT
2016;Moto2;AUS;Phillip Island;?;Baldassarri Lorenzo;?;Kalex;4;13;?;IT
2015;Moto2;?;?;?;Folger Jonas;AGR Team;Kalex;?;?;94.0;DE
2020;Moto2;?;?;?;Vierge Xavi;Petronas Sprinta Racing;?;5;11;?;ES
?;MotoGP;?;Texas;?;Iannone Andrea;?;?;?;?;29.0;?
2018;Moto2;CZE;Brno;2520;Marini Luca;?;?;2;20;10.0;IT
2020;Moto3;?;Jerez;2566;?;SIC58 Squadra Corse;?;?;25;?;?
2019;Moto2;?;Spielberg;?;Navarro Jorge;?;Speed Up;?;?;?;ES
?;Moto2;?;Le Mans;2330;Zarco Johann;Came Iodaracing Project;Suter;5;11;5.0;FR
?;125cc;MAL;?;?;?;Red Bull KTM GP125;?;5;?;14.0;HU
?;?;AUS;?;2650;Vietti Celestino;SKY Racing Team VR46;?;?;16;?;?
?;MotoGP;?;?;?;Lorenzo Jorge;Fiat Yamaha Team;?;?;16;99.0;ES
?;?;?;Phillip Island;2058;?;?;Yamaha;?;?;48.0;ES
?;?;TUR;?;?;?;Scot Racing Team;?;1;25;34.0;IT
2013;Moto3;CZE;Brno;?;Vinales Maverick;?;?;2;20;25.0;ES
?;?;FRA;Le Mans;2055;Dovizioso Andrea;?;?;?;13;4.0;IT
2021;?;?;?;2605;?;Red Bull KTM Ajo;?;1;?;?;?
2013;Moto3;?;Motegi;?;?;?;FTR Honda;5;?;5.0;?
2013;Moto3;ITA;?;2471;?;Estrella Galicia 00;KTM;2;?;?;?
2011;125cc;QAT;Losail;?;Cortese Sandro;?;Aprilia;2;?;11.0;DE
?;MotoGP;JPN;?;?;Rossi Valentino;Camel Yamaha Team;Yamaha;2;20;?;IT
2011;MotoGP;INP;?;2058;Lorenzo Jorge;Yamaha Factory Racing;Yamaha;4;?;1.0;ES
?;?;POR;?;2016;?;Polaris World;Aprilia;5;11;6.0;ES
