?;?;?;310/246-1501;?;0
arnie morton's of chicago;435 s. la cienega blvd.;los angeles;?;steakhouses;0
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;american;1
art's deli;?;studio city;818-762-1221;delis;1
hotel bel-air;701 stone canyon rd.;bel air;310/472-1211;californian;2
bel-air hotel;701 stone canyon rd.;bel air;310-472-1211;californian;2
cafe bizou;?;?;818/788-3536;french;3
?;14016 ventura blvd.;sherman oaks;818-788-3536;?;3
campanile;624 s. la brea ave.;los angeles;?;american;4
campanile;?;los angeles;213-938-1447;californian;4
chinois on main;2709 main st.;santa monica;310/392-9025;french;5
?;2709 main st.;santa monica;310-392-9025;pacific new wave;?
citrus;6703 melrose ave.;?;213/857-0034;californian;?
citrus;6703 melrose ave.;los angeles;213-857-0034;californian;6
fenix;8358 sunset blvd. west;hollywood;?;american;7
fenix at the argyle;?;w. hollywood;213-848-6677;french (new);?
granita;23725 w. malibu rd.;malibu;310/456-0488;?;8
granita;23725 w. malibu rd.;malibu;310-456-0488;californian;8
grill on the alley;9560 dayton way;los angeles;310/276-0615;american;9
grill  the;?;beverly hills;?;american (traditional);9
restaurant katsu;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;?
katsu;1972 hillhurst ave.;los feliz;?;japanese;10
l'orangerie;903 n. la cienega blvd.;los angeles;310/652-9770;french;11
?;?;w. hollywood;310-652-9770;french (classic);11
le chardonnay;?;?;213/655-8880;french;12
?;8284 melrose ave.;los angeles;?;french bistro;12
locanda veneta;3rd st.;?;310/274-1893;italian;13
?;8638 w. third st.;los angeles;310-274-1893;?;13
matsuhisa;?;beverly hills;310/659-9639;asian;?
matsuhisa;129 n. la cienega blvd.;beverly hills;310-659-9639;seafood;?
the palm;?;los angeles;310/550-8811;american;?
palm  the (los angeles);9001 santa monica blvd.;?;310-550-8811;steakhouses;15
patina;5955 melrose ave.;los angeles;213/467-1108;californian;?
patina;5955 melrose ave.;los angeles;?;californian;16
philippe's the original;?;los angeles;213/628-3781;american;17
philippe the original;1001 n. alameda st.;chinatown;213-628-3781;cafeterias;17
pinot bistro;?;los angeles;?;?;18
pinot bistro;?;studio city;?;?;?
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;?;19
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;nuova cucina italian;?
?;?;los angeles;310/652-4025;californian;20
spago (los angeles);8795 sunset blvd.;w. hollywood;310-652-4025;californian;20
valentino;3115 pico blvd.;santa monica;310/829-4313;italian;21
valentino;3115 pico blvd.;santa monica;310-829-4313;?;21
?;?;los angeles;818/585-0855;asian;22
yujean kang's;67 n. raymond ave.;pasadena;818-585-0855;chinese;22
?;21 w. 52nd st.;new york;212/582-7200;american;?
?;21 w. 52nd st.;?;212-582-7200;american (new);23
aquavit;13 w. 54th st.;new york;212/307-7311;continental;24
?;13 w. 54th st.;?;?;scandinavian;24
aureole;34 e. 61st st.;new york;212/ 319-1660;american;?
aureole;34 e. 61st st.;new york city;212-319-1660;american (new);?
?;201 w. 83rd st.;new york;212/496-6031;coffee bar;?
?;201 w. 83rd st.;new york city;212-496-6031;coffeehouses;26
cafe des artistes;1 w. 67th st.;new york;212/877-3500;?;27
cafe des artistes;1 w. 67th st.;new york city;212-877-3500;french (classic);27
?;2450 broadway  between 90th and 91st sts.;new york;212/362-2200;italian;28
carmine's;2450 broadway;new york city;212-362-2200;italian;28
carnegie deli;?;new york;212/757-2245;delicatessen;29
carnegie deli;854 seventh ave.;new york city;?;?;29
chanterelle;?;?;212/966-6960;american;30
chanterelle;?;?;212-966-6960;french (new);30
?;20 e. 76th st.;new york;212/288-0033;french;?
daniel;20 e. 76th st.;new york city;212-288-0033;?;31
dawat;?;?;212/355-7555;asian;?
dawat;210 e. 58th st.;new york city;212-355-7555;indian;32
felidia;243 e. 58th st.;new york;?;italian;33
felidia;243 e. 58th st.;?;212-758-1479;italian;33
?;?;new york;212/754-9494;american;34
?;99 e. 52nd st.;new york city;212-754-9494;?;?
gotham bar & grill;12 e. 12th st.;new york;212/620-4020;american;35
gotham bar & grill;12 e. 12th st.;?;212-620-4020;?;?
gramercy tavern;?;new york;212/477-0777;american;36
gramercy tavern;42 e. 20th st.;new york city;212-477-0777;american (new);36
island spice;402 w. 44th st.;new york;212/765-1737;tel caribbean;37
island spice;402 w. 44th st.;new york city;212-765-1737;caribbean;37
?;?;new york;212/223-5656;american;?
jo jo;160 e. 64th st.;new york city;212-223-5656;?;38
la caravelle;33 w. 55th st.;new york;212/586-4252;french;39
la caravelle;?;new york city;?;?;?
la cote basque;60 w. 55th st.  between 5th and 6th ave.;new york;212/688-6525;french;?
la cote basque;60 w. 55th st.;new york city;212-688-6525;french (classic);40
?;155 w. 51st st.;new york;212/489-1515;french;41
le bernardin;155 w. 51st st.;new york city;?;seafood;41
les celebrites;?;new york;?;?;?
les celebrites;155 w. 58th st.;new york city;212-484-5113;french (classic);42
?;2 e. 55th st.;new york;212/339-6719;american;43
lespinasse (new york city);2 e. 55th st.;new york city;212-339-6719;asian;43
lutece;249 e. 50th st.;?;212/752-2225;french;44
lutece;249 e. 50th st.;new york city;212-752-2225;french (classic);44
?;57 w. 58th st.;new york;212/ 371-7777;seafood;?
manhattan ocean club;57 w. 58th st.;new york city;212-371-7777;seafood;45
march;?;new york;?;american;?
march;?;new york city;212-754-6272;american (new);46
?;102 5th ave.  between 15th and 16th sts.;?;212/807-7400;american;47
mesa grill;102 fifth ave.;new york city;?;?;?
mi cocina;?;new york;212/627-8273;mexican;48
?;?;new york city;212-627-8273;mexican;48
montrachet;239 w. broadway  between walker and white sts.;?;212/ 219-2777;?;49
?;?;new york city;212-219-2777;french bistro;49
oceana;55 e. 54th st.;new york;212/759-5941;?;50
oceana;55 e. 54th st.;new york city;?;seafood;50
park avenue cafe;100 e. 63rd st.;?;212/644-1900;american;51
park avenue cafe (new york city);?;new york city;212-644-1900;american (new);?
petrossian;182 w. 58th st.;new york;212/245-2214;french;52
petrossian;182 w. 58th st.;new york city;212-245-2214;russian;52
picholine;35 w. 64th st.;?;212/724-8585;mediterranean;?
picholine;35 w. 64th st.;new york city;?;mediterranean;53
?;95 ave. a at 6th st.;new york;?;seafood;54
pisces;95 ave. a;new york city;212-260-6660;seafood;54
rainbow room;30 rockefeller plaza;new york;212/632-5000;or 212/632-5100 american;55
rainbow room;30 rockefeller plaza;new york city;?;american (new);55
river cafe;1 water st. at the east river;?;718/522-5200;?;?
river cafe;1 water st.;brooklyn;718-522-5200;american (new);56
san domenico;240 central park s;new york;212/265-5959;italian;57
?;240 central park s.;new york city;?;italian;57
second avenue deli;156 2nd ave. at 10th st.;?;212/677-0606;?;58
?;156 second ave.;new york city;?;delis;58
seryna;11 e. 53rd st.;new york;212/980-9393;asian;59
?;11 e. 53rd st.;new york city;212-980-9393;?;59
?;43 w. 65th st.;?;212/371-8844;?;60
shun lee palace;155 e. 55th st.;?;?;chinese;60
sign of the dove;1110 3rd ave. at 65th st.;?;212/861-8080;american;?
?;1110 third ave.;new york city;212-861-8080;american (new);?
smith & wollensky;201 e. 49th st.;new york;?;?;62
?;797 third ave.;?;212-753-1530;?;?
tavern on the green;in central park at 67th st.;new york;?;american;?
tavern on the green;central park west;new york city;212-873-3200;american (new);?
uncle nick's;747 9th ave.  between 50th and 51st sts.;?;212/315-1726;?;64
uncle nick's;747 ninth ave.;new york city;212-245-7992;greek;64
union square cafe;21 e. 16th st.;new york;212/243-4020;?;65
union square cafe;21 e. 16th st.;new york city;212-243-4020;american (new);65
virgil's;?;new york;?;american;66
virgil's real bbq;152 w. 44th st.;new york city;?;?;?
?;3200 las vegas blvd. s;las vegas;702/733-8899;asian;?
chin's;3200 las vegas blvd. s.;las vegas;?;chinese;67
coyote cafe;3799 las vegas blvd. s;las vegas;702/891-7349;southwestern;68
?;3799 las vegas blvd. s.;las vegas;?;?;68
le montrachet;3000 w. paradise rd.;las vegas;702/732-5111;?;69
le montrachet bistro;3000 paradise rd.;las vegas;702-732-5651;french bistro;69
palace court;?;las vegas;702/731-7547;continental;70
palace court;3570 las vegas blvd. s.;las vegas;702-731-7110;french (new);70
?;200 e. fremont st.;las vegas;702/385-3232;?;71
second street grill;200 e. fremont st.;las vegas;702-385-6277;pacific rim;71
?;2880 las vegas blvd. s;?;702/734-0410;steak houses;72
steak house  the;2880 las vegas blvd. s.;las vegas;702-734-0410;steakhouses;72
tillerman;?;las vegas;702/731-4036;seafood;73
tillerman  the;?;las vegas;702-731-4036;steakhouses;73
abruzzi;2355 peachtree rd.  peachtree battle shopping center;atlanta;404/261-8186;italian;?
abruzzi;2355 peachtree rd. ne;atlanta;404-261-8186;italian;74
bacchanalia;3125 piedmont rd.  near peachtree rd.;atlanta;?;international;75
bacchanalia;?;atlanta;404-365-0410;californian;75
?;3130 piedmont road;atlanta;404/237-2663;american;76
bone's restaurant;3130 piedmont rd. ne;?;404-237-2663;steakhouses;76
brasserie le coze;3393 peachtree rd.  lenox square mall  near neiman marcus;atlanta;?;french;77
?;3393 peachtree rd.;atlanta;?;french bistro;77
buckhead diner;3073 piedmont road;?;404/262-3336;american;78
buckhead diner;3073 piedmont rd.;?;404-262-3336;american (new);78
ciboulette;1529 piedmont ave.;atlanta;404/874-7600;french;79
ciboulette restaurant;1529 piedmont ave.;atlanta;404-874-7600;?;?
?;?;atlanta;?;?;80
delectables;1 margaret mitchell sq.;atlanta;?;cafeterias;80
georgia grille;2290 peachtree rd.  peachtree square shopping center;atlanta;?;american;81
?;2290 peachtree rd.;atlanta;404-352-3517;southwestern;81
hedgerose heights inn;?;?;404/233-7673;international;?
hedgerose heights inn  the;490 e. paces ferry rd. ne;atlanta;404-233-7673;continental;82
