arnie morton's of chicago;435 s. la cienega blv.;?;?;?;0
?;435 s. la cienega blvd.;los angeles;?;?;?
art's delicatessen;?;?;818/762-1221;american;1
art's deli;12224 ventura blvd.;studio city;?;delis;1
hotel bel-air;?;bel air;310/472-1211;?;2
?;701 stone canyon rd.;?;310-472-1211;?;2
cafe bizou;?;?;?;french;3
cafe bizou;?;sherman oaks;?;?;?
?;?;?;?;american;?
campanile;?;los angeles;213-938-1447;?;4
chinois on main;?;?;?;french;5
chinois on main;?;santa monica;310-392-9025;pacific new wave;?
?;?;?;213/857-0034;?;6
citrus;?;?;?;californian;?
fenix;?;?;?;american;7
fenix at the argyle;8358 sunset blvd.;?;213-848-6677;?;?
?;?;malibu;310/456-0488;californian;8
granita;23725 w. malibu rd.;malibu;?;californian;?
grill on the alley;9560 dayton way;los angeles;310/276-0615;?;?
grill  the;9560 dayton way;?;?;?;?
restaurant katsu;?;?;?;asian;?
?;1972 hillhurst ave.;?;?;?;?
?;?;los angeles;?;french;?
?;903 n. la cienega blvd.;w. hollywood;?;french (classic);?
?;?;?;?;?;12
?;?;?;?;french bistro;?
locanda veneta;3rd st.;?;?;?;?
?;8638 w. third st.;los angeles;310-274-1893;?;?
matsuhisa;?;?;310/659-9639;asian;14
matsuhisa;?;beverly hills;310-659-9639;?;?
the palm;9001 santa monica blvd.;?;?;american;?
palm  the (los angeles);?;?;310-550-8811;?;15
patina;5955 melrose ave.;los angeles;?;?;16
patina;5955 melrose ave.;los angeles;213-467-1108;californian;16
?;?;?;?;american;?
philippe the original;?;chinatown;213-628-3781;cafeterias;?
?;?;?;?;?;?
pinot bistro;12969 ventura blvd.;studio city;818-990-0500;french bistro;?
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;?;?
?;617 s. olive st.;los angeles;?;?;?
?;?;?;310/652-4025;californian;?
spago (los angeles);?;w. hollywood;?;californian;?
?;?;santa monica;?;?;?
valentino;?;santa monica;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;?;?;?;asian;?
?;?;?;818-585-0855;?;22
?;?;?;212/582-7200;?;23
?;?;new york city;212-582-7200;?;23
aquavit;?;?;212/307-7311;continental;?
aquavit;13 w. 54th st.;?;?;scandinavian;24
?;?;new york;212/ 319-1660;american;25
?;?;new york city;?;?;25
?;201 w. 83rd st.;new york;?;?;26
cafe lalo;?;?;212-496-6031;coffeehouses;?
?;1 w. 67th st.;new york;?;?;27
?;1 w. 67th st.;?;212-877-3500;?;?
?;2450 broadway  between 90th and 91st sts.;?;212/362-2200;?;28
carmine's;?;?;212-362-2200;italian;?
carnegie deli;854 7th ave.  between 54th and 55th sts.;?;212/757-2245;delicatessen;?
?;?;?;212-757-2245;delis;29
chanterelle;?;new york;212/966-6960;american;?
chanterelle;2 harrison st.;?;212-966-6960;french (new);?
daniel;20 e. 76th st.;new york;?;?;?
?;20 e. 76th st.;?;?;?;31
dawat;210 e. 58th st.;new york;?;?;32
?;210 e. 58th st.;?;?;indian;?
?;243 e. 58th st.;?;?;?;?
?;?;?;?;?;?
four seasons grill room;?;new york;212/754-9494;?;?
four seasons;?;?;?;american (new);?
gotham bar & grill;?;new york;212/620-4020;?;?
?;12 e. 12th st.;?;?;american (new);?
gramercy tavern;?;?;212/477-0777;?;36
gramercy tavern;42 e. 20th st.;new york city;?;?;36
?;402 w. 44th st.;?;?;?;?
island spice;402 w. 44th st.;?;212-765-1737;caribbean;37
?;?;new york;?;?;38
?;?;?;?;french bistro;?
la caravelle;33 w. 55th st.;?;?;french;39
?;33 w. 55th st.;new york city;212-586-4252;french (classic);39
?;60 w. 55th st.  between 5th and 6th ave.;new york;212/688-6525;french;?
la cote basque;60 w. 55th st.;new york city;?;french (classic);40
