arnie morton's of chicago;?;los angeles;310/246-1501;american;0
arnie morton's of chicago;435 s. la cienega blvd.;?;310-246-1501;steakhouses;0
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;?;1
art's deli;12224 ventura blvd.;studio city;818-762-1221;?;1
hotel bel-air;701 stone canyon rd.;?;310/472-1211;?;2
bel-air hotel;?;bel air;?;californian;2
cafe bizou;14016 ventura blvd.;sherman oaks;?;french;3
cafe bizou;14016 ventura blvd.;sherman oaks;818-788-3536;?;?
?;624 s. la brea ave.;los angeles;213/938-1447;?;?
campanile;624 s. la brea ave.;los angeles;213-938-1447;californian;4
chinois on main;2709 main st.;santa monica;310/392-9025;french;5
chinois on main;?;santa monica;310-392-9025;pacific new wave;5
?;6703 melrose ave.;los angeles;213/857-0034;californian;6
?;?;?;213-857-0034;californian;6
?;8358 sunset blvd. west;hollywood;213/848-6677;?;7
fenix at the argyle;8358 sunset blvd.;w. hollywood;213-848-6677;?;7
granita;23725 w. malibu rd.;?;310/456-0488;?;8
granita;23725 w. malibu rd.;malibu;310-456-0488;californian;8
?;9560 dayton way;los angeles;310/276-0615;american;?
?;9560 dayton way;beverly hills;310-276-0615;american (traditional);9
?;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;10
katsu;?;los feliz;213-665-1891;?;10
l'orangerie;903 n. la cienega blvd.;los angeles;?;?;11
?;903 n. la cienega blvd.;?;?;?;?
le chardonnay;8284 melrose ave.;los angeles;213/655-8880;french;12
?;?;los angeles;?;french bistro;12
locanda veneta;3rd st.;?;310/274-1893;italian;13
locanda veneta;8638 w. third st.;?;310-274-1893;italian;13
matsuhisa;?;beverly hills;310/659-9639;?;14
matsuhisa;129 n. la cienega blvd.;beverly hills;310-659-9639;?;?
the palm;9001 santa monica blvd.;los angeles;310/550-8811;?;15
?;9001 santa monica blvd.;?;?;steakhouses;15
patina;?;?;213/467-1108;californian;?
patina;5955 melrose ave.;los angeles;213-467-1108;californian;?
philippe's the original;1001 n. alameda st.;?;213/628-3781;?;?
philippe the original;1001 n. alameda st.;?;213-628-3781;cafeterias;17
?;12969 ventura blvd.;los angeles;?;?;18
?;12969 ventura blvd.;?;818-990-0500;french bistro;18
?;617 s. olive st.;los angeles;213/627-2300;italian;19
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;nuova cucina italian;19
?;1114 horn ave.;los angeles;?;californian;20
spago (los angeles);8795 sunset blvd.;w. hollywood;310-652-4025;?;20
?;?;santa monica;?;italian;21
?;3115 pico blvd.;santa monica;310-829-4313;italian;21
yujean kang's gourmet chinese cuisine;?;los angeles;818/585-0855;asian;22
?;67 n. raymond ave.;pasadena;818-585-0855;chinese;22
21 club;?;new york;212/582-7200;american;?
21 club;21 w. 52nd st.;new york city;?;american (new);?
aquavit;13 w. 54th st.;new york;?;continental;24
?;13 w. 54th st.;?;212-307-7311;scandinavian;24
?;34 e. 61st st.;?;212/ 319-1660;american;?
aureole;?;new york city;212-319-1660;american (new);?
cafe lalo;201 w. 83rd st.;new york;212/496-6031;coffee bar;26
cafe lalo;201 w. 83rd st.;new york city;212-496-6031;?;?
cafe des artistes;?;new york;212/877-3500;continental;?
?;?;new york city;212-877-3500;?;?
?;2450 broadway  between 90th and 91st sts.;?;212/362-2200;italian;28
carmine's;?;new york city;?;italian;28
carnegie deli;854 7th ave.  between 54th and 55th sts.;?;?;delicatessen;?
?;?;new york city;212-757-2245;delis;?
?;2 harrison st.  near hudson st.;?;212/966-6960;?;30
chanterelle;?;?;212-966-6960;french (new);30
?;20 e. 76th st.;new york;212/288-0033;?;?
daniel;20 e. 76th st.;new york city;212-288-0033;?;31
?;210 e. 58th st.;new york;212/355-7555;?;32
?;210 e. 58th st.;?;?;indian;32
?;243 e. 58th st.;new york;212/758-1479;italian;33
?;243 e. 58th st.;new york city;212-758-1479;italian;?
