arnie morton's of chicago;435 s. la cienega blv.;?;?;?;?
arnie morton's of chicago;435 s. la cienega blvd.;?;?;?;?
art's delicatessen;?;?;818/762-1221;?;1
art's deli;?;?;?;delis;1
hotel bel-air;?;bel air;?;californian;2
bel-air hotel;?;?;?;californian;2
cafe bizou;?;sherman oaks;?;french;3
?;?;?;818-788-3536;?;3
campanile;?;?;213/938-1447;american;4
campanile;624 s. la brea ave.;?;213-938-1447;?;?
chinois on main;2709 main st.;?;310/392-9025;?;5
chinois on main;2709 main st.;santa monica;310-392-9025;pacific new wave;5
?;?;?;213/857-0034;californian;6
citrus;?;?;213-857-0034;californian;6
fenix;8358 sunset blvd. west;hollywood;?;?;7
?;8358 sunset blvd.;?;?;?;7
granita;23725 w. malibu rd.;malibu;?;californian;8
granita;23725 w. malibu rd.;?;310-456-0488;?;?
grill on the alley;9560 dayton way;los angeles;310/276-0615;?;?
grill  the;9560 dayton way;beverly hills;310-276-0615;?;9
restaurant katsu;1972 n. hillhurst ave.;los angeles;213/665-1891;?;?
katsu;1972 hillhurst ave.;los feliz;213-665-1891;?;?
l'orangerie;?;?;?;french;11
l'orangerie;?;w. hollywood;310-652-9770;french (classic);?
?;?;los angeles;?;french;?
le chardonnay (los angeles);8284 melrose ave.;los angeles;?;french bistro;12
?;?;los angeles;?;italian;13
locanda veneta;8638 w. third st.;?;310-274-1893;?;?
?;?;beverly hills;?;asian;14
?;129 n. la cienega blvd.;beverly hills;?;seafood;14
the palm;?;los angeles;310/550-8811;american;?
palm  the (los angeles);9001 santa monica blvd.;w. hollywood;?;?;?
patina;?;?;213/467-1108;?;?
?;5955 melrose ave.;?;?;?;?
philippe's the original;?;los angeles;213/628-3781;?;?
philippe the original;1001 n. alameda st.;chinatown;?;cafeterias;17
pinot bistro;12969 ventura blvd.;?;818/990-0500;french;?
pinot bistro;?;?;818-990-0500;french bistro;?
?;617 s. olive st.;?;213/627-2300;?;?
?;?;?;?;?;19
spago;1114 horn ave.;los angeles;310/652-4025;californian;20
?;?;?;?;?;20
valentino;3115 pico blvd.;?;310/829-4313;?;21
valentino;?;santa monica;?;?;?
?;?;?;?;?;22
yujean kang's;67 n. raymond ave.;?;818-585-0855;chinese;22
21 club;21 w. 52nd st.;new york;212/582-7200;?;23
21 club;21 w. 52nd st.;?;212-582-7200;?;23
?;?;new york;212/307-7311;continental;24
aquavit;13 w. 54th st.;?;212-307-7311;scandinavian;?
aureole;?;new york;212/ 319-1660;american;?
aureole;34 e. 61st st.;?;212-319-1660;american (new);25
cafe lalo;201 w. 83rd st.;new york;?;coffee bar;26
cafe lalo;201 w. 83rd st.;?;?;?;26
cafe des artistes;?;new york;?;?;27
?;?;new york city;?;?;27
carmine's;2450 broadway  between 90th and 91st sts.;?;212/362-2200;italian;28
carmine's;?;new york city;212-362-2200;italian;?
carnegie deli;854 7th ave.  between 54th and 55th sts.;new york;212/757-2245;delicatessen;29
?;?;new york city;212-757-2245;?;29
?;2 harrison st.  near hudson st.;?;212/966-6960;?;?
?;2 harrison st.;new york city;?;french (new);30
daniel;20 e. 76th st.;?;?;?;?
daniel;?;?;?;french (new);31
?;210 e. 58th st.;new york;212/355-7555;?;32
dawat;210 e. 58th st.;new york city;212-355-7555;?;32
felidia;243 e. 58th st.;new york;?;italian;?
felidia;243 e. 58th st.;?;212-758-1479;italian;?
?;?;new york;212/754-9494;american;34
four seasons;?;new york city;212-754-9494;american (new);34
gotham bar & grill;12 e. 12th st.;?;212/620-4020;american;35
gotham bar & grill;?;?;?;american (new);35
gramercy tavern;?;?;212/477-0777;american;36
gramercy tavern;42 e. 20th st.;?;?;american (new);36
island spice;?;new york;212/765-1737;?;?
island spice;?;new york city;?;caribbean;37
jo jo;160 e. 64th st.;new york;?;?;?
jo jo;?;?;212-223-5656;?;38
la caravelle;33 w. 55th st.;?;212/586-4252;?;39
?;33 w. 55th st.;?;?;french (classic);?
la cote basque;60 w. 55th st.  between 5th and 6th ave.;?;212/688-6525;french;40
