arnie morton's of chicago;435 s. la cienega blv.;los angeles;?;american;0
?;435 s. la cienega blvd.;los angeles;?;steakhouses;0
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;?;1
?;12224 ventura blvd.;studio city;818-762-1221;delis;?
?;701 stone canyon rd.;bel air;?;californian;2
bel-air hotel;?;bel air;?;californian;2
?;?;sherman oaks;818/788-3536;?;3
?;?;sherman oaks;818-788-3536;?;3
?;?;los angeles;?;american;?
campanile;?;los angeles;213-938-1447;californian;4
?;?;santa monica;310/392-9025;?;?
?;2709 main st.;santa monica;?;?;5
citrus;6703 melrose ave.;los angeles;213/857-0034;californian;6
citrus;6703 melrose ave.;los angeles;?;californian;6
fenix;8358 sunset blvd. west;?;?;?;?
?;?;w. hollywood;?;french (new);7
?;23725 w. malibu rd.;malibu;310/456-0488;californian;?
?;23725 w. malibu rd.;malibu;?;?;?
?;?;?;?;american;9
grill  the;?;beverly hills;?;american (traditional);?
?;1972 n. hillhurst ave.;los angeles;?;asian;10
katsu;?;los feliz;?;japanese;?
?;903 n. la cienega blvd.;los angeles;310/652-9770;french;?
?;903 n. la cienega blvd.;w. hollywood;310-652-9770;french (classic);11
?;8284 melrose ave.;los angeles;213/655-8880;?;12
le chardonnay (los angeles);8284 melrose ave.;los angeles;213-655-8880;french bistro;?
?;3rd st.;los angeles;?;?;?
?;?;?;310-274-1893;italian;13
?;129 n. la cienega blvd.;?;310/659-9639;asian;14
?;129 n. la cienega blvd.;beverly hills;310-659-9639;seafood;14
the palm;?;?;?;?;15
palm  the (los angeles);9001 santa monica blvd.;w. hollywood;310-550-8811;steakhouses;?
patina;5955 melrose ave.;los angeles;?;californian;16
?;?;?;213-467-1108;californian;?
?;?;?;213/628-3781;american;17
?;?;chinatown;213-628-3781;cafeterias;17
pinot bistro;12969 ventura blvd.;los angeles;?;french;?
?;?;studio city;818-990-0500;french bistro;?
rex il ristorante;?;?;?;italian;?
?;?;los angeles;?;nuova cucina italian;19
spago;1114 horn ave.;los angeles;?;californian;20
?;?;w. hollywood;310-652-4025;californian;20
?;?;?;?;italian;21
valentino;3115 pico blvd.;?;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;67 n. raymond ave.;los angeles;818/585-0855;asian;?
?;?;pasadena;818-585-0855;chinese;?
21 club;21 w. 52nd st.;new york;?;?;23
21 club;21 w. 52nd st.;new york city;?;american (new);23
?;13 w. 54th st.;?;212/307-7311;continental;?
aquavit;13 w. 54th st.;new york city;?;scandinavian;24
?;?;?;212/ 319-1660;?;?
aureole;?;?;212-319-1660;?;25
?;?;new york;212/496-6031;coffee bar;?
cafe lalo;201 w. 83rd st.;new york city;212-496-6031;?;26
?;?;?;?;continental;?
?;?;new york city;?;?;27
?;?;new york;212/362-2200;italian;28
carmine's;2450 broadway;?;?;?;28
carnegie deli;854 7th ave.  between 54th and 55th sts.;?;212/757-2245;?;29
carnegie deli;?;?;212-757-2245;?;?
?;2 harrison st.  near hudson st.;new york;?;?;30
?;2 harrison st.;?;212-966-6960;french (new);?
daniel;?;new york;?;french;?
daniel;?;new york city;212-288-0033;french (new);31
dawat;?;?;?;asian;32
dawat;210 e. 58th st.;?;212-355-7555;indian;?
?;243 e. 58th st.;?;212/758-1479;italian;?
felidia;?;new york city;?;italian;33
four seasons grill room;99 e. 52nd st.;new york;?;?;?
four seasons;?;new york city;212-754-9494;american (new);?
?;12 e. 12th st.;new york;?;american;35
gotham bar & grill;12 e. 12th st.;new york city;?;american (new);?
?;42 e. 20th st.  between park ave. s and broadway;new york;212/477-0777;?;36
?;?;?;212-477-0777;?;36
island spice;?;?;?;tel caribbean;37
island spice;402 w. 44th st.;?;212-765-1737;?;37
jo jo;160 e. 64th st.;new york;212/223-5656;?;38
?;160 e. 64th st.;new york city;212-223-5656;french bistro;?
?;?;?;212/586-4252;?;39
?;33 w. 55th st.;new york city;?;french (classic);39
