?;?;?;310/246-1501;?;?
arnie morton's of chicago;435 s. la cienega blvd.;los angeles;?;steakhouses;0
?;?;studio city;818/762-1221;?;?
?;?;?;818-762-1221;delis;1
hotel bel-air;?;bel air;?;?;2
bel-air hotel;?;?;?;?;?
?;14016 ventura blvd.;sherman oaks;?;?;?
?;?;?;?;french bistro;?
campanile;624 s. la brea ave.;los angeles;?;?;4
campanile;?;?;213-938-1447;californian;4
chinois on main;2709 main st.;?;?;french;5
?;?;?;?;pacific new wave;5
citrus;?;?;213/857-0034;?;?
citrus;?;los angeles;?;californian;6
fenix;8358 sunset blvd. west;?;?;american;?
?;?;w. hollywood;?;?;?
granita;23725 w. malibu rd.;?;310/456-0488;californian;8
granita;23725 w. malibu rd.;?;?;?;?
grill on the alley;9560 dayton way;los angeles;?;?;9
?;9560 dayton way;?;?;?;?
?;?;los angeles;?;asian;10
katsu;1972 hillhurst ave.;?;?;japanese;?
?;?;?;?;french;11
?;?;?;?;?;11
?;8284 melrose ave.;los angeles;213/655-8880;?;?
le chardonnay (los angeles);8284 melrose ave.;los angeles;?;?;?
locanda veneta;3rd st.;los angeles;310/274-1893;?;13
?;8638 w. third st.;los angeles;310-274-1893;italian;13
matsuhisa;?;?;310/659-9639;asian;?
matsuhisa;129 n. la cienega blvd.;?;?;?;14
the palm;9001 santa monica blvd.;los angeles;310/550-8811;american;15
?;9001 santa monica blvd.;w. hollywood;310-550-8811;?;15
patina;5955 melrose ave.;?;213/467-1108;californian;16
?;?;?;213-467-1108;californian;?
philippe's the original;1001 n. alameda st.;?;?;?;17
?;1001 n. alameda st.;?;?;?;?
?;?;los angeles;?;french;18
pinot bistro;?;studio city;?;french bistro;?
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;italian;19
rex il ristorante;617 s. olive st.;?;?;nuova cucina italian;19
spago;1114 horn ave.;?;310/652-4025;californian;20
spago (los angeles);?;?;?;?;?
?;3115 pico blvd.;santa monica;310/829-4313;italian;?
valentino;3115 pico blvd.;?;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;?;los angeles;?;?;22
?;67 n. raymond ave.;pasadena;?;?;22
?;?;new york;212/582-7200;american;?
?;21 w. 52nd st.;?;212-582-7200;american (new);23
aquavit;?;new york;212/307-7311;?;24
?;?;new york city;?;?;?
aureole;34 e. 61st st.;new york;?;?;?
?;?;new york city;?;american (new);?
cafe lalo;201 w. 83rd st.;new york;?;coffee bar;26
?;?;new york city;212-496-6031;?;?
cafe des artistes;?;new york;212/877-3500;?;?
?;1 w. 67th st.;?;?;french (classic);?
carmine's;?;?;212/362-2200;?;?
carmine's;?;new york city;?;?;?
?;?;new york;212/757-2245;?;29
carnegie deli;854 seventh ave.;new york city;?;delis;?
chanterelle;2 harrison st.  near hudson st.;new york;212/966-6960;american;?
chanterelle;?;new york city;212-966-6960;?;30
?;?;?;212/288-0033;?;31
daniel;20 e. 76th st.;?;212-288-0033;french (new);31
?;?;?;?;?;32
?;210 e. 58th st.;?;212-355-7555;indian;?
?;243 e. 58th st.;?;212/758-1479;italian;?
?;?;?;212-758-1479;italian;33
?;?;new york;?;?;?
four seasons;99 e. 52nd st.;?;212-754-9494;american (new);34
gotham bar & grill;?;new york;212/620-4020;american;?
?;?;?;212-620-4020;american (new);?
?;?;?;?;american;?
gramercy tavern;42 e. 20th st.;?;212-477-0777;american (new);?
?;?;?;?;?;37
?;?;?;212-765-1737;?;?
jo jo;160 e. 64th st.;?;?;american;38
jo jo;160 e. 64th st.;?;?;?;?
la caravelle;?;?;212/586-4252;?;39
la caravelle;33 w. 55th st.;?;212-586-4252;french (classic);?
la cote basque;?;?;?;french;40
la cote basque;60 w. 55th st.;new york city;212-688-6525;french (classic);40
le bernardin;155 w. 51st st.;?;?;french;41
le bernardin;?;?;?;?;?
les celebrites;?;?;?;french;?
?;?;new york city;?;?;?
?;2 e. 55th st.;?;212/339-6719;?;43
?;?;?;212-339-6719;?;43
?;?;new york;?;?;?
lutece;?;new york city;212-752-2225;french (classic);?
?;57 w. 58th st.;?;212/ 371-7777;seafood;45
?;57 w. 58th st.;?;?;seafood;?
?;405 e. 58th st.;new york;212/754-6272;american;46
?;?;?;?;american (new);?
mesa grill;?;?;?;?;?
?;?;?;212-807-7400;southwestern;47
mi cocina;57 jane st.  off hudson st.;?;?;?;48
?;57 jane st.;new york city;212-627-8273;?;48
?;239 w. broadway  between walker and white sts.;new york;?;french;49
montrachet;239 w. broadway;new york city;212-219-2777;?;49
oceana;55 e. 54th st.;?;212/759-5941;?;?
oceana;?;new york city;212-759-5941;seafood;?
?;?;?;?;?;51
?;?;?;?;american (new);?
?;182 w. 58th st.;?;212/245-2214;?;52
?;?;?;?;russian;?
picholine;35 w. 64th st.;?;212/724-8585;mediterranean;?
picholine;?;?;212-724-8585;mediterranean;?
?;95 ave. a at 6th st.;new york;?;seafood;?
?;?;new york city;212-260-6660;?;?
rainbow room;30 rockefeller plaza;?;212/632-5000;?;?
?;?;new york city;212-632-5000;american (new);?
river cafe;1 water st. at the east river;brooklyn;718/522-5200;american;56
river cafe;1 water st.;brooklyn;718-522-5200;?;?
?;240 central park s;new york;?;?;57
?;240 central park s.;new york city;212-265-5959;?;?
