arnie morton's of chicago;435 s. la cienega blv.;los angeles;310/246-1501;?;0
?;?;?;310-246-1501;steakhouses;0
?;?;studio city;818/762-1221;?;?
art's deli;?;studio city;?;delis;1
hotel bel-air;?;?;310/472-1211;californian;2
bel-air hotel;701 stone canyon rd.;?;310-472-1211;californian;?
?;14016 ventura blvd.;sherman oaks;?;french;3
?;?;sherman oaks;?;french bistro;?
campanile;?;?;213/938-1447;american;4
?;?;los angeles;?;californian;4
chinois on main;2709 main st.;santa monica;310/392-9025;french;5
?;2709 main st.;?;310-392-9025;pacific new wave;5
?;?;?;?;californian;6
?;6703 melrose ave.;?;?;californian;6
fenix;8358 sunset blvd. west;hollywood;213/848-6677;american;?
fenix at the argyle;8358 sunset blvd.;w. hollywood;213-848-6677;?;?
granita;23725 w. malibu rd.;malibu;310/456-0488;californian;?
granita;23725 w. malibu rd.;?;310-456-0488;californian;?
?;?;los angeles;310/276-0615;?;9
grill  the;?;?;?;?;?
?;?;los angeles;?;asian;?
?;?;los feliz;213-665-1891;japanese;10
l'orangerie;903 n. la cienega blvd.;?;?;?;11
?;903 n. la cienega blvd.;w. hollywood;310-652-9770;french (classic);11
le chardonnay;?;los angeles;?;french;12
?;8284 melrose ave.;los angeles;213-655-8880;french bistro;12
?;3rd st.;los angeles;310/274-1893;italian;13
locanda veneta;?;?;310-274-1893;italian;13
?;129 n. la cienega blvd.;beverly hills;310/659-9639;asian;14
?;129 n. la cienega blvd.;?;310-659-9639;seafood;14
?;9001 santa monica blvd.;?;310/550-8811;?;?
palm  the (los angeles);?;?;?;?;?
?;5955 melrose ave.;los angeles;213/467-1108;californian;16
patina;?;los angeles;213-467-1108;?;16
philippe's the original;?;los angeles;213/628-3781;american;?
philippe the original;?;?;213-628-3781;cafeterias;17
pinot bistro;12969 ventura blvd.;los angeles;?;french;18
?;12969 ventura blvd.;studio city;818-990-0500;?;18
rex il ristorante;?;los angeles;?;italian;?
?;?;los angeles;?;?;19
?;1114 horn ave.;?;?;californian;20
?;8795 sunset blvd.;w. hollywood;?;californian;20
valentino;?;santa monica;?;italian;?
valentino;?;santa monica;?;?;?
yujean kang's gourmet chinese cuisine;?;?;818/585-0855;?;?
?;67 n. raymond ave.;pasadena;?;?;?
?;21 w. 52nd st.;new york;?;american;?
21 club;21 w. 52nd st.;new york city;212-582-7200;american (new);23
?;13 w. 54th st.;?;212/307-7311;continental;24
?;13 w. 54th st.;?;?;?;24
aureole;34 e. 61st st.;new york;?;?;?
aureole;34 e. 61st st.;?;212-319-1660;american (new);25
?;201 w. 83rd st.;?;?;?;26
cafe lalo;?;new york city;212-496-6031;coffeehouses;26
?;1 w. 67th st.;?;212/877-3500;?;?
cafe des artistes;1 w. 67th st.;new york city;?;?;27
?;?;new york;212/362-2200;?;28
carmine's;?;?;212-362-2200;?;?
?;854 7th ave.  between 54th and 55th sts.;?;212/757-2245;delicatessen;?
?;854 seventh ave.;?;212-757-2245;delis;?
?;2 harrison st.  near hudson st.;new york;?;american;?
?;2 harrison st.;?;212-966-6960;?;30
daniel;20 e. 76th st.;new york;?;french;31
daniel;20 e. 76th st.;new york city;212-288-0033;french (new);31
?;?;?;?;asian;32
dawat;210 e. 58th st.;?;?;?;32
?;243 e. 58th st.;?;?;italian;33
?;?;new york city;212-758-1479;italian;33
?;?;?;212/754-9494;american;?
four seasons;?;?;?;american (new);?
gotham bar & grill;?;new york;?;american;35
gotham bar & grill;12 e. 12th st.;new york city;212-620-4020;american (new);35
gramercy tavern;?;new york;?;?;?
gramercy tavern;42 e. 20th st.;?;212-477-0777;?;?
island spice;402 w. 44th st.;?;212/765-1737;?;?
island spice;402 w. 44th st.;new york city;212-765-1737;caribbean;37
?;?;new york;212/223-5656;?;38
jo jo;160 e. 64th st.;?;212-223-5656;french bistro;?
la caravelle;?;?;212/586-4252;french;?
?;33 w. 55th st.;new york city;212-586-4252;french (classic);?
la cote basque;60 w. 55th st.  between 5th and 6th ave.;new york;?;french;?
la cote basque;?;new york city;?;french (classic);40
le bernardin;155 w. 51st st.;new york;212/489-1515;french;41
?;155 w. 51st st.;new york city;212-489-1515;?;?
les celebrites;?;?;212/484-5113;?;?
?;?;?;?;?;?
?;2 e. 55th st.;?;?;american;?
?;2 e. 55th st.;?;212-339-6719;asian;43
?;?;?;212/752-2225;?;44
?;249 e. 50th st.;new york city;212-752-2225;?;44
manhattan ocean club;57 w. 58th st.;?;212/ 371-7777;seafood;45
manhattan ocean club;57 w. 58th st.;?;?;seafood;?
?;405 e. 58th st.;new york;?;?;?
?;405 e. 58th st.;new york city;212-754-6272;american (new);?
?;102 5th ave.  between 15th and 16th sts.;?;?;?;47
mesa grill;102 fifth ave.;new york city;212-807-7400;southwestern;47
mi cocina;?;?;?;?;48
mi cocina;57 jane st.;new york city;?;mexican;48
montrachet;239 w. broadway  between walker and white sts.;?;212/ 219-2777;french;?
montrachet;239 w. broadway;new york city;212-219-2777;?;?
?;55 e. 54th st.;?;212/759-5941;seafood;?
oceana;55 e. 54th st.;?;?;seafood;50
?;?;?;?;?;?
park avenue cafe (new york city);?;?;212-644-1900;american (new);51
petrossian;182 w. 58th st.;new york;212/245-2214;?;?
petrossian;182 w. 58th st.;new york city;212-245-2214;?;?
picholine;35 w. 64th st.;new york;212/724-8585;mediterranean;53
picholine;35 w. 64th st.;?;212-724-8585;?;?
?;?;?;?;seafood;54
?;95 ave. a;?;212-260-6660;seafood;54
?;30 rockefeller plaza;new york;212/632-5000;or 212/632-5100 american;55
?;?;?;?;?;55
river cafe;?;brooklyn;?;american;56
?;?;brooklyn;?;?;?
san domenico;?;?;?;italian;57
san domenico;240 central park s.;new york city;?;?;57
second avenue deli;?;new york;212/677-0606;delicatessen;58
?;156 second ave.;new york city;212-677-0606;delis;58
seryna;11 e. 53rd st.;new york;212/980-9393;?;59
seryna;?;new york city;212-980-9393;japanese;59
?;?;?;212/371-8844;asian;60
?;?;new york city;212-371-8844;chinese;60
sign of the dove;1110 3rd ave. at 65th st.;new york;?;?;?
sign of the dove;1110 third ave.;?;?;american (new);61
smith & wollensky;201 e. 49th st.;?;212/753-1530;?;62
smith & wollensky;797 third ave.;?;212-753-1530;steakhouses;62
tavern on the green;?;?;?;american;?
tavern on the green;?;new york city;?;american (new);?
uncle nick's;747 9th ave.  between 50th and 51st sts.;?;?;mediterranean;64
?;747 ninth ave.;?;?;greek;?
