?;435 s. la cienega blv.;los angeles;?;american;?
?;435 s. la cienega blvd.;?;310-246-1501;steakhouses;?
art's delicatessen;12224 ventura blvd.;?;818/762-1221;american;1
art's deli;?;?;818-762-1221;?;?
?;701 stone canyon rd.;?;310/472-1211;?;?
?;?;?;310-472-1211;californian;2
?;14016 ventura blvd.;sherman oaks;?;?;3
cafe bizou;14016 ventura blvd.;sherman oaks;818-788-3536;french bistro;3
campanile;?;los angeles;213/938-1447;american;4
campanile;624 s. la brea ave.;los angeles;?;californian;4
chinois on main;?;santa monica;310/392-9025;?;5
chinois on main;2709 main st.;santa monica;310-392-9025;pacific new wave;5
citrus;6703 melrose ave.;los angeles;213/857-0034;?;6
citrus;6703 melrose ave.;los angeles;213-857-0034;californian;6
?;8358 sunset blvd. west;hollywood;?;american;7
fenix at the argyle;8358 sunset blvd.;w. hollywood;?;french (new);7
granita;23725 w. malibu rd.;malibu;310/456-0488;californian;8
?;23725 w. malibu rd.;?;310-456-0488;?;8
grill on the alley;9560 dayton way;los angeles;310/276-0615;american;9
grill  the;?;beverly hills;310-276-0615;american (traditional);9
restaurant katsu;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;10
katsu;1972 hillhurst ave.;los feliz;213-665-1891;?;10
?;903 n. la cienega blvd.;los angeles;?;?;?
l'orangerie;903 n. la cienega blvd.;?;310-652-9770;?;11
?;8284 melrose ave.;?;213/655-8880;french;12
?;8284 melrose ave.;los angeles;?;french bistro;?
locanda veneta;3rd st.;los angeles;310/274-1893;italian;13
locanda veneta;8638 w. third st.;?;310-274-1893;italian;13
matsuhisa;?;beverly hills;310/659-9639;asian;14
?;129 n. la cienega blvd.;beverly hills;310-659-9639;?;?
the palm;9001 santa monica blvd.;los angeles;310/550-8811;american;15
palm  the (los angeles);9001 santa monica blvd.;w. hollywood;310-550-8811;?;15
patina;5955 melrose ave.;los angeles;213/467-1108;californian;16
?;5955 melrose ave.;los angeles;?;californian;16
philippe's the original;1001 n. alameda st.;los angeles;213/628-3781;american;17
philippe the original;?;chinatown;?;?;17
?;12969 ventura blvd.;los angeles;818/990-0500;french;18
pinot bistro;12969 ventura blvd.;studio city;?;french bistro;18
?;617 s. olive st.;los angeles;213/627-2300;italian;19
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;?;19
spago;1114 horn ave.;los angeles;310/652-4025;californian;20
spago (los angeles);8795 sunset blvd.;w. hollywood;310-652-4025;?;20
valentino;3115 pico blvd.;?;310/829-4313;italian;?
?;3115 pico blvd.;santa monica;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;?;los angeles;?;?;?
yujean kang's;?;pasadena;?;chinese;22
